treatment,buses,pool_bound,fleet_proved,pool_columns,mip_minutes,result_path,result_sha256,source_journal_sha256
decomposition_pool_union_20260914,34,33.0,False,18466,240.10020482218047,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_all09/mip_result.json,40a7f75414d0afef50d5946dee170dbbc4491a6af912cd89cdf6551d87e96844,1e0ded3464c7548a5b08ae192c166c17f45d640fd8de82479472b27b0be93af2
decomposition_lp_support_union_20260914,34,32.00000000000009,False,18456,240.13343508258308,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_all09/mip_result.json,bab8d30579907f3e8800180170c9d42136ff511eb3218c62cd17574ea715e630,a39c135b820bfdcd9818ff535a78791560d1d6958d0d462fb035ebe812b6ee72
