job_key,paired_cell_key,method_arm,cell_id,scale,selection_replicate,physics_profile,g_kwh,charge_kw,soc_step,block_min,grid_id,grid_role,commensurate,charge_kwh_per_block,credited_charge_kwh_per_block,charge_grid_loss_kwh,trip_count,target_fleet,instance_sha256,status_path,status_present,stop_reason,certified,dag_nodes,dag_arcs,dag_build_wall_s,estimated_dag_nodes_upper,active_arcs,arcflow_variables,arcflow_constraints,arcflow_nonzeros,model_build_wall_s,lp_wall_s,mip_wall_s,peak_rss_mb,iterations_to_certificate,wall_to_certificate,wall_s_total,iterations_observed,master_wall_s_total,pricing_wall_s_total,columns_added_total,pool_columns_final,fleet_lp_bound,lp_gap_buses,integer_fleet,integer_fleet_proven,integer_gap_buses,mip_gap,lp_gap_closed_vs_anchor,integer_gap_closed_vs_anchor,cpu_hours_to_certificate,buses_gap_closed_per_cpu_hour,lp_equality_checked,lp_equal,lp_difference
af_p300_bridge_k02_s1_soc10_b5,p300_bridge_k02_s1_soc10_b5,arc_flow,k02_s1,2,1,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s1_soc10_b5.json,False,missing,False,,,,59491,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s1_soc2p5_b5,p300_bridge_k02_s1_soc2p5_b5,exact_cg,k02_s1,2,1,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc2p5_b5.json,True,wall_limit,False,231873,6793089,3.7511727809906006,232201,,,,,,,,803.40625,,,120.50514459609985,257,15.243033051036036,100.15982476398858,5241,5287,,,,,,,,,,,False,,
af_p300_bridge_k02_s1_soc2p5_b5,p300_bridge_k02_s1_soc2p5_b5,arc_flow,k02_s1,2,1,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s1_soc2p5_b5.json,False,missing,False,,,,232201,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s1_soc10_b2p5,p300_bridge_k02_s1_soc10_b2p5,exact_cg,k02_s1,2,1,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc10_b2p5.json,True,wall_limit,False,117420,3332785,1.8720769882202148,117523,,,,,,,,517.0546875,,,120.34681987762451,444,16.198039955997956,99.91429699998844,3883,3930,,,,,,,,,,,False,,
af_p300_bridge_k02_s1_soc10_b2p5,p300_bridge_k02_s1_soc10_b2p5,arc_flow,k02_s1,2,1,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s1_soc10_b2p5.json,False,missing,False,,,,117523,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s1_soc2p5_b2p5,p300_bridge_k02_s1_soc2p5_b2p5,exact_cg,k02_s1,2,1,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc2p5_b2p5.json,True,wall_limit,False,458385,13346188,8.406451940536499,458713,,,,,,,,1365.82421875,,,120.8657922744751,133,3.9442917029809905,107.61393749998388,3301,3348,,,,,,,,,,,False,,
af_p300_bridge_k02_s1_soc2p5_b2p5,p300_bridge_k02_s1_soc2p5_b2p5,arc_flow,k02_s1,2,1,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s1_soc2p5_b2p5.json,False,missing,False,,,,458713,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s2_soc15_b10,p300_bridge_k02_s2_soc15_b10,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc15_b10.json,True,certified,True,20180,271471,0.19256377220153809,20267,,,,,,,0.5800538230032544,157.90234375,93,3.7801127433776855,4.366614596852742,93,0.4359577469913347,2.875568278010178,537,548,2.1875,0.1875,4.0,True,2.0,0.0,0.0,0.0,0.0010500313176049127,0.0,True,True,0.0
af_p300_bridge_k02_s2_soc15_b10,p300_bridge_k02_s2_soc15_b10,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc15_b10.json,True,wall_limit,False,20180,271471,0.20740813999873353,20267,138181,138181,6931,324197,0.13982238699827576,5.515660962999391,54.36862288300108,802.796875,,,60.293461872999615,0,,,,,2.1875,0.1875,27.0,False,25.0,0.8888888888888888,0.0,0.0,,,True,True,0.0
rc_p300_bridge_k02_s2_soc10_b10,p300_bridge_k02_s2_soc10_b10,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc10_b10.json,True,certified,True,29772,402306,0.27411866188049316,29917,,,,,,,0.553495178999583,174.609375,79,4.521315097808838,5.084713230909983,79,0.39946436896934756,3.5776245619963447,705,732,2.2,0.20000000000000018,4.0,True,2.0,0.0,-0.012500000000000178,0.0,0.0012559208605024549,-9.952856420427093,True,True,0.0
af_p300_bridge_k02_s2_soc10_b10,p300_bridge_k02_s2_soc10_b10,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc10_b10.json,True,wall_limit,False,29772,402306,0.284766339998896,29917,198875,198875,10138,467317,0.2131747160019586,9.54575201300031,50.48177624800155,840.01171875,,,60.603137034999236,0,,,,,2.2,0.20000000000000018,,False,,,-0.012500000000000178,,,,True,True,0.0
rc_p300_bridge_k02_s2_soc2p5_b10,p300_bridge_k02_s2_soc2p5_b10,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc2p5_b10.json,True,certified,True,116274,1593951,1.0825951099395752,116767,,,,,,,0.16286117999698035,303.453125,43,6.039452314376831,6.209244322468294,43,0.1876011980129988,4.609721572000126,551,573,2.153846153846154,0.1538461538461542,3.0,True,1.0,0.0,0.03365384615384581,1.0,0.001677625642882453,20.06040280596966,False,,
af_p300_bridge_k02_s2_soc2p5_b10,p300_bridge_k02_s2_soc2p5_b10,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc2p5_b10.json,True,wall_limit,False,116274,1593951,1.0597150979992875,116767,638695,638695,35938,1490181,0.6450506209985178,23.6062275760014,,973.6484375,,,25.556176678997872,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s2_soc10_b5,p300_bridge_k02_s2_soc10_b5,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc10_b5.json,True,certified,True,58788,762974,0.5436017513275146,58933,,,,,,,0.39096839299963904,218.71875,122,10.100781202316284,10.500066589029302,122,0.6209484399696521,8.521158428004128,628,656,2.125,0.125,3.0,True,1.0,0.0,0.0625,1.0,0.0028057725561989677,22.27550478456098,False,,
af_p300_bridge_k02_s2_soc10_b5,p300_bridge_k02_s2_soc10_b5,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc10_b5.json,True,wall_limit,False,58788,762974,0.545578494999063,58933,409884,409884,20192,958101,0.4165188670012867,23.821592909000174,,641.3359375,,,24.93436775200098,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s2_soc2p5_b5,p300_bridge_k02_s2_soc2p5_b5,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc2p5_b5.json,True,certified,True,229530,3065456,2.171166181564331,230023,,,,,,,0.262012777999189,475.6171875,66,16.009153127670288,16.28187805242851,66,0.4279466010048054,13.10448027498569,893,915,2.0,0.0,2.0,True,0.0,0.0,0.1875,2.0,0.004446986979908413,42.16337957523357,False,,
af_p300_bridge_k02_s2_soc2p5_b5,p300_bridge_k02_s2_soc2p5_b5,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc2p5_b5.json,True,wall_limit,False,229530,3065456,2.136644238998997,230023,1380831,1380831,72809,3213871,1.3938408389985852,23.23514828399857,,1922.8125,,,27.283581553998374,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s2_soc10_b2p5,p300_bridge_k02_s2_soc10_b2p5,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc10_b2p5.json,True,certified,True,116820,1495852,1.052006721496582,116965,,,,,,,0.22686644999703276,304.03125,137,20.234264850616455,20.468092884704674,137,0.6780843730193737,17.928887431993644,491,516,2.083333333333333,0.08333333333333304,3.0,True,1.0,0.0,0.10416666666666696,1.0,0.005620629125171237,18.53291942002906,False,,
af_p300_bridge_k02_s2_soc10_b2p5,p300_bridge_k02_s2_soc10_b2p5,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc10_b2p5.json,True,wall_limit,False,116820,1495852,1.0594309650005016,116965,840295,840295,40336,1960222,0.8435651969994069,23.629721348999738,,1173.046875,,,25.83248059499965,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s2_soc2p5_b2p5,p300_bridge_k02_s2_soc2p5_b2p5,exact_cg,k02_s2,2,2,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s2_soc2p5_b2p5.json,True,certified,True,456042,5986164,4.574181079864502,456535,,,,,,,0.17901535499913734,806.61328125,93,41.785943269729614,41.97386785019262,93,0.4783077549909649,36.286842288001935,699,725,2.0,0.0,2.0,True,0.0,0.0,0.1875,2.0,0.011607206463813781,16.153757631911123,False,,
af_p300_bridge_k02_s2_soc2p5_b2p5,p300_bridge_k02_s2_soc2p5_b2p5,arc_flow,k02_s2,2,2,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,29,2,6ca7e2db690120699d59fc81428b0f1af00c5cc3889770e8f2860af040244932,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s2_soc2p5_b2p5.json,True,wall_limit,False,456042,5986164,4.365603247002582,456535,2958148,2958148,148890,6882082,2.9928349280016846,22.62404838600196,,3892.84375,,,31.10144206199766,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc15_b10,p300_bridge_k02_s3_soc15_b10,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc15_b10.json,True,certified,True,20754,705907,0.3762021064758301,20834,,,,,,,,227.26953125,546,56.985888957977295,57.05999755859375,546,21.19571749793613,33.59145942995383,2861,2906,2.274725274725276,0.27472527472527597,,,,,0.0,,0.01582941359943814,0.0,False,,
af_p300_bridge_k02_s3_soc15_b10,p300_bridge_k02_s3_soc15_b10,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc15_b10.json,False,missing,False,,,,20834,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc10_b10,p300_bridge_k02_s3_soc10_b10,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc10_b10.json,True,certified,True,30636,1046031,0.5482974052429199,30754,,,,,,,,241.6796875,547,64.60287642478943,64.6525182723999,547,15.360014164994936,47.04520508801215,1912,1961,2.2641509433962246,0.2641509433962246,,,,,0.01057433132905139,,0.017945243451330396,0.5892553844549513,False,,
af_p300_bridge_k02_s3_soc10_b10,p300_bridge_k02_s3_soc10_b10,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc10_b10.json,False,missing,False,,,,30754,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc2p5_b10,p300_bridge_k02_s3_soc2p5_b10,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc2p5_b10.json,True,wall_limit,False,119677,4121277,2.2482364177703857,120034,,,,,,,,513.71875,,,120.070974111557,369,13.599667393049458,102.93362750601227,2419,2475,,,,,,,,,,,False,,
af_p300_bridge_k02_s3_soc2p5_b10,p300_bridge_k02_s3_soc2p5_b10,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc2p5_b10.json,False,missing,False,,,,120034,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc10_b5,p300_bridge_k02_s3_soc10_b5,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc10_b5.json,True,certified,True,59652,2032486,1.0710859298706055,59770,,,,,,,,344.7578125,530,104.5021071434021,104.56493425369263,530,20.282703893943108,81.2794916269595,2278,2332,2.0855263157894735,0.08552631578947345,,,,,0.18919895893580252,,0.029028363095389472,6.517727448636354,False,,
af_p300_bridge_k02_s3_soc10_b5,p300_bridge_k02_s3_soc10_b5,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc10_b5.json,False,missing,False,,,,59770,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc2p5_b5,p300_bridge_k02_s3_soc2p5_b5,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc2p5_b5.json,True,wall_limit,False,232933,8152289,4.727300405502319,233290,,,,,,,,904.5,,,120.56322956085205,217,10.593445061000239,103.99556174701866,5753,5809,,,,,,,,,,,False,,
af_p300_bridge_k02_s3_soc2p5_b5,p300_bridge_k02_s3_soc2p5_b5,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc2p5_b5.json,False,missing,False,,,,233290,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc10_b2p5,p300_bridge_k02_s3_soc10_b2p5,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc10_b2p5.json,True,wall_limit,False,117684,3998407,2.0959115028381348,117802,,,,,,,,489.6953125,,,120.07778286933899,411,5.190079092015367,111.40707157400175,709,765,,,,,,,,,,,False,,
af_p300_bridge_k02_s3_soc10_b2p5,p300_bridge_k02_s3_soc10_b2p5,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc10_b2p5.json,False,missing,False,,,,117802,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k02_s3_soc2p5_b2p5,p300_bridge_k02_s3_soc2p5_b2p5,exact_cg,k02_s3,2,3,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s3_soc2p5_b2p5.json,True,wall_limit,False,459445,16025063,9.865964889526367,459802,,,,,,,,1531.94140625,,,120.42973399162292,112,1.790348961003474,108.19544925301307,1570,1626,,,,,,,,,,,False,,
af_p300_bridge_k02_s3_soc2p5_b2p5,p300_bridge_k02_s3_soc2p5_b2p5,arc_flow,k02_s3,2,3,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,56,2,ec5d73b5b841b36be694c3ef8e4003b8cdfa1997f6f8afb8e6b7aad7581461b5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k02_s3_soc2p5_b2p5.json,False,missing,False,,,,459802,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s1_soc15_b10,p300_bridge_k03_s1_soc15_b10,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc15_b10.json,True,certified,True,20821,699716,0.3838024139404297,20939,,,,,,,,260.5859375,330,40.6868040561676,40.799322843551636,330,17.54797238707397,21.237515565993817,5359,5412,3.1818181818181825,0.18181818181818254,,,,,0.0,,0.011301890015602112,0.0,False,,
af_p300_bridge_k03_s1_soc15_b10,p300_bridge_k03_s1_soc15_b10,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc15_b10.json,False,missing,False,,,,20939,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s1_soc10_b10,p300_bridge_k03_s1_soc10_b10,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc10_b10.json,True,certified,True,30736,1038269,0.5603897571563721,30909,,,,,,,,335.10546875,443,80.30764842033386,80.48597836494446,443,38.611486216894264,38.862953743038815,8221,8279,2.9999999999999902,0.0,,,,,0.18181818181819231,,0.022307680116759408,8.15047467358989,False,,
af_p300_bridge_k03_s1_soc10_b10,p300_bridge_k03_s1_soc10_b10,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc10_b10.json,False,missing,False,,,,30909,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s1_soc2p5_b10,p300_bridge_k03_s1_soc2p5_b10,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc2p5_b10.json,True,wall_limit,False,120073,4094387,2.182748317718506,120639,,,,,,,,599.21875,,,120.41539716720581,329,27.429061158942204,88.79360980899946,8677,8738,,,,,,,,,,,False,,
af_p300_bridge_k03_s1_soc2p5_b10,p300_bridge_k03_s1_soc2p5_b10,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc2p5_b10.json,False,missing,False,,,,120639,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s1_soc10_b5,p300_bridge_k03_s1_soc10_b5,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc10_b5.json,True,wall_limit,False,59752,2006813,1.0779454708099365,59925,,,,,,,,412.12890625,,,120.2938666343689,522,32.89558040898555,83.55213896397981,5792,5853,,,,,,,,,,,False,,
af_p300_bridge_k03_s1_soc10_b5,p300_bridge_k03_s1_soc10_b5,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc10_b5.json,False,missing,False,,,,59925,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s1_soc2p5_b5,p300_bridge_k03_s1_soc2p5_b5,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc2p5_b5.json,True,wall_limit,False,233329,8051977,4.646234035491943,233895,,,,,,,,881.3984375,,,120.35084986686707,202,7.041651997024019,107.57141815294744,3673,3734,,,,,,,,,,,False,,
af_p300_bridge_k03_s1_soc2p5_b5,p300_bridge_k03_s1_soc2p5_b5,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc2p5_b5.json,False,missing,False,,,,233895,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
