target_k,arm,buses,fleet_bound,fleet_optimize_s,charging_optimize_s,total_optimize_s,fleet_status,charging_status
5,fresh,6,6.0,35.87502365373075,127.43170285318047,163.30672650691122,OPTIMAL,OPTIMAL
5,sequential,5,5.0,3.017481127055362,25.754501802148297,28.77198292920366,OPTIMAL,OPTIMAL
8,fresh,9,9.0,893.2599368900992,2705.9170839753933,3599.1770208654925,OPTIMAL,TIME_LIMIT
8,sequential,8,8.0,2.1286072731018066,966.0592225319706,968.1878298050724,OPTIMAL,OPTIMAL
10,fresh,11,10.00000000000002,1800.0832525920123,1799.296647451818,3599.3799000438303,TIME_LIMIT,TIME_LIMIT
10,sequential,10,10.0,8.016863536089659,3591.080922699999,3599.0977862360887,OPTIMAL,TIME_LIMIT
15,fresh,16,15.0000000000001,1800.1701184508856,1797.9012161609717,3598.0713346118573,TIME_LIMIT,TIME_LIMIT
15,sequential,15,15.0,18.926616178127006,3578.97070245794,3597.897318636067,OPTIMAL,TIME_LIMIT
