target_k,arm,buses,fleet_bound,fleet_optimize_s,charging_optimize_s,total_optimize_s,fleet_status,charging_status
5,fresh,5,5.0,0.46424342785030603,0.3956726868636906,0.8599161147139966,OPTIMAL,OPTIMAL
5,sequential,5,5.0,0.41580667113885283,0.35650140000507236,0.7723080711439252,OPTIMAL,OPTIMAL
8,fresh,8,8.0,15.769880406092852,75.92660917015746,91.69648957625031,OPTIMAL,OPTIMAL
8,sequential,8,8.0,5.363455844111741,41.377106214175,46.74056205828674,OPTIMAL,OPTIMAL
10,fresh,11,10.000000000000018,1800.0705213970505,1799.9829372889362,3600.0534586859867,TIME_LIMIT,TIME_LIMIT
10,sequential,10,10.0,1.3464779858477414,3598.054405392846,3599.400883378694,OPTIMAL,TIME_LIMIT
15,fresh,20,15.00000000000002,1800.2422235240228,1801.158374373801,3601.400597897824,TIME_LIMIT,TIME_LIMIT
15,sequential,15,15.0,443.9661107880529,3153.4181137660053,3597.384224554058,OPTIMAL,TIME_LIMIT
