target_k,arm,buses,fleet_bound,fleet_optimize_s,charging_optimize_s,total_optimize_s,fleet_status,charging_status
5,fresh,5,5.0,63.226342868991196,46.284241140820086,109.51058400981128,OPTIMAL,OPTIMAL
5,sequential,5,5.0,5.259003296028823,30.43415381689556,35.69315711292438,OPTIMAL,OPTIMAL
8,fresh,9,8.000000000000005,1800.0760012408718,1799.6216812620405,3599.6976825029124,TIME_LIMIT,TIME_LIMIT
8,sequential,8,8.0,8.269051644951105,3590.847791512031,3599.116843156982,OPTIMAL,TIME_LIMIT
10,fresh,12,10.000000000000068,1800.0900735841133,1799.1786343359854,3599.2687079200987,TIME_LIMIT,TIME_LIMIT
10,sequential,10,10.0,12.631747656036168,3585.9164062580094,3598.5481539140455,OPTIMAL,TIME_LIMIT
15,fresh,17,15.000000000000021,1800.2539788410068,1799.4194341511466,3599.6734129921533,TIME_LIMIT,TIME_LIMIT
15,sequential,15,15.0,405.96043853927404,3190.817410380114,3596.777848919388,OPTIMAL,TIME_LIMIT
