case_id,chain,target_k,fresh_cg_allowance_min,fresh_cg_minutes,fresh_cg_certified,fresh_cg_stop,fresh_weighted_lp_objective,fresh_fractional_route_weight,fresh_buses,fresh_pool_fleet_bound,fresh_fleet_proven,fresh_mip_status,fresh_meaning,warm_buses,warm_fleet_proven,fresh_cg_source_path,fresh_cg_source_sha256,fresh_mip_source_path,fresh_mip_source_sha256,warm_mip_source_path,warm_mip_source_sha256,snapshot_path,snapshot_sha256,input_sha256,sequential_cg_minutes_including_ancestors,sequential_cg_plus_ancestor_graph_minutes,common_target_graph_minutes,sequential_target_cg_minutes,sequential_target_cg_certified,sequential_weighted_lp_objective,sequential_fractional_route_weight,sequential_target_source_path,sequential_target_source_sha256,fresh_fleet_stage_minutes,sequential_fleet_stage_minutes,mip_total_allowance_s,mip_fleet_allowance_s,fresh_cg_execution_commit,mip_execution_commit,fresh_integer_excess,fresh_pool_bound_excess,sequential_integer_excess,fresh_lp_above_k_bus_cost,sequential_lp_above_k_bus_cost,fresh_lp_charging_component,sequential_lp_charging_component,lp_difference_signed_fresh_minus_sequential,lp_difference_absolute,lp_relative_difference,fractional_route_weight_difference,fresh_min_rc,sequential_min_rc,rc_eps,certificate_scope,fresh_fleet_optimize_s,fresh_charging_optimize_s,fresh_total_optimize_s,fresh_fleet_phase_elapsed_s,fresh_solver_phase_elapsed_s,fresh_fleet_status,fresh_charging_status,fresh_finite_pool_fleet_proven,sequential_fleet_optimize_s,sequential_charging_optimize_s,sequential_total_optimize_s,sequential_fleet_phase_elapsed_s,sequential_solver_phase_elapsed_s,sequential_fleet_status,sequential_charging_status,sequential_finite_pool_fleet_proven
c3_k10,3,10,886.2,30.026636184220358,True,certified,1000316.8231857817,9.999999999999993,11,10.000000000000009,False,TIME_LIMIT,fleet gap open,10,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/base/135638_r0/cg.json,22e80c1f3e6b024a22e8d16b00f9d4ab57e363c3fe2f90e525f47f4688d125ea,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/mip_base/135640_r0/result.json,ee6121c87d6b4686a28961f383e6dd14ca5636c90c254c186e1ab9be4d40d235,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/mip_warm/135639_r0/result.json,6970b728758a37b9ce1021e12ff8fc44bc730d3ba091c7596916f8cc16d04672,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,886.1990489412216,1207.378619202859,61.27877237002055,292.57186061697627,True,1000316.8231857788,9.999999999999963,/home/nc437/ladder-lite/nested_warm_chain_p3_k2_10_20260909_8830a34/cg/M__k10_p3__warm_cover__event_2p5_event5.json,3b9d794ebca3bdae5e7cd9a49ff37729d6195eb7b2cb3ef47c0addaee43af61e,30.011647963523863,0.06571636199951172,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,8.881784197001252e-15,0,316.82318578171544,316.82318577880505,316.82318578241393,316.82318578253035,2.9103830456733704e-09,2.9103830456733704e-09,2.9094612608877875e-15,3.019806626980426e-14,-1.8223751396817534e-09,-4.025501709747914e-09,0.0001,conservative_expanded_grid_model_only,1800.0860785478726,1799.5888547669165,3599.674933314789,1800.6988778114319,3601.1546103954315,TIME_LIMIT,TIME_LIMIT,False,3.200370332924649,3596.122170672985,3599.3225410059094,3.942981719970703,3600.803567171097,OPTIMAL,TIME_LIMIT,True
c3_k15,3,15,995.6666666666666,76.69281622530349,True,certified,1500507.4203245102,15.000000000000064,18,15.000000000000052,False,TIME_LIMIT,fleet gap open,15,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k15/base/135643_r0/cg.json,ee81a8b2d5215e8c00dcd88739426365d78ea6fd724f0b6f22ac132e2ce662eb,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k15/mip_base/135645_r0/result.json,484d0a9dbf511eac2aa144de6271fbdf0ca0ab1e789a1385c0712dc2f04d38f1,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k15/mip_warm/135644_r0/result.json,34f298662e551cbc6c65e90a9f6a9aed66f37e6125f27f134134ac94874e8ad3,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,995.6649549572728,1697.2777669955356,163.17346637646358,33.08736652551452,True,1500507.4203248785,15.000000000000128,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/cg.json,7f93b3b1ab378cbd6587028bf7337520533a78e80bb9fbef1aa3762c40701ebf,30.019084489345552,3.758271118005117,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,3,5.1514348342607263e-14,0,507.4203245101962,507.4203248785343,507.4203245039098,507.4203248657286,-3.6833807826042175e-07,3.6833807826042175e-07,2.454756792743297e-13,6.394884621840902e-14,-1.1648767728189569e-08,-4.501121601574454e-05,0.0001,conservative_expanded_grid_model_only,1800.173379466869,1798.9482913590036,3599.1216708258726,1801.145069360733,3601.559746026993,TIME_LIMIT,TIME_LIMIT,False,223.7052487831097,3375.542608615011,3599.2478573981207,225.496267080307,3602.437288045883,OPTIMAL,TIME_LIMIT,True
c4_k05,4,5,20.166666666666668,11.326359283186806,True,certified,500221.5718461575,5.000000000000036,5,5.0,True,OPTIMAL,target matched,5,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k05/base/135648_r0/cg.json,bd3625b3d505db2bcdd8f5345d7fced63247d50a6791178aba407cb56da963a8,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k05/mip_base/135650_r0/result.json,952df9e22d1387253ca0a352838a1d7a60d720613a4383b8aedc627c96260134,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k05/mip_warm/135649_r0/result.json,480afcb2eb2e488c7eeb3e8b5199cabee1852aaf45ae7c9cbd2cab177b79726d,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,d51b0dab0f1f20b7d9ce193b79f5ea1ac48a0d084b435ed7d0b4a26485fe3653,20.158297943669215,32.03097594936456,19.358650946617125,14.85151981706731,True,500221.5718461544,5.000000000000005,/home/nc437/ladder-lite/nested_warm_multichain_p1246_k2_10_20260910_ecb60c1/p4/cg/M__k05_p4__warm_cover__event_2p5_event5.json,56b2414dbb4f5a1bb3b420802438ad34e3f8875737fa895dc690bbd39ca1ea8b,0.25402717987696327,0.02123541831970215,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,0,0.0,0,221.57184615748702,221.571846154402,221.57184615381993,221.57184615387814,3.0850060284137726e-09,3.0850060284137726e-09,6.167279066010696e-15,3.108624468950438e-14,-4.5905945711410823e-10,-2.290470035859471e-10,0.0001,conservative_expanded_grid_model_only,14.886346774175763,3.637995048891753,18.524341823067516,15.241630792617798,19.308908224105835,OPTIMAL,OPTIMAL,True,0.9465302438475192,10.497386750066653,11.443916993914172,1.274125099182129,11.999823093414307,OPTIMAL,OPTIMAL,True
c4_k08,4,8,387.01666666666665,47.293512854154685,True,certified,800359.8182244832,7.999999999999983,9,9.0,True,TIME_LIMIT,proved pool limit above target,8,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k08/base/135653_r0/cg.json,6d64febeeb1d25cc7245e38133c17ea696b76b4419f385d4219f3a17e5a63d4c,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k08/mip_base/135655_r0/result.json,7d5fdb4e6a73f4b6dbb6df9aace22ea50f60d30e96c25cdc518547c7df7da0be,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k08/mip_warm/135654_r0/result.json,97b19ca46cf80aa0a8b0fbd192505fbf6d132d35bb38cb8c4a8594c4a6973553,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,b0c454201f81795f6283f17128487a10d54062056e6283b333d70a10f46dd353,387.00853892992404,502.1427158835577,69.50353489716848,203.62224957558016,True,800359.8182244804,7.999999999999956,/home/nc437/ladder-lite/nested_warm_multichain_p1246_k2_10_20260910_ecb60c1/p4/cg/M__k08_p4__warm_cover__event_2p5_event5.json,abaad912868de2ba23be45fcb7ecf44247290931faa742d20a7e7de7c5e7e870,14.674256539344787,0.045460327466328936,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,1.0,0,359.8182244831696,359.81822448037565,359.81822448479943,359.81822448479943,2.7939677238464355e-09,2.7939677238464355e-09,3.49088954770939e-15,2.7533531010703882e-14,-1.0846203934988807e-09,-6.186029466448417e-10,0.0001,conservative_expanded_grid_model_only,879.3961809289176,2719.7941801901907,3599.1903611191083,880.4553923606873,3601.158417701721,OPTIMAL,TIME_LIMIT,True,1.9443517639301717,847.783864071127,849.7282158350572,2.7276196479797363,851.1965041160583,OPTIMAL,OPTIMAL,True
c4_k10,4,10,716.3833333333333,59.40527100576243,True,certified,1000426.2710758037,10.000000000000014,11,10.000000000000712,False,TIME_LIMIT,fleet gap open,10,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k10/base/135658_r0/cg.json,fa9b3f9f5415b964c8093a418640e02f84829b4381d5b92bb57e8fbacff4d43c,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k10/mip_base/135660_r0/result.json,d79480c0e2c528400876c257d7001d5d7b9fbc5c321270c5f75b5bc125f0ae05,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k10/mip_warm/135659_r0/result.json,61dde8d868c3386ff2be3254331a228ea99e9c44d674d8e00c3f8093368ba5e9,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,716.3761123736971,988.6679397702488,78.12911953926087,18.834954842956115,True,1000426.2710758079,10.000000000000057,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k10/cg.json,c999c6c0b189819389e40f3c22df8caf7d1284461340115b92e4784db588c12b,30.01966685851415,0.05790329376856486,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,7.123190925995004e-13,0,426.2710758036701,426.27107580786105,426.2710758022731,426.2710758021567,-4.190951585769653e-09,4.190951585769653e-09,4.1891658655294165e-15,4.263256414560601e-14,-1.5487953142212518e-09,-1.6841346095475274e-09,0.0001,conservative_expanded_grid_model_only,1800.0926104069222,1799.3787506360095,3599.4713610429317,1801.180011510849,3602.3288390636444,TIME_LIMIT,TIME_LIMIT,False,2.4502056017518044,3596.6140528367832,3599.064258438535,3.4741976261138916,3600.925703525543,OPTIMAL,TIME_LIMIT,True
c4_k15,4,15,915.5166666666667,246.4985810852532,True,certified,1500637.928983817,14.999999999999904,19,15.000000000000068,False,TIME_LIMIT,fleet gap open,15,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k15/base/135663_r0/cg.json,92ff859870255f0704d5093b800bed23b51e86958183a169a6820dc4bf567f04,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k15/mip_base/135665_r0/result.json,f77709fc8398f3376db753c3028fdef8f5dae6c7ca6aa71af89a3601de0c2ba7,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k15/mip_warm/135664_r0/result.json,f82868a317863b9700fce9260c90d7943b203c885fced175f6fddf8fe2efd083,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,16cd175ed25d1872a191a750b6586ef2fd395c587ad6323ff5895f4094d15fb2,915.505403029775,1804.4585758207793,220.54988902012508,64.42514016390778,True,1500637.9289837887,14.99999999999962,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k15/cg.json,a5a394c525974e4a5918b40d0006a23d4639b71a2c1725360d52713dbabc1441,30.0428812344869,3.01576691865921,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,4,6.750155989720952e-14,0,637.9289838171098,637.9289837887045,637.9289838266559,637.9289838266559,2.8405338525772095e-08,2.8405338525772095e-08,1.8928842179143945e-14,2.8421709430404007e-13,-6.493457327394481e-09,-1.2179083963559378e-08,0.0001,conservative_expanded_grid_model_only,1800.4961626159493,1797.6195818190463,3598.1157444349956,1802.5728740692139,3604.133422613144,TIME_LIMIT,TIME_LIMIT,False,178.59708799561486,3419.1440630331635,3597.7411510287784,180.9460151195526,3601.8844101428986,OPTIMAL,TIME_LIMIT,True
c5_k05,5,5,110.01666666666667,8.019314299353088,True,certified,500276.1920000015,5.000000000000015,6,6.0,True,OPTIMAL,proved pool limit above target,5,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k05/base/135669_r0/cg.json,7e351b9b2e90974fc45826f9a9e88273303fda853a308b28f34944beaee8d7c2,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k05/mip_base/135671_r0/result.json,ab66ed3b0f6e5a10951ae34a8a93f48c81e7c826dd64ebeac4b4cbb0aef61926,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k05/mip_warm/135670_r0/result.json,03222826e0c4b3c60c30fae4ef93ac1d51f8e0b8c42af61b6196da6a8ace3d8c,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,9b7788a554cdacca084e0cb218796da5d5e0ae076c61073b667ed288dc157a1e,110.01536926168095,130.3273875409155,9.999278048674265,62.133063916904696,True,500276.19200000126,5.000000000000012,/home/nc437/ladder-lite/nested_warm_chain_p5_k2_10_20260910_ecb60c1/cg/M__k05_p5__warm_cover__event_2p5_event5.json,305ff055a8902573c51bfb000c27810632348ba79a46975189763b80e6b5ef52,0.6038132747014363,0.0558516542116801,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,1.0,0,276.1920000014943,276.1920000012615,276.1919999999809,276.1920000000391,2.3283064365386963e-10,2.3283064365386963e-10,4.65404205471103e-16,2.6645352591003757e-15,-6.437845812001797e-10,-4.690079435931693e-10,0.0001,conservative_expanded_grid_model_only,35.87502365373075,127.43170285318047,163.30672650691122,36.22879648208618,168.85387110710144,OPTIMAL,OPTIMAL,True,3.017481127055362,25.754501802148297,28.77198292920366,3.3510992527008057,29.335041046142578,OPTIMAL,OPTIMAL,True
c5_k08,5,8,630.4166666666666,25.948461752089983,True,certified,800431.7722696166,8.000000000000025,9,9.0,True,TIME_LIMIT,proved pool limit above target,8,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k08/base/135675_r0/cg.json,364c6a6505bf510678634a2922b51a8185febbbbf276e7e1e7d755db04cd9e2f,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k08/mip_base/135677_r0/result.json,7e0c12ec4fd898f5038f10ca06e6d320e32b3e5c109e465a252a158bd0e66910,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k08/mip_warm/135676_r0/result.json,390a77c4dff0bb3d29f90b62fd4290a5ed74fd7167acb460a86ba774a07b11f1,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,85aa4a37119b2604a41aa83f46c8b8987bb95c8165c4adfb0a58ce65dbeee05b,630.4082513697407,755.285702789571,42.00398871898651,214.69021305370066,True,800431.7722696139,7.999999999999997,/home/nc437/ladder-lite/nested_warm_chain_p5_k2_10_20260910_ecb60c1/cg/M__k08_p5__warm_cover__event_2p5_event5.json,f15c681b63bcd66a77932258e981f0cfd07b55d2589afa199b196fb0a29f7b2d,14.90765758752823,0.051214321454366045,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,1.0,0,431.772269616602,431.77226961392444,431.77226961415727,431.77226961415727,2.6775524020195007e-09,2.6775524020195007e-09,3.3451350818163134e-15,2.7533531010703882e-14,-7.315534844565263e-10,-2.906190843532386e-10,0.0001,conservative_expanded_grid_model_only,893.2599368900992,2705.9170839753933,3599.1770208654925,894.4594552516937,3602.6963427066803,OPTIMAL,TIME_LIMIT,True,2.1286072731018066,966.0592225319706,968.1878298050724,3.072859287261963,969.7368018627167,OPTIMAL,OPTIMAL,True
c5_k10,5,10,1209.8166666666666,33.47974148831175,True,certified,1000456.3339241291,9.999999999999913,11,10.00000000000002,False,TIME_LIMIT,fleet gap open,10,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k10/base/135680_r0/cg.json,4795bf7b04a776533055d1c9359631eda385e96af76fb3a76cca08b6467260ee,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k10/mip_base/135682_r0/result.json,db16ef1735444a8c6cc8da16d5f8a2bd884b302a0fce13abd27e6a931547acdf,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k10/mip_warm/135681_r0/result.json,5e76a30d4f27b3e22ecd5ea2acf8dc120e4306ccca932f03a02e493d42ae70af,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,1209.8149182179593,1432.2782076576375,53.50274115403493,341.9096700371437,True,1000456.3339241404,10.000000000000025,/home/nc437/ladder-lite/nested_warm_chain_p5_k2_10_20260910_ecb60c1/cg/M__k10_p5__warm_cover__event_2p5_event5.json,8812619897b8b60e81b048938578ca1369e463c1331afe883dda5b81500f7695,30.014003853003185,0.1499631404876709,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,1.9539925233402755e-14,0,456.33392412913963,456.3339241404319,456.3339241378708,456.3339241379872,-1.1292286217212677e-08,1.1292286217212677e-08,1.1287135514371099e-14,1.1191048088221578e-13,-3.970894724147911e-10,-1.6962085069849309e-09,0.0001,conservative_expanded_grid_model_only,1800.0832525920123,1799.296647451818,3599.3799000438303,1800.840231180191,3600.979418992996,TIME_LIMIT,TIME_LIMIT,False,8.016863536089659,3591.080922699999,3599.0977862360887,8.997788429260254,3600.8245668411255,OPTIMAL,TIME_LIMIT,True
c5_k15,5,15,1388.7,164.37896558979992,True,certified,1500669.1594586938,14.999999999999904,16,15.0000000000001,False,TIME_LIMIT,fleet gap open,15,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k15/base/135685_r0/cg.json,c2cc709f60bdb18f5e5fd02ee66632550791b3f9cb0f7f512f2fede8e14c25ae,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k15/mip_base/135687_r0/result.json,5d205a87cbc701a70b282578f901adb299315a0d1fed0c9cb973755ec6474d20,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c5_k15/mip_warm/135686_r0/result.json,37b52635969393aab3bb15faa8d90bc815e1f45da655732b9a1ba0f8b502080e,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,985760e3065f3ba1d7d62960ae77ff6d61e7d331eb3ebb6582cc774c4835e240,1388.6848729569776,1999.9273397762638,161.15791885058084,52.33654489005372,True,1500669.159458713,15.000000000000094,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k15/cg.json,6ef139f5c12c6abdf4b64efba2554eaad04471ad9b52000a94894a596a6c8c53,30.037141998608906,0.3513312339782715,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,9.947598300641403e-14,0,669.1594586938154,669.1594587129075,669.1594587033615,669.1594587035943,-1.909211277961731e-08,1.909211277961731e-08,1.2722399643705466e-14,1.900701818158268e-13,-8.860365774410184e-09,-7.041084160164246e-09,0.0001,conservative_expanded_grid_model_only,1800.1701184508856,1797.9012161609717,3598.0713346118573,1802.2285199165344,3601.9849169254303,TIME_LIMIT,TIME_LIMIT,False,18.926616178127006,3578.97070245794,3597.897318636067,21.07987403869629,3601.613691806793,OPTIMAL,TIME_LIMIT,True
c6_k05,6,5,15.016666666666667,6.132772368635051,True,certified,500141.64,5.0,5,5.0,True,OPTIMAL,target matched,5,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k05/base/135690_r0/cg.json,c70719fa1c28962db62b72929c106eb2527edf26174b357109d96759e2e2ee19,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k05/mip_base/135692_r0/result.json,9221c110deb9d2ded687e4ff531afefb8a2f5e0a37f4cf60c326e177fc6c5a6e,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k05/mip_warm/135691_r0/result.json,e720b2458291a9be1ebcfc04ed12d3f428d9ce021154be26256a4304b8e1f5a5,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,607cba23d981e3ed76448f035f89785b2d253c2f5242559ed65dee6b0dac9236,15.00025362788001,26.167578166905635,6.282953612009684,11.450698492691542,True,500141.63999999996,5.0,/home/nc437/ladder-lite/nested_warm_multichain_p1246_k2_10_20260910_ecb60c1/p6/cg/M__k05_p6__warm_cover__event_2p5_event5.json,64420a72ef98e7a2488c4b4e80119af7d505c2c700d08f6b85506e36f2a240fe,0.011165742079416912,0.009806060791015625,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,0,0.0,0,141.64000000001397,141.63999999995576,141.64000000001397,141.63999999995576,5.820766091346741e-11,5.820766091346741e-11,1.1638235303396735e-16,0.0,-2.6341240300098434e-10,-1.610835909104935e-10,0.0001,conservative_expanded_grid_model_only,0.46424342785030603,0.3956726868636906,0.8599161147139966,0.6699445247650146,1.243492841720581,OPTIMAL,OPTIMAL,True,0.41580667113885283,0.35650140000507236,0.7723080711439252,0.5883636474609375,1.275766134262085,OPTIMAL,OPTIMAL,True
c6_k08,6,8,104.56666666666666,12.782074214572397,True,certified,800293.6644705884,8.000000000000002,8,8.0,True,OPTIMAL,target matched,8,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k08/base/135696_r0/cg.json,f9e9bbe9754ad34b6522a685fbad123bfbfedbab5546f9d5b7ee3b9fdabf6392,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k08/mip_base/135698_r0/result.json,d5b6260a07a8713ab875f72d821267bba76cfac9e8f84f84bf30d9b7bf4649f9,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k08/mip_warm/135697_r0/result.json,cd9916534fe7fe551a78306675ce8fa9be871c551cfdd0305f6a9001c0737ac8,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,749b356e355c6b7f08f45aa04764f193281215214e084460027fbe63176e400b,104.55833192410645,166.93730360411186,23.973750229676565,38.89943327512592,True,800293.6644705889,8.000000000000007,/home/nc437/ladder-lite/nested_warm_multichain_p1246_k2_10_20260910_ecb60c1/p6/cg/M__k08_p6__warm_cover__event_2p5_event5.json,8c39e2c58057e03217cfc15113ae50f46586afe08868a4ddc25699ad02822eb6,0.26765515009562174,0.09532786210378011,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,0,0.0,0,293.66447058843914,293.6644705889048,293.6644705882063,293.6644705882063,-4.656612873077393e-10,4.656612873077393e-10,5.818630185155645e-16,5.329070518200751e-15,-1.0538716566088624e-09,-1.6276073822041326e-09,0.0001,conservative_expanded_grid_model_only,15.769880406092852,75.92660917015746,91.69648957625031,16.059309005737305,92.37830352783203,OPTIMAL,OPTIMAL,True,5.363455844111741,41.377106214175,46.74056205828674,5.719671726226807,47.789681911468506,OPTIMAL,OPTIMAL,True
c6_k10,6,10,353.31666666666666,27.156949346962694,True,certified,1000377.8715555579,10.000000000000023,11,10.000000000000018,False,TIME_LIMIT,fleet gap open,10,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k10/base/135701_r0/cg.json,c4157d441b3fd00c90a491710d3855d0b648bfc58d507fb0c067c6fcb7dd922d,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k10/mip_base/135703_r0/result.json,8a312f1c7c75342a84de16915c731e92496c9e796b7155779219cfb39cc9fe9d,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k10/mip_warm/135702_r0/result.json,169b4505a8b5970586084726add6f3095c561beda92f0ce17fa12e37d0544127,outputs/post_meeting_20260910/monitor/20260914T004739Z.json,d026c479f3b8f3d273d261c9ef4e1605c3fd42dd1ad68917d1a7786b373d655a,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,353.30813749420923,477.5309524316418,45.71250340938568,160.21195373073763,True,1000377.871555554,9.999999999999984,/home/nc437/ladder-lite/nested_warm_multichain_p1246_k2_10_20260910_ecb60c1/p6/cg/M__k10_p6__warm_cover__event_2p5_event5.json,e234d6a5921c163be8748503ee2ac70412e41eff7e9eaa8c4d63d2d3a831ce7e,30.01274038553238,0.03360259930292765,3600,1800,e091a4dba549510238507ef5e5367abea958bd30,871d057e1067411f09581e37d78f7c1ca43f68bb,1,1.7763568394002505e-14,0,377.87155555794016,377.87155555398203,377.87155555561185,377.87155555561185,3.958120942115784e-09,3.958120942115784e-09,3.956625845752688e-15,3.907985046680551e-14,-5.4058162390902e-09,-6.809351305037126e-09,0.0001,conservative_expanded_grid_model_only,1800.0705213970505,1799.9829372889362,3600.0534586859867,1800.7644231319427,3601.597489595413,TIME_LIMIT,TIME_LIMIT,False,1.3464779858477414,3598.054405392846,3599.400883378694,2.016155958175659,3601.057370901108,OPTIMAL,TIME_LIMIT,True
