chain,k,unchanged_giro_schedule_valid_count,unchanged_recorded_activity_valid_count,unchanged_production_schedule_valid_count,fixed_trip_optimized_charging_reported_valid_count,fixed_trip_certificate_reverified_this_audit,duties,unchanged_schedule_rejected_duties,fixed_trip_optimized_charging_reverified_valid_count
3,22,0,1,0,22,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410,22
3,23,0,1,0,23,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406,23
3,24,0,1,0,24,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401,24
3,25,0,1,0,25,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409,25
3,26,0,1,0,26,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405,26
3,27,0,1,0,27,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314,27
3,28,0,1,0,28,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322,28
3,29,0,1,0,29,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315,29
3,30,0,1,0,30,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317,30
3,31,0,1,0,31,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325,31
3,32,0,1,0,32,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313,32
3,33,0,1,0,33,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402,33
3,34,0,1,0,34,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319,34
3,35,0,1,0,35,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306,35
3,36,0,1,0,36,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310,36
3,37,0,1,0,37,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320,37
3,38,0,1,0,38,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320;13412,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320;13412,38
3,39,0,1,0,39,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320;13412;13303,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320;13412;13303,39
3,40,0,1,0,40,True,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320;13412;13303;13408,13316uwt;13309;13323;13324t;13301;13321;13307;13414;13304;13403;13413;13411;13318;13311;13326;13302;13407;13308;13305;13404;13312;13410;13406;13401;13409;13405;13314;13322;13315;13317;13325;13313;13402;13319;13306;13310;13320;13412;13303;13408,40
4,2,0,0,0,2,True,13406;13410,13406;13410,2
4,3,0,0,0,3,True,13406;13410;13311,13406;13410;13311,3
4,4,0,0,0,4,True,13406;13410;13311;13310,13406;13410;13311;13310,4
4,5,0,0,0,5,True,13406;13410;13311;13310;13313,13406;13410;13311;13310;13313,5
4,6,0,0,0,6,True,13406;13410;13311;13310;13313;13322,13406;13410;13311;13310;13313;13322,6
4,7,0,0,0,7,True,13406;13410;13311;13310;13313;13322;13414,13406;13410;13311;13310;13313;13322;13414,7
4,8,0,0,0,8,True,13406;13410;13311;13310;13313;13322;13414;13312,13406;13410;13311;13310;13313;13322;13414;13312,8
4,9,0,1,0,9,True,13406;13410;13311;13310;13313;13322;13414;13312;13307,13406;13410;13311;13310;13313;13322;13414;13312;13307,9
4,10,0,1,0,10,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404,10
4,11,0,1,0,11,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306,11
4,12,0,1,0,12,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401,12
4,13,0,1,0,13,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321,13
4,14,0,1,0,14,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325,14
4,15,0,1,0,15,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308,15
4,16,0,1,0,16,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302,16
4,17,0,1,0,17,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402,17
4,18,0,1,0,18,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314,18
4,19,0,1,0,19,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303,19
4,20,0,1,0,20,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413,20
4,21,0,1,0,21,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318,21
4,22,0,1,0,22,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323,22
4,23,0,1,0,23,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405,23
4,24,0,1,0,24,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409,24
4,25,0,1,0,25,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304,25
4,26,0,1,0,26,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326,26
4,27,0,1,0,27,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw,27
4,28,0,1,0,28,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320,28
4,29,0,1,0,29,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309,29
4,30,0,1,0,30,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411,30
4,31,0,1,0,31,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319,31
4,32,0,1,0,32,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412,32
4,33,0,1,0,33,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301,33
4,34,0,1,0,34,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315,34
4,35,0,1,0,35,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403,35
4,36,0,1,0,36,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m,36
4,37,0,1,0,37,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317,37
4,38,0,1,0,38,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317;13408,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317;13408,38
4,39,0,1,0,39,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317;13408;13305,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317;13408;13305,39
4,40,0,1,0,40,True,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317;13408;13305;13407,13406;13410;13311;13310;13313;13322;13414;13312;13307;13404;13306;13401;13321;13325;13308;13302;13402;13314;13303;13413;13318;13323;13405;13409;13304;13326;13324muw;13320;13309;13411;13319;13412;13301;13315;13403;13316m;13317;13408;13305;13407,40
5,2,0,0,0,2,True,13407;13410,13407;13410,2
5,3,0,0,0,3,True,13407;13410;13322,13407;13410;13322,3
5,4,0,0,0,4,True,13407;13410;13322;13319,13407;13410;13322;13319,4
5,5,0,0,0,5,True,13407;13410;13322;13319;13404,13407;13410;13322;13319;13404,5
5,6,0,0,0,6,True,13407;13410;13322;13319;13404;13317,13407;13410;13322;13319;13404;13317,6
5,7,0,0,0,7,True,13407;13410;13322;13319;13404;13317;13402,13407;13410;13322;13319;13404;13317;13402,7
5,8,0,0,0,8,True,13407;13410;13322;13319;13404;13317;13402;13408,13407;13410;13322;13319;13404;13317;13402;13408,8
5,9,0,0,0,9,True,13407;13410;13322;13319;13404;13317;13402;13408;13320,13407;13410;13322;13319;13404;13317;13402;13408;13320,9
5,10,0,0,0,10,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt,10
5,11,0,0,0,11,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312,11
5,12,0,0,0,12,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413,12
5,13,0,0,0,13,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411,13
5,14,0,0,0,14,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314,14
5,15,0,0,0,15,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305,15
5,16,0,0,0,16,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304,16
5,17,0,0,0,17,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326,17
5,18,0,0,0,18,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412,18
5,19,0,0,0,19,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303,19
5,20,0,0,0,20,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301,20
5,21,0,0,0,21,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308,21
5,22,0,0,0,22,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309,22
5,23,0,0,0,23,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323,23
5,24,0,0,0,24,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318,24
5,25,0,0,0,25,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325,25
5,26,0,0,0,26,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414,26
5,27,0,0,0,27,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310,27
5,28,0,0,0,28,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406,28
5,29,0,0,0,29,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw,29
5,30,0,0,0,30,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405,30
5,31,0,0,0,31,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401,31
5,32,0,1,0,32,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307,32
5,33,0,1,0,33,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313,33
5,34,0,1,0,34,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315,34
