JobIDRaw|JobID|State|ExitCode|ElapsedRaw|Start|End|AllocCPUS|ReqMem|MaxRSS|NodeList|Restarts
341197.extern|341197.extern|COMPLETED|0:0|10314|2026-09-16T18:04:18|2026-09-16T20:56:12|8|||jingjie-cpu-17|
341198|341198|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|32G||jingjie-cpu-17|0
341198.batch|341198.batch|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-17|
341198.extern|341198.extern|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-17|
341199|341199|COMPLETED|0:0|10272|2026-09-16T18:04:18|2026-09-16T20:55:30|8|32G||jingjie-cpu-19|0
341199.batch|341199.batch|COMPLETED|0:0|10272|2026-09-16T18:04:18|2026-09-16T20:55:30|8||9800740K|jingjie-cpu-19|
341199.extern|341199.extern|COMPLETED|0:0|10272|2026-09-16T18:04:18|2026-09-16T20:55:30|8|||jingjie-cpu-19|
341259|341259|COMPLETED|0:0|818|2026-09-16T18:09:20|2026-09-16T18:22:58|8|48G||jingjie-cpu-18|0
341259.batch|341259.batch|COMPLETED|0:0|818|2026-09-16T18:09:20|2026-09-16T18:22:58|8||705016K|jingjie-cpu-18|
341259.extern|341259.extern|COMPLETED|0:0|818|2026-09-16T18:09:20|2026-09-16T18:22:58|8|||jingjie-cpu-18|
341260|341260|COMPLETED|0:0|3|2026-09-16T18:23:21|2026-09-16T18:23:24|8|24G||totient-cpu-03|0
341260.batch|341260.batch|COMPLETED|0:0|3|2026-09-16T18:23:21|2026-09-16T18:23:24|8||4248K|totient-cpu-03|
341260.extern|341260.extern|COMPLETED|0:0|3|2026-09-16T18:23:21|2026-09-16T18:23:24|8|||totient-cpu-03|
341261|341261|RUNNING|0:0|10702|2026-09-16T18:23:21|Unknown|8|48G||unicorn-cpu-73|0
341261.batch|341261.batch|RUNNING|0:0|10702|2026-09-16T18:23:21|Unknown|8|||unicorn-cpu-73|
341261.extern|341261.extern|RUNNING|0:0|10702|2026-09-16T18:23:21|Unknown|8|||unicorn-cpu-73|
341262|341262|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341263|341263|COMPLETED|0:0|8677|2026-09-16T18:09:20|2026-09-16T20:33:57|8|48G||jingjie-cpu-21|0
341263.batch|341263.batch|COMPLETED|0:0|8677|2026-09-16T18:09:20|2026-09-16T20:33:57|8||2197220K|jingjie-cpu-21|
341263.extern|341263.extern|COMPLETED|0:0|8677|2026-09-16T18:09:20|2026-09-16T20:33:57|8|||jingjie-cpu-21|
341264|341264|COMPLETED|0:0|11|2026-09-16T20:34:30|2026-09-16T20:34:41|8|24G||snavely-cpu-13|0
341264.batch|341264.batch|COMPLETED|0:0|11|2026-09-16T20:34:30|2026-09-16T20:34:41|8||4456K|snavely-cpu-13|
341264.extern|341264.extern|COMPLETED|0:0|11|2026-09-16T20:34:30|2026-09-16T20:34:41|8|||snavely-cpu-13|
341265|341265|RUNNING|0:0|2833|2026-09-16T20:34:30|Unknown|8|48G||snavely-cpu-15|0
341265.batch|341265.batch|RUNNING|0:0|2833|2026-09-16T20:34:30|Unknown|8|||snavely-cpu-15|
341265.extern|341265.extern|RUNNING|0:0|2833|2026-09-16T20:34:30|Unknown|8|||snavely-cpu-15|
341266|341266|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341267|341267|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341269|341269|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341270|341270|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341271|341271|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341272|341272|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341273|341273|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341274|341274|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341275|341275|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341276|341276|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341277|341277|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341278|341278|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341279|341279|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341280|341280|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341281|341281|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341282|341282|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341283|341283|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341284|341284|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341285|341285|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341286|341286|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341287|341287|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341290|341290|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341291|341291|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341292|341292|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341293|341293|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341294|341294|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341295|341295|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341296|341296|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341297|341297|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341298|341298|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341299|341299|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341300|341300|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341301|341301|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341302|341302|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341303|341303|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341304|341304|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341305|341305|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341306|341306|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341307|341307|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341308|341308|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341309|341309|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341310|341310|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341311|341311|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341312|341312|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341313|341313|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341314|341314|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341315|341315|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341316|341316|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341317|341317|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341318|341318|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341319|341319|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341320|341320|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341321|341321|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341322|341322|PENDING|0:0|0|Unknown|Unknown|0|48G||None assigned|0
341323|341323|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341353|341353|COMPLETED|0:0|33|2026-09-16T18:13:20|2026-09-16T18:13:53|8|96G||mehta-cpu-01|0
341353.batch|341353.batch|COMPLETED|0:0|33|2026-09-16T18:13:20|2026-09-16T18:13:53|8||304748K|mehta-cpu-01|
341353.extern|341353.extern|COMPLETED|0:0|33|2026-09-16T18:13:20|2026-09-16T18:13:53|8|||mehta-cpu-01|
341354|341354|COMPLETED|0:0|7|2026-09-16T18:14:21|2026-09-16T18:14:28|8|24G||jingjie-cpu-07|0
341354.batch|341354.batch|COMPLETED|0:0|7|2026-09-16T18:14:21|2026-09-16T18:14:28|8||4736K|jingjie-cpu-07|
341354.extern|341354.extern|COMPLETED|0:0|7|2026-09-16T18:14:21|2026-09-16T18:14:28|8|||jingjie-cpu-07|
341383|341352_0|COMPLETED|0:0|177|2026-09-16T18:10:20|2026-09-16T18:13:17|2|64G||jingjie-cpu-07|0
341383.batch|341352_0.batch|COMPLETED|0:0|177|2026-09-16T18:10:20|2026-09-16T18:13:17|2||381156K|jingjie-cpu-07|
341383.extern|341352_0.extern|COMPLETED|0:0|177|2026-09-16T18:10:20|2026-09-16T18:13:17|2|||jingjie-cpu-07|
341384|341352_1|COMPLETED|0:0|209|2026-09-16T18:10:20|2026-09-16T18:13:49|2|64G||jingjie-cpu-19|0
341384.batch|341352_1.batch|COMPLETED|0:0|209|2026-09-16T18:10:20|2026-09-16T18:13:49|2||459740K|jingjie-cpu-19|
341384.extern|341352_1.extern|COMPLETED|0:0|209|2026-09-16T18:10:20|2026-09-16T18:13:49|2|||jingjie-cpu-19|
341385|341352_2|COMPLETED|0:0|302|2026-09-16T18:10:20|2026-09-16T18:15:22|2|64G||jingjie-cpu-21|0
341385.batch|341352_2.batch|COMPLETED|0:0|302|2026-09-16T18:10:20|2026-09-16T18:15:22|2||697120K|jingjie-cpu-21|
341385.extern|341352_2.extern|COMPLETED|0:0|302|2026-09-16T18:10:20|2026-09-16T18:15:22|2|||jingjie-cpu-21|
341386|341352_3|COMPLETED|0:0|467|2026-09-16T18:10:20|2026-09-16T18:18:07|2|64G||jingjie-cpu-20|0
341386.batch|341352_3.batch|COMPLETED|0:0|467|2026-09-16T18:10:20|2026-09-16T18:18:07|2||894888K|jingjie-cpu-20|
341386.extern|341352_3.extern|COMPLETED|0:0|467|2026-09-16T18:10:20|2026-09-16T18:18:07|2|||jingjie-cpu-20|
341387|341352_4|COMPLETED|0:0|1023|2026-09-16T18:10:20|2026-09-16T18:27:23|2|64G||jingjie-cpu-20|0
341387.batch|341352_4.batch|COMPLETED|0:0|1023|2026-09-16T18:10:20|2026-09-16T18:27:23|2||1687828K|jingjie-cpu-20|
341387.extern|341352_4.extern|COMPLETED|0:0|1023|2026-09-16T18:10:20|2026-09-16T18:27:23|2|||jingjie-cpu-20|
341388|341352_5|COMPLETED|0:0|1506|2026-09-16T18:10:20|2026-09-16T18:35:26|2|64G||jingjie-cpu-22|0
341388.batch|341352_5.batch|COMPLETED|0:0|1506|2026-09-16T18:10:20|2026-09-16T18:35:26|2||2318572K|jingjie-cpu-22|
341388.extern|341352_5.extern|COMPLETED|0:0|1506|2026-09-16T18:10:20|2026-09-16T18:35:26|2|||jingjie-cpu-22|
341389|341352_6|COMPLETED|0:0|1859|2026-09-16T18:10:20|2026-09-16T18:41:19|2|64G||jingjie-cpu-22|0
341389.batch|341352_6.batch|COMPLETED|0:0|1859|2026-09-16T18:10:20|2026-09-16T18:41:19|2||2727156K|jingjie-cpu-22|
341389.extern|341352_6.extern|COMPLETED|0:0|1859|2026-09-16T18:10:20|2026-09-16T18:41:19|2|||jingjie-cpu-22|
341390|341352_7|COMPLETED|0:0|1942|2026-09-16T18:10:20|2026-09-16T18:42:42|2|64G||garg-cpu-01|0
341390.batch|341352_7.batch|COMPLETED|0:0|1942|2026-09-16T18:10:20|2026-09-16T18:42:42|2||3109748K|garg-cpu-01|
341390.extern|341352_7.extern|COMPLETED|0:0|1942|2026-09-16T18:10:20|2026-09-16T18:42:42|2|||garg-cpu-01|
341391|341352_8|COMPLETED|0:0|2263|2026-09-16T18:10:20|2026-09-16T18:48:03|2|64G||garg-cpu-01|0
341391.batch|341352_8.batch|COMPLETED|0:0|2263|2026-09-16T18:10:20|2026-09-16T18:48:03|2||3485324K|garg-cpu-01|
341391.extern|341352_8.extern|COMPLETED|0:0|2263|2026-09-16T18:10:20|2026-09-16T18:48:03|2|||garg-cpu-01|
341392|341352_9|COMPLETED|0:0|2814|2026-09-16T18:10:20|2026-09-16T18:57:14|2|64G||garg-cpu-01|0
341392.batch|341352_9.batch|COMPLETED|0:0|2814|2026-09-16T18:10:20|2026-09-16T18:57:14|2||4621564K|garg-cpu-01|
341392.extern|341352_9.extern|COMPLETED|0:0|2814|2026-09-16T18:10:20|2026-09-16T18:57:14|2|||garg-cpu-01|
341393|341352_10|COMPLETED|0:0|3234|2026-09-16T18:10:20|2026-09-16T19:04:14|2|64G||garg-cpu-01|0
341393.batch|341352_10.batch|COMPLETED|0:0|3234|2026-09-16T18:10:20|2026-09-16T19:04:14|2||4718276K|garg-cpu-01|
341393.extern|341352_10.extern|COMPLETED|0:0|3234|2026-09-16T18:10:20|2026-09-16T19:04:14|2|||garg-cpu-01|
341394|341352_11|COMPLETED|0:0|4118|2026-09-16T18:10:20|2026-09-16T19:18:58|2|64G||garg-cpu-01|0
341394.batch|341352_11.batch|COMPLETED|0:0|4118|2026-09-16T18:10:20|2026-09-16T19:18:58|2||5734324K|garg-cpu-01|
341394.extern|341352_11.extern|COMPLETED|0:0|4119|2026-09-16T18:10:20|2026-09-16T19:18:59|2|||garg-cpu-01|
341395|341352_12|COMPLETED|0:0|5414|2026-09-16T18:10:20|2026-09-16T19:40:34|2|64G||kim-cpu-01|0
341395.batch|341352_12.batch|COMPLETED|0:0|5414|2026-09-16T18:10:20|2026-09-16T19:40:34|2||8212204K|kim-cpu-01|
341395.extern|341352_12.extern|COMPLETED|0:0|5414|2026-09-16T18:10:20|2026-09-16T19:40:34|2|||kim-cpu-01|
341352|341352_13|COMPLETED|0:0|7849|2026-09-16T18:10:20|2026-09-16T20:21:09|2|64G||kim-cpu-01|0
341352.batch|341352_13.batch|COMPLETED|0:0|7849|2026-09-16T18:10:20|2026-09-16T20:21:09|2||8210712K|kim-cpu-01|
341352.extern|341352_13.extern|COMPLETED|0:0|7849|2026-09-16T18:10:20|2026-09-16T20:21:09|2|||kim-cpu-01|
341355|341355|COMPLETED|0:0|84|2026-09-16T18:14:21|2026-09-16T18:15:45|8|96G||jingjie-cpu-19|0
341355.batch|341355.batch|COMPLETED|0:0|84|2026-09-16T18:14:21|2026-09-16T18:15:45|8||383664K|jingjie-cpu-19|
341355.extern|341355.extern|COMPLETED|0:0|84|2026-09-16T18:14:21|2026-09-16T18:15:45|8|||jingjie-cpu-19|
341356|341356|COMPLETED|0:0|22|2026-09-16T18:16:20|2026-09-16T18:16:42|8|24G||jingjie-cpu-07|0
341356.batch|341356.batch|COMPLETED|0:0|22|2026-09-16T18:16:20|2026-09-16T18:16:42|8||4756K|jingjie-cpu-07|
341356.extern|341356.extern|COMPLETED|0:0|22|2026-09-16T18:16:20|2026-09-16T18:16:42|8|||jingjie-cpu-07|
341357|341357|COMPLETED|0:0|110|2026-09-16T18:16:20|2026-09-16T18:18:10|8|96G||jingjie-cpu-19|0
341357.batch|341357.batch|COMPLETED|0:0|110|2026-09-16T18:16:20|2026-09-16T18:18:10|8||520028K|jingjie-cpu-19|
341357.extern|341357.extern|COMPLETED|0:0|110|2026-09-16T18:16:20|2026-09-16T18:18:10|8|||jingjie-cpu-19|
341358|341358|COMPLETED|0:0|29|2026-09-16T18:18:21|2026-09-16T18:18:50|8|24G||unicorn-cpu-73|0
341358.batch|341358.batch|COMPLETED|0:0|29|2026-09-16T18:18:21|2026-09-16T18:18:50|8||4436K|unicorn-cpu-73|
341358.extern|341358.extern|COMPLETED|0:0|29|2026-09-16T18:18:21|2026-09-16T18:18:50|8|||unicorn-cpu-73|
341359|341359|COMPLETED|0:0|199|2026-09-16T18:18:21|2026-09-16T18:21:40|8|96G||unicorn-cpu-73|0
341359.batch|341359.batch|COMPLETED|0:0|199|2026-09-16T18:18:21|2026-09-16T18:21:40|8||5298992K|unicorn-cpu-73|
341359.extern|341359.extern|COMPLETED|0:0|199|2026-09-16T18:18:21|2026-09-16T18:21:40|8|||unicorn-cpu-73|
341360|341360|COMPLETED|0:0|105|2026-09-16T18:22:21|2026-09-16T18:24:06|8|24G||unicorn-cpu-73|0
341360.batch|341360.batch|COMPLETED|0:0|105|2026-09-16T18:22:21|2026-09-16T18:24:06|8||659208K|unicorn-cpu-73|
341360.extern|341360.extern|COMPLETED|0:0|105|2026-09-16T18:22:21|2026-09-16T18:24:06|8|||unicorn-cpu-73|
341361|341361|COMPLETED|0:0|511|2026-09-16T18:28:22|2026-09-16T18:36:53|8|96G||unicorn-cpu-73|0
341361.batch|341361.batch|COMPLETED|0:0|511|2026-09-16T18:28:22|2026-09-16T18:36:53|8||9564356K|unicorn-cpu-73|
341361.extern|341361.extern|COMPLETED|0:0|512|2026-09-16T18:28:22|2026-09-16T18:36:54|8|||unicorn-cpu-73|
341362|341362|COMPLETED|0:0|3625|2026-09-16T18:37:28|2026-09-16T19:37:53|8|24G||totient-cpu-03|0
341362.batch|341362.batch|COMPLETED|0:0|3625|2026-09-16T18:37:28|2026-09-16T19:37:53|8||3903508K|totient-cpu-03|
341362.extern|341362.extern|COMPLETED|0:0|3625|2026-09-16T18:37:28|2026-09-16T19:37:53|8|||totient-cpu-03|
341363|341363|COMPLETED|0:0|632|2026-09-16T18:37:28|2026-09-16T18:48:00|8|96G||unicorn-cpu-73|0
341363.batch|341363.batch|COMPLETED|0:0|632|2026-09-16T18:37:28|2026-09-16T18:48:00|8||13091892K|unicorn-cpu-73|
341363.extern|341363.extern|COMPLETED|0:0|632|2026-09-16T18:37:28|2026-09-16T18:48:00|8|||unicorn-cpu-73|
341364|341364|COMPLETED|0:0|3659|2026-09-16T18:48:17|2026-09-16T19:49:16|8|24G||snavely-cpu-15|0
341364.batch|341364.batch|COMPLETED|0:0|3659|2026-09-16T18:48:17|2026-09-16T19:49:16|8||2166932K|snavely-cpu-15|
341364.extern|341364.extern|COMPLETED|0:0|3659|2026-09-16T18:48:17|2026-09-16T19:49:16|8|||snavely-cpu-15|
341365|341365|COMPLETED|0:0|721|2026-09-16T18:48:17|2026-09-16T19:00:18|8|96G||unicorn-cpu-73|0
341365.batch|341365.batch|COMPLETED|0:0|721|2026-09-16T18:48:17|2026-09-16T19:00:18|8||15845348K|unicorn-cpu-73|
341365.extern|341365.extern|COMPLETED|0:0|722|2026-09-16T18:48:17|2026-09-16T19:00:19|8|||unicorn-cpu-73|
341366|341366|COMPLETED|0:0|3664|2026-09-16T19:00:30|2026-09-16T20:01:34|8|24G||snavely-cpu-16|0
341366.batch|341366.batch|COMPLETED|0:0|3664|2026-09-16T19:00:30|2026-09-16T20:01:34|8||2017264K|snavely-cpu-16|
341366.extern|341366.extern|COMPLETED|0:0|3664|2026-09-16T19:00:30|2026-09-16T20:01:34|8|||snavely-cpu-16|
341367|341367|COMPLETED|0:0|1120|2026-09-16T19:00:30|2026-09-16T19:19:10|8|96G||unicorn-cpu-73|0
341367.batch|341367.batch|COMPLETED|0:0|1120|2026-09-16T19:00:30|2026-09-16T19:19:10|8||18504824K|unicorn-cpu-73|
341367.extern|341367.extern|COMPLETED|0:0|1120|2026-09-16T19:00:30|2026-09-16T19:19:10|8|||unicorn-cpu-73|
341368|341368|COMPLETED|0:0|3643|2026-09-16T19:19:29|2026-09-16T20:20:12|8|24G||lin-cpu-02|0
341368.batch|341368.batch|COMPLETED|0:0|3643|2026-09-16T19:19:29|2026-09-16T20:20:12|8||3475776K|lin-cpu-02|
341368.extern|341368.extern|COMPLETED|0:0|3643|2026-09-16T19:19:29|2026-09-16T20:20:12|8|||lin-cpu-02|
341369|341369|COMPLETED|0:0|1024|2026-09-16T19:19:29|2026-09-16T19:36:33|8|96G||unicorn-cpu-73|0
341369.batch|341369.batch|COMPLETED|0:0|1024|2026-09-16T19:19:29|2026-09-16T19:36:33|8||21413032K|unicorn-cpu-73|
341369.extern|341369.extern|COMPLETED|0:0|1025|2026-09-16T19:19:29|2026-09-16T19:36:34|8|||unicorn-cpu-73|
341370|341370|COMPLETED|0:0|3652|2026-09-16T19:37:30|2026-09-16T20:38:22|8|24G||garg-cpu-02|0
341370.batch|341370.batch|COMPLETED|0:0|3652|2026-09-16T19:37:30|2026-09-16T20:38:22|8||2415196K|garg-cpu-02|
341370.extern|341370.extern|COMPLETED|0:0|3652|2026-09-16T19:37:30|2026-09-16T20:38:22|8|||garg-cpu-02|
341371|341371|COMPLETED|0:0|1817|2026-09-16T19:37:30|2026-09-16T20:07:47|8|96G||unicorn-cpu-73|0
341371.batch|341371.batch|COMPLETED|0:0|1817|2026-09-16T19:37:30|2026-09-16T20:07:47|8||25310280K|unicorn-cpu-73|
341371.extern|341371.extern|COMPLETED|0:0|1817|2026-09-16T19:37:30|2026-09-16T20:07:47|8|||unicorn-cpu-73|
341372|341372|COMPLETED|0:0|3671|2026-09-16T20:07:56|2026-09-16T21:09:07|8|24G||unicorn-cpu-87|0
341372.batch|341372.batch|COMPLETED|0:0|3671|2026-09-16T20:07:56|2026-09-16T21:09:07|8||3228988K|unicorn-cpu-87|
341372.extern|341372.extern|COMPLETED|0:0|3671|2026-09-16T20:07:56|2026-09-16T21:09:07|8|||unicorn-cpu-87|
341373|341373|COMPLETED|0:0|2130|2026-09-16T20:07:56|2026-09-16T20:43:26|8|96G||unicorn-cpu-73|0
341373.batch|341373.batch|COMPLETED|0:0|2130|2026-09-16T20:07:56|2026-09-16T20:43:26|8||29371784K|unicorn-cpu-73|
341373.extern|341373.extern|COMPLETED|0:0|2130|2026-09-16T20:07:56|2026-09-16T20:43:26|8|||unicorn-cpu-73|
341374|341374|RUNNING|0:0|2267|2026-09-16T20:43:56|Unknown|8|24G||jingjie-cpu-21|0
341374.batch|341374.batch|RUNNING|0:0|2267|2026-09-16T20:43:56|Unknown|8|||jingjie-cpu-21|
341374.extern|341374.extern|RUNNING|0:0|2267|2026-09-16T20:43:56|Unknown|8|||jingjie-cpu-21|
341375|341375|RUNNING|0:0|2267|2026-09-16T20:43:56|Unknown|8|96G||unicorn-cpu-73|0
341375.batch|341375.batch|RUNNING|0:0|2267|2026-09-16T20:43:56|Unknown|8|||unicorn-cpu-73|
341375.extern|341375.extern|RUNNING|0:0|2267|2026-09-16T20:43:56|Unknown|8|||unicorn-cpu-73|
341376|341376|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341377|341377|PENDING|0:0|0|Unknown|Unknown|0|96G||None assigned|0
341378|341378|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341379|341379|PENDING|0:0|0|Unknown|Unknown|0|96G||None assigned|0
341380|341380|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341405|341405|PENDING|0:0|0|Unknown|Unknown|0|128G||None assigned|0
341406|341406|PENDING|0:0|0|Unknown|Unknown|0|24G||None assigned|0
341404|341404_0|RUNNING|0:0|11363|2026-09-16T18:12:20|Unknown|2|96G||kim-cpu-01|0
341404.batch|341404_0.batch|RUNNING|0:0|11363|2026-09-16T18:12:20|Unknown|2|||kim-cpu-01|
341404.extern|341404_0.extern|RUNNING|0:0|11363|2026-09-16T18:12:20|Unknown|2|||kim-cpu-01|
341413|341413|RUNNING|0:0|11363|2026-09-16T18:12:20|Unknown|8|64G||kim-cpu-03|0
341413.batch|341413.batch|RUNNING|0:0|11363|2026-09-16T18:12:20|Unknown|8|||kim-cpu-03|
341413.extern|341413.extern|RUNNING|0:0|11363|2026-09-16T18:12:20|Unknown|8|||kim-cpu-03|
341682|341682|COMPLETED|0:0|1143|2026-09-16T18:55:29|2026-09-16T19:14:32|8|16G||totient-cpu-05|0
341682.batch|341682.batch|COMPLETED|0:0|1143|2026-09-16T18:55:29|2026-09-16T19:14:32|8||1082508K|totient-cpu-05|
341682.extern|341682.extern|COMPLETED|0:0|1143|2026-09-16T18:55:29|2026-09-16T19:14:32|8|||totient-cpu-05|
341683|341683|COMPLETED|0:0|184|2026-09-16T18:55:29|2026-09-16T18:58:33|8|16G||totient-cpu-06|0
341683.batch|341683.batch|COMPLETED|0:0|184|2026-09-16T18:55:29|2026-09-16T18:58:33|8||467552K|totient-cpu-06|
341683.extern|341683.extern|COMPLETED|0:0|184|2026-09-16T18:55:29|2026-09-16T18:58:33|8|||totient-cpu-06|
341684|341684|COMPLETED|0:0|1266|2026-09-16T18:55:29|2026-09-16T19:16:35|8|16G||garg-cpu-02|0
341684.batch|341684.batch|COMPLETED|0:0|1266|2026-09-16T18:55:29|2026-09-16T19:16:35|8||972848K|garg-cpu-02|
341684.extern|341684.extern|COMPLETED|0:0|1266|2026-09-16T18:55:29|2026-09-16T19:16:35|8|||garg-cpu-02|
341685|341685|RUNNING|0:0|8774|2026-09-16T18:55:29|Unknown|8|16G||jingjie-cpu-13|0
341685.batch|341685.batch|RUNNING|0:0|8774|2026-09-16T18:55:29|Unknown|8|||jingjie-cpu-13|
341685.extern|341685.extern|RUNNING|0:0|8774|2026-09-16T18:55:29|Unknown|8|||jingjie-cpu-13|
341686|341686|COMPLETED|0:0|1146|2026-09-16T18:55:29|2026-09-16T19:14:35|8|16G||jingjie-cpu-06|0
341686.batch|341686.batch|COMPLETED|0:0|1146|2026-09-16T18:55:29|2026-09-16T19:14:35|8||1116620K|jingjie-cpu-06|
341686.extern|341686.extern|COMPLETED|0:0|1146|2026-09-16T18:55:29|2026-09-16T19:14:35|8|||jingjie-cpu-06|
341687|341687|COMPLETED|0:0|165|2026-09-16T18:55:29|2026-09-16T18:58:14|8|16G||jingjie-cpu-07|0
341687.batch|341687.batch|COMPLETED|0:0|165|2026-09-16T18:55:29|2026-09-16T18:58:14|8||422960K|jingjie-cpu-07|
341687.extern|341687.extern|COMPLETED|0:0|166|2026-09-16T18:55:29|2026-09-16T18:58:15|8|||jingjie-cpu-07|
