Start Place,End Place,Base Duration,Energy used
2190,8570,10.0,11.4
2190,BGM,10.0,11.4
2190,ETL,1.0,0.4
2190,ETU,1.0,0.2
2190,ET_P,1.0,0.2
2190,ET_R,1.0,0.2
2190,JBX,17.0,20.8
2190,KEX,8.0,6.6
2190,KEXC,8.0,6.6
2190,PARX,20.0,28.0
2190C,2530,13.0,17.8
2190L,ETU,1.0,0.2
2190L,ET_R,1.0,0.2
2240,2580,11.0,10.2
2240,ARX,15.0,13.0
2240,BUX,14.0,14.4
2240,JBX,17.0,19.2
2240,KEX,16.0,11.8
2240,KEXC,12.0,9.8
2350,2350C,0,0
2350,2530,10.0,9.6
2350,2530C,10.0,9.6
2350,3180,19.0,28.6
2350,3245,11.0,13.2
2350,3640,20.0,24.8
2350,3645,16.0,21.4
2350,3680,21.0,33.6
2350,3680C,21.0,33.6
2350,4100,10.0,13.2
2350,4485,20.0,27.8
2350,4490,18.0,26.6
2350,4760,13.0,18.6
2350,4760C,12.0,18.0
2350,5125,11.0,13.0
2350,5175,8.0,8.6
2350,5180,20.0,21.2
2350,5630,13.0,13.2
2350,5767,3.0,3.2
2350,7300,20.0,23.2
2350,7485,20.0,28.4
2350,7630,8.0,9.4
2350,8566,22.0,37.0
2350,8570,17.0,13.4
2350,9620,13.0,13.2
2350,BGM,17.0,13.4
2350,JBX,14.0,11.6
2350,KEX,22.0,37.0
2350,KEXC,22.0,37.0
2350C,2530,10.0,9.6
2350C,3180,18.0,28.6
2350C,3245,11.0,13.2
2350C,3640,20.0,24.8
2350C,3645,16.0,21.4
2350C,3680,20.0,32.8
2350C,3680C,20.0,32.8
2350C,4100,10.0,13.2
2350C,4485,20.0,27.8
2350C,4490,18.0,26.6
2350C,4760,13.0,18.6
2350C,4760C,13.0,18.0
2350C,5125,11.0,13.0
2350C,5175,8.0,8.6
2350C,5180,20.0,21.2
2350C,5767,3.0,3.2
2350C,7300,20.0,23.2
2350C,7485,19.0,28.4
2350C,7630,8.0,9.4
2350C,9620,13.0,13.2
2350C,BGM,17.0,13.4
2350C,KEX,22.0,37.0
2350C,KEXC,22.0,37.0
2350L,3645,13.0,16.8
2350L,KEX,22.0,37.0
2530,2530C,2.0,1.2
2530,3127,24.0,20.4
2530,3127C,24.0,20.4
2530,3180,18.0,23.8
2530,3235,12.0,12.6
2530,3245,8.0,6.6
2530,3640,13.0,16.8
2530,3645,13.0,17.0
2530,3680,19.0,26.2
2530,3680C,17.0,26.2
2530,4100,8.0,8.6
2530,4290,20.0,32.2
2530,4290C,20.0,32.2
2530,4485,15.0,20.4
2530,4490,14.0,22.2
2530,4510,15.0,5.4
2530,4760,8.0,11.2
2530,4760C,8.0,11.2
2530,4808,26.0,46.6
2530,4808C,26.0,46.6
2530,5125,10.0,9.2
2530,5175,6.0,6.2
2530,5180,14.0,20.6
2530,5630,11.0,13.2
2530,5767,7.0,5.8
2530,6125,17.0,27.0
2530,6242,15.0,18.6
2530,7485,17.0,21.8
2530,7498,16.0,20.8
2530,7500,16.0,20.8
2530,7630,5.0,5.8
2530,8566,18.0,34.2
2530,8570,11.0,11.0
2530,9620,11.0,13.2
2530,BGM,11.0,22.0
2530,FTLL,1.0,0.2
2530,FTXL,2.0,1.2
2530,GRIX,25.0,40.0
2530,GVX,18.0,22.0
2530,HEDL,24.0,20.4
2530,HED_P,24.0,20.4
2530,JBX,6.0,3.4
2530,KB_A,19.0,26.0
2530,KB_C,19.0,26.0
2530,KEX,18.0,34.2
2530,KEXC,18.0,34.2
2530,MÖLCL,17.0,17.6
2530,MÖLC_P,17.0,17.6
2530,PARX,24.0,39.6
2530,RÄX,18.0,26.4
2530,SAX,16.0,23.8
2530C,3127,24.0,20.4
2530C,3127C,24.0,20.4
2530C,3180,18.0,23.8
2530C,3235,12.0,12.6
2530C,3245,8.0,6.6
2530C,3640,13.0,16.8
2530C,3680,19.0,26.0
2530C,3680C,17.0,26.2
2530C,4485,15.0,20.4
2530C,4490,14.0,22.2
2530C,4510,14.0,5.4
2530C,4760,8.0,11.2
2530C,4760C,16.0,11.2
2530C,5125,17.0,9.2
2530C,5175,16.0,6.2
2530C,5180,12.0,20.6
2530C,5767,7.0,5.8
2530C,6125,14.0,25.6
2530C,7485,15.0,21.8
2530C,7498,16.0,20.8
2530C,7630,5.0,5.8
2530C,9620,11.0,13.2
2530C,BGM,11.0,11.0
2530C,GVX,18.0,22.0
2530C,HED_P,24.0,20.4
2530C,KEX,18.0,34.2
2530C,KEXC,18.0,34.2
2530C,MÖLC_P,17.0,17.6
2530C,RÄX,18.0,26.4
2530C,SAX,16.0,23.8
25456,RÄX,14.0,26.8
25456,SAX,12.0,24.2
2580,4760,5.0,4.326
2580,4760C,5.0,4.326
2580,8566,16.0,25.8
2580,8570,6.0,9.0
2580,BGM,6.0,9.0
2580,BUX,14.0,19.6
2580,JBX,10.0,11.6
2580,KEX,16.0,25.8
2580,KEXC,16.0,25.8
2695,4760,5.0,5.382
2695,JBX,11.0,12.2
2695,KEX,19.0,28.8
3127,3127C,1.0,1.0
3127,3127L,1.0,0.6
3127,3180,8.0,6.4
3127,3215,30.0,35.4
3127,3235,26.0,27.4
3127,3640,5.0,4.2
3127,3645,6.0,4.8
3127,3860,20.0,25.2
3127,4100,17.0,12.0
3127,4485,31.0,31.0
3127,4510,10.0,4.8
3127,4524,7.0,4.2
3127,4760,14.0,9.2
3127,4760C,14.0,9.2
3127,4945,5.0,2.6
3127,5147,25.0,40.0
3127,5180,10.0,3.8
3127,5865,30.0,30.8
3127,6125,31.0,38.0
3127,6225,29.0,45.0
3127,6480,8.0,3.8
3127,7300,3.0,2.2
3127,7488,22.0,24.2
3127,7492,25.0,31.6
3127,7581,13.0,11.8
3127,7880,11.0,13.0
3127,GRIX,25.0,22.0
3127,GVX,14.0,8.0
3127,HEDL,1.0,0.5
3127,HED_P,1.0,0.4
3127,JON_P,19.0,28.8
3127,KEX,15.0,13.2
3127,KEXC,15.0,13.2
3127,MÖLCL,17.0,14.8
3127,MÖLC_P,17.0,14.8
3127,PAGX,18.0,21.6
3127,PARX,20.0,20.8
3127,RÄX,23.0,19.6
3127,SAX,23.0,22.2
3127C,3215,30.0,35.4
3127C,3640,5.0,4.2
3127C,3860,20.0,25.2
3127C,4485,31.0,31.0
3127C,4510,10.0,4.8
3127C,4760,14.0,9.2
3127C,4760C,14.0,9.2
3127C,4945,5.0,2.6
3127C,5147,24.0,40.0
3127C,5180,10.0,3.8
3127C,5865,31.0,30.8
3127C,6125,27.0,38.0
3127C,6225,29.0,45.0
3127C,6480,7.0,3.8
3127C,7300,3.0,2.2
3127C,7581,13.0,9.2
3127C,7880,11.0,13.0
3127C,HED_P,0,0
3127C,JON_P,19.0,28.8
3127C,KEX,15.0,13.2
3127C,MÖLC_P,16.0,15.0
3127C,PARX,20.0,20.8
3127C,RÄX,23.0,19.6
3127C,SAX,23.0,22.2
3127L,3645,6.0,4.8
3127L,HED_A,1.0,0.162
3127L,HED_C,1.0,0.06
3127L,HED_D,1.0,0.05
3127L,HED_E,1.0,0.062
3127L,HED_P,0,0
3160,PAGX,21.0,32.4
3170,KEX,19.0,25.2
3180,3215,23.0,31.4
3180,3235,27.0,32.6
3180,3245,17.0,31.0
3180,3640,17.0,8.2
3180,3645,10.0,8.0
3180,3680,19.0,19.4
3180,3680C,19.0,19.4
3180,3860,15.0,21.6
3180,4100,15.0,16.6
3180,4485,31.0,43.6
3180,4490,6.0,4.2
3180,4760,19.0,20.6
3180,4760C,19.0,20.6
3180,4940,3.0,4.2
3180,4945,3.0,4.2
3180,5125,18.0,31.8
3180,5147,29.0,41.6
3180,5175,16.0,27.4
3180,5180,8.0,4.0
3180,5320,6.0,4.0
3180,5630,22.0,26.0
3180,5767,16.0,25.4
3180,5865,32.0,47.4
3180,6125,34.0,49.6
3180,6225,30.0,57.2
3180,6242,10.0,6.2
3180,7485,17.0,19.6
3180,7492,17.0,20.0
3180,7600,6.0,4.2
3180,7630,18.0,30.0
3180,8566,4.0,5.6
3180,8570,14.0,14.4
3180,9620,22.0,26.0
3180,BGM,14.0,14.4
3180,GRIX,12.0,8.2
3180,HED_P,8.0,6.4
3180,JBX,18.0,27.0
3180,KB_A,19.0,19.4
3180,KB_C,19.0,19.4
3180,KEX,6.0,5.6
3180,KEXC,5.0,5.6
3180,KRC_P,24.0,42.6
3180,PAGX,15.0,21.8
3180,PARX,13.0,22.8
3215,3860,26.0,39.2
3215,4485,35.0,55.0
3215,4490,20.0,31.4
3215,4510,23.0,37.8
3215,4760,25.0,32.0
3215,4945,29.0,43.2
3215,5147,38.0,67.6
3215,5180,29.0,35.4
3215,5421,24.0,41.4
3215,5865,33.0,54.6
3215,6125,37.0,61.0
3215,6225,44.0,68.8
3215,6480,33.0,40.8
3215,6650,17.0,17.2
3215,7300,27.0,38.2
3215,7488,19.0,22.2
3215,7492,17.0,16.0
3215,ET_R,24.0,32.6
3215,GRIX,30.0,33.0
3215,HED_P,30.0,35.4
3215,PAGX,32.0,60.0
3215,PARX,38.0,55.4
3235,4100,14.0,20.8
3235,4760,12.0,15.6
3235,4760C,12.0,15.6
3235,5180,23.0,30.2
3235,6125,9.0,14.8
3235,6480,24.0,36.6
3235,7300,18.0,20.4
3235,7485,25.0,35.2
3235,7498,24.0,31.6
3235,7500,24.0,32.6
3235,7506,25.0,38.6
3235,GRIX,29.0,40.8
3235,HED_P,26.0,27.4
3235,KEX,23.0,37.6
3235,KEXC,23.0,37.6
3235,RÄX,22.0,30.6
3235,SAX,20.0,28.0
3245,3640,14.0,22.0
3245,3645,15.0,22.4
3245,3680,17.0,28.6
3245,3680C,17.0,28.6
3245,4100,10.0,13.8
3245,4485,17.0,22.6
3245,4490,17.0,27.6
3245,4760,9.0,12.8
3245,4760C,9.0,12.8
3245,5125,7.0,7.4
3245,5175,4.0,4.0
3245,5180,17.0,26.2
3245,5630,17.0,18.8
3245,5767,9.0,10.6
3245,7485,19.0,29.4
3245,7630,3.0,4.0
3245,9620,17.0,18.8
3245,KEX,19.0,32.2
3245,KEXC,19.0,31.8
3640,3645,4.0,0.8
3640,3680,15.0,13.6
3640,3680C,15.0,13.6
3640,4100,7.0,9.4
3640,4485,25.0,34.4
3640,4490,10.0,11.4
3640,4760,11.0,10.0
3640,4760C,11.0,10.0
3640,5125,18.0,24.2
3640,5175,12.0,19.8
3640,5180,7.0,4.4
3640,5630,15.0,18.6
3640,5767,12.0,17.8
3640,6125,23.0,34.6
3640,7485,15.0,23.0
3640,7630,15.0,20.8
3640,8566,16.0,10.4
3640,8570,10.0,6.8
3640,9620,15.0,18.6
3640,BGM,10.0,6.8
3640,HED_P,6.0,4.2
3640,JBX,15.0,16.4
3640,KB_A,15.0,13.6
3640,KB_C,15.0,13.6
3640,KEX,18.0,10.4
3640,KEXC,18.0,10.4
3645,3680,16.0,16.8
3645,4100,8.0,10.0
3645,4485,22.0,34.4
3645,4490,17.0,22.0
3645,4760,13.0,14.4
3645,4760C,13.0,14.4
3645,5125,18.0,24.6
3645,5175,15.0,24.4
3645,5180,5.0,6.0
3645,5630,18.0,18.2
3645,5767,13.0,18.6
3645,6125,23.0,34.6
3645,7485,15.0,24.0
3645,7630,14.0,21.2
3645,9620,18.0,18.2
3645,HEDU,6.0,4.8
3645,HED_P,6.0,4.8
3645,KEX,15.0,10.4
3680,3680C,0,0
3680,4100,18.0,26.8
3680,4485,29.0,37.8
3680,4490,17.0,19.8
3680,4760,16.0,16.2
3680,4760C,16.0,16.2
3680,4808,23.0,28.4
3680,4945,18.0,11.8
3680,5125,20.0,33.0
3680,5175,18.0,30.0
3680,5180,16.0,17.0
3680,5630,24.0,38.0
3680,5767,19.0,30.8
3680,7485,25.0,35.6
3680,7630,17.0,28.6
3680,8566,15.0,17.6
3680,8570,23.0,22.8
3680,9620,24.0,38.0
3680,BGM,23.0,22.8
3680,JBX,17.0,25.6
3680,KEX,23.0,20.0
3680,KEXC,19.0,20.0
3680,PARX,16.0,25.6
3680C,4100,18.0,26.8
3680C,4485,29.0,37.8
3680C,4490,17.0,19.8
3680C,4760,16.0,16.2
3680C,4760C,16.0,16.2
3680C,4808,23.0,28.4
3680C,5125,20.0,33.0
3680C,5175,18.0,30.0
3680C,5180,16.0,17.0
3680C,5767,19.0,30.8
3680C,7485,25.0,35.6
3680C,7630,17.0,28.6
3680C,9620,24.0,38.0
3680C,BGM,23.0,22.8
3680C,KEX,23.0,17.6
3680C,KEXC,15.0,17.6
3860,4457,5.0,3.0
3860,4485,39.0,63.4
3860,4490,20.0,26.2
3860,4510,27.0,30.6
3860,4760,27.0,40.0
3860,4945,20.0,25.4
3860,5147,20.0,29.6
3860,5180,23.0,26.4
3860,5421,28.0,51.2
3860,5865,40.0,69.6
3860,6125,47.0,70.6
3860,6225,22.0,32.2
3860,6480,17.0,23.2
3860,6650,23.0,32.8
3860,7300,26.0,28.2
3860,7488,17.0,27.4
3860,7492,24.0,31.0
3860,8566,15.0,22.8
3860,8570,29.0,40.8
3860,BGM,29.0,40.8
3860,GRIX,16.0,22.0
3860,HED_P,20.0,25.2
3860,KEX,15.0,22.8
3860,KEXC,15.0,22.8
3860,KRC_P,14.0,26.8
3860,MYT_P,26.0,48.0
3860,PAGX,20.0,36.0
3860,PARX,17.0,25.8
3940,5120,8.0,15.2
3940,KEX,21.0,29.2
3980,GRIX,20.0,17.8
4100,4485,18.0,27.6
4100,4490,10.0,14.6
4100,4760,6.0,6.2
4100,4940,13.0,15.4
4100,5125,12.0,16.4
4100,5175,9.0,12.2
4100,5180,9.0,13.2
4100,5630,11.0,9.8
4100,5767,8.0,10.0
4100,7485,13.0,14.2
4100,7600,15.0,16.4
4100,7630,9.0,13.2
4100,8566,13.0,18.6
4100,8570,3.0,2.2
4100,9620,11.0,9.8
4100,HED_P,13.0,12.0
4100,JBX,11.0,11.8
4100,KEX,12.0,19.4
4100,KEXC,11.0,18.6
4100,SHX,17.0,27.0
4290,4290C,1.0,0.4
4290,4760,19.0,32.0
4290,4808,18.0,29.2
4290,JBX,23.0,38.0
4290,KEX,11.0,12.4
4290,KEXC,12.0,12.4
4290,KÖ_P,0,0
4290,PARX,18.0,27.0
4290C,4808,18.0,29.2
4457,KEX,14.0,20.0
4457,KEXC,14.0,20.0
4485,4490,30.0,40.8
4485,4510,20.0,26.4
4485,4760,15.0,22.4
4485,4760C,14.0,22.0
4485,4945,33.0,38.8
4485,5125,20.0,26.0
4485,5147,38.0,73.6
4485,5175,18.0,24.0
4485,5180,28.0,39.6
4485,5421,13.0,16.4
4485,5630,23.0,32.0
4485,5767,18.0,25.2
4485,5865,8.0,7.2
4485,6125,10.0,15.2
4485,6225,48.0,78.8
4485,6480,27.0,42.8
4485,7300,27.0,29.0
4485,7485,33.0,42.6
4485,7488,31.0,40.2
4485,7498,29.0,40.4
4485,7630,17.0,22.6
4485,8570,22.0,28.2
4485,9620,23.0,32.0
4485,BGM,22.0,28.2
4485,GRIX,35.0,49.2
4485,HED_P,33.0,31.0
4485,JBX,18.0,19.6
4485,KEX,30.0,45.6
4485,KEXC,29.0,45.6
4485,PARX,37.0,58.2
4490,4760,12.0,19.0
4490,4760C,12.0,19.0
4490,5125,19.0,29.8
4490,5147,30.0,42.6
4490,5175,15.0,25.6
4490,5180,13.0,16.4
4490,5630,20.0,24.2
4490,5767,15.0,23.6
4490,5865,31.0,40.6
4490,6125,30.0,46.0
4490,6225,32.0,45.4
4490,7485,17.0,17.8
4490,7630,16.0,26.4
4490,8566,10.0,5.6
4490,9620,20.0,24.2
4490,BUX,15.0,18.8
4490,GRIX,13.0,10.0
4490,JBX,19.0,25.0
4490,KEX,11.0,5.6
4490,KEXC,10.0,5.6
4490,PARX,19.0,26.2
4510,4760,6.0,7.2
4510,4760C,6.0,5.2
4510,4945,12.0,6.8
4510,5147,26.0,41.8
4510,5865,19.0,25.8
4510,6125,19.0,33.0
4510,6225,39.0,44.8
4510,7300,7.0,3.4
4510,GRIX,20.0,18.8
4510,GVX,13.0,8.6
4510,HEDL,10.0,4.8
4510,HED_P,10.0,4.8
4510,MÖLCL,14.0,17.6
4510,MÖLC_P,17.0,17.6
4510,PARX,19.0,26.6
4510,RÄX,22.0,32.6
4510,SAX,24.0,35.2
4524,HED_P,7.0,4.2
4524,PAGX,20.0,21.4
4524,PARX,18.0,20.6
4524,RÄX,17.0,23.2
4524,SAX,19.0,25.8
4527,KEX,21.0,21.6
4565,8566,25.0,48.0
4565,8570,19.0,25.0
4565,BGM,19.0,25.0
4565,KEX,25.0,48.0
4565,KEXC,25.0,48.0
4760,4760C,1.0,0.2
4760,5125,11.0,16.4
4760,5147,32.0,54.0
4760,5175,8.0,13.0
4760,5180,11.0,17.6
4760,5630,13.0,15.4
4760,5767,9.0,15.0
4760,5865,18.0,28.0
4760,6125,19.0,32.2
4760,6242,14.0,15.8
4760,7300,15.0,9.6
4760,7340,7.0,7.4
4760,7485,19.0,23.4
4760,7498,15.0,17.8
4760,7500,15.0,17.8
4760,7630,9.0,13.0
4760,8566,20.0,23.0
4760,8570,8.0,8.4
4760,9620,13.0,15.4
4760,BGM,8.0,8.4
4760,BUX,15.0,21.4
4760,GRIX,26.0,28.8
4760,GVX,16.0,19.4
4760,HEDL,14.0,9.2
4760,HED_P,14.0,9.2
4760,JBX,8.0,7.2
4760,KEX,21.0,23.0
4760,KEXC,20.0,23.0
4760,MGL,1.0,0.4
4760,MG_H,1.0,0.2
4760,MÖLCL,22.0,19.8
4760,MÖLC_P,14.0,19.8
4760,PARX,25.0,35.6
4760,RÄX,20.0,28.6
4760,SAX,22.0,31.2
4760C,5125,11.0,16.4
4760C,5175,8.0,13.0
4760C,5180,10.0,17.6
4760C,5767,9.0,15.0
4760C,6125,19.0,32.2
4760C,7300,15.0,9.6
4760C,7485,19.0,23.4
4760C,7498,15.0,17.8
4760C,7630,9.0,13.0
4760C,9620,13.0,15.4
4760C,BGM,8.0,8.4
4760C,GRIX,26.0,28.8
4760C,GVX,13.0,19.4
4760C,HED_P,14.0,9.2
4760C,KEX,21.0,23.0
4760C,KEXC,20.0,23.0
4760C,MÖLC_P,16.0,19.8
4760C,RÄX,16.0,28.6
4760C,SAX,22.0,31.8
4808,4808C,0,0
4808,8566,21.0,31.0
4808,ETU,24.0,37.6
4808,JBX,30.0,48.0
4808,KEX,21.0,31.0
4808,KEXC,21.0,31.0
4808,PARX,8.0,7.8
4945,5147,28.0,38.0
4945,5865,30.0,43.6
4945,6125,27.0,47.0
4945,6225,32.0,42.6
4945,6480,5.0,3.8
4945,7300,5.0,2.8
4945,7492,18.0,23.8
4945,8566,9.0,6.2
4945,8570,15.0,11.8
4945,ARX,18.0,23.8
4945,BGM,15.0,11.8
4945,GRIX,16.0,12.6
4945,HED_P,5.0,2.6
4945,KEX,9.0,6.2
4945,KEXC,9.0,6.2
4945,PARX,15.0,21.4
5120,KEX,13.0,15.2
5125,5175,4.0,5.0
5125,5180,25.0,24.2
5125,5630,16.0,20.0
5125,5767,8.0,10.2
5125,7485,21.0,31.6
5125,7630,3.0,3.6
5125,8566,24.0,38.8
5125,8570,17.0,19.4
5125,9620,16.0,20.0
5125,BGM,17.0,19.4
5125,JBX,10.0,9.8
5125,KEX,24.0,38.8
5125,KEXC,24.0,38.8
5147,5180,28.0,40.0
5147,5421,35.0,60.0
5147,5865,36.0,73.2
5147,6125,46.0,79.6
5147,6225,4.0,3.0
5147,6480,24.0,35.2
5147,7300,34.0,42.2
5147,7488,33.0,57.0
5147,7498,35.0,56.8
5147,GRIX,32.0,49.2
5147,HED_P,24.0,40.0
5147,PARX,14.0,23.4
5175,5180,14.0,24.2
5175,5630,13.0,15.8
5175,5767,4.0,5.8
5175,7485,18.0,27.2
5175,7630,1.0,1.7
5175,8566,22.0,30.0
5175,8570,10.0,14.0
5175,9620,13.0,15.8
5175,BGM,10.0,14.0
5175,HEDU,20.0,22.8
5175,JBX,9.0,6.4
5175,KEX,22.0,30.0
5175,KEXC,22.0,30.0
5180,5630,16.0,22.8
5180,5767,14.0,22.0
5180,5865,26.0,36.4
5180,6125,27.0,46.8
5180,6225,35.0,45.2
5180,7485,20.0,25.4
5180,7488,17.0,24.0
5180,7630,20.0,20.6
5180,8566,12.0,7.6
5180,8570,12.0,7.4
5180,9620,16.0,22.8
5180,BGM,12.0,7.4
5180,GRIX,17.0,14.0
5180,HED_P,10.0,3.8
5180,KEX,12.0,7.6
5180,KEXC,12.0,7.6
5180,MYT_P,27.0,34.0
5180,PAGX,20.0,20.8
5180,PARX,15.0,21.8
5320,KEX,9.0,7.0
5421,5865,10.0,16.0
5421,6125,12.0,22.6
5421,6225,44.0,62.8
5421,8566,17.0,30.8
5421,8570,11.0,14.8
5421,BGM,11.0,14.8
5421,GRIX,28.0,34.6
5421,KEX,17.0,30.8
5421,KEXC,17.0,30.8
5421,PARX,26.0,43.2
5460,7470,8.0,6.6
5460,7880,8.0,8.6
5460,PAGX,12.0,17.6
5630,5767,10.0,10.4
5630,7485,22.0,25.8
5630,7630,14.0,16.6
5630,JBX,16.0,15.2
5630,KEX,23.0,28.8
5710,BGM,4.0,3.0
5710,KEX,16.0,19.6
5710,KEXC,16.0,19.6
5767,7485,17.0,25.2
5767,7630,5.0,6.8
5767,9620,10.0,10.4
5767,KEX,19.0,28.2
5767,KEXC,18.0,28.0
5865,6125,9.0,6.8
5865,6225,44.0,75.8
5865,6480,28.0,42.6
5865,7300,29.0,29.6
5865,7488,34.0,45.8
5865,7492,30.0,41.4
5865,7498,28.0,40.0
5865,8566,28.0,45.4
5865,8570,23.0,31.0
5865,BGM,23.0,31.0
5865,GRIX,34.0,49.0
5865,HED_P,31.0,30.8
5865,KEX,28.0,45.4
5865,KEXC,28.0,45.4
5865,PAGX,35.0,70.0
5865,PARX,36.0,58.0
6125,6225,40.0,82.4
6125,6480,28.0,49.2
6125,7300,29.0,35.2
6125,7488,31.0,46.2
6125,7492,32.0,48.0
6125,7498,29.0,46.2
6125,8566,28.0,52.2
6125,8570,25.0,34.2
6125,BGM,25.0,34.2
6125,GRIX,36.0,55.4
6125,GVX,30.0,50.6
6125,HEDL,27.0,38.0
6125,HED_P,27.0,38.0
6125,KEX,28.0,52.2
6125,KEXC,28.0,52.2
6125,MÖLCL,20.0,35.2
6125,MÖLC_P,22.0,35.2
6125,PARX,36.0,64.8
6145,KEX,10.0,9.0
6225,6480,26.0,38.0
6225,7300,29.0,44.8
6225,7488,35.0,63.2
6225,7498,37.0,64.4
6225,GRIX,34.0,52.0
6225,HED_P,29.0,45.0
6225,KRC_P,30.0,50.0
6225,PAGX,17.0,27.0
6225,PARX,17.0,27.0
6242,KEX,10.0,8.4
6260,BGM,6.0,4.4
6260,KEX,13.0,15.8
6260,KEXC,13.0,15.8
6480,7300,8.0,5.6
6480,7488,17.0,25.8
6480,7492,19.0,27.6
6480,7581,9.0,7.0
6480,7880,8.0,9.6
6480,GRIX,22.0,16.0
6480,HED_P,7.0,3.8
6480,JON_P,15.0,24.8
6480,KRC_P,22.0,44.2
6480,PAGX,18.0,17.8
6480,PARX,12.0,17.6
6650,GRIX,19.0,20.8
6650,PAGX,20.0,40.0
6650,PARX,26.0,38.8
7300,7488,18.0,23.6
7300,8570,11.0,9.0
7300,BGM,11.0,9.0
7300,GRIX,23.0,15.2
7300,HEDU,3.0,2.2
7300,HED_P,3.0,2.2
7300,KEX,16.0,13.4
7300,KEXC,16.0,13.4
7300,PARX,16.0,22.6
7340,KEX,18.0,12.4
7340,RÄX,20.0,16.6
7340,SAX,22.0,19.2
7470,7880,9.0,7.2
7470,PAGX,14.0,17.6
7485,7630,17.0,27.8
7485,8566,18.0,17.8
7485,9620,22.0,25.8
7485,BGM,17.0,17.6
7485,JBX,20.0,28.0
7485,KEX,18.0,17.8
7485,KEXC,18.0,17.8
7488,7492,5.0,4.8
7488,GRIX,22.0,19.0
7488,KRC_P,33.0,52.0
7492,GRIX,17.0,26.0
7492,HED_P,22.0,31.6
7492,KRC_P,33.0,54.4
7498,7506,7.0,9.2
7498,8566,16.0,19.6
7498,8570,27.0,16.6
7498,BGM,27.0,16.6
7498,GRIX,21.0,20.8
7498,KEX,16.0,19.6
7498,KEXC,16.0,19.6
7498,KRC_P,33.0,58.6
7498,RÄX,28.0,45.8
7498,SAX,26.0,43.2
7500,GRIX,21.0,20.8
7506,KEX,13.0,14600.0
7581,7880,8.0,7.524
7581,GMV_P,1.0,0.4
7581,HED_P,9.0,9.2
7581,JON_P,12.0,23.0
7581,PARX,13.0,15.4
7630,8570,10.0,18.6
7630,9620,14.0,16.6
7630,BGM,10.0,18.6
7630,JBX,8.0,6.4
7630,KEX,19.0,31.2
7630,KEXC,19.0,30.8
7880,HED_P,11.0,13.0
7880,JON_P,12.0,18.8
7880,PAGX,10.0,12.4
7880,PARX,11.0,11.6
7880C,ÖS_H,0,0.04
7880C,ÖS_J,0,0
8566,ARX,15.0,22.6
9620,KEX,22.0,28.8
9620,KEXC,21.0,28.2
ARX,KEX,15.0,22.6
C_J,C_K,3.0,1.0
ET_H,ET_P,0,0
ET_K,ET_P,1.0,0.1
F_L,SAX,16.0,23.8
GMV_G,GMV_H,2.0,0.5
GRIX,HED_P,27.0,22.0
GRIX,PAGX,24.0,27.6
GVX,HED_P,14.0,8.0
GVX,MÖLC_P,17.0,17.2
HEDL,HED_P,0,0
HEDL,MÖLC_P,16.0,15.0
HEDL,RÄX,23.0,19.6
HEDL,SAX,23.0,22.2
HEDU,JBX,18.0,16.2
HED_A,HED_C,2.0,0.208
HED_A,HED_D,2.0,0.2
HED_C,HED_E,2.0,0.108
HED_D,HED_E,2.0,0.1
HED_P,KEX,15.0,13.2
HED_P,KEXC,15.0,13.2
HED_P,MÖLCL,17.0,14.8
HED_P,PAGX,18.0,21.6
HED_P,PARX,17.0,20.8
HED_P,RÄX,21.0,19.6
HED_P,SAX,23.0,22.2
JON_A,JON_B,1.0,0.2
JON_P,PARX,8.0,12.8
KB_A,KEX,23.0,20.0
KB_C,KEX,23.0,20.0
KRG_P,KS_E,8.0,8.6
KS_E,RÄV,7.0,7.6
KS_E,RÄX,7.0,7.6
KS_E,SAX,5.0,5.0
LA_C,LA_E,16.0,10.772
LISEA1,LISEC1,1.0,0.046
LIS_A,LIS_B,13.0,10.4
LP_D,LP_E,2.0,0.8
MB_B1,MB_B2,1.0,0.978
MB_B1,MB_B3,1.0,0.058
MB_B1,MB_B4,1.0,0.924
MB_B1,MB_B5,1.0,0.114
MB_B1,MB_B6,1.0,0.868
MB_B1,MB_B7,1.0,0.17
MB_B1,MB_B8,1.0,0.92
MB_B2,MB_B3,1.0,0.866
MB_B2,MB_B4,1.0,0.054
MB_B2,MB_B5,1.0,0.868
MB_B2,MB_B6,1.0,1.1
MB_B2,MB_B7,1.0,0.924
MB_B2,MB_B8,1.0,1.566
MB_B3,MB_B4,1.0,0.866
MB_B3,MB_B5,1.0,0.056
MB_B3,MB_B6,1.0,0.922
MB_B3,MB_B7,1.0,0.112
MB_B3,MB_B8,1.0,0.978
MB_B4,MB_B5,1.0,0.922
MB_B4,MB_B6,1.0,0.056
MB_B4,MB_B7,1.0,0.978
MB_B4,MB_B8,1.0,0.112
MB_B5,MB_B6,1.0,0.978
MB_B5,MB_B7,1.0,0.056
MB_B5,MB_B8,1.0,1.034
MB_B6,MB_B7,1.0,1.034
MB_B6,MB_B8,1.0,0.056
MB_B7,MB_B8,1.0,1.09
MG_G,MG_H,1.0,0.4
MI_A10,MI_A4,4.0,1.342
MI_A10,MI_A8,0,0.112
MI_A10,MI_A9,0,0.06
MI_A4,MI_A8,4.0,1.452
MI_A4,MI_A9,4.0,1.4
MI_A5,MI_A7,3.0,1.564
MI_A8,MI_A9,0,0.052
MSTN10,MSTN11,1.0,0.056
