campaign,case_id,partitions,target,buses,pool_bound,pool_integer_bound,fleet_proved,replay,best_contributing_fleet,result_path,result_sha256,source_status_sha256,source_journal_sha256,improves_contributing_fleet
decomposition_pool_union_20260914,m_p03_p05,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p03_p05/mip_result.json,59b4272efa7bab26f3aac91da53948183b8a3cf129f89ba2a73a42c9bb47102e,ec2c2524ea164139b9a1a28ab15f3eb45f4f8801c42222395ccf2c55756e4f4d,25edbd62fba5240328e60754ae6808bf2ae524ea5ed0cf23d0dae0e3b293ab59,False
decomposition_pool_union_20260914,m_p03_p06,2,32,36,36.0,36,True,True,36,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p03_p06/mip_result.json,54cb4368d7226018a1bbe90c34e2416faf12ad6919c71b8c67606ff9b6c75ec9,b602b08454265b28ecccf752295565a778b96498a389cdf7acb48979d5ca9083,00fcde3efd6ef49e55cdfc70c6fe13e94cc104b0a3d5fec27224b0e1182ce237,False
decomposition_pool_union_20260914,m_p03_p07,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p03_p07/mip_result.json,9ffa73220ebfcd3d50d6f383b10d3173c6891d2bb43cb52ef4abfab4853c9009,c22c6796b55d14479971a7d3df13a7611ba10c669ce162fe3fc6067991e9a2a8,2ba0acbb77008eefede392fd7a8c9132c11cc48c4b42ff92d2a30865b7dd7d5c,False
decomposition_pool_union_20260914,m_p03_p08,2,32,36,36.0,36,True,True,36,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p03_p08/mip_result.json,242d793eabac6214ed4830d0aad745a00eba0b05a5e8ac3f9bc69f7f3527cde9,44ccedec2ee65e43b1cac2de4d9ed4324c194b5b7dc9b8787f635be3a1d2a517,d0a6984175a5dcf9d87101cd0d36977c4f245c0d360a6e0a43038bbffb223627,False
decomposition_pool_union_20260914,m_p03_p09,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p03_p09/mip_result.json,59f3ca07699b60caab623ecd1f9a725b24bd3a2bddaa5c12d03bfac448c1d6b5,43493430e4b676134c0b148042987d43a669120428684dfd180ceb5e35a9a3dc,5447281708cfc5fd2aa476ee7f8978be0267ca054614baf0278b036dbca90229,False
decomposition_pool_union_20260914,m_p04,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p04/mip_result.json,f2f7dc43c33dbcb43e1fe17c42187e115cf070f462738ce38b387fa6daaeacf5,b620a6fc0d0ab0bc7f46d9a788ce5e5e439a6bbb7c06d2691a1ae5e00a09c944,0e261585e13c0df37bac4a2d7e7ee7c4e879f76f024ba5f91addd3c18df87091,False
decomposition_pool_union_20260914,m_p04_p05,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p04_p05/mip_result.json,f7c53cc3114e608c9f531830bf3d3db2242062994c048c19cbcb1600b960482d,d1564658b582f560cdd4b3b84a1b2c6311dc66893b19376ccd564d708be4cfe5,26141ee7d1ba74c50b4c962148d9ce1c161bf890ee7652c09cd9048444395f63,False
decomposition_pool_union_20260914,m_p04_p06,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p04_p06/mip_result.json,4b2d15601c8f7f9db3f67e77673fe9882afc444a319fe39417941dbf85f503fe,43ffd5f007fceb31ae8241855fc12256378d36adecdc55025b6700ac02b1c191,e42d2f9c6b167391051da28b966715cf8fd91c5a453a42f2778ed989a7067e6b,False
decomposition_pool_union_20260914,m_p04_p07,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p04_p07/mip_result.json,d4e758a015f0227cedea3ec2fda6c6780b814846011dbaea53447896ab83b910,46c7791893a5bb86b14f9cccce79677b7dc792bb79eb41bd26a81a53df2fcca5,cfffd4b22421fe7cb081699f0dd894d69f8df393e8f21502a06de9abca89392f,False
decomposition_pool_union_20260914,m_p04_p08,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p04_p08/mip_result.json,a46a741ef2e6913f7446c5bef5ada54e68df0afd21c79b461118038ccfcc53ef,3e19e7b26b6e17ddfa07ca07e4dd025e436b9a401f2ab97b3964b4cdc59ee930,8b2dbfb43275650e881a0043538b2cc4792948082506fdd2a19ef96320991313,False
decomposition_pool_union_20260914,m_p04_p09,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p04_p09/mip_result.json,0e0fc29386d01dcb71eb70bdf17e44dbda43a8a4be42118b86b4c7bbb692625d,35c20b90abcc78853d1cee96c63daa3ba7a79de3180f3b9dbe3d8b293b0386c9,34a1362d07cc07fd0dc8a624d76e76cb6a97e0a7c40bc96f7ae3f5ee6aa50922,False
decomposition_pool_union_20260914,m_p05,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p05/mip_result.json,c745a4c99a9664eb58fd51125cee89ce9a8e7f783da3bb8c066cf336c9f02369,95600f78ffdd402052f3c209e5800762cc38cd205d424070f8eaab5c77bbeb9f,5dfd15e63b21ece5eaa1b56cbee08ef5865a636c6a5ea9bd75dcce9344997670,False
decomposition_pool_union_20260914,m_p05_p06,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p05_p06/mip_result.json,9b14ccc4776d0da960229824baa926692a061d7960456c6c808dcfea87bd9a07,25428a388ecf0006e12a7c095293a5e20fc306426d98e1c77235b64e876ea350,7265c9f926c22783a44040fcc31cafcd81dc559a26cd4b1811688acd82ffe326,False
decomposition_pool_union_20260914,m_p05_p07,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p05_p07/mip_result.json,76302b743c45d4d40df5104cc1ef86e46dd22dccc0c48adc022d6b97d39bcd39,db8557caba1f96a2241aa15948e84ca9c6e4f168a8589187ce595fe965c7aaba,727cf2683a47e73fa9386b544021aaebca19bfc389e6c6baf69e2e2e65b46241,False
decomposition_pool_union_20260914,m_p05_p08,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p05_p08/mip_result.json,56adb1dd159045d96f1e64bcc023a9b68b3c93095f18ed11d61e0ce9479edecb,b4e4d1991469ae9c277798da3d6e110bd75892a3856a0a1583c6275fb1afc0ed,7c40050321f0e11a252495d31d943c0f09f05552a8536f51c4badefc7176db74,False
decomposition_pool_union_20260914,m_p05_p09,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p05_p09/mip_result.json,a4838a90c85ff64f3f68b7943f2c0fa9a5a13511c89b016b50a42f464639ff13,2f4ce0f15b217f8660b9f8b84f8eedd1d8b31e2826249b3082e5c29f61407ae7,535f266394a6bf08143d593696da3de7ca74938c26c71d86897b7efda6c18228,False
decomposition_pool_union_20260914,m_p06,1,32,36,36.0,36,True,True,36,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p06/mip_result.json,eb6cf15fa0b746ebade7a3be38cce0118f46730dae172350f1d938d300c0560c,d26cf5592e5d852925d6d8a718da328ccdf31ac05add0c170856fdad53571b89,1a203a63e1f55d134ce50bf42102fe178c685f8ea54075070f30675878134eb2,False
decomposition_pool_union_20260914,m_p06_p07,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p06_p07/mip_result.json,d5cbefc41ee198cef24b0a2098640f8f5c48ff0581c6cde779164aaf831b4470,82c926204b5b147aacdbc15579d4ebb8a8942d8a6d30238ad7ba00b3357c05e9,9d023fb11ae5a4691da8f5310ccf3c24918e087ca723cfa3bdbb0bd7df889cec,False
decomposition_pool_union_20260914,m_p06_p08,2,32,36,36.0,36,True,True,36,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p06_p08/mip_result.json,35b4eea27abfc3e729ca66e2e91aae8558099a8fe1f2237e908853f6ff1abd35,83a172c9a85ace0f2a82a0b12c298cefce9ef7981403145dc5dcedfe2a8d7d4c,f45fec7faa78af96cdf77f4633673fb3a22dc7e3471733bdec55168ae2db08c7,False
decomposition_pool_union_20260914,m_p06_p09,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p06_p09/mip_result.json,00b1b1e439c422fcebc38b1e1692ef55994cdc22ac1a6fc8e1c683a133c546c6,1c2fe85b56d2c9ccbb61e9b42f1b1a6465d832abcdc6a77d9d8da3252976e007,0f11bd1b54d330fa6554a8f223a760cf293a5bb07659b2cd67b308d88c61fbcd,False
decomposition_pool_union_20260914,m_p07,1,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p07/mip_result.json,c8eb5032098c5c2ab8f0040709513be73c8d08d073a57faff785ed45eeeff762,5ad9633ad080d2251a0543ebb1738ae1b6454f1682c84b14024129415b46c9b9,d3270e550d6b05695a8c38bf4315e206a4c514d5309e9b41d6fd7f775c58e724,False
decomposition_pool_union_20260914,m_p07_p08,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p07_p08/mip_result.json,18ae0c1b1cee2c7687694fadc51a841633e9c8a984e6b6a7aeb4a346a1b7c772,c2f9d0c0bdb917bf9719068d5a5c3a26d3e383afaca055fed62e619e71dfce83,87cf40df8dab5c854dc9d050cb650fef85662e036a9e0d960c7b777d47670b01,False
decomposition_pool_union_20260914,m_p07_p09,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p07_p09/mip_result.json,306f390b5fa7ffe3953fad65ab96ce948984fadb88b3f65f5618f0db7fd74d97,8457ae4598c9705940a360ba18e6347fa543c25ac709ffe32ed19a9220a406ea,c5f939a3813b83b05f842ee4d7041464e970d974a4153d454e40f517b5637345,False
decomposition_pool_union_20260914,m_p08,1,32,37,37.0,37,True,True,37,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p08/mip_result.json,9864ae2f42408e7bdbe7bb2b7ecfec7f050a5878e1e7dc90727580b5e08775e6,951ff2efce3894a3aa9f4795d507b208865c3d98febf1149294a988595a4db34,4b442de1b9f0bfccd2949695d23bfb04008463ef8c30cff3ad75851e26384b9a,False
decomposition_pool_union_20260914,m_p08_p09,2,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p08_p09/mip_result.json,f01a9395e9b3832ede8968c4be534d44377f76ab428591c048eed431401ddf7c,faea9cc9fb0cddd15b5a8aec9dfbae0bfd86786c6f9dcb1b517f15d3828d7bc2,09c4b8f7d242a352fc9bcce7a04438dcd6972a25e3fefe4987be78a9b5c87ca1,False
decomposition_pool_union_20260914,m_p09,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_pool_union_20260914/cases/m_p09/mip_result.json,c15178caddff69c10ac64b7f7ffc7d3bb8739b5265abec691f004962142ada43,2140e31c8de4c077f9db5f1b9e98ab3ee2c31a876c7d391fcd4276633186b369,44e46e38ccb90121502032eec0b721e0b1a33e7e25842d806e62e6d37dd80898,False
decomposition_lp_support_union_20260914,m_p01,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01/mip_result.json,a88c1d56e6eefe7f75c0614fd3fb3d4b909e749efadc42c7e64fae2018d4272a,822031698ca384a204eeebbd3bc3ebd9ef677a0344f6292f14d83dd468e152a8,d4d6cc9d1fb98f5b33826e45b737a86914ed6c766b8296791ea7ef7ecc9a1883,False
decomposition_lp_support_union_20260914,m_p01_p02,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p02/mip_result.json,c2f0d2efeb2072bb8502169719d4c02202c13135192e24be78567a99cdd5042e,49d350e78f70fc24ce14ea1510d964bf765c749c45bb68d4707a2b664f1ff39d,99b3034c8729a3872a103c3a3de9f60c084395987b5d754e32cd59cb7a130e4c,False
decomposition_lp_support_union_20260914,m_p01_p03,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p03/mip_result.json,5e739d46150f002707d866b31df5d600cdbf5ae7d4dd052aa2a1c69ba3c16f2f,08026d114411711e650fd74b862dc37017530d7c63c8c7d77729e0111644c371,087d775be4dc5a01de7dc409d19fb9939cce6ae39a6380c34a6c77c9385cea7d,False
decomposition_lp_support_union_20260914,m_p01_p04,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p04/mip_result.json,04c8c64faa6c3db55f5a10f0e514d16ba5cf7f48131735c2a9a7c945f2139a11,5def3b9d379b598633809bf87671560bf984ced4a15127197829b512bd8db6d6,b37b936094230a9b2e1773c974ff1a77b24397114f6a704c3181bdd7164d9d28,False
decomposition_lp_support_union_20260914,m_p01_p05,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p05/mip_result.json,97f119308693c85a5cd7f884b82ba5c87ba092b54b11c2c184387248bf5eadb4,ebffa9d24825c0f6ecf2603a187a030759a5a137518f5720b7d3be0685eb5552,23c8fd0faa1f505dd6f2866155fe3854ae5b1653f74b49b576c978a2b77d2888,False
decomposition_lp_support_union_20260914,m_p01_p06,2,32,35,34.0,34,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p06/mip_result.json,caecf5a0d4fab116ea428b350fb6a26d1341fb2c4ca1c4b283407e9c0f68805d,212821e70b722b6a8ccbed63e8d812f8b3c71bce78dd7dfe3d3d25613c32e6e8,b11573a7fd20847d718ba304c5dfad9132e0121a74787160f27357a86849791b,False
decomposition_lp_support_union_20260914,m_p01_p07,2,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p07/mip_result.json,b1564dad7a485be404f18ec4edadfd2bc9a7d46e945daa20fb6eb76de11c5cd9,8b0bf85213b9bd427e65e7a787acc6e95bbce59d16c5ae66e248150e1cd8c938,a2d922403c62b7b06faa5906fd523ba9f54b6f8e40e2e28911dee2b8a8dd40b7,False
decomposition_lp_support_union_20260914,m_p01_p08,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p08/mip_result.json,115d21de9729d472f1b8f2bf263a8d5c3c73e4b1316c66c894689206e5b5c044,f3d2cb431fa6a64e3ee1cf1f8f8fa77f88d8db70a35a1f176cd2efd929037174,72dcd4640ebd45bc49826e68c763630c3372875fd9530c85c119485085b7d2cf,False
decomposition_lp_support_union_20260914,m_p01_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p01_p09/mip_result.json,2dbf1796b026145ea478071064a7c1df424bf0feb41a166f7b193c7be2b3baf9,6caef358b6794311cddf65dbc90fe95afc946b629d0949d441c11fe3af334411,275ade60465bed68621fb434eb54c3423d40c97039933f858b57b138c1a7954a,False
decomposition_lp_support_union_20260914,m_p02,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02/mip_result.json,b0ab0e547ed74e14539127263e715afee5abc91f4878edc9c4d346e46da248e0,9091f1c8af7afaec4010ce59d072d23cb8fc54c28cd2d5786d7a1e6234e019fb,0c25319a396871bb956cee623ce4e00bd6af353ba46c1dd20c3ad148acb89af8,False
decomposition_lp_support_union_20260914,m_p02_p03,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p03/mip_result.json,903da60fae0aafcea47dab8077ba00768a60ca8515b1e902e1dd2643d7daafc1,2b07d569abcb4f34bc0a15b162525400040cb4031ce48b472faea22c0d950da4,52100a2270038fea71eb51ac2365cb637e05d7b0af0e40d1a99c1c1003630afa,False
decomposition_lp_support_union_20260914,m_p02_p04,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p04/mip_result.json,e431da00ec3e6e41ee6d557119266ee4131a48ad8ef6e6e7f785e0a7b21cb735,a77b787b496be764a7ed8efeba382014a79e5560e3d5b40a48116afc8f504ed2,2f8fccd04559585e4b231e6127500a248afa885fa4b1d0ce0b5fc8ca820f305a,False
decomposition_lp_support_union_20260914,m_p02_p05,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p05/mip_result.json,ecd936651392e61b8d87a1098597c6bff9674218972f37c043a96e186cdf00e3,016c14ac0c0ab67cfbd45c294195d01fac4470503f39f826259b15ea093e0e9d,5ec3dbf41d1c1fed9b1ec42aea9413bf47e822e72eb67d293bede134dfde5f1d,False
decomposition_lp_support_union_20260914,m_p02_p06,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p06/mip_result.json,37bdef685039536f61837f50ad0879856e6ac62ceb144556f67c7d051d8e76e8,09613c5892a262c8e792fa6d358e1732ea50df72e682ee8aa863f40161635d7a,ae3ed8e271c8b2da7513af70172c725b610b3a7df520f257bdb56d2b2f3fcdb2,False
decomposition_lp_support_union_20260914,m_p02_p07,2,32,34,33.0,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p07/mip_result.json,c4e92266ef7d2e22c38d86d112d222213c83059f63f6f9c9700b11d8ff7b44f7,35705f71efafa03dc5e44a6047b58d06c506a8d9526148c59055999c2d008184,86f764e3bfa9b2d2f63f72b9a5cd76e5f584cd7ff542f53c64ed002c33ead251,False
decomposition_lp_support_union_20260914,m_p02_p08,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p08/mip_result.json,57e1232d8a42c4d5c5bb6339c637166d9ebc0c0eb71c40378d21c538c4b7daf3,77038fbedefcac3e7441173f783625ccaa9004354a78c58371b8c592ce348d97,8f6f1b135f51cda4f6fc235f56f2ed661ab464eacbd1c5505550bf8c1142f579,False
decomposition_lp_support_union_20260914,m_p02_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p02_p09/mip_result.json,04a7753a483acec04de9a16e635fc281dff23a82b5896bc20272c02e9096007f,94aef6979fbc8c7c616b38637cf345c60f34b5e0d458c18aa49dec45414458f6,f1cf27f0d10b04500aeb6bf47f96eddb8971cc108355c47cd1ba299ef6eea8ab,False
decomposition_lp_support_union_20260914,m_p03,1,32,36,36.0,36,True,True,36,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03/mip_result.json,897fad8b5b51089e74fdb4ddfb805689125b60098577c408647865c4f95754f7,600527067e45117a69add78540b5920367be46c42eb2c50217c397a447c8e3b5,20eb496a27a8237977e5d6c2ee5186728f8092d9f241ed8243a448decd82e0c2,False
