case_id,target_buses,best_original_pool_buses,best_c200_pool_buses,best_complementary_pool_buses,union_buses,union_fleet_bound,fleet_proved_in_union,fleet_stage_minutes,total_mip_minutes,pool_columns,physical_replay,input_sha256,result_path,result_sha256,union_status_sha256,union_journal_sha256,source_pool_evidence
c1_k08_union_mip,8,9,9,9,9,8.000000000000014,False,180.16461817026138,210.06409027576447,229817,True,cca5b6ca0c9af9eeb20adb414e300a130471e9e802ef6543a85b9d3ba2860f9d,/home/nc437/ladder-lite/parallel_pool_unions_20260914/cases/c1_k08_union_mip/mip_result.json,8fff80794e5eeb79a3b8a93af651875eb1801a29175e64a604001229d04b4862,09c3708a0dddf1584d4e616b3bd720559519c2ccbab4a37ad3b462eb084adcb7,a350f25ea3ec4808217c8c71fe002c28c66c0b9ce9a26603084810062f6f9df3,"{""c200"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c1_k08_c200_longmip/mip_result.json"", ""runtime_s"": 12603.409606456757, ""sha256"": ""7702f9c0486e16208bdc528df413a193ff6beac32328b99ef64857c1005d5de1"", ""stage1_runtime_s"": 10808.170488595963, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1791.8295114040375}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c1_k08_c200_mip/mip_result.json"", ""runtime_s"": 3608.908549308777, ""sha256"": ""7bc3d11199ab2a38066b5979d9a5fde91a5161ba87ed61c93bdb12290052c499"", ""stage1_runtime_s"": 1807.6505813598633, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1792.3494186401367}], ""proved"": false}, ""complementary"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c1_k08_complementary_mip/mip_result.json"", ""runtime_s"": 3601.163048028946, ""sha256"": ""fc9e06b1d21cc9c33513d322ea877058037c980f35581f2dc776f8f59915d46e"", ""stage1_runtime_s"": 1747.9317944049835, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1852.0682055950165}], ""proved"": true}, ""original"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/covering_rerun9_20260909_21fbecb/mip/M__k08_p1__cover__event_2p5_event5__1h2stage.json"", ""runtime_s"": 3602.89286695607, ""sha256"": ""9fdbbfde4d49cc1b5aa8876b42c54e8ee8907964d52997dfa7f584f87afc2ad9"", ""stage1_runtime_s"": 797.021218019072, ""stage1_time_limit_s"": null, ""stage2_available_time_s"": null}], ""proved"": true}}"
c2_k08_union_mip,8,9,9,9,8,8.0,True,85.92273430426916,210.03333014647166,118068,True,c1dbe1dd15d20979799c68d01430a5fd0eddc2ca3ced3f46bd8522123e6c480d,/home/nc437/ladder-lite/parallel_pool_unions_20260914/cases/c2_k08_union_mip/mip_result.json,25e7c76f5ac3d12fa9ec4c3761e9d2b525f07b944f2d0f3586eeeec27bc4675e,a174cfd3a88259b339b8e4ec28d494bc7304f7cabe2c77afaf7bc07f98eb9fc9,b8bdcbcafa66a8ec2f2c17cb4f2cdbfba67df8ab43b3daa07f555af3017b463f,"{""c200"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c2_k08_c200_longmip/mip_result.json"", ""runtime_s"": 12602.395275354385, ""sha256"": ""65f7ec55c21f0e802d82722737df43e19cea9a549fdc955b96f2d33c56a8b176"", ""stage1_runtime_s"": 10804.74022936821, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1795.2597706317902}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_c200_mip/mip_result.json"", ""runtime_s"": 3601.602763414383, ""sha256"": ""5d176b26b47eb7f5ced24604bd18f13959c54fcb8d3c14ea8ad2a87a7145da2b"", ""stage1_runtime_s"": 1802.3384397029877, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1797.6615602970123}], ""proved"": false}, ""complementary"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c2_k08_complementary_longmip/mip_result.json"", ""runtime_s"": 12602.145195007324, ""sha256"": ""29a36e4d29b451faf487c01cb1238e74a8af9115140d426a5edd7ecca0419c7c"", ""stage1_runtime_s"": 10800.742154836655, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1799.2578451633453}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_complementary_mip/mip_result.json"", ""runtime_s"": 3600.758576154709, ""sha256"": ""81a25d1bf330dce7c32cc0e04a6bc888d000c1bb54d26daae4c97d4390fcd978"", ""stage1_runtime_s"": 1800.456392288208, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1799.543607711792}], ""proved"": false}, ""original"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_fresh_longmip/mip_result.json"", ""runtime_s"": 12601.502408266068, ""sha256"": ""6a607777af44ab687f04f8163bbb0461eb7783ff0d7cab76b4a40a31d5557549"", ""stage1_runtime_s"": 10800.93978190422, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1799.0602180957794}, {""path"": ""/home/nc437/ladder-lite/covering_complement75_20260911_21fbecb/mip_attempts/fresh_k08_p2_cover_event_2p5_event5/default1h_a02/result.json"", ""runtime_s"": 3600.923454470001, ""sha256"": ""09cfd527aebb20ddae1c5d280fe494320b3fddae0bf389bccf5f7e35919ac7ee"", ""stage1_runtime_s"": 1800.6508232059423, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1799.3491767940577}], ""proved"": false}}"
c4_k08_union_mip,8,9,9,9,9,8.0,False,180.15077614386877,210.08271242777508,241369,True,b0c454201f81795f6283f17128487a10d54062056e6283b333d70a10f46dd353,/home/nc437/ladder-lite/parallel_pool_unions_20260914/cases/c4_k08_union_mip/mip_result.json,966f82522a4a427262785db73d81ecfafd8a25dc1a00a84aa443ff275515cd6f,bc1b5ca5418d9c7044051c393c9feb571ba649709418e8564fea2a3aae836c39,3f66ed500bbb8f5425b3a0538791d0e45e9493b37079fa675d14128299955dc5,"{""c200"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c4_k08_c200_longmip/mip_result.json"", ""runtime_s"": 12604.862503290176, ""sha256"": ""1ea6de48c9382c6656a070957672cd670d906e36e7cf9073deec973b5563d8d8"", ""stage1_runtime_s"": 9228.259351015091, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 3371.740648984909}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_c200_mip/mip_result.json"", ""runtime_s"": 3602.837790250778, ""sha256"": ""5d6bdc56b0cf6120e06f527e58415b435fce7f996f44de1413735845e21d19ba"", ""stage1_runtime_s"": 1807.315881729126, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1792.684118270874}], ""proved"": true}, ""complementary"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c4_k08_complementary_longmip/mip_result.json"", ""runtime_s"": 12601.838702917099, ""sha256"": ""c34b2609fa61fd0b1b2bcd00f4156fa3a85a8a10b8db68c1df2438abcef08af9"", ""stage1_runtime_s"": 7990.0782995224, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 4609.9217004776}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_complementary_mip/mip_result.json"", ""runtime_s"": 3600.9598631858826, ""sha256"": ""3fc1de8b3ff6993f187611d8d0e6430176e37450473cd530f77db922c63faba7"", ""stage1_runtime_s"": 1801.2103893756866, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1798.7896106243134}], ""proved"": true}, ""original"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/covering_complement75_20260911_21fbecb/mip_attempts/fresh_k08_p4_cover_event_2p5_event5/default1h_a02/result.json"", ""runtime_s"": 3601.2845765959937, ""sha256"": ""58c34249fc8f3b1d2a206ce5f698872e6f062466fc501a8189dbc88e8d554be8"", ""stage1_runtime_s"": 755.5725138150156, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 2844.4274861849844}], ""proved"": true}}"
c5_k08_union_mip,8,9,9,9,8,8.0,True,5.265133992830912,210.03869156440098,148840,True,85aa4a37119b2604a41aa83f46c8b8987bb95c8165c4adfb0a58ce65dbeee05b,/home/nc437/ladder-lite/parallel_pool_unions_20260914/cases/c5_k08_union_mip/mip_result.json,8e6190daa755189f00256abcf063fbf30b6d69ac34467389995d58a9427dde9e,dae7f45e5035f77e649195d014122806fe60ce97f426a1e28135924facabcf36,b5b6fc011e4b72ac8161d587fdb455e33c52cd0c46e1d058809c46661fe513ea,"{""c200"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c5_k08_c200_longmip/mip_result.json"", ""runtime_s"": 12607.555967330933, ""sha256"": ""bb1b3fd57d75f2dc9188272e8565da3251348638befb1eacdedf4596065e23d3"", ""stage1_runtime_s"": 10805.35730791092, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1794.6426920890808}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_c200_mip/mip_result.json"", ""runtime_s"": 3607.102125644684, ""sha256"": ""bd0de29637ea83ffa866d8b9b74cc3d80a1fed32446a9c5e69fa2a2f9a6468c7"", ""stage1_runtime_s"": 1802.8090426921844, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1797.1909573078156}], ""proved"": false}, ""complementary"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_complementary_mip/mip_result.json"", ""runtime_s"": 3600.551087617874, ""sha256"": ""b7d7e4b129cd13ef5576e62ac20067632c4d19da53d6fed1e4a1e15973377d93"", ""stage1_runtime_s"": 575.6680450439453, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 3024.3319549560547}], ""proved"": true}, ""original"": {""buses"": 9, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/covering_rerun9_20260909_21fbecb/mip/M__k08_p5__cover__event_2p5_event5__1h2stage.json"", ""runtime_s"": 3600.797697380185, ""sha256"": ""b49e40ca566d69f84c9ff6c645015b3c8eb95ac467c0b6c65bf154565e795fb9"", ""stage1_runtime_s"": 148.26783249899745, ""stage1_time_limit_s"": null, ""stage2_available_time_s"": null}], ""proved"": true}}"
c5_k10_union_mip,10,11,11,11,10,10.0,True,102.32490177154541,210.10280073881148,182706,True,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,/home/nc437/ladder-lite/parallel_pool_unions_20260914/cases/c5_k10_union_mip/mip_result.json,bb168fda5be0ed9fe5f1314012642968f995ac4cbfcb588517555b2f829643b6,da366e3871ff892a1c0a4ca5cba7e0deabd9435ee227aae28356f111c8faed84,fba72ab2cc7370dd61d187b34eaa383d5e4288ef409f831a505f1c847bb0cbcd,"{""c200"": {""buses"": 11, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c5_k10_c200_longmip/mip_result.json"", ""runtime_s"": 12612.459939479828, ""sha256"": ""522dcf534426031b136f8c920a17ebb43b17f832816f72c77fb845ec788e3105"", ""stage1_runtime_s"": 10807.282588243484, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1792.7174117565155}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_c200_mip/mip_result.json"", ""runtime_s"": 3610.8977003097534, ""sha256"": ""c6c828b15599e46f16490e4616b6ad53085fe6b50c7f5d19f9fd6f0f9b01a49e"", ""stage1_runtime_s"": 1803.8653054237366, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1796.1346945762634}], ""proved"": false}, ""complementary"": {""buses"": 11, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c5_k10_complementary_longmip/mip_result.json"", ""runtime_s"": 12601.016337394714, ""sha256"": ""b574b33565c35fc0b4af4c40fd377b315bc35f6bfda6e3191663620ed3c174ab"", ""stage1_runtime_s"": 10800.78707909584, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1799.2129209041595}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_complementary_mip/mip_result.json"", ""runtime_s"": 3600.8942630290985, ""sha256"": ""3896d6b57b230292e23939def889f19fe0092ae71735865f160682f4c5bb8c93"", ""stage1_runtime_s"": 1800.6888189315796, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1799.3111810684204}], ""proved"": false}, ""original"": {""buses"": 11, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_fresh_longmip/mip_result.json"", ""runtime_s"": 12600.985845565796, ""sha256"": ""bd94e7c8e96fc74eb3500171083163e9839bc0969b4c8efdf48286e0a39d77c8"", ""stage1_runtime_s"": 4667.407492160797, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 7932.592507839203}, {""path"": ""/home/nc437/ladder-lite/covering_rerun9_20260909_21fbecb/mip/M__k10_p5__cover__event_2p5_event5__1h2stage.json"", ""runtime_s"": 3600.8171324499417, ""sha256"": ""2a7c0710421025867b9e8871081effdc601f79d77cfef4626665561aef46acf6"", ""stage1_runtime_s"": 3180.2431035020854, ""stage1_time_limit_s"": null, ""stage2_available_time_s"": null}], ""proved"": true}}"
c6_k10_union_mip,10,11,11,11,11,10.000000000000002,False,180.07515265146893,210.04192213217416,142577,True,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,/home/nc437/ladder-lite/parallel_pool_unions_20260914/cases/c6_k10_union_mip/mip_result.json,0c117e1104ad47f8df7abd8f3d2cde232002c9eb48af5f6de64e98d44c5b8120,b2aac40fd11723c2aabf629ec53f5cb54838dcafd201c6001317c8d79352de5b,1e096cfd577528ad3921eedef05b829cc05cdc833a64aa3c94cdc265e0a69e67,"{""c200"": {""buses"": 11, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c6_k10_c200_longmip/mip_result.json"", ""runtime_s"": 12601.762815713882, ""sha256"": ""fb9df62226fedfac0c369ec578c57a88d6a2f38950ba94ed0bc68695959d2e66"", ""stage1_runtime_s"": 10802.775010108948, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 1797.2249898910522}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_c200_mip/mip_result.json"", ""runtime_s"": 3601.3385519981384, ""sha256"": ""3c544f48e2a465e5be80137c39d5442fce1abbfcf93705d17ec77553e4e7aed1"", ""stage1_runtime_s"": 1802.7592403888702, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1797.2407596111298}], ""proved"": false}, ""complementary"": {""buses"": 11, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/parallel_pool_followup_20260914/cases/c6_k10_complementary_longmip/mip_result.json"", ""runtime_s"": 12601.153404474258, ""sha256"": ""f069132ed2498c6d063909d98ebbe966da12977ac959c71ae6d01e9436ca0c03"", ""stage1_runtime_s"": 7259.39343547821, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 5340.60656452179}, {""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_complementary_mip/mip_result.json"", ""runtime_s"": 3601.399498462677, ""sha256"": ""b94153c8f45d6b9a6c34cf93f789c9f16c7fdba0c1ab73f1a5598e68e8f849af"", ""stage1_runtime_s"": 1800.5049517154694, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1799.4950482845306}], ""proved"": true}, ""original"": {""buses"": 11, ""evidence"": [{""path"": ""/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_fresh_longmip/mip_result.json"", ""runtime_s"": 12600.968824625015, ""sha256"": ""446434bd0088deb26360230688e6934f79ecb89193ee9d7c6698ff445c7f8008"", ""stage1_runtime_s"": 2765.4131717681885, ""stage1_time_limit_s"": 10800.0, ""stage2_available_time_s"": 9834.586828231812}, {""path"": ""/home/nc437/ladder-lite/covering_complement75_20260911_21fbecb/mip_attempts/fresh_k10_p6_cover_event_2p5_event5/default1h_a02/result.json"", ""runtime_s"": 3602.296398773091, ""sha256"": ""afd97691774e8a0f4233609e31e5a451cf7eaf25b7168001b365d5c55bcfc2d3"", ""stage1_runtime_s"": 1801.2061984739266, ""stage1_time_limit_s"": 1800.0, ""stage2_available_time_s"": 1798.7938015260734}], ""proved"": true}}"
