case,target,trips,job,buses,finite_pool_bound,fleet_proven,target_attained,charging_cost,charging_bound,native_stage1_runtime_s,gurobi_optimize_stage_wall_s,gurobi_optimize_wall_s,reported_runtime_s,physical_pool_preparation_wall_s,prepublication_wall_s,wrapper_wall_s,scheduler_elapsed,slurm_batch_MaxRSS,overcovered_trips,extra_trip_assignments,native_selected_route_replay,full_pool_independently_scanned,new_independent_physical_simulation,duplicate_cleanup_validated,shared_capacity_validated,result_sha256
w3_k33,33,770,661669,34,33.00000000000022,False,False,2299.239999999758,1360.6736185036748,1807.340704202652,"[1800.5568059738725, 1793.2266248436645]",3593.783430817537,3611.4696745872498,205.03280444489792,3818.8428917117417,3829.263624191284,01:03:52,9868996K,95,118,True,False,False,False,False,04e0f25aa06e64b2d756ce6bd130ecd959a31319107d28ed160758eb54e1ea59
