cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,nested_chain_id,nested_parent_cell_id,relative_path,instance_file_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min,direct_compatibility_density
legacy_selected10_240_raw,10,1,historical_exact_replay,1,april26_selected10,,,data/scale_ladder/instances/legacy_selected10_20260426/Practice_Selected_10bus_20260426.csv,75673708acf2b2099b2240829e2603920bc5608d34fef2f7d28cd7d2931868c7,"[""13307"",""13311"",""13310"",""13309"",""13314"",""13316uwt"",""13320"",""13321"",""13323"",""13324muw""]",7383b2ac5dd97c284435e8a63ab865b5ef7ae16f65abb09eb61b81b7203637ce,10,True,175,10,3092.11297436,309.211297436,24,0.260924573,3.0,1202,0.099178981938
