case_id,trip_count,station_count,route_count,soc_step,delayed_charging,tariff_shape,station_reachability_density,lp_agrees,integer_agrees,pricing_agrees,agreement,pricing_samples,pricing_max_absolute_error,cg_pool_columns,bnp_nodes,arc_variables,wall_s
random_0198,13,1,2625,1.0,False,flat,0.6923076923076923,True,False,True,False,32,1.1641532182693481e-10,184,6,1126,0.44263386700185947
random_0199,12,2,810,1.0,False,flat,0.625,True,True,True,True,32,5.820766091346741e-11,90,3,617,0.13595387500390643
random_0200,13,1,392,0.5,True,flat,0.6923076923076923,True,False,True,False,32,1.1641532182693481e-10,58,2,1646,0.20357541499834042
random_0201,12,2,3262,2.0,True,time_varying,0.8125,True,True,True,True,32,1.7462298274040222e-10,114,2,4898,0.9944974909958546
random_0202,9,1,30,0.5,False,time_varying,0.2777777777777778,True,True,True,True,32,1.8189894035458565e-11,21,1,86,0.021076952005387284
random_0203,8,2,151,0.5,True,time_varying,0.59375,True,True,True,True,32,5.820766091346741e-11,23,1,791,0.07756838099885499
random_0204,14,1,3708,2.0,False,time_varying,0.7857142857142857,True,True,True,True,32,5.820766091346741e-11,57,3,1510,0.4977800830019987
random_0205,11,2,351,1.0,True,flat,0.29545454545454547,True,True,True,True,32,5.820766091346741e-11,81,7,1304,0.23436576400126796
random_0206,9,2,210,2.0,False,time_varying,0.6388888888888888,True,False,True,False,32,5.820766091346741e-11,61,3,621,0.08302619899768615
random_0207,10,2,81,0.5,True,time_varying,0.4,True,True,True,True,32,2.9103830456733704e-11,32,1,1013,0.0842036050016759
random_0208,12,1,432,2.0,False,time_varying,0.5,True,True,True,True,32,5.820766091346741e-11,80,8,401,0.13231246599752922
random_0209,8,1,131,2.0,True,flat,0.75,True,True,True,True,32,8.731149137020111e-11,41,3,1093,0.14665468799648806
random_0210,14,1,635,0.5,True,time_varying,0.5357142857142857,True,True,True,True,32,1.1641532182693481e-10,78,2,2069,0.2902427560038632
random_0211,12,1,69,2.0,False,time_varying,0.375,True,True,True,True,32,5.820766091346741e-11,46,1,163,0.03402654599631205
random_0212,10,1,736,0.5,True,time_varying,0.85,True,True,True,True,32,1.7462298274040222e-10,132,4,2154,0.5603172310002265
random_0213,14,1,467,0.5,False,time_varying,0.5714285714285714,True,True,True,True,32,1.1641532182693481e-10,55,4,395,0.07818779299850576
random_0214,9,1,78,2.0,False,time_varying,0.3333333333333333,True,True,True,True,32,2.9103830456733704e-11,46,1,218,0.039897158996609505
random_0215,13,1,369,0.5,False,flat,0.6923076923076923,True,False,True,False,32,5.820766091346741e-11,81,2,374,0.09488599200267345
random_0216,9,1,93,1.0,True,time_varying,0.3888888888888889,True,True,True,True,32,2.9103830456733704e-11,31,1,601,0.04330639499676181
random_0217,13,1,2763,2.0,False,time_varying,0.8076923076923077,True,False,True,False,32,1.1641532182693481e-10,118,2,720,0.24008158699871274
random_0218,11,2,1591,0.5,True,flat,0.8409090909090909,True,True,True,True,32,1.7462298274040222e-10,89,5,3586,0.6349338970030658
random_0219,9,1,114,2.0,True,flat,0.6111111111111112,True,True,True,True,32,1.1641532182693481e-10,29,3,520,0.07210379299795022
random_0220,9,1,101,1.0,False,time_varying,0.5,True,True,True,True,32,5.820766091346741e-11,50,4,336,0.0601547379992553
random_0221,10,2,536,1.0,True,time_varying,0.7,True,True,True,True,32,5.820766091346741e-11,45,1,2060,0.2949796460015932
random_0222,11,1,180,1.0,False,flat,0.45454545454545453,True,True,True,True,32,5.820766091346741e-11,33,1,212,0.03010748900123872
random_0223,10,2,571,1.0,False,time_varying,0.775,True,True,True,True,32,1.1641532182693481e-10,93,3,1401,0.20536254600301618
random_0224,8,1,92,0.5,True,time_varying,0.625,True,True,True,True,32,5.820766091346741e-11,32,1,519,0.041158031999657396
random_0225,8,1,119,2.0,False,flat,0.875,True,True,True,True,32,5.820766091346741e-11,26,2,261,0.035597534995758906
random_0226,13,1,895,1.0,False,time_varying,0.46153846153846156,True,True,True,True,32,1.1641532182693481e-10,101,5,620,0.14467252600297797
random_0227,14,1,1591,0.5,True,time_varying,0.4642857142857143,True,True,True,True,32,5.820766091346741e-11,91,1,2255,0.4460324199972092
random_0228,8,1,230,1.0,False,flat,0.6875,True,True,True,True,32,5.820766091346741e-11,60,5,369,0.09616835500492016
random_0229,12,1,507,1.0,False,flat,0.5833333333333334,True,True,True,True,32,5.820766091346741e-11,92,3,665,0.11735643000429263
random_0230,8,2,29,1.0,False,flat,0.53125,True,True,True,True,32,5.820766091346741e-11,21,1,248,0.026662761003535707
random_0231,9,1,31,0.5,False,time_varying,0.6111111111111112,True,True,True,True,32,2.546585164964199e-11,25,1,114,0.027598781998676714
random_0232,8,2,242,1.0,False,time_varying,0.71875,True,True,True,True,32,5.820766091346741e-11,60,4,623,0.10300011900108075
random_0233,11,1,694,2.0,True,time_varying,0.45454545454545453,True,True,True,True,32,5.820766091346741e-11,117,5,1484,0.4486332699962077
random_0234,8,1,60,1.0,False,flat,0.5625,True,True,True,True,32,1.1641532182693481e-10,28,1,212,0.036120479002420325
random_0235,8,1,94,2.0,True,time_varying,0.75,True,True,True,True,32,5.820766091346741e-11,30,2,686,0.07163178399787284
random_0236,14,1,276,2.0,False,time_varying,0.35714285714285715,True,True,True,True,32,1.1641532182693481e-10,86,3,311,0.08307584899739595
random_0237,12,1,2261,0.5,False,time_varying,0.9166666666666666,True,False,True,False,32,1.1641532182693481e-10,143,5,1075,0.3377500400019926
random_0238,9,2,55,1.0,False,time_varying,0.3055555555555556,True,True,True,True,32,2.9103830456733704e-11,25,1,222,0.030934168004023377
random_0239,8,1,33,2.0,False,time_varying,0.3125,True,True,True,True,32,2.9103830456733704e-11,27,3,141,0.03991496899834601
