date_utc,run_id,execution_mode,commit,group,cell_id,phase,arm,scale,sel_rep,cg_rep,soc_step,block_min,budget_s,status,label,route_weight,route_weight_meaning,min_reduced_cost,certified,artificial_mass,n_columns,iters,master_s,pricing_s,wall_s,stop_reason,censor_reason,max_rss_mb,mip_incumbent_fleet,mip_bound,mip_gap,first_incumbent_s,mip_nodes,target_fleet,artifact_path,artifact_sha256,notes,source_cg_certified,source_cg_stop_reason,source_cg_iterations,pool_fleet_proven,pool_mip_bound,model_fleet_proven,model_optimality_method,optimality_scope,physical_witness_valid
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k03_s2_soc1_blk10,CG_SENSITIVITY,,3,2,,1.0,10,,completed,curator_backfill_from_committed_aggregates,3.2549,combined-cost-master route weight,0,True,,8613,403,,,1116,,,,,,,,,3,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=False; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k03_s3_soc5_blk10,CG_SENSITIVITY,,3,3,,5.0,10,,completed,curator_backfill_from_committed_aggregates,3.0000,combined-cost-master route weight,0,True,,6646,308,,,108,,,,,,,,,3,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k03_s3_soc2.5_blk10,CG_SENSITIVITY,,3,3,,2.5,10,,completed,curator_backfill_from_committed_aggregates,3.0000,combined-cost-master route weight,0,True,,5606,224,,,180,,,,,,,,,3,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k03_s3_soc1_blk10,CG_SENSITIVITY,,3,3,,1.0,10,,completed,curator_backfill_from_committed_aggregates,3.0000,combined-cost-master route weight,0,True,,8100,290,,,504,,,,,,,,,3,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s1_soc5_blk10,CG_SENSITIVITY,,5,1,,5.0,10,,completed,curator_backfill_from_committed_aggregates,5.2558,combined-cost-master route weight,0,True,,16880,598,,,756,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=False; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s1_soc2.5_blk10,CG_SENSITIVITY,,5,1,,2.5,10,,completed,curator_backfill_from_committed_aggregates,5.1786,combined-cost-master route weight,0,True,,16396,568,,,1080,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=False; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s1_soc1_blk10,CG_SENSITIVITY,,5,1,,1.0,10,,completed,curator_backfill_from_committed_aggregates,5.1758,combined-cost-master route weight,0,True,,16118,564,,,2088,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=False; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s2_soc5_blk10,CG_SENSITIVITY,,5,2,,5.0,10,,completed,curator_backfill_from_committed_aggregates,5.0000,combined-cost-master route weight,0,True,,15500,681,,,864,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s2_soc2.5_blk10,CG_SENSITIVITY,,5,2,,2.5,10,,completed,curator_backfill_from_committed_aggregates,5.0000,combined-cost-master route weight,0,True,,14159,512,,,756,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s2_soc1_blk10,CG_SENSITIVITY,,5,2,,1.0,10,,completed,curator_backfill_from_committed_aggregates,5.0000,combined-cost-master route weight,0,True,,10975,389,,,1872,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s3_soc5_blk10,CG_SENSITIVITY,,5,3,,5.0,10,,censored,curator_backfill_from_committed_aggregates,5.0000,combined-cost-master route weight,-0.6808,False,,47953,1632,,,7200,,uncertified_at_stop,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s3_soc2.5_blk10,CG_SENSITIVITY,,5,3,,2.5,10,,censored,curator_backfill_from_committed_aggregates,5.0000,combined-cost-master route weight,-0.000085,False,,37727,1436,,,6876,,uncertified_at_stop,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,ll_20260820c,ladder_lite_direct_array,339db0ab917a3db1b47e63e4debcab3066d0af79,CG_SENSITIVITY,k05_s3_soc1_blk10,CG_SENSITIVITY,,5,3,,1.0,10,,completed,curator_backfill_from_committed_aggregates,5.0000,combined-cost-master route weight,0,True,,36161,1244,,,6228,,,,,,,,,5,analysis/scale_ladder/ll_20260820c/resolution_matrix.csv,392cdba0002c907bf8b2ce2c0beb0e3f8de9a5bc0faee4ebfa397dc4daf984a7,reaches_target=True; cg replicate id not recorded in committed aggregate; wall_s from elapsed_h (2-decimal hours); see records/runs/ll_20260820c/README.md,,,,,,,,,
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k02_s1_soc15_blk10_arcflow,ARCFLOW,,2,1,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,600.872,,,,,,,,,2,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 2.181818, ceil=3, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized",,,,,,3,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k02_s2_soc15_blk10_arcflow,ARCFLOW,,2,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,113.485,,,,,,,,,2,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 2.187500, ceil=3, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized; independently agrees with corrected branch-and-price",,,,,,3,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k02_s3_soc15_blk10_arcflow,ARCFLOW,,2,3,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,602.081,,,,,,,,,2,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 2.274725, ceil=3, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized",,,,,,3,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k03_s1_soc15_blk10_arcflow,ARCFLOW,,3,1,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,601.464,,,,,,,,,3,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 3.181818, ceil=4, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized",,,,,,4,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k03_s2_soc15_blk10_arcflow,ARCFLOW,,3,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,603.405,,,,,,,,,3,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 3.404698, ceil=4, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized",,,,,,4,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k03_s3_soc15_blk10_arcflow,ARCFLOW,,3,3,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,167.766,,,,,,,,,3,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 3.000000, ceil=3, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized; sandwich-consistent with the replayed 3-bus PRE_PHASE1 witness",,,,,,3,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k05_s2_soc15_blk10_arcflow,ARCFLOW,,5,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,601.344,,,,,,,,,5,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,"historical 300/300 physics; certified LP 5.000000, ceil=5, fully integral decomposition-verified witness, G4 physical replay (REPORT.md); no pool — direct model solve; charging cost not optimized",,,,,,5,arcflow,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k05_s1_soc15_blk10_arcflow,ARCFLOW,,5,1,,15.0,10,,censored,curator_backfill_from_committed_artifacts,,,,,,,,,,601.342,,integer_limit_no_incumbent,,,,,,,5,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; discrete-model integer optimum UNRESOLVED: no incumbent within budget; true fleet 6-11,,,,,,,,,
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k05_s3_soc15_blk10_arcflow,ARCFLOW,,5,3,,15.0,10,,censored,curator_backfill_from_committed_artifacts,,,,,,,,,,601.457,,integer_limit_no_incumbent,,,,,,,5,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; discrete-model integer optimum UNRESOLVED: no incumbent within budget; true fleet at least 5,,,,,,,,,
2026-08-21,model_optimality_20260821,local,af45ed80d6e93f768224c118296dade7fb4b31cb,MODEL_OPTIMALITY,k02_s2_soc15_blk10_branch_and_price,BRANCH_AND_PRICE,,2,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,6.855,,,,,,,,,2,analysis/branch_and_price_experiment_20260820/CORRECTED_K2_PAUSE.md,5f227a75164b344f4f2eda71a2d4f8d287617c9f36b4c68ac7ed81f0d8487844,"historical 300/300 physics; global LB 3.000000000, physically replayed 3-bus incumbent (cost 300148.744); tree closed by integer fleet bound; agrees with arc-flow (different witness, cost 300070.592)",,,,,,3,branch_and_price,discrete_model,True
2026-08-21,model_optimality_20260821,local,8a33b187a93a40572d02782f8ddac4ee56821dc8,MODEL_OPTIMALITY,k02_s2_soc1_blk5_branch_and_price,BRANCH_AND_PRICE,,2,2,,1.0,5,,completed,curator_backfill_from_committed_artifacts,,,,,,,,,,6.816,,,,,,,,,2,analysis/branch_and_price_experiment_20260820/PRICING_OPTIMIZATION_20260820.md,0d9b68aea081e238e919dd31861d29109b21d57c20efbf7173175902715077d6,"historical 300/300 physics; root fleet LP 2.000000000, conservative LB 1.999999971, ceil=2, root closed without branching; 2-bus partition passed full physical replay; end-to-end RAW recovery, no injected routes",,,,,,2,branch_and_price,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MODEL_OPTIMALITY,k02_s1_soc1_blk5_sandwich,SANDWICH,,2,1,,1.0,5,,completed,curator_backfill_from_committed_artifacts,2.0000,combined-cost-master route weight,,,,,,,,,,,,,,,,,2,analysis/branch_and_price_experiment_20260820/PRE_PHASE1_EVIDENCE.md,917b76e66bb7bb4fd53b6af0b66609855f6dbe6ac49f9ad0c5fe8cc7acc125e4,"historical 300/300 physics; bound: certified CG LP 2.0000 at 1kWh/5min (resolution_matrix.csv), ceil=2; witness: PRE_PHASE1 replayed valid feasible 2-bus partition (validate_final_selected_routes passed; that driver's BOUNDS are invalidated, its replayed incumbents remain valid upper bounds per the artifact itself)",True,certified,250,,,2,sandwich,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k02_s1_soc15_blk10_mip,MIP,RAW,2,1,,15.0,10,,completed,curator_backfill_from_committed_artifacts,2.181818,combined-cost-master route weight,,,,,,,,,,,,4,,,,,2,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model optimum 3 proven by arc-flow (pool excess 1),True,certified,212,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k02_s2_soc15_blk10_mip,MIP,RAW,2,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,2.187500,combined-cost-master route weight,,,,,,,,,,,,4,,,,,2,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven optimal for its fixed pool per D0023; NO discrete-model optimality claim from this row; model optimum 3 proven by arc-flow (pool excess 1),True,certified,93,True,4,,,finite_pool,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k02_s3_soc15_blk10_mip,MIP,RAW,2,3,,15.0,10,,completed,curator_backfill_from_committed_artifacts,2.274725,combined-cost-master route weight,,,,,,,,,,,,7,,,,,2,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model optimum 3 proven by arc-flow (pool excess 4),True,certified,546,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k03_s1_soc15_blk10_mip,MIP,RAW,3,1,,15.0,10,,completed,curator_backfill_from_committed_artifacts,3.181818,combined-cost-master route weight,,,,,,,,,,,,5,,,,,3,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model optimum 4 proven by arc-flow (pool excess 1),True,certified,330,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k03_s2_soc15_blk10_mip,MIP,RAW,3,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,3.404698,combined-cost-master route weight,,,,,,,,,,,,10,,,,,3,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model optimum 4 proven by arc-flow (pool excess 6),True,certified,693,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k03_s3_soc15_blk10_mip,MIP,RAW,3,3,,15.0,10,,completed,curator_backfill_from_committed_artifacts,3.000000,combined-cost-master route weight,,,,,,,,,,,,4,,,,,3,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model optimum 3 proven by arc-flow (pool excess 1),True,certified,264,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k05_s1_soc15_blk10_mip,MIP,RAW,5,1,,15.0,10,,completed,curator_backfill_from_committed_artifacts,5.323651,combined-cost-master route weight,,,,,,,,,,,,11,,,,,5,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model unresolved 6-11,True,certified,691,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k05_s2_soc15_blk10_mip,MIP,RAW,5,2,,15.0,10,,completed,curator_backfill_from_committed_artifacts,5.000000,combined-cost-master route weight,,,,,,,,,,,,6,,,,,5,analysis/arcflow_oracle_20260820/results.csv,7cd576fecac95f7147e566bdd674c3d9370375c69bab8d7d04fb90cf606a2ac2,historical 300/300 physics; pool incumbent as recorded in the arc-flow oracle table (pool_MIP_given); proven-for-pool status not committed; NO discrete-model optimality claim from this row; model optimum 5 proven by arc-flow (pool excess 1),True,certified,798,,,,,,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k02_s2_soc1_blk5_mip,MIP,RAW,2,2,,1.0,5,,completed,curator_backfill_from_committed_artifacts,2.0000,combined-cost-master route weight,,,,,,,,,,,,2,,,,,2,records/DECISION_LOG.csv,03b581324bf64c71404d861a1128fdbde260b04e2204749f1e0db664df090381,"historical 300/300 physics; D0017: returned exactly 2, fleet_proven true, gap 0, OPTIMAL (pool scope); sandwich: certified CG LP 2.0000, ceil=2=incumbent, so discrete-model optimum 2; incumbent replay not recorded in committed evidence; promoted per operator sandwich rule 2026-08-21; independently proven 2 by branch-and-price (fully replayed)",True,certified,88,True,2.0,2,sandwich,discrete_model,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k02_s3_soc1_blk5_mip,MIP,RAW,2,3,,1.0,5,,completed,curator_backfill_from_committed_artifacts,2.0000,combined-cost-master route weight,,,,,,,,,,,,2,,,,,2,records/DECISION_LOG.csv,03b581324bf64c71404d861a1128fdbde260b04e2204749f1e0db664df090381,"historical 300/300 physics; D0017: returned exactly 2, fleet_proven true, gap 0, OPTIMAL (pool scope); sandwich: certified CG LP 2.0000, ceil=2=incumbent, so discrete-model optimum 2; witness: PRE_PHASE1 replayed valid feasible 2-bus partition at this grid (bounds from that driver invalidated, incumbents remain valid)",True,certified,274,True,2.0,2,sandwich,discrete_model,True
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k03_s1_soc1_blk10_mip,MIP,RAW,3,1,,1.0,10,,completed,curator_backfill_from_committed_artifacts,3.0000,combined-cost-master route weight,,,,,,,,,,,,3,,,,,3,records/DECISION_LOG.csv,03b581324bf64c71404d861a1128fdbde260b04e2204749f1e0db664df090381,"historical 300/300 physics; D0017: returned exactly 3, fleet_proven true, gap 0, OPTIMAL (pool scope); sandwich: certified CG LP 3.0000, ceil=3=incumbent, so discrete-model optimum 3; incumbent replay not recorded in committed evidence; promoted per operator sandwich rule 2026-08-21",True,certified,438,True,3.0,3,sandwich,discrete_model,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k03_s3_soc1_blk10_mip,MIP,RAW,3,3,,1.0,10,,completed,curator_backfill_from_committed_artifacts,3.0000,combined-cost-master route weight,,,,,,,,,,,,3,,,,,3,records/DECISION_LOG.csv,03b581324bf64c71404d861a1128fdbde260b04e2204749f1e0db664df090381,"historical 300/300 physics; D0017: returned exactly 3, fleet_proven true, gap 0, OPTIMAL (pool scope); sandwich: certified CG LP 3.0000, ceil=3=incumbent, so discrete-model optimum 3; incumbent replay not recorded in committed evidence; promoted per operator sandwich rule 2026-08-21",True,certified,290,True,3.0,3,sandwich,discrete_model,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k05_s2_soc5_blk10_mip,MIP,RAW,5,2,,5.0,10,,completed,curator_backfill_from_committed_artifacts,5.0000,combined-cost-master route weight,,,,,,,,,,,,8,,,,,5,records/BUG_LOG.csv,0fb97548c82ea3011dc54a2e0740d2eb2888b8f307266f2b450d49599042889d,"historical 300/300 physics; B0021: proven optimal for its pool; certified CG LP 5.0000 gives ceil=5 != incumbent 8, sandwich does NOT close — pool-composition/search failure, no discrete-model claim; never present integer results as monotone in resolution",True,certified,681,True,8.0,,,finite_pool,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k05_s2_soc2.5_blk10_mip,MIP,RAW,5,2,,2.5,10,,completed,curator_backfill_from_committed_artifacts,5.0000,combined-cost-master route weight,,,,,,,,,,,,10,,,,,5,records/BUG_LOG.csv,0fb97548c82ea3011dc54a2e0740d2eb2888b8f307266f2b450d49599042889d,"historical 300/300 physics; B0021: proven optimal for its pool; certified CG LP 5.0000 gives ceil=5 != incumbent 10, sandwich does NOT close — pool-composition/search failure, no discrete-model claim; never present integer results as monotone in resolution",True,certified,512,True,10.0,,,finite_pool,
2026-08-21,model_optimality_20260821,local,,MIP_RAW,k05_s2_soc1_blk10_mip,MIP,RAW,5,2,,1.0,10,,completed,curator_backfill_from_committed_artifacts,5.0000,combined-cost-master route weight,,,,,,,,,,,,13,,,,,5,records/BUG_LOG.csv,0fb97548c82ea3011dc54a2e0740d2eb2888b8f307266f2b450d49599042889d,"historical 300/300 physics; B0021: proven optimal for its pool; certified CG LP 5.0000 gives ceil=5 != incumbent 13, sandwich does NOT close — pool-composition/search failure, no discrete-model claim; never present integer results as monotone in resolution",True,certified,389,True,13.0,,,finite_pool,
