case,chain,target_k,new_buses,old_bounded_buses,old_fleet_proven,old_fleet_bound,cg_certified,cg_minutes,cg_iterations,weighted_lp_objective,fractional_route_weight,minimum_reduced_cost,accepted_inherited_routes,import_minutes,cg_path,cg_payload_sha256,old_mip_path,old_mip_sha256,mip_fleet_bound,mip_fleet_proven,mip_pool_columns,mip_physical_replay_validated,mip_duplicate_trip_removal_validated,mip_cross_route_charger_capacity_validated,mip_runtime_s,mip_status_name,mip_path,mip_sha256,input_sha256,stage1_runtime_s,stage1_status_name,stage2_status_name,stage2_fleet_constraint
w1_k10,1,10,10,11,True,11.0,True,17.63162288633175,91,1000511.2045748269,9.999999999999963,-6.247313777407726e-10,81921,7.174666922795586,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w1_k10/cg.json,bcffd7f57dd487713d73f1081fbeff0d5f8ad869a8b50e6a5cda05df6bcc87b7,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w1_k10/mip/949682_r0/result.json,7e25c2f7c3e133851c5b511547f44ffa5b35d66f4aaa32f79e73c47d038e82a3,10.0,True,84209,True,False,False,3601.2113251686096,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w1_k10/mip/41582_r0/result.json,83caff3a1b29a4c27b2eef90315fa229f3cfb7055ec8aae5e8522179f2471872,c54f31750af49fb66f0bf21995d02d01a5520e37f13152bc95b4aff17ecef1f3,87.87695956230164,OPTIMAL,TIME_LIMIT,at_most
w2_k13,2,13,13,15,False,13.00000000000004,True,34.1838122599603,208,1300493.1953896575,12.999999999999568,-1.6575012917741105e-08,70608,6.151521828304976,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k13/cg.json,c4b8a5b7abf6efb619ed203e3eea003cede744896f872513635dd813c76c7b60,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k13/mip/949702_r0/result.json,00e7b013f91eddd52567d1e2c63b4607684eb42a9932264a23c1d9a10250f853,13.0,True,75883,True,False,False,3603.582388162613,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k13/mip/41601_r0/result.json,72a0e2d77c6d6c4cb13996dcecbcbadda40243a790cd21740eb402dd5d17b9ee,de40d476444ee558c15ed360cac03fafbb262531c50acd90904346d40fd26729,83.60139918327332,OPTIMAL,TIME_LIMIT,at_most
w3_k15,3,15,15,17,False,15.000000000000043,True,33.08736652551452,280,1500507.4203248785,15.000000000000128,-4.501121601574454e-05,61584,3.8287797972676345,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/cg.json,f71632e8dd11eff52ac6ba3c4362ba620e38a606e56da4a185bc7026b0c5ce4a,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k15/mip/949716_r0/result.json,fe20a387e29aea32501f354d8eb55ad52994dc2806168edb38b8ecf765ce77d2,15.0,True,69528,True,False,False,3603.4459006786346,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/mip/41614_r0/result.json,523bd45affa9d81d3518481539ee41603632b8df3a6124111a607ae70e8c43ef,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,646.1938126087189,OPTIMAL,TIME_LIMIT,at_most
w4_k13,4,13,13,15,False,13.000000000000206,True,42.6884988345361,405,1300530.332445755,12.999999999999938,-5.564011029690619e-09,54236,3.8016374083817936,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k13/cg.json,4f27d457799552bceec6dcc46f61dd8646bce99215e8575399151c7809646d43,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k13/mip/949724_r0/result.json,3d7f243e008ff0b28967c3903454087dfe38b714fe23e05caeca47fefae36034,13.0,True,65443,True,False,False,3601.6728703975677,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k13/mip/41621_r0/result.json,d84b434d01489675ce46014ba7f3b647f758b0676dbb6ff40f91a4ac6e318582,db2e9b7d742e42085640cc41c4dc2f5f20b14c594d1bf5ef3a6d589e7840524f,18.54170060157776,OPTIMAL,TIME_LIMIT,at_most
w5_k14,5,14,14,16,False,14.000000000000353,True,36.64658336960711,295,1400639.0606906745,14.000000000000131,-3.89143117729418e-09,60673,5.370166541542858,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k14/cg.json,d59916247578be6f502756e4abe16fabc8f3dab8b0c1153a5621a26795337f67,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k14/mip/949736_r0/result.json,dec66f0e5e5019ac149cd261815bc75d11de718c68d53fbf312205d2763bbdec,14.0,True,67591,True,False,False,3602.3765165805817,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k14/mip/41632_r0/result.json,1b1585373c6b944e4885bc8e39465ae7859bc4a6093a8fa30e6f3bc97c6eb99a,c34a7115263e90c40d314f64d3e0fe4ad39561eb88fa1cd07609d154699ebcda,25.461575508117676,OPTIMAL,TIME_LIMIT,at_most
w6_k13,6,13,13,15,False,13.000000000000027,True,75.0218622344546,537,1300532.0408657992,13.0,-4.811193665688052e-09,57337,4.6860799238396185,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k13/cg.json,de53ae1dc763678cd560241deb73fe5a8be1d4483fd139e158253ce921472e65,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w6_k13/mip/949744_r0/result.json,022a614ffb4a64583959ed43a71716f60115b12274084f7613fb20885f37dbd3,13.0,True,71305,True,False,False,3604.7042841911316,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k13/mip/41639_r0/result.json,5e7358451a80f0169d9b9f6f66fc1f40b92ea6ec7cd0f516d555888e276ae22b,2cad8983d65c0736155123b2b5e091dab66f9886a1a8aad574fbef3602d73a9d,573.8659188747406,OPTIMAL,TIME_LIMIT,at_most
