case,chain,target_k,new_buses,old_bounded_buses,old_fleet_proven,old_fleet_bound,cg_certified,cg_minutes,cg_iterations,weighted_lp_objective,fractional_route_weight,minimum_reduced_cost,accepted_inherited_routes,import_minutes,cg_path,cg_payload_sha256,old_mip_path,old_mip_sha256,mip_fleet_bound,mip_fleet_proven,mip_pool_columns,mip_physical_replay_validated,mip_duplicate_trip_removal_validated,mip_cross_route_charger_capacity_validated,mip_runtime_s,mip_status_name,mip_path,mip_sha256,input_sha256,stage1_runtime_s,stage1_status_name,stage2_status_name,stage2_fleet_constraint
w3_k12,3,12,12,14,False,12.000000000000032,True,13.14682790733253,145,1200427.901093243,12.000000000000032,-9.065405759400846e-09,41079,2.8197070520371197,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k12/cg.json,b0f1f243f6b3ff015748027a8983efa2437293daa3d6a576393374c9efa5d0c8,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k12/mip/949710_r0/result.json,2097838b531f579113008eae729097f6fb9b550db76cd9b2f60bc7c9e34c93a5,12.0,True,45056,True,False,False,3601.270429611206,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k12/mip/41608_r0/result.json,98aaaeb03302c077c5d7c7661de8bff8a7f0fd5e74eb6ccc41461e874dddac01,66992416ee607061fe538bcd137d1f065465f5befeca51e11717935178d24e76,61.640135288238525,OPTIMAL,TIME_LIMIT,at_most
w3_k13,3,13,13,14,False,13.000000000000046,True,24.68613729408632,358,1300474.5587871503,13.000000000000048,-1.4000589576568245e-08,45056,2.5323385175007087,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k13/cg.json,ca646c3208b7da4a463cd34b4e77f5a64431c8076eaf72e406af3118a4d538a7,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k13/mip/949712_r0/result.json,0390889d9d70bddfb9a34a3ea864e2f0e24d64f861ea5594d4da3ecfd12bc854,13.0,True,54857,True,False,False,3602.355129480362,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k13/mip/41610_r0/result.json,11c48d939e2c77e732e9e437686c6cef01d9463b3df8a21edab7bd8f7a831a71,23ea33b676cfbdcdd4f9f652106081ad60c87ba346a069110af7b007fbbf74b2,193.48818922042847,OPTIMAL,TIME_LIMIT,at_most
w3_k14,3,14,14,15,False,14.000000000000016,True,22.946230176937146,246,1400485.5970424789,14.000000000000608,-3.301989170978459e-08,54857,3.504633178166114,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k14/cg.json,f24cae770c0b10643746660555e3bc824ba380b251aad563bcb4e2349d1b112d,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k14/mip/949714_r0/result.json,060440ecc7c9b207a2bf26a85897f352fc76e6831fbba5c6c387c2d2dd8e6764,14.0,True,61584,True,False,False,3601.5331966876984,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k14/mip/41612_r0/result.json,a0522e7f829355dbf2a7373ff75e6d431806fbd37da682ae7d3c8a734d09fee8,e2674adb1bdaa6c27aaab5a3aa12ab701f92000de2ef6ffeee8cf4aea3452e4a,40.88839602470398,OPTIMAL,TIME_LIMIT,at_most
w3_k15,3,15,15,17,False,15.000000000000043,True,33.08736652551452,280,1500507.4203248785,15.000000000000128,-4.501121601574454e-05,61584,3.8287797972676345,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/cg.json,f71632e8dd11eff52ac6ba3c4362ba620e38a606e56da4a185bc7026b0c5ce4a,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k15/mip/949716_r0/result.json,fe20a387e29aea32501f354d8eb55ad52994dc2806168edb38b8ecf765ce77d2,15.0,True,69528,True,False,False,3603.4459006786346,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/mip/41614_r0/result.json,523bd45affa9d81d3518481539ee41603632b8df3a6124111a607ae70e8c43ef,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,646.1938126087189,OPTIMAL,TIME_LIMIT,at_most
w4_k10,4,10,10,11,True,11.0,True,18.834954842956115,222,1000426.2710758079,10.000000000000057,-1.6841346095475274e-09,40954,3.31480007302016,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k10/cg.json,9316c2c042fe358de5bb443866bfe7dfa6bc67346d8c3182b550a60e42119e05,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k10/mip/949718_r0/result.json,b24376dcf3deae8463de06e72b9d4e749fd363c643db844a3945016ba262deed,10.0,True,45886,True,False,False,3600.853101491928,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k10/mip/41615_r0/result.json,60598fefe6e21f833b1afb38c434916cf86e00ef7802eb8b94c4b4ea7af1516f,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,3.790797710418701,OPTIMAL,TIME_LIMIT,at_most
w4_k11,4,11,11,12,False,11.000000000000089,True,26.339976379896203,264,1100462.8646985902,10.999999999999703,-3.912173696107857e-09,45886,3.7410917141785225,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k11/cg.json,9964389d807085f3b46a95afc85a695391763bf87724cda6b4a421093da3b734,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k11/mip/949720_r0/result.json,4b873040459d9bf389c0cc910ef61422855667a402e054e6ee886f4ab751a235,11.0,True,53136,True,False,False,3602.4168186187744,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k11/mip/41617_r0/result.json,a2f940911308965e2b588ceae2b183d03747369796c7fab09b30ace27059ee85,837037c026cf3971309c96c719f594565fdc5521dfe2d43241e2a344b31f1a92,14.164806365966797,OPTIMAL,TIME_LIMIT,at_most
w4_k12,4,12,12,13,False,12.000000000000082,True,6.46756328503058,38,1200505.6006986015,11.999999999999815,-3.542234061626459e-09,53136,3.6884401105344296,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k12/cg.json,01829c96a2e074c2f958cf95d0282e052c20352efcbca730db1b1b9058f007e7,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k12/mip/949722_r0/result.json,308bdd9a11c96077cbe8e5061ddd0a1804bfb3fe9acf95ea00d5727809155135,12.0,True,54236,True,False,False,3601.444938182831,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k12/mip/41619_r0/result.json,77cee0b491845c3df96b792bed1cbcbc46686abe874e0a8966a7a275ae6d424d,8b3e3e137f0fb9440ddfba219151cd4adef69ab6a1fd2b3c0318cfbe82df238d,7.377425193786621,OPTIMAL,TIME_LIMIT,at_most
w4_k13,4,13,13,15,False,13.000000000000206,True,42.6884988345361,405,1300530.332445755,12.999999999999938,-5.564011029690619e-09,54236,3.8016374083817936,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k13/cg.json,4f27d457799552bceec6dcc46f61dd8646bce99215e8575399151c7809646d43,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k13/mip/949724_r0/result.json,3d7f243e008ff0b28967c3903454087dfe38b714fe23e05caeca47fefae36034,13.0,True,65443,True,False,False,3601.6728703975677,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k13/mip/41621_r0/result.json,d84b434d01489675ce46014ba7f3b647f758b0676dbb6ff40f91a4ac6e318582,db2e9b7d742e42085640cc41c4dc2f5f20b14c594d1bf5ef3a6d589e7840524f,18.54170060157776,OPTIMAL,TIME_LIMIT,at_most
w5_k11,5,11,11,12,False,11.00000000000008,True,42.27113801492378,459,1100522.2275381696,10.999999999999917,-2.0617916263176994e-09,40070,3.547746168014904,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k11/cg.json,bc7a900b674ddc0d32b38fe64481835102e676e9638435efd87514726904d664,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k11/mip/949730_r0/result.json,c880784e6d82c587c9dcfaca2d96e2df07c4405910883529a7a6e662edf21f27,11.0,True,52132,True,False,False,3601.283843755722,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k11/mip/41626_r0/result.json,38654938f0631a3308fb00baa4c931e35e6d8260178616b692dc7bb218c9c729,cb70c268c96b64775379f148cc7522f0ec0446a7b469e8f7d6697fcea4b6eaaf,21.4994113445282,OPTIMAL,TIME_LIMIT,at_most
w5_k12,5,12,12,13,False,12.000000000000068,True,21.655356642759095,172,1200576.6436902331,12.000000000000135,-7.480044731700275e-05,52132,4.48929510138308,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k12/cg.json,fc8104c7be107cc03a3f144e65b18d03c78120d111873e6b4782abb5cd31a757,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k12/mip/949732_r0/result.json,7c48698c599dc5edb970be95ae1666c5ddd2c8ab46b2bdc2b2cfc3a805876074,12.0,True,56039,True,False,False,3601.4802627563477,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k12/mip/41628_r0/result.json,ea6847b3cbccc6a38d067213783860a299ad977b3daa920c3e30f59837cdfbab,18abe67d927364b27f8c5d5f93fdc8ca6f8423f7c8f0966e7c6c4d9422b853da,18.157320261001587,OPTIMAL,TIME_LIMIT,at_most
w5_k13,5,13,13,14,False,13.000000000000012,True,25.96033182167448,190,1300625.3665881138,12.999999999999822,-2.476649996197011e-09,56039,4.806596073601395,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k13/cg.json,ffe897f36b2aef2116e620727bcb27b7c408c4af0ad77cc04a0b0d23a8856b70,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k13/mip/949734_r0/result.json,ac22763c30dac77540e6e3c09ed342f7d95bd3b02bf984eaa4505326ddcd627d,13.0,True,60673,True,False,False,3601.565447330475,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k13/mip/41630_r0/result.json,9cca4d933ee1d85bc0b93a7a5eb1133d1d4de7ac82e348113ed53052693f5516,84499a0fdb9ba91d6fc5aab28dda6d361552386f3213e5deff276d84958df5c4,15.496111154556274,OPTIMAL,TIME_LIMIT,at_most
w5_k14,5,14,14,16,False,14.000000000000353,True,36.64658336960711,295,1400639.0606906745,14.000000000000131,-3.89143117729418e-09,60673,5.370166541542858,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k14/cg.json,d59916247578be6f502756e4abe16fabc8f3dab8b0c1153a5621a26795337f67,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k14/mip/949736_r0/result.json,dec66f0e5e5019ac149cd261815bc75d11de718c68d53fbf312205d2763bbdec,14.0,True,67591,True,False,False,3602.3765165805817,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k14/mip/41632_r0/result.json,1b1585373c6b944e4885bc8e39465ae7859bc4a6093a8fa30e6f3bc97c6eb99a,c34a7115263e90c40d314f64d3e0fe4ad39561eb88fa1cd07609d154699ebcda,25.461575508117676,OPTIMAL,TIME_LIMIT,at_most
w6_k11,6,11,11,11,True,11.0,True,19.30739268857675,319,1100399.028786939,11.000000000000007,-1.497821866536242e-09,33879,2.5114246830188978,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k11/cg.json,2d8a76ef32d618b7832df9c7c0dbfa114e0b6143e6e6becb85c0be9fba5b1013,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w6_k11/mip/949740_r0/result.json,ea1cc46f860ff4f0ffb9c0334a5feaf1337093d4e7094e19a3ff5d1cb7dac036,11.0,True,41681,True,False,False,3600.859182357788,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k11/mip/41635_r0/result.json,b21491dbd79a724e3626926e43ced0cf1f2970e4e8276449817c02a9b50451a6,9199478f9fc6d2771233763af0f16d780f629bb72268203b0dabc466be94661f,7.425925016403198,OPTIMAL,TIME_LIMIT,at_most
w6_k12,6,12,12,13,False,12.00000000000002,True,55.34880694967384,588,1200464.5477535322,12.000000000000322,-1.2423338802136641e-08,41681,3.3145920423790813,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k12/cg.json,df5185412bd925a21593121cafabe035f328e667d808a3b6d6d0b43309e6e6ba,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w6_k12/mip/949742_r0/result.json,e4b654220ba80cc59d6ab73d2dddb4b75e36b5efd074e5c4c7075e08919c4586,12.0,True,57337,True,False,False,3601.7117953300476,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k12/mip/41637_r0/result.json,4f24514717db90f665746bca45aa1c0f7afc810203154c2f7abec3712ca38b99,8b8ec38fc2303f2aad71358fae7583c1c4fe009efeb1a147eb9eeebd93abacc6,214.36257076263428,OPTIMAL,TIME_LIMIT,at_most
w6_k13,6,13,13,15,False,13.000000000000027,True,75.0218622344546,537,1300532.0408657992,13.0,-4.811193665688052e-09,57337,4.6860799238396185,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k13/cg.json,de53ae1dc763678cd560241deb73fe5a8be1d4483fd139e158253ce921472e65,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w6_k13/mip/949744_r0/result.json,022a614ffb4a64583959ed43a71716f60115b12274084f7613fb20885f37dbd3,13.0,True,71305,True,False,False,3604.7042841911316,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w6_k13/mip/41639_r0/result.json,5e7358451a80f0169d9b9f6f66fc1f40b92ea6ec7cd0f516d555888e276ae22b,2cad8983d65c0736155123b2b5e091dab66f9886a1a8aad574fbef3602d73a9d,573.8659188747406,OPTIMAL,TIME_LIMIT,at_most
