fee_pair_id,assignment,tariff_peak,fee0_starts,fee5_starts,starts_change,fee0_electricity,fee5_electricity,electricity_change,fee0_charged_kwh,fee5_charged_kwh,charged_kwh_change,fee0_objective,fee0_bound,fee0_gap,fee5_objective,fee5_bound,fee5_gap,fee0_schedule_repriced_at_fee5,fee5_objective_improvement_over_fee0_schedule,fee0_optimal_starts_lower_bound,fee5_optimal_starts_upper_bound,strict_reduction_for_all_restricted_model_optima,bound_derivation_numeric_cost_margin,fee0_status,fee5_status,fee_pair_identity_sha256
original_peak08,original,8,46,36,-10,174.52445851437136,189.63633416204848,15.111875647677124,1879.6326432032404,1879.6217403007754,-0.01090290246497716,174.52445851437136,174.51605188274365,4.8168787912412476e-05,369.63633416204846,369.63624803906384,2.329938284003923e-07,404.52445851437136,34.888124352322905,40,39,True,0.01,2,2,046a8420f402f92fd2dce7ca9b26fd09f980e848ef5d0ae835adb0ecaeb69a73
original_peak12,original,12,48,34,-14,243.828520500597,268.1915012879424,24.362980787345407,1879.5295495762468,1879.5785998512622,0.04905027501536097,243.828520500597,243.82637425513988,8.802274043683572e-06,438.1915012879424,438.19150125737457,6.97590725051676e-11,483.828520500597,45.63701921265459,39,38,True,0.01,2,2,9fa9422b569e1e3ccc319dfa32c0b1328e649bdc207d33b43e2d2f2368760051
original_peak18,original,18,51,32,-19,159.37820601174,189.5746221528839,30.196416141143914,1879.4299178176138,1879.505237803816,0.07531998620220293,159.37820601174,159.37747591729615,4.58089259572068e-06,349.5746221528839,343.1076141434083,0.018499649573095422,414.37820601173996,64.80358385885609,37,38,False,0.01,2,9,b0463b00e3465e572825d57dfadb75b6bb29543d95bef7e002fac8745ef8769a
saved_joint_fee0_peak08,saved_joint_fee0,8,42,34,-8,158.705595085637,174.4875225963351,15.781927510698125,1880.040199632291,1880.029143085774,-0.011056546517011157,158.705595085637,158.70559508563696,1.7908448290728346e-16,344.4875225963351,341.89658578080895,0.007521133990568886,368.705595085637,24.218072489301903,37,37,False,0.01,2,9,612f65b9e6f5f2cbb137bcec4975b60ceb40e7d004f470b49af377491654e932
saved_joint_fee0_peak12,saved_joint_fee0,12,47,35,-12,234.2946062546737,255.6424028694675,21.347796614793793,1879.9419899056961,1879.9513566760706,0.009366770374526823,234.2946062546737,234.29460625467397,0.0,430.6424028694675,417.8612074000207,0.029679370596770803,469.2946062546737,38.65220338520618,37,39,False,0.01,2,9,c0639c9ee143d4a7443a1857b720ed0d731680db90608329a6bec65519119f9f
saved_joint_fee0_peak18,saved_joint_fee0,18,50,32,-18,163.14889908434006,199.5731965881662,36.42429750382615,1879.8333892450548,1879.9310704829156,0.09768123786079741,163.14889908434006,163.14889908434026,0.0,359.5731965881662,354.4747566376025,0.014179143492731217,413.1488990843401,53.5757024961739,39,39,False,0.01,2,9,ea640804d894f0a9ad5e50818897ba68fa5c617d8181e73f3a0c2e4677cd59a8
saved_joint_fee5_peak08,saved_joint_fee5,8,43,30,-13,160.9622191993605,183.71482089659042,22.75260169722992,1879.6932534479574,1879.6940229290292,0.0007694810717566725,160.9622191993605,160.9493508937853,7.994612424715934e-05,333.7148208965904,326.9862223768221,0.020162720078450803,375.9622191993605,42.24739830277008,34,34,False,0.01,2,9,4e8ffbbaf81f043af02f9f278213d428ac8c1ce24c21f96f296b001a90633943
saved_joint_fee5_peak12,saved_joint_fee5,12,46,27,-19,233.8387208947142,262.4688869274819,28.630166032767676,1879.536753771671,1879.5947623873824,0.05800861571128735,233.8387208947142,233.81774866733593,8.968671782857952e-05,397.4688869274819,397.4566150646266,3.087502760320266e-05,463.83872089471424,66.36983396723235,33,32,True,0.01,2,2,1013b686296e9d5fb747368cf01e8a2cc7576a4e3c714cd695579fa5b56cae4f
saved_joint_fee5_peak18,saved_joint_fee5,18,48,26,-22,146.33035365185268,183.06206945320355,36.73171580135087,1879.3793077440691,1879.5847131729752,0.2054054289060332,146.33035365185268,146.33035365172972,8.402379405742046e-13,313.06206945320355,301.0668762468218,0.0383157027848588,386.33035365185265,73.2682841986491,31,33,False,0.01,2,9,90875bc2ddefd94c52b7182f4736358c643446c9ff361b62fdd8ae6ce4b0e6e5
