run_id,iteration,master_time_s,pricing_time_s,pricing_mode,best_rc
20260119_071540,1,0.008050918579101562,0.29965782165527344,fast,-7999970000.0
20260119_071540,2,0.007520914077758789,0.329852819442749,fast,-60060.600000000006
20260119_071540,3,0.005781888961791992,0.37806200981140137,fast,-16841.733333333323
20260119_071540,4,0.010642051696777344,0.41303491592407227,fast,-14023.678124999999
20260119_071540,5,0.014060258865356445,0.33219408988952637,fast,-13635.80847457626
20260119_071540,6,0.0051479339599609375,0.29105687141418457,fast,-12754.37368421052
20260119_071540,7,0.004317045211791992,0.315784215927124,fast,-7621.199999999997
20260119_071540,8,0.004547834396362305,0.33349609375,fast,-8135.898529411759
20260119_071540,9,0.0047490596771240234,0.30872511863708496,fast,-6078.779999999999
20260119_071540,10,0.0053861141204833984,0.35840702056884766,fast,-4701.257142857139
20260119_071540,11,0.0047490596771240234,0.3118410110473633,fast,-181.79999999998836
20260119_071540,12,0.0053560733795166016,0.45116305351257324,fast,-3296.300000000003
20260119_071540,13,0.0049021244049072266,0.3299562931060791,fast,-1104.0299999999988
20260119_071540,14,0.0065610408782958984,0.3203580379486084,fast,-2003.3666666666613
20260119_071540,15,0.00433802604675293,0.24845504760742188,fast,-222.1999999999898
20260119_071540,16,0.0043468475341796875,0.31456422805786133,fast,-4984.8499999999985
20260119_071540,17,0.004999876022338867,0.3159630298614502,fast,-2020.2000000000007
20260119_071540,18,0.004054069519042969,0.32863593101501465,fast,-979.8000000000029
20260119_071540,19,0.009675979614257812,0.397536039352417,fast,-3060.5999999999913
20260119_071540,20,0.004120826721191406,0.29932093620300293,fast,-121.19999999999709
20260119_071540,21,0.004393100738525391,0.35097217559814453,fast,-544.3333333333358
20260119_071540,22,0.0044858455657958984,0.3152451515197754,fast,-1149.2666666666628
20260119_071540,23,0.004772663116455078,0.3327460289001465,fast,-3387.2114144476654
20260119_071540,24,0.010381221771240234,0.36290407180786133,none,1236.1124999999993
