run_id,iteration,master_time_s,pricing_time_s,pricing_mode,best_rc
20251210_001118,1,0.002691984176635742,61.875730991363525,fast,-5999992409.100002
20251210_001118,2,0.004502058029174805,62.05941700935364,fast,-4999992500.0
20251210_001118,3,0.016051054000854492,62.05296301841736,fast,-4999992409.100002
20251210_001118,4,0.0057561397552490234,62.075403928756714,fast,-6999992340.925004
20251210_001118,5,0.004968881607055664,62.02794170379639,fast,-4999999893.950003
20251210_001118,6,0.0059108734130859375,62.19143891334534,fast,-2999992439.4000015
20251210_001118,7,0.00516819953918457,62.13582110404968,fast,-2999992500.0
20251210_001118,8,0.004520893096923828,62.019843101501465,fast,-3999992500.0
20251210_001118,9,0.0040090084075927734,61.90388202667236,fast,-3000007590.9
20251210_001118,10,0.003366708755493164,61.822062253952026,fast,-2000000000.0
20251210_001118,11,0.004644632339477539,62.000816822052,fast,-2999992500.0
20251210_001118,12,0.004068136215209961,61.9592719078064,fast,-2000007500.0
20251210_001118,13,0.0052950382232666016,61.98473596572876,fast,-3000000000.0
20251210_001118,14,0.0043179988861083984,62.00136184692383,fast,-3999992500.0
20251210_001118,15,0.004066944122314453,62.115198850631714,fast,-3999999939.4000015
20251210_001118,16,0.004879951477050781,62.05320620536804,fast,-3999992500.0
20251210_001118,17,0.003944873809814453,61.93637681007385,fast,-3000000000.0
20251210_001118,18,0.0034461021423339844,61.99347901344299,fast,-2999992530.3
20251210_001118,19,0.004372358322143555,62.08410596847534,fast,-2999992500.0
20251210_001118,20,0.0043370723724365234,62.05458378791809,fast,-3999992469.700001
20251210_001118,21,0.00368499755859375,62.08258080482483,fast,-2999992439.4000015
20251210_001118,22,0.0042266845703125,62.021718978881836,fast,-1999992500.0
20251210_001118,23,0.003882884979248047,62.04200601577759,fast,-1999992500.0
20251210_001118,24,0.0034999847412109375,62.05646204948425,fast,-1999992500.0
20251210_001118,25,0.0041768550872802734,62.04840540885925,exact,-1999992500.0
20251210_001118,26,0.0026972293853759766,61.97773313522339,exact,-1999992500.0
20251210_001118,27,0.002635955810546875,62.09231209754944,exact,-1999992500.0
20251210_001118,28,0.003015756607055664,62.08296608924866,exact,-1999992500.0
20251210_001118,29,0.0032410621643066406,62.032565116882324,exact,-1999992500.0
