run_id,iteration,master_time_s,pricing_time_s,pricing_mode,best_rc
20251120_011617,1,8.916854858398438e-05,61.77968430519104,fast,-5999969909.099999
20251120_011617,2,0.0003399848937988281,61.86918115615845,fast,-7999969696.999998
20251120_011617,3,0.0003159046173095703,61.81387209892273,fast,-5999969878.799999
20251120_011617,4,0.00036215782165527344,61.88755178451538,fast,-5999969787.899999
20251120_011617,5,0.00038123130798339844,61.93340802192688,fast,-5999969848.499999
20251120_011617,6,0.00035500526428222656,61.86621904373169,fast,-5999969878.799999
20251120_011617,7,0.0003628730773925781,61.81137990951538,fast,-4999999818.199999
20251120_011617,8,0.00037598609924316406,61.87730288505554,fast,-5999969757.599998
20251120_011617,9,0.00039505958557128906,61.893020153045654,fast,-4999969909.099999
20251120_011617,10,0.00039196014404296875,61.90887713432312,fast,-4999969818.199999
20251120_011617,11,0.0003819465637207031,61.898991107940674,fast,-4000000030.2999983
20251120_011617,12,0.0004260540008544922,61.933555126190186,fast,-3999999666.6999993
20251120_011617,13,0.0004611015319824219,61.819884061813354,fast,-3999999909.0999994
20251120_011617,14,0.00043511390686035156,61.871400356292725,fast,-4999969818.199999
20251120_011617,15,0.0005660057067871094,61.81492519378662,fast,-3999969818.199999
20251120_011617,16,0.0006220340728759766,61.85318684577942,fast,-3999969909.0999994
20251120_011617,17,0.00045800209045410156,61.84769916534424,fast,-3999969848.499999
20251120_011617,18,0.0005059242248535156,61.80811381340027,fast,-3999999727.299999
20251120_011617,19,0.0004589557647705078,61.899728775024414,fast,-3999969878.799999
20251120_011617,20,0.0006291866302490234,61.87635779380798,fast,-3000029757.5999985
20251120_011617,21,0.0005071163177490234,61.85844922065735,fast,-3000044424.2999988
20251120_011617,22,0.0006678104400634766,61.89368915557861,fast,-2999999999.999999
20251120_011617,23,0.0004951953887939453,61.82157802581787,fast,-2999999969.699999
20251120_011617,24,0.0006220340728759766,61.91416597366333,fast,-2999970060.5999985
20251120_011617,25,0.0006999969482421875,61.83671712875366,fast,-2999969878.799999
20251120_011617,26,0.0005311965942382812,61.847814083099365,fast,-2999969999.9999986
20251120_011617,27,0.0006730556488037109,61.854251861572266,fast,-2000000030.3000002
20251120_011617,28,0.0007669925689697266,61.86895489692688,fast,-1999970000.0
20251120_011617,29,0.0004668235778808594,57.80920219421387,fast,-1999970000.0
20251120_011617,30,0.0005249977111816406,61.87001705169678,fast,-1999970000.0
20251120_011617,31,0.0005712509155273438,61.84569978713989,fast,-1999970090.9
20251120_011617,32,0.0005581378936767578,61.87064218521118,fast,-1999970000.0
20251120_011617,33,0.0004980564117431641,61.830365896224976,fast,-1999970000.0
20251120_011617,34,0.0004942417144775391,61.87245488166809,fast,-1999970000.0
20251120_011617,35,0.0006859302520751953,61.825796127319336,fast,-1999970090.9
20251120_011617,36,0.0005459785461425781,61.851818799972534,fast,-1999970000.0
20251120_011617,37,0.0004901885986328125,61.83490204811096,fast,-1999970000.0
20251120_011617,38,0.0007321834564208984,61.8652777671814,fast,-1999970090.9
20251120_011617,39,0.0007131099700927734,61.83087182044983,fast,-1999970000.0
20251120_011617,40,0.0005059242248535156,61.87643599510193,fast,-1999970000.0
20251120_011617,41,0.0005030632019042969,61.842247009277344,fast,-1999970000.0
20251120_011617,42,0.0007741451263427734,61.83747696876526,fast,-1999970060.6
20251120_011617,43,0.000743865966796875,61.87757706642151,fast,-1999970000.0
20251120_011617,44,0.0005199909210205078,61.887162923812866,fast,-1999970000.0
20251120_011617,45,0.00061798095703125,44.396013021469116,fast,-1999970000.0
20251120_011617,46,0.0005729198455810547,61.85471987724304,fast,-1999970000.0
20251120_011617,47,0.000598907470703125,61.83147406578064,fast,-1999970000.0
20251120_011617,48,0.0006630420684814453,61.86988067626953,fast,-1999970000.0
20251120_011617,49,0.0006201267242431641,61.876771211624146,fast,-1999970000.0
20251120_011617,50,0.0005609989166259766,61.86655783653259,fast,-1999970000.0
20251120_011617,51,0.0009829998016357422,61.86154103279114,fast,-1999970000.0
20251120_011617,52,0.0006349086761474609,61.849894762039185,fast,-1999970000.0
20251120_011617,53,0.001232147216796875,61.8539457321167,fast,-1999970000.0
20251120_011617,54,0.0008389949798583984,61.86186599731445,fast,-1999970000.0
20251120_011617,55,0.0006299018859863281,61.90943789482117,fast,-1999970000.0
20251120_011617,56,0.0017490386962890625,62.06170988082886,fast,-1999970000.0
20251120_011617,57,0.0006289482116699219,61.83243012428284,fast,-1999970000.0
20251120_011617,58,0.0021109580993652344,61.88961315155029,fast,-1999970000.0
20251120_011617,59,0.0007367134094238281,61.82521414756775,fast,-1999970000.0
20251120_011617,60,0.0007588863372802734,61.87718224525452,fast,-1999970000.0
20251120_011617,61,0.0006940364837646484,61.87891721725464,fast,-1999970000.0
20251120_011617,62,0.0010998249053955078,61.86411118507385,fast,-1000000090.9
20251120_011617,63,0.0019352436065673828,61.84929585456848,fast,-1000030151.5
20251120_011617,64,0.0027229785919189453,61.86101698875427,fast,-1000004260.05
20251120_011617,65,0.002286195755004883,61.881417989730835,fast,-1000000000.0
20251120_011617,66,0.003409862518310547,61.862303018569946,fast,-1000000000.0
20251120_011617,67,0.0007469654083251953,61.87001705169678,fast,-1000000000.0
20251120_011617,68,0.0028228759765625,61.859394788742065,fast,-1000000000.0
20251120_011617,69,0.0025930404663085938,61.8603241443634,fast,-1000003369.3050847
20251120_011617,70,0.004197120666503906,61.88852834701538,fast,-1000000000.0
