run_id,iteration,master_time_s,pricing_time_s,pricing_mode,best_rc
20251204_163458,1,0.002805948257446289,61.771806955337524,fast,-5999969878.799999
20251204_163458,2,0.003480672836303711,61.77185297012329,fast,-5999969818.199999
20251204_163458,3,0.0038001537322998047,61.77108287811279,fast,-5999969848.499999
20251204_163458,4,0.004010200500488281,61.783746004104614,fast,-4999969939.4
20251204_163458,5,0.0039272308349609375,61.80717992782593,fast,-4999969939.4
20251204_163458,6,0.0033111572265625,61.774317026138306,fast,-4999969909.099999
20251204_163458,7,0.00409388542175293,61.778825998306274,fast,-4999969909.099999
20251204_163458,8,0.004187822341918945,61.81348776817322,fast,-4999969848.499999
20251204_163458,9,0.0038700103759765625,61.804579734802246,fast,-4999969878.799999
20251204_163458,10,0.003973245620727539,61.789814710617065,fast,-4999969878.799999
20251204_163458,11,0.0039060115814208984,61.773526191711426,fast,-4999969878.799999
20251204_163458,12,0.004212856292724609,61.846678018569946,fast,-3999999878.799999
20251204_163458,13,0.005357027053833008,61.83792686462402,fast,-3999969878.799999
20251204_163458,14,0.003759145736694336,61.80873394012451,fast,-3999999909.099999
20251204_163458,15,0.004190206527709961,62.1516330242157,fast,-3000000060.5999994
20251204_163458,16,0.00405573844909668,61.81567573547363,fast,-3999969909.0999994
20251204_163458,17,0.004266023635864258,61.80731987953186,fast,-3999969848.499999
20251204_163458,18,0.004065990447998047,61.796075105667114,fast,-3000000181.799999
20251204_163458,19,0.004151821136474609,61.79335117340088,fast,-2999999909.099999
20251204_163458,20,0.004111766815185547,61.835572957992554,fast,-2999999848.499999
20251204_163458,21,0.004195213317871094,61.78703188896179,fast,-2000000030.3
20251204_163458,22,0.004278898239135742,61.786712884902954,fast,-2000000000.0
20251204_163458,23,0.004324913024902344,61.87125515937805,fast,-2000000000.0
20251204_163458,24,0.00392913818359375,61.832584857940674,fast,-2000029969.7
20251204_163458,25,0.004297018051147461,61.81317901611328,fast,-2000000060.6000001
20251204_163458,26,0.0038700103759765625,29.757961988449097,fast,-1999970030.3
20251204_163458,27,0.003628969192504883,61.813316822052,fast,-2000030000.0000002
20251204_163458,28,0.004354953765869141,61.80149030685425,fast,-1999985136.3500001
20251204_163458,29,0.004199028015136719,61.85666823387146,fast,-1999970000.0
20251204_163458,30,0.00438380241394043,61.81778907775879,fast,-1999970000.0
20251204_163458,31,0.0037560462951660156,61.79072690010071,fast,-1999970000.0
20251204_163458,32,0.004172801971435547,61.803550004959106,fast,-1999970000.0
20251204_163458,33,0.004023075103759766,61.79843497276306,fast,-1999970000.0
20251204_163458,34,0.004311084747314453,61.85776710510254,fast,-1999970000.0
20251204_163458,35,0.004118919372558594,61.80138421058655,fast,-1999970000.0
20251204_163458,36,0.00440216064453125,61.8195538520813,fast,-1999970000.0
20251204_163458,37,0.0044689178466796875,61.81394982337952,fast,-1999970000.0
20251204_163458,38,0.004207134246826172,61.80938172340393,fast,-1999970000.0
20251204_163458,39,0.00414586067199707,61.807817220687866,fast,-1999970000.0
20251204_163458,40,0.004219770431518555,61.82492208480835,fast,-1999970000.0
20251204_163458,41,0.0040700435638427734,61.81816601753235,fast,-1999970000.0
20251204_163458,42,0.004275083541870117,61.83950996398926,fast,-1999970000.0
20251204_163458,43,0.00426793098449707,61.81017017364502,fast,-1999970000.0
20251204_163458,44,0.004514932632446289,61.83088517189026,fast,-1999970000.0
20251204_163458,45,0.004285097122192383,61.828526735305786,fast,-1999970000.0
20251204_163458,46,0.00431513786315918,61.81853628158569,fast,-1999970000.0
20251204_163458,47,0.00432586669921875,61.82159781455994,fast,-1999970000.0
20251204_163458,48,0.004375934600830078,61.82709217071533,fast,-1999970000.0
20251204_163458,49,0.004374027252197266,61.812551975250244,fast,-1999970000.0
20251204_163458,50,0.004019260406494141,61.85099792480469,fast,-1999970000.0
20251204_163458,51,0.00449061393737793,61.8294358253479,fast,-1999970000.0
20251204_163458,52,0.005208015441894531,61.83153510093689,fast,-1999970000.0
20251204_163458,53,0.0041310787200927734,61.81811714172363,fast,-1999970000.0
20251204_163458,54,0.004594087600708008,61.857438802719116,fast,-1999970000.0
20251204_163458,55,0.003740072250366211,61.840293169021606,fast,-1999970000.0
20251204_163458,56,0.004137992858886719,61.83083486557007,fast,-1999970000.0
20251204_163458,57,0.004312992095947266,61.8490149974823,fast,-1999970000.0
20251204_163458,58,0.004990339279174805,61.85230612754822,fast,-1999970000.0
