run_id,iteration,master_time_s,pricing_time_s,pricing_mode,best_rc
20251023_211940,1,9.703636169433594e-05,61.87457513809204,fast,-1500000009999758.0
20251023_211940,2,0.0006480216979980469,62.2256920337677,fast,-1200000009999788.2
20251023_211940,3,0.0008139610290527344,61.978959798812866,fast,-1500000009999697.5
20251023_211940,4,0.0003571510314941406,61.86056399345398,fast,-1499999999999697.5
20251023_211940,5,0.0004470348358154297,61.860899925231934,fast,-1200000009999758.0
20251023_211940,6,0.00044798851013183594,61.86184906959534,fast,-900000009999848.8
20251023_211940,7,0.0003879070281982422,61.995726108551025,fast,-1199999999999727.8
20251023_211940,8,0.0004961490631103516,61.965433835983276,fast,-1200000009999727.8
20251023_211940,9,0.0005040168762207031,61.94358515739441,fast,-1199999999999727.8
20251023_211940,10,0.0006120204925537109,61.93413496017456,fast,-900000009999818.5
20251023_211940,11,0.0004820823669433594,61.892335176467896,fast,-900000009999848.8
20251023_211940,12,0.0005371570587158203,61.89357089996338,fast,-1200000009999576.0
20251023_211940,13,0.0005478858947753906,61.885388135910034,fast,-900000009999818.5
20251023_211940,14,0.0005221366882324219,61.89761781692505,fast,-1199999989999606.5
20251023_211940,15,0.0004889965057373047,61.89708423614502,fast,-900000009999818.5
20251023_211940,16,0.0005528926849365234,61.94244408607483,fast,-900000009999848.8
20251023_211940,17,0.0005459785461425781,61.87870407104492,fast,-900000009999818.5
20251023_211940,18,0.0008361339569091797,61.85909032821655,fast,-900000009999879.0
20251023_211940,19,0.0005958080291748047,61.902127742767334,fast,-900000009999788.2
20251023_211940,20,0.0007832050323486328,61.88838076591492,fast,-1199999969999394.2
20251023_211940,21,0.0010738372802734375,62.00214409828186,fast,-899999999999515.5
20251023_211940,22,0.0009319782257080078,61.871771812438965,fast,-900000009999727.8
20251023_211940,23,0.0010437965393066406,61.88924813270569,fast,-900000009999909.5
20251023_211940,24,0.0008120536804199219,61.889142990112305,fast,-1133333351111182.5
20251023_211940,25,0.0012657642364501953,61.92953300476074,fast,-1049999954999288.2
20251023_211940,26,0.0010988712310791016,61.92231297492981,fast,-899999999999879.0
20251023_211940,27,0.0011060237884521484,61.85634732246399,fast,-899999999999788.2
20251023_211940,28,0.0009899139404296875,61.909343957901,fast,-975000002499606.5
20251023_211940,29,0.0013859272003173828,61.862704277038574,fast,-878571411428015.2
20251023_211940,30,0.0018618106842041016,61.88724613189697,fast,-899999930000667.2
20251023_211940,31,0.0023679733276367188,61.88839411735535,fast,-749999984999848.8
20251023_211940,32,0.0018360614776611328,61.92405986785889,fast,-599999940000334.2
20251023_211940,33,0.001809835433959961,61.86492896080017,fast,-883333279444626.8
20251023_211940,34,0.003812074661254883,61.8886079788208,fast,-787261128964634.8
20251023_211940,35,0.004302263259887695,61.84248614311218,fast,-650204043877737.5
20251023_211940,36,0.0024871826171875,61.92717003822327,fast,-714470061668396.5
20251023_211940,37,0.003840208053588867,61.91496205329895,fast,-596511600813372.6
20251023_211940,38,0.0053288936614990234,61.88302803039551,fast,-671232865707708.5
20251023_211940,39,0.006808042526245117,61.857523918151855,fast,-769617143678517.2
20251023_211940,40,0.004229068756103516,61.90946102142334,fast,-524380113098897.5
20251023_211940,41,0.0033049583435058594,61.86963891983032,fast,-757146500204550.8
20251023_211940,42,0.005918979644775391,61.85813784599304,fast,-582268920639610.2
20251023_211940,43,0.0059893131256103516,61.99200391769409,fast,-569999971428642.9
20251023_211940,44,0.006371021270751953,61.88961482048035,fast,-605804228145194.8
20251023_211940,45,0.005962848663330078,61.88758397102356,fast,-539752267826462.75
20251023_211940,46,0.006403923034667969,61.89347577095032,fast,-408950233606769.75
20251023_211940,47,0.006502866744995117,61.87448716163635,fast,-407593396919671.0
20251023_211940,48,0.008427858352661133,61.92508792877197,fast,-379383273476707.4
20251023_211940,49,0.004313230514526367,61.86788582801819,fast,-387538058994533.6
20251023_211940,50,0.009305953979492188,61.986424684524536,fast,-344287568614983.5
20251023_211940,51,0.009216070175170898,61.89555215835571,fast,-489920310987173.25
20251023_211940,52,0.007318973541259766,61.91600203514099,fast,-341823661358373.75
20251023_211940,53,0.007482767105102539,61.865872859954834,fast,-345961016346199.0
20251023_211940,54,0.008682012557983398,44.526118993759155,fast,-392679084640128.6
20251023_211940,55,0.009518146514892578,61.930020809173584,fast,-416066558030489.5
20251023_211940,56,0.010684013366699219,61.92217302322388,fast,-372162419916653.5
20251023_211940,57,0.010247945785522461,61.914446115493774,fast,-353104935691235.25
20251023_211940,58,0.011581897735595703,62.00477600097656,fast,-303874174002383.4
20251023_211940,59,0.009469032287597656,61.89190196990967,fast,-410442820371610.1
20251023_211940,60,0.011754989624023438,61.889909982681274,fast,-425679865797605.1
20251023_211940,61,0.010449886322021484,61.904706954956055,fast,-291735786908404.0
20251023_211940,62,0.012439966201782227,61.90513515472412,fast,-217955511429592.12
20251023_211940,63,0.0179440975189209,61.878962993621826,fast,-304820939318709.1
20251023_211940,64,0.012640953063964844,61.88217806816101,fast,-359281724595060.9
20251023_211940,65,0.015540838241577148,61.878255128860474,fast,-243255992739598.12
20251023_211940,66,0.011827945709228516,61.90565800666809,fast,-255180523468672.8
20251023_211940,67,0.010241985321044922,61.89939785003662,fast,-499552693793975.9
20251023_211940,68,0.01384878158569336,61.89776420593262,fast,-198493461238898.8
20251023_211940,69,0.008929014205932617,61.90897798538208,fast,-177904115128983.06
20251023_211940,70,0.010504007339477539,61.8844850063324,fast,-211206502320439.94
20251023_211940,71,0.017217159271240234,61.884987115859985,fast,-250900094126352.06
20251023_211940,72,0.014307260513305664,61.909297943115234,fast,-267868642828765.12
20251023_211940,73,0.018167734146118164,61.906946897506714,fast,-286284945623989.5
20251023_211940,74,0.017538785934448242,61.92328667640686,fast,-346153503355860.75
20251023_211940,75,0.016443967819213867,61.89230918884277,fast,-312644862895753.1
20251023_211940,76,0.01474905014038086,61.969926834106445,fast,-261266168384254.3
20251023_211940,77,0.024125099182128906,61.959399938583374,fast,-222871360814869.12
20251023_211940,78,0.011878013610839844,61.97433614730835,fast,-175385783463088.94
