elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
218.90,1,5600000.000000,56.000000000,0.000000,-3599941.728000,56
219.40,2,2000058.272000,20.000000000,0.000000,-1699965.904000,86
219.51,3,300095.344000,3.000000000,0.000000,-100095.344000,116
219.60,4,300095.344000,3.000000000,0.000000,-200013.085333,146
219.76,5,300095.344000,3.000000000,0.000000,-200053.312000,176
219.90,6,300095.344000,3.000000000,0.000000,-100102.368000,206
220.34,7,300095.344000,3.000000000,0.000000,-237623.498000,236
220.55,8,300095.344000,3.000000000,0.000000,-100124.820000,266
220.83,9,300095.344000,3.000000000,0.000000,-400054.874000,296
221.12,10,300095.344000,3.000000000,0.000000,-100122.956000,326
221.51,11,300095.344000,3.000000000,0.000000,-100178.456000,356
221.96,12,300095.344000,3.000000000,0.000000,-283383.864000,386
222.24,13,300095.344000,3.000000000,0.000000,-200132.109333,416
222.53,14,300095.344000,3.000000000,0.000000,-300427.328000,446
222.97,15,300095.344000,3.000000000,0.000000,-378825.412000,476
223.86,16,297955.564569,2.978646070,0.000000,-1106258.425503,506
224.46,17,285805.408686,2.857142857,0.000000,-735055.337953,536
224.69,18,277361.217091,2.772727273,0.000000,-674951.370000,566
225.17,19,273817.836343,2.737291027,0.000000,-334242.879277,596
225.72,20,272938.745105,2.728500675,0.000000,-147081.702294,626
226.08,21,272579.861161,2.724909479,0.000000,-376647.871567,656
226.67,22,272113.770640,2.720250552,0.000000,-167434.110132,686
227.22,23,271256.158177,2.711663827,0.000000,-116081.723095,716
227.59,24,270017.010472,2.699278777,0.000000,-125359.078856,746
228.39,25,269318.091566,2.692291480,0.000000,-124773.928405,776
229.01,26,267472.510756,2.673823436,0.000000,-161256.956012,806
229.77,27,265056.987893,2.649635088,0.000000,-134383.866765,836
230.40,28,262914.439141,2.628207536,0.000000,-100248.411173,866
231.13,29,261906.637474,2.618124447,0.000000,-139931.536633,896
231.78,30,259988.602934,2.598916243,0.000000,-132408.841047,926
232.38,31,258390.952215,2.582934679,0.000000,-116355.434597,956
232.78,32,255144.958175,2.550454427,0.000000,-235639.529587,986
233.38,33,252854.180134,2.527534176,0.000000,-131152.934708,1016
233.96,34,251587.696904,2.514865215,0.000000,-132782.334488,1046
234.52,35,250709.256698,2.506074820,0.000000,-149602.351604,1076
235.13,36,249478.991080,2.493755855,0.000000,-112400.171941,1106
235.66,37,248451.061335,2.483479321,0.000000,-175661.915030,1136
235.93,38,247963.549682,2.478601179,0.000000,-89943.185738,1166
236.49,39,246719.914659,2.466145236,0.000000,-107836.535494,1196
236.96,40,245791.812412,2.456874736,0.000000,-65714.643331,1226
237.44,41,245323.825229,2.452186970,0.000000,-96946.639704,1256
237.87,42,245243.895424,2.451393663,0.000000,-75489.545572,1286
238.28,43,244981.474028,2.448772194,0.000000,-83854.897073,1316
238.93,44,244666.282320,2.445618062,0.000000,-69841.229410,1346
239.43,45,244494.385975,2.443899768,0.000000,-76372.514785,1376
239.69,46,244170.641095,2.440661677,0.000000,-65642.898690,1406
240.10,47,243593.476619,2.434893145,0.000000,-79374.364373,1436
240.64,48,242823.258760,2.427176710,0.000000,-106180.664973,1466
241.25,49,242569.712901,2.424640908,0.000000,-85987.678071,1496
241.70,50,242089.650361,2.419843185,0.000000,-90502.500896,1526
242.35,51,241178.400094,2.410724083,0.000000,-127484.644679,1556
242.93,52,240637.321163,2.405312026,0.000000,-56598.908824,1586
243.68,53,240561.003635,2.404550054,0.000000,-62410.937529,1616
244.38,54,240461.614768,2.403557857,0.000000,-44753.244297,1646
244.95,55,240389.855031,2.402841984,0.000000,-68146.348264,1676
245.56,56,240319.259865,2.402137541,0.000000,-41386.828522,1706
246.20,57,240054.860947,2.399490064,0.000000,-52704.829625,1736
246.84,58,239773.563926,2.396672470,0.000000,-74999.420891,1766
247.27,59,239632.313517,2.395259166,0.000000,-43219.178713,1796
247.73,60,239380.220613,2.392738216,0.000000,-44843.501373,1826
248.65,61,239236.600185,2.391312677,0.000000,-46320.716927,1856
249.30,62,238938.846340,2.388326206,0.000000,-48790.578955,1886
249.86,63,238794.781796,2.386900435,0.000000,-42452.982919,1916
250.57,64,238615.887875,2.385096734,0.000000,-43708.080135,1946
251.27,65,238094.860840,2.379887272,0.000000,-44919.450697,1976
251.66,66,237617.016542,2.375103720,0.000000,-50010.756595,2006
252.35,67,236919.289640,2.368127722,0.000000,-43402.185306,2036
252.82,68,236319.978660,2.362128879,0.000000,-52602.446838,2066
253.46,69,236036.922438,2.359307697,0.000000,-41639.811622,2096
254.24,70,235917.905521,2.358118541,0.000000,-57081.136087,2126
254.90,71,235402.478496,2.352964936,0.000000,-46596.022984,2156
255.54,72,235317.898793,2.352127904,0.000000,-43160.077871,2186
256.27,73,235035.734175,2.349307497,0.000000,-30085.632047,2216
256.94,74,234813.930635,2.347073603,0.000000,-33695.357717,2246
257.34,75,234272.199033,2.341660124,0.000000,-63742.552487,2276
257.84,76,234072.577607,2.339665958,0.000000,-36874.167583,2306
258.29,77,233977.696268,2.338715767,0.000000,-51763.857157,2336
258.84,78,233834.082896,2.337286368,0.000000,-45024.335009,2366
259.52,79,233680.206248,2.335735609,0.000000,-45348.080467,2396
260.09,80,233330.532002,2.332242421,0.000000,-39434.773797,2426
260.81,81,233007.286085,2.329011171,0.000000,-36239.047170,2456
261.49,82,232277.940540,2.321711752,0.000000,-37524.803746,2486
262.26,83,232160.843746,2.320526399,0.000000,-30005.116881,2516
262.78,84,231877.012959,2.317696882,0.000000,-36560.731931,2546
263.41,85,231397.870779,2.312913650,0.000000,-41462.031673,2576
263.84,86,230857.606056,2.307508393,0.000000,-30021.294808,2606
264.31,87,230838.477908,2.307317230,0.000000,-29487.328784,2636
264.84,88,230666.066245,2.305595593,0.000000,-31046.254652,2666
265.47,89,230553.628440,2.304467139,0.000000,-32861.969258,2696
266.08,90,230390.697402,2.302832876,0.000000,-33148.439005,2726
