schedule_id,event_index,kind,start_min,end_min,start_time,end_time,duration_min,from_code,to_code,from_ref,to_ref,source_trip_id,energy_consumed_kwh,energy_charged_kwh,source_identifier,source,source_pointer,prepared_source,prepared_source_line,route_code,direction,recorded_soc_before_percent,recorded_soc_after_percent,timing_basis,label,movement_kind
w6_k05_fee5,,wait,1068.0,1072.0,17:48,17:52,,HED_D,HED_D,3127,3127,,,,,,,,,,,,,residual feasible gap,W19,
w6_k05_fee5,,service,1072.0,1097.0,17:52,18:17,,HED_D,PC_5,3127,13215,456,19.8619995,,,,,,,,,,,,L21,
w6_k05_fee5,,deadhead,1097.0,1102.0,18:17,18:22,,PC_5,PARX,13215,13801,,2.8,,,,,,,,,,,earliest feasible return after final anchor,M17,
w6_k15_fee5,,deadhead,320.5,337.0,05:20:30,05:37,,PARX,HED_D,13801,3127,,20.8,,,,,,,,,,,latest feasible departure for first anchor,M1,
w6_k15_fee5,,service,337.0,367.0,05:37,06:07,,HED_D,PC_10,3127,13215,226,21.3279991,,,,,,,,,,,,L1,
w6_k15_fee5,,service,367.0,401.0,06:07,06:41,,PC_10,HED_E,13215,3127,229,22.3409996,,,,,,,,,,,,L2,
w6_k15_fee5,,deadhead,401.0,401.0,06:41,06:41,,HED_E,HED_D,3127,3127,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M2,
w6_k15_fee5,,wait,401.0,417.0,06:41,06:57,,HED_D,HED_D,3127,3127,,,,,,,,,,,,,residual feasible gap,W1,
w6_k15_fee5,,service,417.0,447.0,06:57,07:27,,HED_D,PC_10,3127,13215,234,21.3279991,,,,,,,,,,,,L3,
w6_k15_fee5,,deadhead,447.0,447.0,07:27,07:27,,PC_10,PC_7,13215,13215,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M3,
w6_k15_fee5,,wait,447.0,450.0,07:27,07:30,,PC_7,PC_7,13215,13215,,,,,,,,,,,,,residual feasible gap,W2,
w6_k15_fee5,,service,450.0,474.0,07:30,07:54,,PC_7,GMV_G,13215,7581,586,18.6380005,,,,,,,,,,,,L4,
w6_k15_fee5,,deadhead,474.0,474.0,07:54,07:54,,GMV_G,GMV_H,7581,7581,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M4,
w6_k15_fee5,,wait,474.0,480.0,07:54,08:00,,GMV_H,GMV_H,7581,7581,,,,,,,,,,,,,residual feasible gap,W3,
w6_k15_fee5,,service,480.0,507.0,08:00,08:27,,GMV_H,PC_7,7581,13215,589,18.3059998,,,,,,,,,,,,L5,
w6_k15_fee5,,wait,507.0,510.0,08:27,08:30,,PC_7,PC_7,13215,13215,,,,,,,,,,,,,residual feasible gap,W4,
w6_k15_fee5,,service,510.0,534.0,08:30,08:54,,PC_7,GMV_G,13215,7581,593,18.6380005,,,,,,,,,,,,L6,
w6_k15_fee5,,deadhead,534.0,534.0,08:54,08:54,,GMV_G,GMV_H,7581,7581,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M5,
w6_k15_fee5,,wait,534.0,582.0,08:54,09:42,,GMV_H,GMV_H,7581,7581,,,,,,,,,,,,,residual feasible gap,W5,
w6_k15_fee5,,service,582.0,607.0,09:42,10:07,,GMV_H,PC_7,7581,13215,601,18.3059998,,,,,,,,,,,,L7,
w6_k15_fee5,,wait,607.0,610.0,10:07,10:10,,PC_7,PC_7,13215,13215,,,,,,,,,,,,,residual feasible gap,W6,
w6_k15_fee5,,service,610.0,634.0,10:10,10:34,,PC_7,GMV_G,13215,7581,604,18.6380005,,,,,,,,,,,,L8,
w6_k15_fee5,,deadhead,634.0,634.0,10:34,10:34,,GMV_G,GMV_H,7581,7581,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M6,
w6_k15_fee5,,wait,634.0,642.0,10:34,10:42,,GMV_H,GMV_H,7581,7581,,,,,,,,,,,,,residual feasible gap,W7,
w6_k15_fee5,,service,642.0,667.0,10:42,11:07,,GMV_H,PC_7,7581,13215,607,18.3059998,,,,,,,,,,,,L9,
w6_k15_fee5,,deadhead,667.0,676.0,11:07,11:16,,PC_7,JON_A,13215,13410,,11.6,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M7,
w6_k15_fee5,,charge,676.0,726.0,11:16,12:06,,JON_A,JON_A,13410,13410,,,188.2289987,,,,,,,,,,,C1,
w6_k15_fee5,,wait,726.0,774.0,12:06,12:54,,JON_A,JON_A,13410,13410,,,,,,,,,,,,,residual feasible gap,W8,
w6_k15_fee5,,service,774.0,787.0,12:54,13:07,,JON_A,PC_9,13410,13215,922,12.342,,,,,,,,,,,,L10,
w6_k15_fee5,,deadhead,787.0,787.0,13:07,13:07,,PC_9,PC_7,13215,13215,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M8,
w6_k15_fee5,,wait,787.0,790.0,13:07,13:10,,PC_7,PC_7,13215,13215,,,,,,,,,,,,,residual feasible gap,W9,
w6_k15_fee5,,service,790.0,814.0,13:10,13:34,,PC_7,GMV_G,13215,7581,626,18.6380005,,,,,,,,,,,,L11,
w6_k15_fee5,,deadhead,814.0,814.0,13:34,13:34,,GMV_G,GMV_H,7581,7581,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M9,
w6_k15_fee5,,wait,814.0,822.0,13:34,13:42,,GMV_H,GMV_H,7581,7581,,,,,,,,,,,,,residual feasible gap,W10,
w6_k15_fee5,,service,822.0,847.0,13:42,14:07,,GMV_H,PC_7,7581,13215,629,18.3059998,,,,,,,,,,,,L12,
w6_k15_fee5,,wait,847.0,850.0,14:07,14:10,,PC_7,PC_7,13215,13215,,,,,,,,,,,,,residual feasible gap,W11,
w6_k15_fee5,,service,850.0,875.0,14:10,14:35,,PC_7,GMV_G,13215,7581,632,18.6380005,,,,,,,,,,,,L13,
w6_k15_fee5,,deadhead,875.0,875.0,14:35,14:35,,GMV_G,GMV_H,7581,7581,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M10,
w6_k15_fee5,,wait,875.0,882.0,14:35,14:42,,GMV_H,GMV_H,7581,7581,,,,,,,,,,,,,residual feasible gap,W12,
w6_k15_fee5,,service,882.0,907.0,14:42,15:07,,GMV_H,PC_7,7581,13215,635,18.3059998,,,,,,,,,,,,L14,
w6_k15_fee5,,wait,907.0,910.0,15:07,15:10,,PC_7,PC_7,13215,13215,,,,,,,,,,,,,residual feasible gap,W13,
w6_k15_fee5,,service,910.0,935.0,15:10,15:35,,PC_7,GMV_G,13215,7581,638,18.6380005,,,,,,,,,,,,L15,
w6_k15_fee5,,deadhead,935.0,935.0,15:35,15:35,,GMV_G,GMV_H,7581,7581,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M11,
w6_k15_fee5,,wait,935.0,940.0,15:35,15:40,,GMV_H,GMV_H,7581,7581,,,,,,,,,,,,,residual feasible gap,W14,
w6_k15_fee5,,service,940.0,967.0,15:40,16:07,,GMV_H,PC_7,7581,13215,641,18.3059998,,,,,,,,,,,,L16,
w6_k15_fee5,,deadhead,967.0,982.0,16:07,16:22,,PC_7,HED_D,13215,3127,,20.6,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M12,
w6_k15_fee5,,wait,982.0,1010.0,16:22,16:50,,HED_D,HED_D,3127,3127,,,,,,,,,,,,,residual feasible gap,W15,
w6_k15_fee5,,service,1010.0,1037.0,16:50,17:17,,HED_D,PC_5,3127,13215,447,19.8619995,,,,,,,,,,,,L17,
w6_k15_fee5,,service,1037.0,1068.0,17:17,17:48,,PC_5,HED_E,13215,3127,451,20.1809998,,,,,,,,,,,,L18,
w6_k15_fee5,,deadhead,1068.0,1068.0,17:48,17:48,,HED_E,HED_D,3127,3127,,0.0,,,,,,,,,,,earliest departure after previous fixed anchor; reconstructed,M13,
w6_k15_fee5,,wait,1068.0,1072.0,17:48,17:52,,HED_D,HED_D,3127,3127,,,,,,,,,,,,,residual feasible gap,W16,
w6_k15_fee5,,service,1072.0,1097.0,17:52,18:17,,HED_D,PC_5,3127,13215,456,19.8619995,,,,,,,,,,,,L19,
w6_k15_fee5,,deadhead,1097.0,1102.0,18:17,18:22,,PC_5,PARX,13215,13801,,2.8,,,,,,,,,,,earliest feasible return after final anchor,M14,
