cell_id,scale,selection_replicate,duty_id,grid_index,soc_step,block_min,trip_count,instance_file_sha256,ordered_trip_id_set_sha256,solver_local_trip_index_sha256,ordered_trip_sequence_sha256,duty_ordered_trip_sequence_sha256,local_to_ordered_trip_mapping_json,physics_json,physics_sha256,tariff_sha256,feasible,certificate_certified,certificate_scope,classification,failure_reason,failed_local_from_trip,failed_local_to_trip,failed_ordered_from_trip,failed_ordered_to_trip,physical_replay_status,producer_code_hashes_json
k05_s3,5,3,13305,4,1.0,5,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,"[{""local_trip_id"":1,""ordered_trip_id"":361},{""local_trip_id"":4,""ordered_trip_id"":362},{""local_trip_id"":9,""ordered_trip_id"":366},{""local_trip_id"":14,""ordered_trip_id"":777},{""local_trip_id"":16,""ordered_trip_id"":780},{""local_trip_id"":19,""ordered_trip_id"":781},{""local_trip_id"":22,""ordered_trip_id"":786},{""local_trip_id"":24,""ordered_trip_id"":696},{""local_trip_id"":27,""ordered_trip_id"":697},{""local_trip_id"":29,""ordered_trip_id"":501},{""local_trip_id"":32,""ordered_trip_id"":504},{""local_trip_id"":34,""ordered_trip_id"":600},{""local_trip_id"":36,""ordered_trip_id"":603},{""local_trip_id"":37,""ordered_trip_id"":399},{""local_trip_id"":40,""ordered_trip_id"":402},{""local_trip_id"":41,""ordered_trip_id"":405},{""local_trip_id"":44,""ordered_trip_id"":409},{""local_trip_id"":48,""ordered_trip_id"":276},{""local_trip_id"":51,""ordered_trip_id"":279},{""local_trip_id"":56,""ordered_trip_id"":285},{""local_trip_id"":58,""ordered_trip_id"":938},{""local_trip_id"":61,""ordered_trip_id"":941},{""local_trip_id"":64,""ordered_trip_id"":942},{""local_trip_id"":67,""ordered_trip_id"":945},{""local_trip_id"":69,""ordered_trip_id"":732},{""local_trip_id"":73,""ordered_trip_id"":733},{""local_trip_id"":75,""ordered_trip_id"":734},{""local_trip_id"":78,""ordered_trip_id"":735},{""local_trip_id"":79,""ordered_trip_id"":736},{""local_trip_id"":82,""ordered_trip_id"":737}]","{""block_min"":5,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":1.0}",918519d70d1f824506dc1e55add70efbb637d8c3998e672c68b24e4cdd068ebd,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,True,True,optimal_discretized_charging_for_fixed_trip_sequence,representable_in_named_grid,,,,,,validated,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13308,0,15.0,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,"[{""local_trip_id"":3,""ordered_trip_id"":225},{""local_trip_id"":5,""ordered_trip_id"":882},{""local_trip_id"":7,""ordered_trip_id"":774},{""local_trip_id"":10,""ordered_trip_id"":203},{""local_trip_id"":17,""ordered_trip_id"":374},{""local_trip_id"":20,""ordered_trip_id"":378},{""local_trip_id"":26,""ordered_trip_id"":252},{""local_trip_id"":28,""ordered_trip_id"":385},{""local_trip_id"":45,""ordered_trip_id"":621},{""local_trip_id"":46,""ordered_trip_id"":625},{""local_trip_id"":50,""ordered_trip_id"":628},{""local_trip_id"":52,""ordered_trip_id"":631},{""local_trip_id"":55,""ordered_trip_id"":284},{""local_trip_id"":57,""ordered_trip_id"":291},{""local_trip_id"":63,""ordered_trip_id"":833},{""local_trip_id"":65,""ordered_trip_id"":836},{""local_trip_id"":68,""ordered_trip_id"":442},{""local_trip_id"":76,""ordered_trip_id"":449},{""local_trip_id"":80,""ordered_trip_id"":954},{""local_trip_id"":85,""ordered_trip_id"":957},{""local_trip_id"":87,""ordered_trip_id"":656},{""local_trip_id"":90,""ordered_trip_id"":660},{""local_trip_id"":94,""ordered_trip_id"":335},{""local_trip_id"":98,""ordered_trip_id"":340},{""local_trip_id"":102,""ordered_trip_id"":668},{""local_trip_id"":107,""ordered_trip_id"":671},{""local_trip_id"":109,""ordered_trip_id"":974},{""local_trip_id"":110,""ordered_trip_id"":975},{""local_trip_id"":112,""ordered_trip_id"":976},{""local_trip_id"":115,""ordered_trip_id"":977},{""local_trip_id"":116,""ordered_trip_id"":349}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":15.0}",931d6eb0036865f6cd361a1548724af236f47f28f087be1ece6e6e3b24eba408,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,False,False,fixed_trip_sequence_infeasible_or_unreachable,deterministically_nonrepresentable_in_named_grid,no fixed-duty transition 87->90,87,90,656,660,not_available,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13308,1,5.0,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,"[{""local_trip_id"":3,""ordered_trip_id"":225},{""local_trip_id"":5,""ordered_trip_id"":882},{""local_trip_id"":7,""ordered_trip_id"":774},{""local_trip_id"":10,""ordered_trip_id"":203},{""local_trip_id"":17,""ordered_trip_id"":374},{""local_trip_id"":20,""ordered_trip_id"":378},{""local_trip_id"":26,""ordered_trip_id"":252},{""local_trip_id"":28,""ordered_trip_id"":385},{""local_trip_id"":45,""ordered_trip_id"":621},{""local_trip_id"":46,""ordered_trip_id"":625},{""local_trip_id"":50,""ordered_trip_id"":628},{""local_trip_id"":52,""ordered_trip_id"":631},{""local_trip_id"":55,""ordered_trip_id"":284},{""local_trip_id"":57,""ordered_trip_id"":291},{""local_trip_id"":63,""ordered_trip_id"":833},{""local_trip_id"":65,""ordered_trip_id"":836},{""local_trip_id"":68,""ordered_trip_id"":442},{""local_trip_id"":76,""ordered_trip_id"":449},{""local_trip_id"":80,""ordered_trip_id"":954},{""local_trip_id"":85,""ordered_trip_id"":957},{""local_trip_id"":87,""ordered_trip_id"":656},{""local_trip_id"":90,""ordered_trip_id"":660},{""local_trip_id"":94,""ordered_trip_id"":335},{""local_trip_id"":98,""ordered_trip_id"":340},{""local_trip_id"":102,""ordered_trip_id"":668},{""local_trip_id"":107,""ordered_trip_id"":671},{""local_trip_id"":109,""ordered_trip_id"":974},{""local_trip_id"":110,""ordered_trip_id"":975},{""local_trip_id"":112,""ordered_trip_id"":976},{""local_trip_id"":115,""ordered_trip_id"":977},{""local_trip_id"":116,""ordered_trip_id"":349}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":5.0}",16db79eadfbcd99825f93445f3831c81267ce1f11a4c96d1dca68e07fbbe941d,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,False,False,fixed_trip_sequence_infeasible_or_unreachable,deterministically_nonrepresentable_in_named_grid,no fixed-duty transition 115->116,115,116,977,349,not_available,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13308,2,2.5,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,"[{""local_trip_id"":3,""ordered_trip_id"":225},{""local_trip_id"":5,""ordered_trip_id"":882},{""local_trip_id"":7,""ordered_trip_id"":774},{""local_trip_id"":10,""ordered_trip_id"":203},{""local_trip_id"":17,""ordered_trip_id"":374},{""local_trip_id"":20,""ordered_trip_id"":378},{""local_trip_id"":26,""ordered_trip_id"":252},{""local_trip_id"":28,""ordered_trip_id"":385},{""local_trip_id"":45,""ordered_trip_id"":621},{""local_trip_id"":46,""ordered_trip_id"":625},{""local_trip_id"":50,""ordered_trip_id"":628},{""local_trip_id"":52,""ordered_trip_id"":631},{""local_trip_id"":55,""ordered_trip_id"":284},{""local_trip_id"":57,""ordered_trip_id"":291},{""local_trip_id"":63,""ordered_trip_id"":833},{""local_trip_id"":65,""ordered_trip_id"":836},{""local_trip_id"":68,""ordered_trip_id"":442},{""local_trip_id"":76,""ordered_trip_id"":449},{""local_trip_id"":80,""ordered_trip_id"":954},{""local_trip_id"":85,""ordered_trip_id"":957},{""local_trip_id"":87,""ordered_trip_id"":656},{""local_trip_id"":90,""ordered_trip_id"":660},{""local_trip_id"":94,""ordered_trip_id"":335},{""local_trip_id"":98,""ordered_trip_id"":340},{""local_trip_id"":102,""ordered_trip_id"":668},{""local_trip_id"":107,""ordered_trip_id"":671},{""local_trip_id"":109,""ordered_trip_id"":974},{""local_trip_id"":110,""ordered_trip_id"":975},{""local_trip_id"":112,""ordered_trip_id"":976},{""local_trip_id"":115,""ordered_trip_id"":977},{""local_trip_id"":116,""ordered_trip_id"":349}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":2.5}",9f18294c5836cfa2bcd50d764cf611e02bffcc288ff550648a2a852f399958aa,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,True,True,optimal_discretized_charging_for_fixed_trip_sequence,representable_in_named_grid,,,,,,validated,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13413,0,15.0,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,"[{""local_trip_id"":12,""ordered_trip_id"":19},{""local_trip_id"":21,""ordered_trip_id"":32},{""local_trip_id"":31,""ordered_trip_id"":45},{""local_trip_id"":35,""ordered_trip_id"":58},{""local_trip_id"":39,""ordered_trip_id"":71},{""local_trip_id"":43,""ordered_trip_id"":86},{""local_trip_id"":47,""ordered_trip_id"":99},{""local_trip_id"":53,""ordered_trip_id"":112},{""local_trip_id"":59,""ordered_trip_id"":125},{""local_trip_id"":72,""ordered_trip_id"":140},{""local_trip_id"":83,""ordered_trip_id"":153},{""local_trip_id"":91,""ordered_trip_id"":164},{""local_trip_id"":96,""ordered_trip_id"":173},{""local_trip_id"":105,""ordered_trip_id"":182},{""local_trip_id"":113,""ordered_trip_id"":189}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":15.0}",931d6eb0036865f6cd361a1548724af236f47f28f087be1ece6e6e3b24eba408,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,False,False,fixed_trip_sequence_infeasible_or_unreachable,deterministically_nonrepresentable_in_named_grid,no fixed-duty transition 47->53,47,53,99,112,not_available,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13413,1,5.0,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,"[{""local_trip_id"":12,""ordered_trip_id"":19},{""local_trip_id"":21,""ordered_trip_id"":32},{""local_trip_id"":31,""ordered_trip_id"":45},{""local_trip_id"":35,""ordered_trip_id"":58},{""local_trip_id"":39,""ordered_trip_id"":71},{""local_trip_id"":43,""ordered_trip_id"":86},{""local_trip_id"":47,""ordered_trip_id"":99},{""local_trip_id"":53,""ordered_trip_id"":112},{""local_trip_id"":59,""ordered_trip_id"":125},{""local_trip_id"":72,""ordered_trip_id"":140},{""local_trip_id"":83,""ordered_trip_id"":153},{""local_trip_id"":91,""ordered_trip_id"":164},{""local_trip_id"":96,""ordered_trip_id"":173},{""local_trip_id"":105,""ordered_trip_id"":182},{""local_trip_id"":113,""ordered_trip_id"":189}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":5.0}",16db79eadfbcd99825f93445f3831c81267ce1f11a4c96d1dca68e07fbbe941d,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,False,False,fixed_trip_sequence_infeasible_or_unreachable,deterministically_nonrepresentable_in_named_grid,no fixed-duty transition 47->53,47,53,99,112,not_available,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13413,2,2.5,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,"[{""local_trip_id"":12,""ordered_trip_id"":19},{""local_trip_id"":21,""ordered_trip_id"":32},{""local_trip_id"":31,""ordered_trip_id"":45},{""local_trip_id"":35,""ordered_trip_id"":58},{""local_trip_id"":39,""ordered_trip_id"":71},{""local_trip_id"":43,""ordered_trip_id"":86},{""local_trip_id"":47,""ordered_trip_id"":99},{""local_trip_id"":53,""ordered_trip_id"":112},{""local_trip_id"":59,""ordered_trip_id"":125},{""local_trip_id"":72,""ordered_trip_id"":140},{""local_trip_id"":83,""ordered_trip_id"":153},{""local_trip_id"":91,""ordered_trip_id"":164},{""local_trip_id"":96,""ordered_trip_id"":173},{""local_trip_id"":105,""ordered_trip_id"":182},{""local_trip_id"":113,""ordered_trip_id"":189}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":2.5}",9f18294c5836cfa2bcd50d764cf611e02bffcc288ff550648a2a852f399958aa,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,False,False,fixed_trip_sequence_infeasible_or_unreachable,deterministically_nonrepresentable_in_named_grid,no fixed-duty transition 53->59,53,59,112,125,not_available,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13413,3,1.0,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,"[{""local_trip_id"":12,""ordered_trip_id"":19},{""local_trip_id"":21,""ordered_trip_id"":32},{""local_trip_id"":31,""ordered_trip_id"":45},{""local_trip_id"":35,""ordered_trip_id"":58},{""local_trip_id"":39,""ordered_trip_id"":71},{""local_trip_id"":43,""ordered_trip_id"":86},{""local_trip_id"":47,""ordered_trip_id"":99},{""local_trip_id"":53,""ordered_trip_id"":112},{""local_trip_id"":59,""ordered_trip_id"":125},{""local_trip_id"":72,""ordered_trip_id"":140},{""local_trip_id"":83,""ordered_trip_id"":153},{""local_trip_id"":91,""ordered_trip_id"":164},{""local_trip_id"":96,""ordered_trip_id"":173},{""local_trip_id"":105,""ordered_trip_id"":182},{""local_trip_id"":113,""ordered_trip_id"":189}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":1.0}",509213c66cdbab9a61dcda5c58c555aef76aee3e2ff9672ed7a9a5c24614db48,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,False,False,fixed_trip_sequence_infeasible_or_unreachable,deterministically_nonrepresentable_in_named_grid,no fixed-duty transition 53->59,53,59,112,125,not_available,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13413,4,1.0,5,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,"[{""local_trip_id"":12,""ordered_trip_id"":19},{""local_trip_id"":21,""ordered_trip_id"":32},{""local_trip_id"":31,""ordered_trip_id"":45},{""local_trip_id"":35,""ordered_trip_id"":58},{""local_trip_id"":39,""ordered_trip_id"":71},{""local_trip_id"":43,""ordered_trip_id"":86},{""local_trip_id"":47,""ordered_trip_id"":99},{""local_trip_id"":53,""ordered_trip_id"":112},{""local_trip_id"":59,""ordered_trip_id"":125},{""local_trip_id"":72,""ordered_trip_id"":140},{""local_trip_id"":83,""ordered_trip_id"":153},{""local_trip_id"":91,""ordered_trip_id"":164},{""local_trip_id"":96,""ordered_trip_id"":173},{""local_trip_id"":105,""ordered_trip_id"":182},{""local_trip_id"":113,""ordered_trip_id"":189}]","{""block_min"":5,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":1.0}",918519d70d1f824506dc1e55add70efbb637d8c3998e672c68b24e4cdd068ebd,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,True,True,optimal_discretized_charging_for_fixed_trip_sequence,representable_in_named_grid,,,,,,validated,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
k05_s3,5,3,13414,0,15.0,10,125,4a783b4f96ec47e28a693b921d51a4453ecfb1107d8c181a7739f42c41fd8500,cda19abd3781818d58246ead5c9c056ed1f700cedb2c0fa611157104251bc28d,412d8c9efa78943b471bf0a5b89a5ee9a0d88709908462406472e96e73693ceb,1c6f5f781dbf75d3fb5415863eb14ccf2270f659eac9524ce12d9b00ae3fc77c,b591009977b72b269bc6f903f4e58b8a376efb8646da5212e6c9845829ec2862,"[{""local_trip_id"":15,""ordered_trip_id"":23},{""local_trip_id"":25,""ordered_trip_id"":36},{""local_trip_id"":33,""ordered_trip_id"":49},{""local_trip_id"":38,""ordered_trip_id"":68},{""local_trip_id"":42,""ordered_trip_id"":81},{""local_trip_id"":49,""ordered_trip_id"":100},{""local_trip_id"":54,""ordered_trip_id"":113},{""local_trip_id"":60,""ordered_trip_id"":126},{""local_trip_id"":71,""ordered_trip_id"":139},{""local_trip_id"":84,""ordered_trip_id"":154},{""local_trip_id"":92,""ordered_trip_id"":165},{""local_trip_id"":101,""ordered_trip_id"":178}]","{""block_min"":10,""charge_kw"":300.0,""g_kwh"":300.0,""reserve_kwh"":0.0,""soc_step"":15.0}",931d6eb0036865f6cd361a1548724af236f47f28f087be1ece6e6e3b24eba408,1f51f2e1f6ca303838ebaaf6272a28ff2d6bbee97146cb04d330e10f191f8200,True,True,optimal_discretized_charging_for_fixed_trip_sequence,representable_in_named_grid,,,,,,validated,"{""src/audit_scale_ladder_known_membership.py"":""42f1206e6cf2ca73427b2e367d6e408a65c6400ceb930044433ad4128166acd9"",""src/build_scale_ladder_membership_v2.py"":""8a28281ad9405bc0befcbda4591ba7e3d92c362790c3789aee9e6658b8bce953"",""src/expanded_path_realization.py"":""c952a312bf93f1ea38e21968fc4d1bbf5d30831be66faa521a4ccf6358ef3008"",""src/fixed_duty_expanded_optimizer.py"":""c461955bf7c7137d0cd7333fddb397ab8d0da67491d38e93a0751f61b6397cbb"",""src/rerealize_routes.py"":""aeee15ea0ed6587dcbc5d20eca7567f13dccafd2840340fc726ed75c74a73472""}"
