schema,cell_id,scale,selection_replicate,duty_id,trip_count,instance_file_sha256,duty_ordered_trip_sequence_sha256,known_partition_continuously_feasible,known_partition_in_primary_expanded_space,fixed_sequence_pricing_certified,first_feasible_soc_step,first_feasible_block_min,nonrepresentability_reason,grid_outcome_count,v1_parity_verified,trip_identity_schema
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13319,27,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,5e89d69b91afd3b597c1d04f392b386c87ed396e165f8c9e49a452aab006dc2e,True,False,False,,,no fixed-duty transition 532->540;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13320,16,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,10f2cba613eb52d3698847d9f3226b2ee645739586dcab7b0f581e8854faa372,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13323,8,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,6417017ba38dc24b35cbe87c27d8128c938ede3921293c23a72f2ad948e4e09d,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13324muw,17,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,02319c6cf2e9606848eb26dffbe4f0d08f465b4d710e9a708b04542097733bc5,True,False,False,,,no fixed-duty transition 232->243;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13325,42,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,727e0559412efe018e12916f4f306f5d8cb96485f2570c39ef520e5ef28adbf0,True,False,False,,,no fixed-duty transition 257->271;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13401,12,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,fb081e5b4f9e108d78f71ff74ea2b759d21de2e49e45cfb5132bab4555eb615e,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13402,17,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,a2ef21ed819ac58e0609917c779c0994caf18bae110226c8b91f196cd928d912,True,False,False,,,no fixed-duty transition 336->384;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13403,14,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,4a1b851c743ecb23dfac34686192ea00bce82f719341df599765f48c79296488,True,False,False,,,no fixed-duty transition 370->425;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13406,14,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,352e0d8eca2de5341bc7e7e2b00acad7851d2b5eebf64bb4cfeaf610652c5b88,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13407,17,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,bb2c6104f753e4d92fa6e025a521e375f9d6f275e66a3a72de47e505d57616bf,True,False,False,,,no fixed-duty transition 527->551;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13408,11,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,088748acfa33d194fa44e6809e6bf829b4230475cb2988ba9e708ce0bf18a874,True,False,False,,,no fixed-duty transition 220->253;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13409,17,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 226->260;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13410,15,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,69df504180bcbcb9d928f42e91f3b2c752b6a6fe7469f149961b907b6a6514ce,True,False,False,,,no fixed-duty transition 310->350;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13411,14,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 302->341;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13412,15,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,5108808dce1a46f649b30388164c5110618d6ffa14ba372b9fbb88e0fc475898,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13413,15,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 283->320;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13414,12,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,b591009977b72b269bc6f903f4e58b8a376efb8646da5212e6c9845829ec2862,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13301,36,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,7987d941cd051a7d32a09d65a210b82201e16d3e98ee40c6b9123449ed4fab1d,True,False,False,,,no fixed-duty transition 594->621;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13302,50,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,9af66f188ade30370a63a3983b6727b0e03fae59f0159dd0f1bfe47c9e76c3f1,True,False,False,,,no fixed-duty transition 246->256;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13303,54,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,e6d0520fc61bfd5eb67c85ad1a19636d4f3058b0a4ed433965de31707ab3d27c,True,False,False,,,no fixed-duty transition 254->264;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13304,37,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,eb3931d1e3fa96f1ca4a74b832443b86ea33e4523a946f4715a8778bf6c6217c,True,False,False,,,no fixed-duty transition 804->812;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13305,30,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,True,False,False,,,no fixed-duty transition 268->295;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13306,30,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,5d3fbd1bf00c639d98bc0194e24f6166a31ad823fb44602e8ba407669ab2d2d2,True,False,False,,,no fixed-duty transition 245->266;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13307,15,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,88cc8916a79c7e530872d2076ca8636351b6cde70cf104896590df82c959c451,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13308,31,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,True,False,False,,,no fixed-duty transition 703->732;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13309,22,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,d1d03c5f788c10f4a8d78a5647fd277f90a3594006fbe250eca27867565655a4,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13310,24,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,dcfe4d18847b249928320cf3a081c134eed6730aed99fa38fc738ff43225c583,True,False,False,,,no fixed-duty transition 349->364;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13311,14,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,93eb9b821c357d7c7aa435b98735aa2f7255989c32462fcae9f55cefc97eeb92,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13312,46,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,10dc1848d202a33e101f933d2b8079537f5c7b9e1c5d21ec59e78c0d2c743263,True,False,False,,,no fixed-duty transition 337->358;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13313,37,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,70081a1801675760397f7d8f930f77f0e47842b44f4e5a39444cb289f42f1fb1,True,False,False,,,no fixed-duty transition 357->369;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13314,16,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 616->648;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13315,31,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,ea62524e437aa09f55fdb5145d553719c277ffd365c2a6c0f6a239cc255dd85a,True,False,False,,,no fixed-duty transition 277->287;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13316uwt,21,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,4dcd4a0648f081669dcbfb4fe995edb34da35e9d0d3f5fb57b1501dd8cf81b21,True,False,False,,,no fixed-duty transition 602->628;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13317,37,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,9227b81028d9e24dade2a5fcc5ec44283e47673ad7ec148dfd961f55d067afbc,True,False,False,,,no fixed-duty transition 330->352;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13318,33,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,504a5e997600b0a554fbe023a89ac8f3978a8b9c5afce521c8fcec8029b08640,True,False,False,,,no fixed-duty transition 651->686;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13319,27,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,5e89d69b91afd3b597c1d04f392b386c87ed396e165f8c9e49a452aab006dc2e,True,False,False,,,no fixed-duty transition 778->792;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13320,16,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,10f2cba613eb52d3698847d9f3226b2ee645739586dcab7b0f581e8854faa372,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13321,22,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,46f2362ba94594407c036359b0919a1d82bce7f286982820b31c72ec972d2939,True,False,False,,,no fixed-duty transition 908->919;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13322,26,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,e4a831817da57ac646d13e696f3928d5934a2fb4d445c13d71177e34c8740675,True,False,False,,,no fixed-duty transition 353->373;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13323,8,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,6417017ba38dc24b35cbe87c27d8128c938ede3921293c23a72f2ad948e4e09d,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13324t,18,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,9e85bf42f49f9d6181b51de24d8c5829acb5f82ca4cbf2e6264631da1b0330ab,True,False,False,,,no fixed-duty transition 340->355;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13325,42,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,727e0559412efe018e12916f4f306f5d8cb96485f2570c39ef520e5ef28adbf0,True,False,False,,,no fixed-duty transition 372->399;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13326,21,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,0a5ad539fafae8419632af9f0cc2a8c7a0e6909051b34d592303d25f97622ab3,True,False,False,,,no fixed-duty transition 422->444;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13401,12,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,fb081e5b4f9e108d78f71ff74ea2b759d21de2e49e45cfb5132bab4555eb615e,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13402,17,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,a2ef21ed819ac58e0609917c779c0994caf18bae110226c8b91f196cd928d912,True,False,False,,,no fixed-duty transition 499->568;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13403,14,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,4a1b851c743ecb23dfac34686192ea00bce82f719341df599765f48c79296488,True,False,False,,,no fixed-duty transition 547->625;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13404,17,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,d0a70aff5e47cb3e0cfa93a1f8cee017de70d0aa434e45d5a482b1fbdd95716a,True,False,False,,,no fixed-duty transition 397->450;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13405,13,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,238ede6c93534f42780498e601110ef27dc124ead38464dc96483a89e2050638,True,False,False,,,no fixed-duty transition 285->335;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13406,14,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,352e0d8eca2de5341bc7e7e2b00acad7851d2b5eebf64bb4cfeaf610652c5b88,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13407,17,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,bb2c6104f753e4d92fa6e025a521e375f9d6f275e66a3a72de47e505d57616bf,True,False,False,,,no fixed-duty transition 771->808;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13408,11,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,088748acfa33d194fa44e6809e6bf829b4230475cb2988ba9e708ce0bf18a874,True,False,False,,,no fixed-duty transition 319->368;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13409,17,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 329->377;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13410,15,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,69df504180bcbcb9d928f42e91f3b2c752b6a6fe7469f149961b907b6a6514ce,True,False,False,,,no fixed-duty transition 461->520;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13411,14,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 447->504;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13412,15,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,5108808dce1a46f649b30388164c5110618d6ffa14ba372b9fbb88e0fc475898,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13413,15,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 417->474;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k40_s2,40,2,13414,12,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,b591009977b72b269bc6f903f4e58b8a376efb8646da5212e6c9845829ec2862,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
