VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5502.0,1.0,13329,,7:40,8:01,6480,,0.21,0.0,96.8202133,,11.706,23.4120007,87.0248108,,216
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,1.0,PC_10,13215.0,19:42,20:16,HED_E,3127.0,0.34,0.0,25.3119411,,11.168,22.3409996,15.964632,,337
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,2.0,HED_D,3127.0,20:43,21:12,PC_10,13215.0,0.29,0.0,69.2812347,,10.664,21.3279991,60.3577538,,342
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,1.0,PC_10,13215.0,21:42,22:14,HED_E,3127.0,0.32,0.0,49.9262581,,11.168,22.3409996,40.578949,,345
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,2.0,HED_D,3127.0,22:43,23:12,PC_10,13215.0,0.29,0.0,87.0918121,,10.664,21.3279991,78.168335,,350
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,1.0,PC_10,13215.0,24:12,24:41,HED_E,3127.0,0.29,0.0,57.3053474,,11.168,22.3409996,47.9580383,,355
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,2.0,HED_D,3127.0,25:01,25:27,PC_10,13215.0,0.26,0.0,81.2086487,,10.664,21.3279991,72.2851715,,358
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5510.0,1.0,PC_10,13215.0,25:27,25:42,1310,,0.15,0.0,72.2851715,,5.692,11.3889999,67.5201035,,359
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,1.0,PC_5,13215.0,8:17,8:49,HED_E,3127.0,0.32,0.0,80.2447586,,10.088,20.1809998,71.8011703,,384
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,2.0,HED_D,3127.0,8:52,9:17,PC_5,13215.0,0.25,0.0,71.7586365,,9.931,19.8619995,63.4485245,,388
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,1.0,PC_5,13215.0,9:57,10:28,HED_E,3127.0,0.31,0.0,72.7849884,,10.088,20.1809998,64.3414078,,395
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,2.0,HED_D,3127.0,10:33,10:57,PC_5,13215.0,0.24,0.0,64.2974701,,9.931,19.8619995,55.9873581,,398
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,1.0,PC_5,13215.0,12:17,12:48,HED_E,3127.0,0.31,0.0,72.4570694,,10.088,20.1809998,64.0134964,,410
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,2.0,HED_D,3127.0,12:52,13:17,PC_5,13215.0,0.25,0.0,63.9702568,,9.931,19.8619995,55.6601448,,414
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,1.0,PC_5,13215.0,13:17,13:48,HED_E,3127.0,0.31,0.0,55.6601448,,10.088,20.1809998,47.2165642,,417
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,2.0,HED_D,3127.0,13:50,14:17,PC_5,13215.0,0.27,0.0,47.1747284,,9.931,19.8619995,38.8646164,,420
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,1.0,PC_5,13215.0,14:17,14:48,HED_E,3127.0,0.31,0.0,38.8646164,,10.088,20.1809998,30.4210339,,423
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,2.0,HED_D,3127.0,14:50,15:17,PC_5,13215.0,0.27,0.0,30.3791962,,9.931,19.8619995,22.0690823,,426
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,1.0,PC_5,13215.0,16:57,17:28,HED_E,3127.0,0.31,0.0,41.927536,,10.088,20.1809998,33.4839554,,448
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5513.0,2.0,HED_D,3127.0,17:30,17:57,PC_5,13215.0,0.27,0.0,33.4421158,,9.931,19.8619995,25.1320038,,453
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5514.0,1.0,PC_6,13215.0,15:57,16:24,ÖS_J,7880.0,0.27,0.0,35.1576767,,8.581,17.1669998,27.9751339,,535
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5514.0,2.0,ÖS_H,7880.0,16:34,16:57,PC_6,13215.0,0.23,0.0,48.793354,,8.205,16.4099998,41.927536,,538
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,2.0,PC_7,13215.0,9:17,9:34,JON_B,13410.0,0.17,0.0,63.4485245,,5.137,10.2790003,59.1478653,,795
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,1.0,JON_A,13410.0,9:45,9:57,PC_7,13215.0,0.12,0.0,77.0802078,,5.133,10.2659998,72.7849884,,798
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,2.0,PC_7,13215.0,10:57,11:14,JON_B,13410.0,0.17,0.0,55.9873581,,5.137,10.2790003,51.6867027,,805
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,1.0,JON_A,13410.0,11:25,11:37,PC_7,13215.0,0.12,0.0,70.3427048,,5.133,10.2659998,66.0474854,,808
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,2.0,PC_7,13215.0,11:37,11:54,JON_B,13410.0,0.17,0.0,66.0474854,,5.137,10.2790003,61.7468224,,809
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,2.0,PC_7,13215.0,15:17,15:34,JON_B,13410.0,0.17,0.0,22.0690823,,5.137,10.2790003,17.7684269,,831
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,1.0,JON_A,13410.0,15:45,15:57,PC_7,13215.0,0.12,0.0,39.4528961,,5.133,10.2659998,35.1576767,,834
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,2.0,PC_7,13215.0,17:57,18:14,JON_B,13410.0,0.17,0.0,25.1320038,,5.137,10.2790003,20.8313465,,847
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,1.0,JON_A,13410.0,18:25,18:37,PC_7,13215.0,0.12,0.0,42.1945839,,5.133,10.2659998,37.8993645,,850
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5518.0,2.0,PC_7,13215.0,18:37,18:54,JON_B,13410.0,0.17,0.0,37.8993645,,5.137,10.2790003,33.5987091,,851
13325,PARX,7:25,25:59,PARX,18.34,354.526,PARX,Regular,5519.0,1.0,JON_A,13410.0,12:04,12:17,PC_9,13215.0,0.13,0.0,77.6208725,,6.171,12.342,72.4570694,,918
