VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,6:18,7:14,4808,,0.56,0.07,88.1576691,,20.865,41.7299995,70.5083694,,16
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,7:21,8:21,2190,,1.0,0.08,82.1283264,,21.25,42.5,64.1533585,,29
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,8:40,9:39,4808,,0.59,0.05,81.8432007,,20.865,41.7299995,64.1939011,,44
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,9:44,10:39,2190,,0.55,0.0,74.0059814,,21.25,42.5,56.0310135,,57
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,10:49,11:47,4808,,0.58,0.07,73.9019547,,20.865,41.7299995,56.2526512,,70
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,11:54,12:49,2190,,0.55,0.0,70.4483948,,21.25,42.5,52.4734306,,83
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,13:01,13:59,4808,,0.58,0.07,74.4958725,,20.865,41.7299995,56.8465767,,96
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,14:06,15:02,2190,,0.56,0.0,70.9847107,,21.25,42.5,53.0097504,,109
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,15:09,16:11,4808,,1.02,0.07,65.2204208,,20.865,41.7299995,47.5711212,,122
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,16:18,17:17,2190,,0.59,0.04,62.3188477,,21.25,42.5,44.3438873,,136
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,17:32,18:30,4808,,0.58,0.0,65.2503815,,20.865,41.7299995,47.6010818,,150
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,21:36,22:28,2190,,0.52,0.0,96.7010651,,21.25,42.5,78.7261047,,185
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,23:10,24:01,4808,,0.51,0.05,78.5287323,,20.865,41.7299995,60.8794327,,194
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,2.0,4808,,24:06,24:56,2190,,0.5,0.0,70.8604355,,21.25,42.5,52.8854713,,199
13410,PARX,5:52,26:03,PARX,20.05,342.77,PARX,Regular,5021.0,1.0,2190,,25:03,25:53,4808,,0.5,0.0,65.1021729,,20.865,41.7299995,47.452877,,202
