campaign,stage,path,new_path,sha256,payload_sha256,buses,fleet_bound,fleet_proven,physical_replay_validated,runtime_s,status_name,final,certified_rc_optimal,stop_reason,wall_s
compact_large_seed_20260914,mip,/home/nc437/ladder-lite/compact_large_seed_20260914/cases/c2_k20_core512_mip/mip_result.json,True,abce14e52e8a6be7a9e12e403a88e1f4fcd56b9a0336cb03660dcd1592665466,abce14e52e8a6be7a9e12e403a88e1f4fcd56b9a0336cb03660dcd1592665466,21,20.000000000000078,False,True,12604.304876804352,TIME_LIMIT,{},,,
chain_extension_20260914,mip,/home/nc437/ladder-lite/chain_extension_20260914/cases/w6_k28/mip/188004_r0/result.json,True,9715b2c2f7934b29f3f491d1f5d6cfc41070cff520cf3b08bb609792cc48bf06,9715b2c2f7934b29f3f491d1f5d6cfc41070cff520cf3b08bb609792cc48bf06,28,28.0,True,True,3607.255992412567,TIME_LIMIT,{},,,
chain_extension_20260914,cg,/home/nc437/ladder-lite/chain_extension_20260914/cases/w4_k27/cg.json,True,,eca89fdfc9904700328e4624fe32e1287aa0f597b66eec7bbb7190ddeb948caf,,,,,,,"{'iter': 326, 'attempt_iter': 326, 'lp_obj': 2701152.225103824, 'route_weight': 26.999999999999908, 'artificials': 0.0, 'min_rc': -0.0032610351407922344, 'max_row_violation': 7.562839243746566e-13, 'max_bound_violation': 3.6309844020365745e-13}",False,wall_limit,14394.906174339354
