duty_id,event_index,kind,start_min,end_min,start_time,end_time,duration_min,from_code,to_code,from_ref,to_ref,source_trip_id,energy_consumed_kwh,energy_charged_kwh,source_identifier,source,source_pointer,prepared_source,prepared_source_line,route_code,direction,recorded_soc_before_percent,recorded_soc_after_percent,timing_basis,movement_kind
13320,16,wait,576,582,09:36,09:42,6,GMV_H,GMV_H,7581,7581,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1225–1226,,,,,53.1429634,53.1387787,interval between adjacent recorded activities at same place,
13320,17,service,582,607,09:42,10:07,25,GMV_H,PC_7,7581,13215,601,18.3059998,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1226:X1226,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1226,5515.0,2.0,53.1387787,45.4796867,recorded GIRO clock interval,
13320,18,wait,607,610,10:07,10:10,3,PC_7,PC_7,13215,13215,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1226–1227,,,,,45.4796867,45.4775963,interval between adjacent recorded activities at same place,
13320,19,service,610,634,10:10,10:34,24,PC_7,GMV_G,13215,7581,604,18.6380005,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1227:X1227,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1227,5515.0,1.0,45.4775963,37.6795959,recorded GIRO clock interval,
13320,20,deadhead,634,636,10:34,10:36,2,GMV_G,GMV_H,7581,7581,,0.5,0.0,Deadhead,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1228:X1228,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1228,,,37.6795959,37.4704018,recorded GIRO clock interval,deadhead
13320,21,wait,636,642,10:36,10:42,6,GMV_H,GMV_H,7581,7581,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1228–1229,,,,,37.4704018,37.4662132,interval between adjacent recorded activities at same place,
13320,22,service,642,667,10:42,11:07,25,GMV_H,PC_7,7581,13215,607,18.3059998,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1229:X1229,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1229,5515.0,2.0,37.4662132,29.8071213,recorded GIRO clock interval,
13320,23,deadhead,667,672,11:07,11:12,5,PC_7,PARX,13215,13801,,2.79999995,0.0,Pull-in,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1230:X1230,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1230,,,29.8071213,28.6356201,recorded GIRO clock interval,pull_in
13320,24,prep,672,675,11:12,11:15,3,PARX,PARX,13801,13801,,,0.0,Prep-in,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1231:X1231,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1231,,,28.6356201,28.6356201,recorded GIRO clock interval,
13320,25,charge,675,780,11:15,13:00,105,PARX,PARX,13801,13801,,,105.0,Recharge,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1232:X1232,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1232,,,28.6356201,72.5668335,recorded GIRO clock interval,
13320,26,wait,780,948,13:00,15:48,168,PARX,PARX,13801,13801,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1232–1233,,,,,72.5668335,72.5668335,interval between adjacent recorded activities at same place,
13320,27,prep,948,955,15:48,15:55,7,PARX,PARX,13801,13801,,,0.0,Prep-out,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1233:X1233,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1233,,,72.5668335,72.5668335,recorded GIRO clock interval,
13320,28,deadhead,955,975,15:55,16:15,20,PARX,HED_D,13801,3127,,20.7999992,0.0,Pull-out,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1234:X1234,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1234,,,72.5668335,63.8642654,recorded GIRO clock interval,pull_out
13320,29,service,975,1007,16:15,16:47,32,HED_D,PC_10,3127,13215,309,21.3279991,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1235:X1235,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1235,5510.0,2.0,63.8642654,54.9407883,recorded GIRO clock interval,
13320,30,same_reference_gap,1007,1007,16:47,16:47,0,PC_10,PC_9,13215,13215,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1235–1236,,,,,54.9407883,54.9407883,interval between adjacent recorded activities; within-area movement not separately specified,
13320,31,service,1007,1024,16:47,17:04,17,PC_9,JON_B,13215,13410,949,12.3870001,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1236:X1236,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1236,5519.0,2.0,54.9407883,49.7581596,recorded GIRO clock interval,
13320,32,wait,1024,1025,17:04,17:05,1,JON_B,JON_B,13410,13410,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1236–1237,,,,,49.7581596,49.7574654,interval between adjacent recorded activities at same place,
13320,33,deadhead,1025,1026,17:05,17:06,1,JON_B,JON_A,13410,13410,,0.200000003,0.0,Deadhead,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1237:X1237,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1237,,,49.7574654,49.67379,recorded GIRO clock interval,deadhead
13320,34,charge,1026,1033,17:06,17:13,7,JON_A,JON_A,13410,13410,,,30.8666191,Recharge,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1238:X1238,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1238,,,49.67379,62.58815,recorded GIRO clock interval,
13320,35,service,1033,1047,17:13,17:27,14,JON_A,PC_9,13410,13215,953,12.342,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1239:X1239,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1239,5519.0,1.0,62.58815,57.4243469,recorded GIRO clock interval,
13320,36,same_reference_gap,1047,1047,17:27,17:27,0,PC_9,PC_10,13215,13215,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1239–1240,,,,,57.4243469,57.4243469,interval between adjacent recorded activities; within-area movement not separately specified,
13320,37,service,1047,1081,17:27,18:01,34,PC_10,HED_E,13215,3127,326,22.3409996,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1240:X1240,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1240,5510.0,1.0,57.4243469,48.0770416,recorded GIRO clock interval,
13320,38,deadhead,1081,1082,18:01,18:02,1,HED_E,3127L,3127,3127,,0.061999999,0.0,Deadhead,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1241:X1241,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1241,,,48.0770416,48.0511055,recorded GIRO clock interval,deadhead
13320,39,charge,1082,1096,18:02,18:16,14,3127L,3127L,3127,3127,,,63.8496666,Recharge,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1242:X1242,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1242,,,48.0511055,74.7653275,recorded GIRO clock interval,
13320,40,deadhead,1096,1097,18:16,18:17,1,3127L,HED_D,3127,3127,,0.0500000007,0.0,Deadhead,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1243:X1243,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1243,,,74.7653275,74.7444077,recorded GIRO clock interval,deadhead
13320,41,service,1097,1127,18:17,18:47,30,HED_D,PC_10,3127,13215,331,21.3279991,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1244:X1244,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1244,5510.0,2.0,74.7444077,65.8209305,recorded GIRO clock interval,
13320,42,same_reference_gap,1127,1127,18:47,18:47,0,PC_10,PC_9,13215,13215,,,0.0,,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!rows 1244–1245,,,,,65.8209305,65.8209305,interval between adjacent recorded activities; within-area movement not separately specified,
13320,43,service,1127,1142,18:47,19:02,15,PC_9,JON_B,13215,13410,962,12.3870001,0.0,Regular,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1245:X1245,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1245,5519.0,2.0,65.8209305,60.6383018,recorded GIRO clock interval,
13320,44,deadhead,1142,1153,19:02,19:13,11,JON_B,PARX,13410,13801,,12.8000002,0.0,Pull-in,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1246:X1246,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1246,,,60.6383018,55.2828789,recorded GIRO clock interval,pull_in
13320,45,prep,1153,1156,19:13,19:16,3,PARX,PARX,13801,13801,,,0.0,Prep-in,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260910/giro_email_sources/Par_VehicleDetails.xlsx,Data!A1247:X1247,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1247,,,55.2828789,55.2828789,recorded GIRO clock interval,
