area,name,latitude,longitude,east_km,north_km,coordinate_scope,source,additional_source
3127,Heden,57.7024271,11.9738211,0.0,0.0,"stop / stop-area proxy, not surveyed charger",https://www.openstreetmap.org/relation/2766184,
13410,Jons väg,57.7458096,12.1745464,11.930073598979188,4.829339899999987,"stop / stop-area proxy, not surveyed charger",https://www.openstreetmap.org/node/2097238852,
13215,Partille centrum,57.7384206,12.1053393,7.81676154229321,4.006796419999605,"stop / stop-area proxy, not surveyed charger",https://www.openstreetmap.org/relation/2849678,
7581,Gamlestads Torg Västra,57.7279207,12.0034791,1.7627181167422274,2.8379475519996915,"stop / stop-area proxy, not surveyed charger",https://www.openstreetmap.org/relation/11803527,
13801,PARX depot,57.737614,12.086805,6.715178617243065,3.917005707999928,"Järnringen 5 address proxy; historic PARX binding inferred, exact gate not established",https://transdev.se/wp-content/uploads/2024/12/Certifikat_Transdev-Sverige-AB_ms_2024-12-03-2026-05-31-002.pdf,https://www.hitta.se/v%C3%A4stra%2Bg%C3%B6talands%2Bl%C3%A4n/partille/j%C3%A4rnringen%2B5/omr%C3%A5de/57.737614:12.086805
