VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13405,PARX,4:41,19:09,PARX,14.28,292.655,PARX,Regular,5021.0,1.0,2190,,5:07,5:59,4808,,0.52,0.07,88.1576691,,20.865,41.7299995,70.5083694,0,4.0
13405,PARX,4:41,19:09,PARX,14.28,292.655,PARX,Regular,5021.0,2.0,4808,,6:06,6:59,2190,,0.53,0.0,82.1283264,,21.25,42.5,64.1533585,1,13.0
13411,PARX,6:02,21:25,PARX,15.23,304.005,PARX,Regular,5021.0,2.0,4808,,6:16,7:10,2190,,0.54,0.0,96.7010574,,21.25,42.5,78.7260971,2,15.0
13413,PARX,6:19,23:29,PARX,17.1,335.355,PARX,Regular,5021.0,2.0,4808,,6:34,7:31,2190,,0.57,0.0,96.7010574,,21.25,42.5,78.7260971,3,19.0
13405,PARX,4:41,19:09,PARX,14.28,292.655,PARX,Regular,5021.0,1.0,2190,,7:09,8:08,4808,,0.59,0.07,80.7888184,,20.865,41.7299995,63.1395226,4,26.0
13411,PARX,6:02,21:25,PARX,15.23,304.005,PARX,Regular,5021.0,1.0,2190,,7:20,8:19,4808,,0.59,0.07,88.714447,,20.865,41.7299995,71.065155,5,28.0
13413,PARX,6:19,23:29,PARX,17.1,335.355,PARX,Regular,5021.0,1.0,2190,,7:39,8:39,4808,,1.0,0.07,86.5997467,,20.865,41.7299995,68.9504547,6,32.0
13405,PARX,4:41,19:09,PARX,14.28,292.655,PARX,Regular,5021.0,2.0,4808,,8:15,9:14,2190,,0.59,0.0,76.8117981,,21.25,42.5,58.836834,7,39.0
13411,PARX,6:02,21:25,PARX,15.23,304.005,PARX,Regular,5021.0,2.0,4808,,8:26,9:24,2190,,0.58,0.0,82.4376526,,21.25,42.5,64.4626923,8,41.0
13413,PARX,6:19,23:29,PARX,17.1,335.355,PARX,Regular,5021.0,2.0,4808,,8:46,9:42,2190,,0.56,0.0,81.2925339,,21.25,42.5,63.3175659,9,45.0
13405,PARX,4:41,19:09,PARX,14.28,292.655,PARX,Regular,5021.0,1.0,2190,,9:20,10:17,4808,,0.57,0.07,68.7594757,,20.865,41.7299995,51.1101837,10,52.0
13411,PARX,6:02,21:25,PARX,15.23,304.005,PARX,Regular,5021.0,1.0,2190,,9:30,10:27,4808,,0.57,0.07,74.1005096,,20.865,41.7299995,56.4512177,11,54.0
13413,PARX,6:19,23:29,PARX,17.1,335.355,PARX,Regular,5021.0,1.0,2190,,9:50,10:47,4808,,0.57,0.07,76.8202209,,20.865,41.7299995,59.1709213,12,58.0
13405,PARX,4:41,19:09,PARX,14.28,292.655,PARX,Regular,5021.0,2.0,4808,,10:24,11:19,2190,,0.55,0.0,65.5793839,,21.25,42.5,47.6044235,13,65.0
13411,PARX,6:02,21:25,PARX,15.23,304.005,PARX,Regular,5021.0,2.0,4808,,10:34,11:29,2190,,0.55,0.0,70.6277008,,21.25,42.5,52.6527405,14,67.0
13413,PARX,6:19,23:29,PARX,17.1,335.355,PARX,Regular,5021.0,2.0,4808,,10:54,11:49,2190,,0.55,0.09,73.0836182,,21.25,42.5,55.108654,15,71.0
