VehicleTask,From,Start,End,To,Duration,Distance,Garage,Identifier,Route,Direction,From1,Refer.,Start1,End1,To1,Refer.1,Duration1,Lay,SOC before,Recharge kWh,Distance1,Usage kWh,SOC after,count_trip_id,Ordered_Trip_ID
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5514.0,1.0,PC_6,13215.0,5:27,5:52,ÖS_J,7880.0,0.25,0.0,98.8284988,,8.581,17.1669998,91.6459579,0,489.0
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5514.0,2.0,ÖS_H,7880.0,6:04,6:27,PC_6,13215.0,0.23,0.0,91.6208572,,8.205,16.4099998,84.7550354,1,492.0
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5519.0,2.0,PC_9,13215.0,6:27,6:42,JON_B,13410.0,0.15,0.03,84.7550354,,6.191,12.3870001,79.5724106,2,887.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5513.0,1.0,PC_5,13215.0,6:47,7:19,HED_E,3127.0,0.32,0.03,98.8284988,,10.088,20.1809998,90.3849182,3,370.0
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5519.0,1.0,JON_A,13410.0,6:53,7:07,PC_9,13215.0,0.14,0.0,86.2521744,,6.171,12.342,81.0883789,4,890.0
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5513.0,1.0,PC_5,13215.0,7:07,7:39,HED_E,3127.0,0.32,0.0,81.0883789,,10.088,20.1809998,72.6447983,5,373.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5510.0,1.0,3127,,7:22,7:36,13215,,0.14,0.04,90.3828278,,9.735,19.4699993,82.2367249,6,240.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5519.0,2.0,PC_9,13215.0,7:40,7:45,13722,,0.05,0.02,82.2339325,,2.59,5.17999983,80.0666656,7,895.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5519.0,1.0,13722,,7:47,7:52,PC_9,13215.0,0.05,0.05,80.0652695,,2.518,5.03599977,77.958252,8,896.0
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5513.0,2.0,HED_D,3127.0,7:50,8:17,PC_5,13215.0,0.27,0.0,84.5229187,,9.931,19.8619995,76.2128143,9,380.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5513.0,1.0,PC_5,13215.0,7:57,8:30,HED_E,3127.0,0.33,0.0,77.9547653,,10.088,20.1809998,69.5111847,10,381.0
13311,PARX,5:15,18:59,PARX,11.59,160.541,PARX,Regular,5501.0,1.0,13421,,8:25,8:43,6480,,0.18,0.0,71.777153,,10.809,21.618,62.7323456,11,207.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5513.0,2.0,HED_D,3127.0,8:32,8:57,PC_5,13215.0,0.25,0.13,69.4693375,,9.931,19.8619995,61.1592293,12,386.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,1.0,PC_7,13215.0,9:10,9:34,GMV_G,7581.0,0.24,0.0,61.1501617,,9.319,18.6380005,53.3521576,13,598.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,2.0,GMV_H,7581.0,9:42,10:07,PC_7,13215.0,0.25,0.03,53.1387787,,9.153,18.3059998,45.4796867,14,601.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,1.0,PC_7,13215.0,10:10,10:34,GMV_G,7581.0,0.24,0.0,45.4775963,,9.319,18.6380005,37.6795959,15,604.0
13320,PARX,6:35,19:16,PARX,9.53,153.249,PARX,Regular,5515.0,2.0,GMV_H,7581.0,10:42,11:07,PC_7,13215.0,0.25,0.0,37.4662132,,9.153,18.3059998,29.8071213,16,607.0
