case_id,stage,chain,target_k,treatment,cg_minutes,cg_certified,weighted_lp_objective,fractional_route_count,integer_buses,pool_fleet_bound,fleet_proven_in_pool,individual_route_replay,source_path,source_sha256,input_sha256,execution_commit,snapshot_sha256
c3_k10_complementary,cg,3,10,complementary,41.045342944283036,True,1000316.8231857796,9.999999999999972,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_complementary/cg.json,5a1d1b3ef1bdf1059ffb2ec3e52a51481cfbffa20ab8f0e5f4eb303a72810c4c,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k15_c200,cg,3,15,c200,132.12717247126858,True,1500507.4203255128,15.000000000000016,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_c200/cg.json,3f6b70568cb58dbe87c54053b1ff7aa457c7f08a80d41b3b82d1d19a052310b6,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k15_complementary,cg,3,15,complementary,102.0881671813627,True,1500507.420324497,14.999999999999929,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_complementary/cg.json,104d400e4e463a609c030ea584dbd0678a4729762b1ed54a1e75c0e29f48b427,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c4_k08_c200,cg,4,8,c200,152.3548412405226,True,800359.818224486,8.00000000000001,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_c200/cg.json,a2f729dc2111a1c1538e8bec5eba8d24b7d6e0a36b3f5c410b82b9f221544cec,b0c454201f81795f6283f17128487a10d54062056e6283b333d70a10f46dd353,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c4_k08_complementary,cg,4,8,complementary,91.13751375857973,True,800359.8182244834,7.999999999999986,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_complementary/cg.json,446dfb2cb4d6554fbf238bbfe8937d89cef126e1b532b0b45d90c9831191d9ab,b0c454201f81795f6283f17128487a10d54062056e6283b333d70a10f46dd353,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c4_k10_c200,cg,4,10,c200,146.74605697852869,True,1000426.271075799,9.999999999999966,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_c200/cg.json,67823c15a8a1702b40a1544fdfff83f6d73fb8e9ed2a887c246e50df80a729ca,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c4_k10_complementary,cg,4,10,complementary,104.56210327319567,True,1000426.2710757913,9.99999999999989,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_complementary/cg.json,4262babbc7e22ed2e01d2dbd5e32112c9f7eca11422356df2bd2765930a722c9,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k05_c200,cg,5,5,c200,26.05879437351444,True,500276.19200000056,5.000000000000005,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_c200/cg.json,26657798eaa2b62721fb008dd221cdf9a81b357258aab7a8077829b9d2e872eb,9b7788a554cdacca084e0cb218796da5d5e0ae076c61073b667ed288dc157a1e,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k05_complementary,cg,5,5,complementary,21.049474401430537,True,500276.1920000029,5.000000000000029,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_complementary/cg.json,545dae043536e3565c590c35c55384059d16817aa11db819850ae62df61f6a65,9b7788a554cdacca084e0cb218796da5d5e0ae076c61073b667ed288dc157a1e,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k08_c200,cg,5,8,c200,59.92156344679339,True,800431.7722696146,8.000000000000004,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_c200/cg.json,86217aaefc523a92e98c56be7c0c421f33a592e09871d007c41a556e490e33fd,85aa4a37119b2604a41aa83f46c8b8987bb95c8165c4adfb0a58ce65dbeee05b,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k08_complementary,cg,5,8,complementary,38.11946115841468,True,800431.7722696164,8.000000000000021,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_complementary/cg.json,ca30019e54a452ec4b15cfdc824239b2068786abf8f5cdf7613d6d7c83436251,85aa4a37119b2604a41aa83f46c8b8987bb95c8165c4adfb0a58ce65dbeee05b,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k10_c200,cg,5,10,c200,90.1034819410881,True,1000456.3339241381,10.000000000000002,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_c200/cg.json,8e44f44c95c409d1f6173630f5b07fd9bfe29ae6ed11d07be79ebb8f38c5a718,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k10_complementary,cg,5,10,complementary,70.64423720898728,True,1000456.3339241376,9.999999999999996,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_complementary/cg.json,22f1eb659b1369da2dca07805b8c48b74c46ff6e0c6f13ee8aca06c1ece27e9b,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c6_k10_c200,cg,6,10,c200,63.93855993358884,True,1000377.8715555549,9.999999999999995,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_c200/cg.json,b3717e129b6a491d7d2cec062ae9ddf13e738a608d1855d9bdaf101da7cef4b5,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c6_k10_complementary,cg,6,10,complementary,40.053025583278696,True,1000377.8715555543,9.999999999999988,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_complementary/cg.json,c4b34479a5720b99150a0f786f391be68da4b8bde7b7caf810fa8f3a05356bb8,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,e091a4dba549510238507ef5e5367abea958bd30,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
w4_k19_resume8h,cg,4,19,same_k_resume_to8h,267.033192757552,True,1900863.0780201973,19.000000000000206,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/w4_k19_resume8h/cg.json,b908448b2aa2e87445ba56841e67b0be03bc23e78f51dc58459fed4a51e10c36,6256a26241416f81efbba9cd46aae5e7be900cbc3aea1b3744218ae4e94e5b61,a0e0bb7681c8451e3cbbbfa06aef390026d9af4b,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
w5_k19_resume8h,cg,5,19,same_k_resume_to8h,314.0337484051357,True,1900861.5179806347,19.00000000000007,,,,,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/w5_k19_resume8h/cg.json,6e60afc23fb9d4e2b62b555c24b4f0b95779bbe590b11ede80d5f16a3476e67b,7d7b1c55460635ac8b4803f7de48d14c3702caacefdae552b3b7cebfe49461bc,a0e0bb7681c8451e3cbbbfa06aef390026d9af4b,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c1_k08_complementary_mip,mip,1,8,complementary,,,,,9,9.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c1_k08_complementary_mip/mip_result.json,fc9e06b1d21cc9c33513d322ea877058037c980f35581f2dc776f8f59915d46e,cca5b6ca0c9af9eeb20adb414e300a130471e9e802ef6543a85b9d3ba2860f9d,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c2_k08_c200_mip,mip,2,8,c200,,,,,9,8.000000000000009,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_c200_mip/mip_result.json,5d176b26b47eb7f5ced24604bd18f13959c54fcb8d3c14ea8ad2a87a7145da2b,c1dbe1dd15d20979799c68d01430a5fd0eddc2ca3ced3f46bd8522123e6c480d,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c2_k08_complementary_mip,mip,2,8,complementary,,,,,9,8.000000000000002,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_complementary_mip/mip_result.json,81a25d1bf330dce7c32cc0e04a6bc888d000c1bb54d26daae4c97d4390fcd978,c1dbe1dd15d20979799c68d01430a5fd0eddc2ca3ced3f46bd8522123e6c480d,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c2_k10_c200_mip,mip,2,10,c200,,,,,11,10.000000000000002,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k10_c200_mip/mip_result.json,7161386f01693a4b07e83c13864935c257e3e3b243114d0ee599b474882ef719,969e49b79b454241e1f4116e405aebdf117dc6adac5497854cf4d7196166a6d6,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c2_k10_complementary_mip,mip,2,10,complementary,,,,,12,10.000000000000014,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k10_complementary_mip/mip_result.json,5c63c6f9bff1b44be0ef3ec4a06c3a5a0ef8fbbc9a10d8c2ad5980dfe75f7828,969e49b79b454241e1f4116e405aebdf117dc6adac5497854cf4d7196166a6d6,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k08_c200_mip,mip,3,8,c200,,,,,8,8.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_c200_mip/mip_result.json,b2a8c2668d0947d809783607ea62f01a27679e4b1de1bdacb7dd3689aef7e030,9d1d4ed1ab86dfa3ae09541180d1a67e612d5473d9964db36b08e9ebce72cd2b,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k08_complementary_mip,mip,3,8,complementary,,,,,8,8.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_complementary_mip/mip_result.json,e6dbfe6a7b080fae0d139bd1a8c85d27d545e09aadae59d68f30ccc8d39ff4cb,9d1d4ed1ab86dfa3ae09541180d1a67e612d5473d9964db36b08e9ebce72cd2b,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k10_c200_mip,mip,3,10,c200,,,,,11,10.00000000000004,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_c200_mip/mip_result.json,7e3fc684b69b1aff6a61c76efb1765c8b2acb6c17c7fba6fe642c0ca2a4245de,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k10_complementary_mip,mip,3,10,complementary,,,,,11,10.000000000000005,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_complementary_mip/mip_result.json,2e70b56fdbe21e51554fb0530d511d3850ce0938c3ebf72a041e400dd495f988,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k15_c200_mip,mip,3,15,c200,,,,,17,15.00000000000003,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_c200_mip/mip_result.json,29956831320b84fc72d9b8487c615fa3ee79aa2ccc389ac1db6072b85aeb232c,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c3_k15_complementary_mip,mip,3,15,complementary,,,,,17,15.000000000000018,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k15_complementary_mip/mip_result.json,abbbaadce3f00b929ceb7da1ed73de9cf8220285f8351df2aebd19477f47f1de,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c4_k08_complementary_mip,mip,4,8,complementary,,,,,9,8.000000000000075,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k08_complementary_mip/mip_result.json,3fc1de8b3ff6993f187611d8d0e6430176e37450473cd530f77db922c63faba7,b0c454201f81795f6283f17128487a10d54062056e6283b333d70a10f46dd353,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c4_k10_complementary_mip,mip,4,10,complementary,,,,,11,10.000000000000005,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c4_k10_complementary_mip/mip_result.json,e53cf2dd80df2cd9236c6707aa4fc90574b0e915cbc920edce89892c61e58471,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k05_c200_mip,mip,5,5,c200,,,,,6,6.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_c200_mip/mip_result.json,54ce05bcbcfb60aaa56e3b608e9af846d7758ddcfa4a10452965be650e3ca002,9b7788a554cdacca084e0cb218796da5d5e0ae076c61073b667ed288dc157a1e,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k05_complementary_mip,mip,5,5,complementary,,,,,5,5.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k05_complementary_mip/mip_result.json,1712b89818e0f2786a43e962ba76aaee00d32b6cc4b4542152a8da5ae568deec,9b7788a554cdacca084e0cb218796da5d5e0ae076c61073b667ed288dc157a1e,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k08_c200_mip,mip,5,8,c200,,,,,9,8.000000000000021,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_c200_mip/mip_result.json,bd0de29637ea83ffa866d8b9b74cc3d80a1fed32446a9c5e69fa2a2f9a6468c7,85aa4a37119b2604a41aa83f46c8b8987bb95c8165c4adfb0a58ce65dbeee05b,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k08_complementary_mip,mip,5,8,complementary,,,,,9,9.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k08_complementary_mip/mip_result.json,b7d7e4b129cd13ef5576e62ac20067632c4d19da53d6fed1e4a1e15973377d93,85aa4a37119b2604a41aa83f46c8b8987bb95c8165c4adfb0a58ce65dbeee05b,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k10_c200_mip,mip,5,10,c200,,,,,11,10.000000000000036,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_c200_mip/mip_result.json,c6c828b15599e46f16490e4616b6ad53085fe6b50c7f5d19f9fd6f0f9b01a49e,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c5_k10_complementary_mip,mip,5,10,complementary,,,,,11,10.000000000000012,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c5_k10_complementary_mip/mip_result.json,3896d6b57b230292e23939def889f19fe0092ae71735865f160682f4c5bb8c93,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c6_k10_c200_mip,mip,6,10,c200,,,,,11,10.000000000000004,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_c200_mip/mip_result.json,3c544f48e2a465e5be80137c39d5442fce1abbfcf93705d17ec77553e4e7aed1,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
c6_k10_complementary_mip,mip,6,10,complementary,,,,,12,10.000000000000023,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c6_k10_complementary_mip/mip_result.json,b94153c8f45d6b9a6c34cf93f789c9f16c7fdba0c1ab73f1a5598e68e8f849af,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
w4_k19_resume8h_mip,mip,4,19,same_k_resume_to8h,,,,,20,19.00000000000012,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/w4_k19_resume8h_mip/mip_result.json,9137a74573be707917e80031b161a62e4777d3786f7e36bf16ec4ad790134256,6256a26241416f81efbba9cd46aae5e7be900cbc3aea1b3744218ae4e94e5b61,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
w5_k19_resume8h_mip,mip,5,19,same_k_resume_to8h,,,,,19,19.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/w5_k19_resume8h_mip/mip_result.json,23f55b877605b967a9abf0e9a8b27a9b22fb396bc7b29246e28e14f50964dbc8,7d7b1c55460635ac8b4803f7de48d14c3702caacefdae552b3b7cebfe49461bc,871d057e1067411f09581e37d78f7c1ca43f68bb,905751a78c4c7ca598ece741ed1ba8bcea4da8546dce20cbccb519913ef8cc2d
