source_path	phase	source_sha256	source_size_bytes	archive_path	archive_sha256	archive_size_bytes	event_utc
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k20_s5__event_2p5_event5.pkl	failed		7570851087	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k20_s5__event_2p5_event5.pkl.gz			2026-09-12T04:25:36Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k20_s1__event_2p5_event5.pkl	failed		7017675751	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k20_s1__event_2p5_event5.pkl.gz			2026-09-12T04:25:36Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k13_s1__event_2p5_event5.pkl	failed		2980442553	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k13_s1__event_2p5_event5.pkl.gz			2026-09-12T04:25:36Z
/home/nc437/ladder-lite/phys240kw/k20_s3_c1_g10.0_b5.json.columns.jsonl	failed		1329308937	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s3_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:36Z
/home/nc437/ladder-lite/phys240kw/k13_s1_c1_g2.5_b5.json.columns.jsonl	failed		1091091705	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s1_c1_g2.5_b5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/phys240kw/k13_s1_c1_g10.0_b10.json.columns.jsonl	failed		1080296033	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s1_c1_g10.0_b10.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s3__event_2p5_event5.json.columns.jsonl	failed		982919573	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s3__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/phys240kw/k08_s1_c1_g2.5_b10.json.columns.jsonl	failed		938529372	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k08_s1_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl	failed		917533771	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k20_s1__event_2p5_event5.json.columns.jsonl	failed		897893606	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k20_s1__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/phys240kw/k20_s1_c1_g10.0_b10.json.columns.jsonl	failed		864731333	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s1_c1_g10.0_b10.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s4__event_2p5_event5.json.columns.jsonl	failed		805910096	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s4__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl	failed		802712707	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/phys240kw/k13_s2_c1_g10.0_b10.json.columns.jsonl	failed		739949649	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s2_c1_g10.0_b10.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k20_s4__event_2p5_event5.json.columns.jsonl	failed		736389169	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k20_s4__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/phys240kw/k05_s3_c1_g2.5_b5.json.columns.jsonl	failed		711263304	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s3_c1_g2.5_b5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s3__event_2p5_event5.json.columns.jsonl	failed		707793368	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s3__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl	failed		663613314	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:37Z
/home/nc437/ladder-lite/phys240kw/k08_s2_c1_g10.0_b5.json.columns.jsonl	failed		650827096	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k08_s2_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k20_s2__event_2p5_event5.json.columns.jsonl	failed		579244301	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k20_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/phys240kw/k13_s2_c1_g2.5_b10.json.columns.jsonl	failed		560411865	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s2_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/phys240kw/k05_s3_c1_g10.0_b5.json.columns.jsonl	failed		553766100	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s3_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/phys240kw/k08_s2_c1_g2.5_b10.json.columns.jsonl	failed		524632785	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k08_s2_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/phys240kw/k05_s3_c1_g2.5_b10.json.columns.jsonl	failed		495937645	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s3_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_complementary/M__k13_s5__event_2p5_event5.json.columns.jsonl	failed		486642129	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_complementary/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b060_reduced/M__k13_s3__event_2p5_event5.json.columns.jsonl	failed		436986476	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b060_reduced/M__k13_s3__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/phys240kw/k05_s3_c1_g10.0_b10.json.columns.jsonl	failed		424248349	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s3_c1_g10.0_b10.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b030_reduced/M__k20_s5__event_2p5_event5.json.columns.jsonl	failed		346594093	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b030_reduced/M__k20_s5__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b030_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl	failed		344694783	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b030_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b030_reduced/M__k20_s3__event_2p5_event5.json.columns.jsonl	failed		305191581	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b030_reduced/M__k20_s3__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b030_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl	failed		276783849	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b030_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:38Z
/home/nc437/ladder-lite/phys240kw/k05_s1_c1_g10.0_b5.json.columns.jsonl	failed		188938785	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s1_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k03_s2_c1_g2.5_b5.json.columns.jsonl	failed		183195207	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k03_s2_c1_g2.5_b5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k03_s3_c1_g2.5_b5.json.columns.jsonl	failed		44663434	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k03_s3_c1_g2.5_b5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k02_s1_c1_g2.5_b5.json.columns.jsonl	failed		33835119	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s1_c1_g2.5_b5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k02_s1_c1_g10.0_b5.json.columns.jsonl	failed		28241092	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s1_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k02_s3_c1_g10.0_b5.json.columns.jsonl	failed		11912478	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s3_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k02_s3_c1_g2.5_b10.json.columns.jsonl	failed		8289125	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s3_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/phys240kw/k02_s3_c1_g10.0_b10.json.columns.jsonl	failed		7785433	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s3_c1_g10.0_b10.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k20_s5__event_2p5_event5.pkl	prepared	a6f0469f6fc9c0c40c116e432679cbaf8d9474a7fbda349015438f52da8a446d	7570851087	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k20_s5__event_2p5_event5.pkl.gz	7f528769ded225ccba5dfdcef727a7efd1e83504c91d67a23d32d10b79518ccb	771695655	2026-09-12T04:37:35Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k20_s5__event_2p5_event5.pkl	success	a6f0469f6fc9c0c40c116e432679cbaf8d9474a7fbda349015438f52da8a446d	7570851087	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k20_s5__event_2p5_event5.pkl.gz	7f528769ded225ccba5dfdcef727a7efd1e83504c91d67a23d32d10b79518ccb	771695655	2026-09-12T04:39:37Z
