source_path	phase	source_sha256	source_size_bytes	archive_path	archive_sha256	archive_size_bytes	event_utc
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b060_reduced/M__k13_s1__event_2p5_event5.json.columns.jsonl	failed		574410651	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b060_reduced/M__k13_s1__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k20_s6__event_2p5_event5.json.columns.jsonl	failed		537723844	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k20_s6__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:39Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_complementary/M__k20_s2__event_2p5_event5.json.columns.jsonl	failed		528830265	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_complementary/M__k20_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s2__event_2p5_event5.json.columns.jsonl	failed		521901933	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b060_reduced/M__k20_s1__event_2p5_event5.json.columns.jsonl	failed		445526327	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b060_reduced/M__k20_s1__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_complementary/M__k20_s1__event_2p5_event5.json.columns.jsonl	failed		441415356	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_complementary/M__k20_s1__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b060_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl	failed		428578567	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b060_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b060_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl	failed		419835553	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b060_reduced/M__k13_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b030_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl	failed		306668979	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b030_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b030_reduced/M__k13_s3__event_2p5_event5.json.columns.jsonl	failed		293289930	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b030_reduced/M__k13_s3__event_2p5_event5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k08_s3_c1_g10.0_b5.json.columns.jsonl	failed		244371431	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k08_s3_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k08_s3_c1_g2.5_b10.json.columns.jsonl	failed		226852783	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k08_s3_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k05_s2_c1_g10.0_b5.json.columns.jsonl	failed		107085075	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s2_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k05_s2_c1_g2.5_b10.json.columns.jsonl	failed		101377871	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k05_s2_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k03_s2_c1_g10.0_b5.json.columns.jsonl	failed		36597701	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k03_s2_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k03_s3_c1_g10.0_b5.json.columns.jsonl	failed		30572731	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k03_s3_c1_g10.0_b5.json.columns.jsonl.gz			2026-09-12T04:25:40Z
/home/nc437/ladder-lite/phys240kw/k02_s1_c1_g2.5_b10.json.columns.jsonl	failed		21659385	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s1_c1_g2.5_b10.json.columns.jsonl.gz			2026-09-12T04:25:41Z
/home/nc437/ladder-lite/phys240kw/k02_s2_c1_g2.5_b5.json.columns.jsonl	failed		5547401	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k02_s2_c1_g2.5_b5.json.columns.jsonl.gz			2026-09-12T04:25:41Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k20_s4__event_2p5_event5.pkl	prepared	aff7938e4fc75ea7f587033b6e633843a41972e5528fab367e151ded89a6e3bc	8995503654	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k20_s4__event_2p5_event5.pkl.gz	37af68a4bac2d2ee69983f254595b09b0be75219b01c8d509b5038597a4dcabc	922185560	2026-09-12T04:38:46Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k20_s4__event_2p5_event5.pkl	success	aff7938e4fc75ea7f587033b6e633843a41972e5528fab367e151ded89a6e3bc	8995503654	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k20_s4__event_2p5_event5.pkl.gz	37af68a4bac2d2ee69983f254595b09b0be75219b01c8d509b5038597a4dcabc	922185560	2026-09-12T04:40:24Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k13_s6__event_2p5_event5.pkl	prepared	2eb16d01653fe13fe3159da399692f6544421e2158516bd445a6c400478157d0	4725304153	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k13_s6__event_2p5_event5.pkl.gz	5ba9b0d8f3ca0392a9ba1e6a39a70977b08c61326b5828cfd5819c3096657da4	474561389	2026-09-12T04:44:37Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k13_s6__event_2p5_event5.pkl	success	2eb16d01653fe13fe3159da399692f6544421e2158516bd445a6c400478157d0	4725304153	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k13_s6__event_2p5_event5.pkl.gz	5ba9b0d8f3ca0392a9ba1e6a39a70977b08c61326b5828cfd5819c3096657da4	474561389	2026-09-12T04:45:25Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k13_s3__event_2p5_event5.pkl	prepared	3d9fd48dae986d64516542b3792ce9068fb399e89c043195473ea9d4fcbe97d1	4053385757	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k13_s3__event_2p5_event5.pkl.gz	6092657018eff11ae92360846642491810a5ce96e4c3c055eee82ab02a37b1f0	410476123	2026-09-12T04:48:56Z
/home/nc437/ladder-lite/cg_acceleration_20260903/network_cache/M__k13_s3__event_2p5_event5.pkl	success	3d9fd48dae986d64516542b3792ce9068fb399e89c043195473ea9d4fcbe97d1	4053385757	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/network_cache/M__k13_s3__event_2p5_event5.pkl.gz	6092657018eff11ae92360846642491810a5ce96e4c3c055eee82ab02a37b1f0	410476123	2026-09-12T04:49:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s6__event_2p5_event5.json.columns.jsonl	prepared	66e8f83d6169a2468bd6e163d712d0aeb6440811801f85dab62e423c1eb0a011	1238960708	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s6__event_2p5_event5.json.columns.jsonl.gz	a9108b98fcbc2afb288edf34b9412072fbe5f5ad385faf8d5ad9c4ccb6f10db1	137774426	2026-09-12T04:50:39Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s6__event_2p5_event5.json.columns.jsonl	success	66e8f83d6169a2468bd6e163d712d0aeb6440811801f85dab62e423c1eb0a011	1238960708	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s6__event_2p5_event5.json.columns.jsonl.gz	a9108b98fcbc2afb288edf34b9412072fbe5f5ad385faf8d5ad9c4ccb6f10db1	137774426	2026-09-12T04:50:49Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl	prepared	8b5b87c476bdc74354d7bf4ccd0954fc8dc944dc54bd42830eb5081cf57d885f	1086467563	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl.gz	9ca420a492bb37f5a1b50f8c18337f4a257b63d7ad57057dc93bb1872e314747	127523075	2026-09-12T04:51:44Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl	success	8b5b87c476bdc74354d7bf4ccd0954fc8dc944dc54bd42830eb5081cf57d885f	1086467563	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl.gz	9ca420a492bb37f5a1b50f8c18337f4a257b63d7ad57057dc93bb1872e314747	127523075	2026-09-12T04:51:55Z
/home/nc437/ladder-lite/phys240kw/k20_s1_c1_g10.0_b5.json.columns.jsonl	prepared	746fd82dc6227336b136117351a13b17d91d3e55b9bc58ca249e909841c186b9	1043434111	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s1_c1_g10.0_b5.json.columns.jsonl.gz	10b5169f0cef748f8e14ce8173ae6f52de2286ebb897795a71bdc6a64f3983d5	90104398	2026-09-12T04:52:45Z
/home/nc437/ladder-lite/phys240kw/k20_s1_c1_g10.0_b5.json.columns.jsonl	success	746fd82dc6227336b136117351a13b17d91d3e55b9bc58ca249e909841c186b9	1043434111	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s1_c1_g10.0_b5.json.columns.jsonl.gz	10b5169f0cef748f8e14ce8173ae6f52de2286ebb897795a71bdc6a64f3983d5	90104398	2026-09-12T04:52:55Z
/home/nc437/ladder-lite/phys240kw/k20_s2_c1_g2.5_b5.json.columns.jsonl	prepared	c02a3a34957a4dce0241019ad23a56481b49a9306c144e59912d960e08779d43	967486635	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s2_c1_g2.5_b5.json.columns.jsonl.gz	8c3030ecad90145b5de161731a217b0842f87d3746dc03680f0dc57eeafd1879	84078166	2026-09-12T04:53:42Z
/home/nc437/ladder-lite/phys240kw/k20_s2_c1_g2.5_b5.json.columns.jsonl	success	c02a3a34957a4dce0241019ad23a56481b49a9306c144e59912d960e08779d43	967486635	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s2_c1_g2.5_b5.json.columns.jsonl.gz	8c3030ecad90145b5de161731a217b0842f87d3746dc03680f0dc57eeafd1879	84078166	2026-09-12T04:53:51Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl	prepared	591dec5a700f95f24d7baa4413919a655249e28cf8d0caeb34122ecb87c88262	932187151	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz	0a5a9c0254a59e9dcf60989efddcf3cbe5528b5d6e8989cd6c021601fbe614b2	99419309	2026-09-12T04:54:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl	success	591dec5a700f95f24d7baa4413919a655249e28cf8d0caeb34122ecb87c88262	932187151	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_reduced/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz	0a5a9c0254a59e9dcf60989efddcf3cbe5528b5d6e8989cd6c021601fbe614b2	99419309	2026-09-12T04:54:51Z
/home/nc437/ladder-lite/phys240kw/k13_s3_c1_g10.0_b10.json.columns.jsonl	prepared	fca2ec803a4b02cea91efb60c5cbd1361cc4e0851b58bcde4108f196a4d53163	900618139	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s3_c1_g10.0_b10.json.columns.jsonl.gz	11f357397eb5424f98ba49ed0bdc08beee90550328717ad0125582d18d3119da	80909171	2026-09-12T04:55:36Z
/home/nc437/ladder-lite/phys240kw/k13_s3_c1_g10.0_b10.json.columns.jsonl	success	fca2ec803a4b02cea91efb60c5cbd1361cc4e0851b58bcde4108f196a4d53163	900618139	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s3_c1_g10.0_b10.json.columns.jsonl.gz	11f357397eb5424f98ba49ed0bdc08beee90550328717ad0125582d18d3119da	80909171	2026-09-12T04:55:44Z
/home/nc437/ladder-lite/phys240kw/k20_s1_c1_g2.5_b5.json.columns.jsonl	prepared	84c5839cdddd14c91ee1c33d58fe53c5d1b5e4c09c14772f3b6e400c006e63e8	881444889	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s1_c1_g2.5_b5.json.columns.jsonl.gz	05f98027110cb6249b30192721fee1a4a17f4c3f3abe8c3839439eec3e1763c1	80264749	2026-09-12T04:56:29Z
/home/nc437/ladder-lite/phys240kw/k20_s1_c1_g2.5_b5.json.columns.jsonl	success	84c5839cdddd14c91ee1c33d58fe53c5d1b5e4c09c14772f3b6e400c006e63e8	881444889	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k20_s1_c1_g2.5_b5.json.columns.jsonl.gz	05f98027110cb6249b30192721fee1a4a17f4c3f3abe8c3839439eec3e1763c1	80264749	2026-09-12T04:56:38Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl	prepared	9182b276a7634e119843d3e17ba54310795014f26f9e43496dae45f9a845e5b0	832305832	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl.gz	8ec7e29facbac7328b13f9919d13a4a1b911f53b03e2ee0556732798933b73c2	103017220	2026-09-12T04:57:21Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl	success	9182b276a7634e119843d3e17ba54310795014f26f9e43496dae45f9a845e5b0	832305832	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl.gz	8ec7e29facbac7328b13f9919d13a4a1b911f53b03e2ee0556732798933b73c2	103017220	2026-09-12T04:57:29Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl	prepared	3b2294bd99cc628497957d8ed6b3072bbc4b6d2cdf4628dcb66ad4f8b501fc4c	825519618	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl.gz	ad782af55d573f7a0d11600ea20b482c950fa9b9e51d6bebd8a66b03f9e91541	92555969	2026-09-12T04:58:13Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl	success	3b2294bd99cc628497957d8ed6b3072bbc4b6d2cdf4628dcb66ad4f8b501fc4c	825519618	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k13_s4__event_2p5_event5.json.columns.jsonl.gz	ad782af55d573f7a0d11600ea20b482c950fa9b9e51d6bebd8a66b03f9e91541	92555969	2026-09-12T04:58:21Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s5__event_2p5_event5.json.columns.jsonl	prepared	2ef4fda070c3a491b11e034eaaee5a32d6b1fc620c3407ab47f3fb63d5d666ad	794877617	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz	7ecbfcf1931052deff4fe57bf9c93b783a30de4611b38fd507952ab0fee1fa66	94251979	2026-09-12T04:59:01Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b200_complementary/M__k13_s5__event_2p5_event5.json.columns.jsonl	success	2ef4fda070c3a491b11e034eaaee5a32d6b1fc620c3407ab47f3fb63d5d666ad	794877617	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b200_complementary/M__k13_s5__event_2p5_event5.json.columns.jsonl.gz	7ecbfcf1931052deff4fe57bf9c93b783a30de4611b38fd507952ab0fee1fa66	94251979	2026-09-12T04:59:09Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k20_s3__event_2p5_event5.json.columns.jsonl	prepared	49cbf9c298ab993728c114a4ac6ddbb0f442f5a4432628b1f52628eeff302be5	745390046	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k20_s3__event_2p5_event5.json.columns.jsonl.gz	3486e35b0562782a92a726f391137b975c2d39bdec885e2f097dff4ae77bb3c6	84628449	2026-09-12T04:59:47Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k20_s3__event_2p5_event5.json.columns.jsonl	success	49cbf9c298ab993728c114a4ac6ddbb0f442f5a4432628b1f52628eeff302be5	745390046	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k20_s3__event_2p5_event5.json.columns.jsonl.gz	3486e35b0562782a92a726f391137b975c2d39bdec885e2f097dff4ae77bb3c6	84628449	2026-09-12T04:59:57Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl	prepared	052173fa69f799e6bdbd3402e1493ef2d42ac3690f5683442388aa7e82831cbc	729439714	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl.gz	c1bbd57b1ea8c75fffe04d207a1b41e574b76996be7cb10f566cbe48ec7ae035	76274607	2026-09-12T05:00:35Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl	success	052173fa69f799e6bdbd3402e1493ef2d42ac3690f5683442388aa7e82831cbc	729439714	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_reduced/M__k20_s2__event_2p5_event5.json.columns.jsonl.gz	c1bbd57b1ea8c75fffe04d207a1b41e574b76996be7cb10f566cbe48ec7ae035	76274607	2026-09-12T05:00:42Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl	prepared	768953cffcd8ff0cb4c055ab38f3c169adc849e925f9e74021b341058351a306	719767107	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl.gz	9b7ef3051b91a4996ab3a711eda7860e0485d6cc200e3f9ca97fd27a015628b1	85474100	2026-09-12T05:01:19Z
/home/nc437/ladder-lite/cg_acceleration_20260903/cg/b120_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl	success	768953cffcd8ff0cb4c055ab38f3c169adc849e925f9e74021b341058351a306	719767107	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/cg_acceleration_20260903/cg/b120_complementary/M__k13_s6__event_2p5_event5.json.columns.jsonl.gz	9b7ef3051b91a4996ab3a711eda7860e0485d6cc200e3f9ca97fd27a015628b1	85474100	2026-09-12T05:01:26Z
/home/nc437/ladder-lite/phys240kw/k13_s3_c1_g2.5_b10.json.columns.jsonl	prepared	880e7c74adc03dac30f602be0371653e35672a6f5bd41a7aeb8c2f408163ce6d	695838574	/home/nc437/ladder-lite/storage_cleanup_20260912_archive/phys240kw/k13_s3_c1_g2.5_b10.json.columns.jsonl.gz	0e28233c8ff873c1bb7934a26f1e4c44df790aec2f4b55454b0395ab2c3af8ef	66140259	2026-09-12T05:02:01Z
