Iteration,Master_Obj,Master_Improvement,Master_Time_s,Pricing_Time_s,Cumulative_Master_Time_s,Cumulative_Pricing_Time_s,Cols_Added,Best_RC,Timed_Out,Pricing_TimeLimit_Used,Stagnant_Counter,Total_Runtime_s
1,2.4E+08,inf,0.12431478500366200,122.30038380622900,0.12431478500366200,122.30038380622900,200,-39400000.0,FALSE,100000.0,0,125.02592587471000
2,1.75E+08,61199997.360000000,0.01659393310546880,93.70505094528200,0.14090871810913100,216.00543475151100,200,-25500000.96,FALSE,100000.0,0,218.76761984825100
3,1.47000009E+08,28299993.52000000,0.018638134002685500,72.53863000869750,0.1595468521118160,288.54406476020800,200,-20400005.04,FALSE,100000.0,0,291.3456346988680
4,1.22450019E+08,24549989.680000000,0.012574195861816400,80.41301703453060,0.1721210479736330,368.95708179473900,200,-18150000.0,FALSE,100000.0,0,371.7837860584260
5,8.93000377E+07,33149981.760000000,0.01989603042602540,62.1096670627594,0.1920170783996580,431.06674885749800,200,-15000000.0,FALSE,100000.0,0,433.9319796562200
6,7.28500480E+07,16449989.680000000,0.03511810302734380,78.7672688961029,0.22713518142700200,509.8340177536010,200,-14325002.400000000,FALSE,100000.0,0,512.7726378440860
7,5.320004944E+07,19649998.56000000,0.02296304702758790,64.24441385269170,0.25009822845459000,574.0784316062930,200,-10900009.120000000,FALSE,100000.0,0,577.0606889724730
8,4.00E+07,13199998.560000000,0.018719911575317400,50.28742480278020,0.2688181400299070,624.3658564090730,200,-9000012.720000000,FALSE,100000.0,0,627.3859598636630
9,2.94E+07,10599994.000000000,0.02309417724609380,50.972424030304000,0.291912317276001,675.3382804393770,200,-6700017.76,FALSE,100000.0,0,678.4120619297030
10,2.240004800E+07,7000008.879999980,0.027426958084106400,51.799680948257400,0.3193392753601070,727.1379613876340,200,-6600011.04,FALSE,100000.0,0,730.275673866272
11,1.380003912E+07,8600008.880000010,0.016035079956054700,49.100934982299800,0.3353743553161620,776.2388963699340,200,-4500018.72,FALSE,100000.0,0,779.4168217182160
12,1.100002952E+07,2800009.6000000000,0.0187530517578125,32.949400901794400,0.3541274070739750,809.1882972717290,200,-3600008.4000000000,FALSE,100000.0,0,812.4162130355840
13,8.400030240E+06,2599999.280000010,0.025817155838012700,37.01051688194280,0.3799445629119870,846.1988141536710,200,-2800013.68,FALSE,100000.0,0,849.4823307991030
14,6.400026880E+06,2000003.3600000000,0.021440744400024400,27.920886039733900,0.4013853073120120,874.1197001934050,200,-2700014.88,FALSE,100000.0,0,877.4564340114590
15,4.5E+06,1950002.8800000000,0.03148317337036130,28.136677980423000,0.43286848068237300,902.2563781738280,200,-2600015.3600000000,FALSE,100000.0,0,905.6593108177190
16,2.50E+06,1950005.7600000000,0.025973081588745100,24.018043756485000,0.45884156227111800,926.2744219303130,200,-1300003.6,FALSE,100000.0,0,929.7342517375950
17,2.0250182400E+06,475000.00000000000,0.02527594566345220,40.75473880767820,0.4841175079345700,967.0291607379910,200,-600012.24,FALSE,100000.0,0,970.5336499214170
18,2.03E+06,-2.3283064365387E-10,0.04498887062072750,24.341392040252700,0.5291063785552980,991.370552778244,200,-662503.12,FALSE,100000.0,1,994.941018819809
19,1.9958492933E+06,29168.94666666650,0.03726840019226070,22.728537797927900,0.5663747787475590,1014.0990905761700,200,-697919.4266666670,FALSE,100000.0,0,1017.7207889556900
20,1.9166815867E+06,79167.70666666730,0.07303714752197270,26.310182094574000,0.6394119262695310,1040.4092726707500,200,-733342.5333333340,FALSE,100000.0,0,1044.1284487247500
21,1.89E+06,22914.66666666630,0.058603763580322300,30.03244376182560,0.6980156898498540,1070.4417164325700,200,-687511.52,FALSE,100000.0,0,1074.2439439296700
22,1.8937669200E+06,-2.3283064365387E-10,0.04442024230957030,24.6438992023468,0.7424359321594240,1095.0856156349200,200,-699999.9999999980,FALSE,100000.0,1,1098.9486758709000
23,1.8928745086E+06,892.41142857261,0.06787991523742680,30.180686950683600,0.8103158473968510,1125.2663025856000,200,-749989.5600000000,FALSE,100000.0,0,1129.2319829464000
24,1.885433582E+06,7440.926904760530,0.06378507614135740,27.717740058898900,0.874100923538208,1152.9840426445000,200,-714588.7383333330,FALSE,100000.0,0,1157.0454289913200
25,1.877794844E+06,7638.737222223080,0.03925299644470220,28.330079078674300,0.9133539199829100,1181.314121723180,200,-600013.92,FALSE,100000.0,0,1185.4405148029300
26,1.8700155040E+06,7779.340444443750,0.06415486335754400,23.65355110168460,0.9775087833404540,1204.9676728248600,200,-600005.5200000000,FALSE,100000.0,0,1209.1870007515000
27,1.862515587E+06,7499.9168571431700,0.07151174545288090,31.00854992866520,1.049020528793340,1235.9762227535200,200,-487498.38428571400,FALSE,100000.0,0,1240.3005418777500
28,1.8595394210E+06,2976.1661904752300,0.08432579040527340,44.876683950424200,1.1333463191986100,1280.852906703950,200,-501188.28761904700,FALSE,100000.0,0,1285.2902500629400
29,1.8553918976E+06,4147.523317974060,0.06883406639099120,32.091840982437100,1.2021803855896000,1312.944747686390,200,-383055.68645161300,FALSE,100000.0,0,1317.478325843810
30,1.85122E+06,4176.65859440784,0.09410309791564940,32.16597318649290,1.296283483505250,1345.110720872880,200,-461068.991146664,FALSE,100000.0,0,1349.7809348106400
31,1.8445991462E+06,6616.092843526510,0.11055588722229000,28.66156792640690,1.406839370727540,1373.772288799290,200,-496103.2691183860,FALSE,100000.0,0,1378.5815448761000
32,1.8383475813E+06,6251.564863140000,0.09626483917236330,31.6862850189209,1.5031042098999000,1405.4585738182100,200,-518342.70933332500,FALSE,100000.0,0,1410.4158790111500
33,1.8346297385E+06,3717.8428717951800,0.0781397819519043,29.91920518875120,1.5812439918518100,1435.377779006960,200,-447866.85811964800,FALSE,100000.0,0,1440.4352006912200
34,1.8333065817E+06,1323.1567576110800,0.0695807933807373,44.020721197128300,1.650824785232540,1479.3985002040900,200,-379457.5475141990,FALSE,100000.0,0,1484.5479040145900
35,1.826862791E+06,6443.790837119100,0.12566709518432600,34.657532930374100,1.7764918804168700,1514.0560331344600,200,-473589.5819027500,FALSE,100000.0,0,1519.3714456558200
36,1.823445550E+06,3417.2404190469500,0.12819790840148900,42.35844302177430,1.9046897888183600,1556.4144761562300,200,-338667.5289552250,FALSE,100000.0,0,1561.8915317058600
37,1.8226416561E+06,803.8943754215730,0.15132904052734400,35.077476263046300,2.056018829345700,1591.491952419280,200,-412848.10871319400,FALSE,100000.0,0,1597.1685707569100
38,1.8174435092E+06,5198.146898036360,0.1011207103729250,29.71522092819210,2.157139539718630,1621.2071733474700,200,-337607.0313761750,FALSE,100000.0,0,1627.0046257972700
39,1.8152818233E+06,2161.6859072868200,0.11012911796569800,47.038193225860600,2.267268657684330,1668.2453665733300,200,-351147.80062105500,FALSE,100000.0,0,1674.1871156692500
40,1.8102479641E+06,5033.859132458690,0.1559598445892330,39.94924306869510,2.4232285022735600,1708.1946096420300,200,-521753.1501406740,FALSE,100000.0,0,1714.320464849470
41,1.8045966159E+06,5651.3482600094300,0.12618112564086900,41.94932794570920,2.5494096279144300,1750.143937587740,200,-421014.33100120600,FALSE,100000.0,0,1756.416657924650
42,1.8008304050E+06,3766.2108726899600,0.13005709648132300,39.053837060928300,2.679466724395750,1789.1977746486700,200,-432280.9021188000,FALSE,100000.0,0,1795.6244480609900
43,1.799464889E+06,1365.5163848362900,0.23397302627563500,49.434725284576400,2.9134397506713900,1838.6324999332400,200,-385129.9653191470,FALSE,100000.0,0,1845.3502600193000
44,1.7944659910E+06,4998.897631255210,0.14163708686828600,33.778486013412500,3.055076837539670,1872.4109859466600,200,-384108.77628865,FALSE,100000.0,0,1879.2942616939500
45,1.7890935204E+06,5372.470614491500,0.14274215698242200,38.82253098487850,3.1978189945220900,1911.2335169315300,200,-375517.5505422580,FALSE,100000.0,0,1918.298194885250
46,1.7866786694E+06,2414.850921999900,0.18718600273132300,48.13068604469300,3.385004997253420,1959.3642029762300,200,-326653.9280579730,FALSE,100000.0,0,1966.6445126533500
47,1.7815123102E+06,5166.359249275880,0.16822481155395500,45.70227813720700,3.553229808807370,2005.0664811134300,200,-389505.70660000000,FALSE,100000.0,0,2012.5554978847500
48,1.7795237185E+06,1988.5917353078300,0.18630504608154300,64.49576878547670,3.739534854888920,2069.5622498989100,200,-479430.1055612130,FALSE,100000.0,0,2077.2795689106000
49,1.7750043333E+06,4519.385203887480,0.15991878509521500,32.39808893203740,3.899453639984130,2101.960338830950,200,-291284.1029676610,FALSE,100000.0,0,2109.8649497032200
50,1.7733788176E+06,1625.5156677237200,0.19500494003295900,39.201443910598800,4.09445858001709,2141.1617827415500,200,-288315.857362625,FALSE,100000.0,0,2149.29678273201
51,1.7708145594E+06,2564.258166617710,0.18468403816223100,41.35684394836430,4.279142618179320,2182.518626689910,200,-242308.31707477500,FALSE,100000.0,0,2190.8707768917100
52,1.766678178E+06,4136.381710844810,0.17919015884399400,33.87585997581480,4.458332777023320,2216.3944866657300,200,-302557.80050923500,FALSE,100000.0,0,2224.961259841920
53,1.7621294438E+06,4548.733880397400,0.22761797904968300,31.76471209526060,4.685950756073000,2248.1591987609900,200,-346465.8332318130,FALSE,100000.0,0,2256.988593816760
54,1.759431842E+06,2697.6019470754500,0.22333979606628400,29.819613933563200,4.909290552139280,2277.9788126945500,200,-300833.29125388100,FALSE,100000.0,0,2287.068517923360
55,1.7567874147E+06,2644.427222536410,0.2315387725830080,33.386420011520400,5.14082932472229,2311.36523270607,200,-319925.8123477590,FALSE,100000.0,0,2320.7194838523900
56,1.754558307E+06,2229.1077208225600,0.2175910472869870,33.42940378189090,5.358420372009280,2344.794636487960,200,-319576.0336356340,FALSE,100000.0,0,2354.3941218853000
57,1.75258991E+06,1968.3923601061100,0.2014751434326170,63.880192041397100,5.5598955154418900,2408.674828529360,200,-308269.6708207170,FALSE,100000.0,0,2418.518846988680
58,1.7496122057E+06,2977.7088514496600,0.23909306526184100,39.63432717323300,5.798988580703740,2448.309155702590,200,-345959.689478755,FALSE,100000.0,0,2458.4212658405300
59,1.7464866639E+06,3125.5418254416400,0.307157039642334,77.6552848815918,6.106145620346070,2525.9644405841800,200,-268123.2443330560,FALSE,100000.0,0,2536.418984889980
60,1.7449284609E+06,1558.2030464795000,0.4550609588623050,44.566999673843400,6.561206579208370,2570.531440258030,200,-257502.5664852660,FALSE,100000.0,0,2581.480928659440
61,1.7429544792E+06,1973.981698173560,0.5570049285888670,39.76737380027770,7.118211507797240,2610.298814058300,200,-212881.31154269900,FALSE,100000.0,0,2621.8927607536300
62,1.7421555020E+06,798.9771370722450,0.43375301361084000,52.49413824081420,7.551964521408080,2662.792952299120,200,-292836.48909604200,FALSE,100000.0,0,2674.870625734330
63,1.7403688998E+06,1786.6022504079200,0.3932616710662840,107.68492102623000,7.945226192474370,2770.477873325350,200,-220933.27296041600,FALSE,100000.0,0,2783.0216138362900
64,1.7388583686E+06,1510.5311519033300,0.42778491973877000,71.34051585197450,8.373011112213140,2841.8183891773200,200,-287462.59556081700,FALSE,100000.0,0,2854.830219745640
65,1.7361688658E+06,2689.502791762590,0.5421819686889650,55.52834367752080,8.9151930809021,2897.346732854840,200,-272115.2015042490,FALSE,100000.0,0,2910.980756998060
66,1.735342844E+06,826.0217715115290,0.35520219802856400,69.90449213981630,9.270395278930660,2967.2512249946600,200,-230440.56823192800,FALSE,100000.0,0,2981.38112282753
67,1.7338858942E+06,1456.9498896296100,0.5377078056335450,38.699739933013900,9.808103084564210,3005.9509649276700,200,-286802.4979500550,FALSE,100000.0,0,3020.6711077690100
68,1.7329221198E+06,963.7743220729750,0.42714905738830600,60.74900817871090,10.235252141952500,3066.6999731063800,200,-190687.06701233700,FALSE,100000.0,0,3081.901179790500
69,1.7318270806E+06,1095.039238153720,0.4334268569946290,38.06837010383610,10.668678998947100,3104.7683432102200,200,-204626.30148486800,FALSE,100000.0,0,3120.4639897346500
70,1.7312209359E+06,606.1446828772310,0.28553128242492700,42.78581881523130,10.95421028137210,3147.5541620254500,200,-197557.86994706400,FALSE,100000.0,0,3163.5921728611000
71,1.7304050504E+06,815.8854895338880,0.5100550651550290,44.77623701095580,11.4642653465271,3192.3303990364100,200,-209520.22245173600,FALSE,100000.0,0,3208.945401906970
72,1.7296564299E+06,748.6205828159580,0.609813928604126,67.99403405189510,12.074079275131200,3260.3244330883000,200,-237124.31000931200,FALSE,100000.0,0,3277.6057670116400
73,1.7287399562E+06,916.4736959412690,0.3320639133453370,37.671623945236200,12.406143188476600,3297.996057033540,200,-267118.73604269100,FALSE,100000.0,0,3315.6609768867500
74,1.7275211019E+06,1218.854261860720,0.5307478904724120,42.20904302597050,12.936891078949000,3340.2051000595100,200,-217452.4472055410,FALSE,100000.0,0,3358.4542508125300
75,1.7265341515E+06,986.9503730251450,0.2994098663330080,57.29311513900760,13.236300945282000,3397.498215198520,200,-249537.76404186900,FALSE,100000.0,0,3416.0835378170000
76,1.7254616418E+06,1072.5097448912000,0.5519030094146730,92.86424589157100,13.788203954696700,3490.362461090090,200,-227864.71755302900,FALSE,100000.0,0,3509.632042646410
77,1.7235311793E+06,1930.4625278487800,0.38802409172058100,49.43368196487430,14.176228046417200,3539.796143054960,200,-253342.0926874820,FALSE,100000.0,0,3559.505061864850
78,1.72196063E+06,1570.5541211376000,0.4144299030303960,43.63620209693910,14.590657949447600,3583.4323451519000,200,-216073.61937446000,FALSE,100000.0,0,3603.6092188358300
79,1.7197672473E+06,2193.377804370360,0.5164370536804200,43.761494874954200,15.107095003128100,3627.1938400268600,200,-229410.6144971630,FALSE,100000.0,0,3647.938642024990
80,1.7184487813E+06,1318.4660320631200,0.4911839962005620,41.46259093284610,15.598278999328600,3668.6564309597000,200,-232500.60489853900,FALSE,100000.0,0,3689.9439549446100
81,1.7176421123E+06,806.668973996304,0.40105509757995600,42.14108896255490,15.99933409690860,3710.7975199222600,200,-211774.75912387600,FALSE,100000.0,0,3732.54988694191
82,1.715747125E+06,1894.9868340441000,0.46154117584228500,40.01691007614140,16.460875272750900,3750.814429998400,200,-210226.40701242500,FALSE,100000.0,0,3773.079484939580
83,1.7138439529E+06,1903.1725410395300,0.34589481353759800,53.45928716659550,16.806770086288500,3804.2737171649900,200,-171909.49500232200,FALSE,100000.0,0,3826.9341399669600
84,1.710342347E+06,3501.6062127624200,0.43465614318847700,43.15974187850950,17.24142622947690,3847.433459043500,200,-208675.54427785300,FALSE,100000.0,0,3870.570900917050
85,1.709219462E+06,1122.8849714370400,0.3841831684112550,41.54789924621580,17.625609397888200,3888.9813582897200,200,-215389.4748798110,FALSE,100000.0,0,3912.5535728931400
86,1.7075411675E+06,1678.2942252296500,0.8150022029876710,49.67469096183780,18.440611600875900,3938.6560492515600,200,-241276.11079210500,FALSE,100000.0,0,3963.096839904790
87,1.705969300E+06,1571.867567392300,0.6351521015167240,35.84911322593690,19.075763702392600,3974.5051624774900,200,-200201.29110060200,FALSE,100000.0,0,3999.622088909150
88,1.7042987970E+06,1670.5029941976500,0.5388932228088380,47.906891107559200,19.614656925201400,4022.4120535850500,200,-211090.13924434100,FALSE,100000.0,0,4048.1211190223700
89,1.7028599273E+06,1438.869635965910,0.5323350429534910,75.8971939086914,20.146991968154900,4098.309247493740,200,-184480.52570707000,FALSE,100000.0,0,4124.58385181427
90,1.7015072521E+06,1352.675199993890,0.6084542274475100,41.50799202919010,20.755446195602400,4139.817239522930,200,-243514.63809307300,FALSE,100000.0,0,4166.739583969120
91,1.7001139767E+06,1393.275461798300,0.7392470836639400,46.910404920578,21.494693279266400,4186.727644443510,200,-145200.35107675600,FALSE,100000.0,0,4214.443050861360
92,1.6976876262E+06,2426.350427370050,0.7206311225891110,45.8567111492157,22.21532440185550,4232.584355592730,200,-147129.5350603400,FALSE,100000.0,0,4261.073642730710
93,1.6963032473E+06,1384.378963984550,0.7391331195831300,47.67386865615850,22.9544575214386,4280.258224248890,200,-163226.8019388760,FALSE,100000.0,0,4309.599535942080
94,1.6940662435E+06,2237.003741509280,0.4930102825164800,48.66786217689510,23.447467803955100,4328.926086425780,200,-195199.77823824500,FALSE,100000.0,0,4358.825562953950
95,1.6931805781E+06,885.6654640897180,0.8007552623748780,91.55061793327330,24.248223066330000,4420.476704359060,200,-164066.68516457500,FALSE,100000.0,0,4451.244210958480
96,1.6918131899E+06,1367.3881728092700,0.6514401435852050,38.37387704849240,24.89966320991520,4458.850581407550,200,-188629.84170441400,FALSE,100000.0,0,4490.311861753460
97,1.690524972E+06,1288.2176837874600,0.8603231906890870,90.48948812484740,25.759986400604200,4549.340069532390,200,-204303.40184435800,FALSE,100000.0,0,4581.707117795940
98,1.6881528510E+06,2372.1211907013800,0.862872838973999,44.84960412979130,26.622859239578200,4594.189673662190,200,-184808.53591180000,FALSE,100000.0,0,4627.463085889820
99,1.6858292761E+06,2323.5749372749100,0.8139510154724120,72.73965001106260,27.43681025505070,4666.929323673250,200,-198981.20637529100,FALSE,100000.0,0,4701.150887966160
100,1.683750498E+06,2078.7777094987700,0.512753963470459,40.60063886642460,27.949564218521100,4707.529962539670,200,-180208.100098382,FALSE,100000.0,0,4742.292974948880
101,1.6823905702E+06,1359.9282301601500,1.2977149486541700,42.06712317466740,29.247279167175300,4749.59708571434,200,-161875.32456669300,FALSE,100000.0,0,4785.714731693270
102,1.6800633623E+06,2327.2078857061000,1.1738171577453600,65.94640803337100,30.421096324920700,4815.543493747710,200,-194424.89870241300,FALSE,100000.0,0,4852.880364894870
103,1.6779677843E+06,2095.578008801910,1.0431699752807600,79.1184446811676,31.464266300201400,4894.661938428880,200,-190217.39445324500,FALSE,100000.0,0,4933.0930898189500
104,1.6752006064E+06,2767.1778549565900,0.8187501430511480,81.97097706794740,32.28301644325260,4976.632915496830,200,-153309.04032011800,FALSE,100000.0,0,5015.9386167526200
105,1.6733548703E+06,1845.7361079228600,0.7997300624847410,54.5765118598938,33.082746505737300,5031.20942735672,200,-129838.53412728500,FALSE,100000.0,0,5071.372762918470
106,1.6719553197E+06,1399.5505552997300,0.7050449848175050,89.87202787399290,33.78779149055480,5121.081455230710,200,-152369.02981180400,FALSE,100000.0,0,5162.004494905470
107,1.6695907835E+06,2364.53625554638,0.7277400493621830,45.804131746292100,34.51553153991700,5166.885586977010,200,-175462.71847743200,FALSE,100000.0,0,5208.597216844560
108,1.6683381155E+06,1252.6679550476800,0.6141259670257570,44.77487516403200,35.12965750694280,5211.660462141040,200,-165270.57558658100,FALSE,100000.0,0,5254.032362699510
109,1.6672444396E+06,1093.6759301857100,0.7783658504486080,55.95170617103580,35.90802335739140,5267.612168312070,200,-143882.5947920660,FALSE,100000.0,0,5310.827545881270
110,1.6653910377E+06,1853.401944517160,0.9869492053985600,83.91207098960880,36.89497256278990,5351.5242393016800,200,-154415.05662491400,FALSE,100000.0,0,5395.790511846540
111,1.6641939899E+06,1197.0477273622500,0.9542608261108400,66.26327991485600,37.84923338890080,5417.7875192165400,200,-158501.8726867820,FALSE,100000.0,0,5463.072774887090
112,1.662943629E+06,1250.361364235400,0.9485211372375490,67.76116800308230,38.797754526138300,5485.54868721962,200,-157004.47489525900,FALSE,100000.0,0,5531.8276607990300
113,1.6613453324E+06,1598.2962090305500,0.6000549793243410,50.72874188423160,39.39780950546270,5536.277429103850,200,-113550.74562485100,FALSE,100000.0,0,5583.199682712560
114,1.6602220253E+06,1123.3070732143200,0.7131519317626950,43.792628049850500,40.11096143722530,5580.070057153700,200,-131650.3745065190,FALSE,100000.0,0,5627.7465698719000
115,1.6593314656E+06,890.5596602908340,0.644752025604248,47.3900682926178,40.75571346282960,5627.46012544632,200,-129233.13114697300,FALSE,100000.0,0,5675.837481975560
116,1.6591188711E+06,212.59448369802000,0.652040958404541,50.87370586395260,41.40775442123410,5678.333831310270,200,-104661.30250274600,FALSE,100000.0,0,5727.424082994460
117,1.658625565E+06,493.30609081941700,1.088892936706540,45.319987058639500,42.496647357940700,5723.653818368910,200,-127175.20435388100,FALSE,100000.0,0,5773.878942012790
118,1.6578720962E+06,753.4688122316730,0.7176852226257320,51.44867181777950,43.214332580566400,5775.102490186690,200,-130164.75581196900,FALSE,100000.0,0,5826.098552942280
119,1.6569115303E+06,960.5659178756180,0.7227158546447750,40.1075599193573,43.93704843521120,5815.210050106050,200,-106203.1282972660,FALSE,100000.0,0,5866.99125289917
120,1.656080900E+06,830.62991652661,0.9456338882446290,73.2745087146759,44.88268232345580,5888.4845588207200,200,-129538.89615290300,FALSE,100000.0,0,5941.241537809370
121,1.654774186E+06,1306.7141856120400,0.7249472141265870,40.99591112136840,45.6076295375824,5929.480469942090,200,-126627.02380912000,FALSE,100000.0,0,5983.03163599968
122,1.65360903E+06,1165.1580106930300,0.7003021240234380,59.31763291358950,46.307931661605800,5988.798102855680,200,-145514.86777713500,FALSE,100000.0,0,6043.125902891160
123,1.651760862E+06,1848.1666409829600,0.7371869087219240,39.42229127883910,47.04511857032780,6028.2203941345200,200,-142819.67960231900,FALSE,100000.0,0,6083.3513078689600
124,1.6507206615E+06,1040.200018352830,0.787567138671875,45.90022015571590,47.832685708999600,6074.120614290240,200,-132278.35243644400,FALSE,100000.0,0,6130.095279932020
125,1.6500318367E+06,688.8248360706490,0.6384129524230960,41.53310704231260,48.47109866142270,6115.65372133255,200,-144168.88903057600,FALSE,100000.0,0,6172.300299882890
126,1.6483767356E+06,1655.1010757151500,0.6225249767303470,42.645365953445400,49.093623638153100,6158.2990872860000,200,-136667.0864372580,FALSE,100000.0,0,6215.644008874890
127,1.6462192599E+06,2157.47576274164,0.731428861618042,56.881786823272700,49.82505249977110,6215.180874109270,200,-147643.6630487330,FALSE,100000.0,0,6273.302944660190
128,1.6443629396E+06,1856.3203073481600,0.8487060070037840,52.653656005859400,50.6737585067749,6267.834530115130,200,-148883.28510043600,FALSE,100000.0,0,6326.8907380104100
129,1.6428622782E+06,1500.661403868810,0.9081969261169430,54.85807704925540,51.581955432891800,6322.692607164380,200,-131452.5774477040,FALSE,100000.0,0,6382.719423055650
130,1.641888011E+06,974.2674555126580,1.4178292751312300,44.23952889442440,52.99978470802310,6366.932136058810,200,-125870.35825398200,FALSE,100000.0,0,6428.453113794330
131,1.640710087E+06,1177.9234295981000,0.9873740673065190,45.707985162735000,53.98715877532960,6412.640121221540,200,-126027.9525442890,FALSE,100000.0,0,6475.203360795980
132,1.639578545E+06,1131.5424430680000,1.1643290519714400,36.58601975440980,55.151487827301000,6449.226140975950,200,-122017.57011528200,FALSE,100000.0,0,6513.027053833010
133,1.638239531E+06,1339.0135930869700,1.057920217514040,49.36124110221860,56.20940804481510,6498.587382078170,200,-124618.92135154600,FALSE,100000.0,0,6563.525840997700
134,1.6374481991E+06,791.3320923654830,1.043436050415040,45.80656909942630,57.2528440952301,6544.393951177600,200,-114756.19838061700,FALSE,100000.0,0,6610.599553823470
135,1.6365009462E+06,947.2529712526590,1.4874958992004400,76.1953341960907,58.74033999443050,6620.589285373690,200,-104000.93037272200,FALSE,100000.0,0,6688.3696620464300
136,1.635944832E+06,556.1139446827580,1.8038909435272200,70.02244687080380,60.544230937957800,6690.611732244490,200,-111692.06593174100,FALSE,100000.0,0,6760.309643745420
137,1.634929647E+06,1015.185473645110,1.013533353805540,52.495766162872300,61.557764291763300,6743.107498407360,200,-104192.86177024200,FALSE,100000.0,0,6813.855376958850
138,1.6325213280E+06,2408.3187977892800,1.2993810176849400,50.89273405075070,62.85714530944820,6794.000232458120,200,-132939.2609336660,FALSE,100000.0,0,6866.114698886870
139,1.6314091007E+06,1112.2272794160500,1.7554008960723900,72.85058212280270,64.61254620552060,6866.850814580920,200,-115635.40773179700,FALSE,100000.0,0,6940.762709856030
140,1.630481461E+06,927.6394532145930,1.543328046798710,40.970126152038600,66.15587425231930,6907.820940732960,200,-97423.40833910630,FALSE,100000.0,0,6983.348668813710
141,1.629475738E+06,1005.7229493290700,1.902975082397460,76.18256378173830,68.0588493347168,6984.003504514690,200,-105486.07481865500,FALSE,100000.0,0,7061.506136894230
142,1.628732528E+06,743.2098660280460,1.5974071025848400,80.78199696540830,69.65625643730160,7064.7855014801000,200,-112738.09558814400,FALSE,100000.0,0,7143.951937675480
143,1.62674451E+06,1988.0194735408300,1.4921958446502700,44.559638023376500,71.1484522819519,7109.345139503480,200,-108807.61563005200,FALSE,100000.0,0,7190.17727804184
144,1.6253115821E+06,1432.9268140823100,2.0894527435302700,55.345755100250200,73.23790502548220,7164.690894603730,200,-115137.54981553600,FALSE,100000.0,0,7247.697573900220
145,1.6235289522E+06,1782.629910160090,1.7086408138275100,72.9754319190979,74.94654583930970,7237.666326522830,200,-102666.81983353300,FALSE,100000.0,0,7322.445546865460
146,1.6221039239E+06,1425.028285754150,1.5073249340057400,48.56966495513920,76.45387077331540,7286.235991477970,200,-100032.34029743200,FALSE,100000.0,0,7372.5993039608
147,1.6207542499E+06,1349.6740545700300,1.1927690505981400,34.37549710273740,77.64663982391360,7320.611488580700,200,-105274.97051450300,FALSE,100000.0,0,7408.2396359443700
148,1.6198428381E+06,911.4117665998640,1.5244719982147200,45.674684047699000,79.1711118221283,7366.286172628400,200,-92485.11838623550,FALSE,100000.0,0,7455.513855934140
149,1.618548324E+06,1294.5143050386100,0.9855730533599850,54.1883659362793,80.15668487548830,7420.474538564680,200,-104903.8420801540,FALSE,100000.0,0,7510.762880086900
150,1.617902966E+06,645.3580768390090,0.8623292446136480,43.814014196395900,81.01901412010190,7464.288552761080,200,-87133.72715194920,FALSE,100000.0,0,7555.507279872890
151,1.6171492801E+06,753.6856009566690,1.068497896194460,45.0246217250824,82.08751201629640,7509.31317448616,200,-91251.38223552130,FALSE,100000.0,0,7601.670274734500
152,1.6160995580E+06,1049.7221621482200,1.1943988800048800,46.14486789703370,83.28191089630130,7555.458042383190,200,-93220.76479598780,FALSE,100000.0,0,7649.115532875060
153,1.615160592E+06,938.9664509070570,0.9750099182128910,42.89600706100460,84.25692081451420,7598.354049444200,200,-92533.11043663980,FALSE,100000.0,0,7693.056736707690
154,1.6138541197E+06,1306.4718158219500,1.2245349884033200,47.274385929107700,85.48145580291750,7645.628435373310,200,-116826.99539094700,FALSE,100000.0,0,7741.648548841480
155,1.61290874E+06,945.3795903921130,2.037019968032840,49.60137605667110,87.51847577095030,7695.229811429980,200,-104417.3813502840,FALSE,100000.0,0,7793.419384717940
156,1.6124218377E+06,486.90240810462300,0.9883880615234380,46.47293400764470,88.50686383247380,7741.702745437620,200,-99156.79398590710,FALSE,100000.0,0,7840.965726852420
157,1.6114670641E+06,954.7735882622660,1.2543129920959500,44.78987908363340,89.7611768245697,7786.4926245212600,200,-117990.559913298,FALSE,100000.0,0,7887.078464746480
158,1.6097561984E+06,1710.865701489850,1.1762418746948200,43.23290801048280,90.93741869926450,7829.725532531740,200,-117562.35811288600,FALSE,100000.0,0,7931.5641968250300
159,1.6087544408E+06,1001.7576150705600,1.4283640384674100,38.02609395980840,92.36578273773190,7867.751626491550,200,-108314.5719868360,FALSE,100000.0,0,7971.096060991290
160,1.6070786413E+06,1675.7994984942500,1.9404869079589800,85.83304905891420,94.30626964569090,7953.584675550460,200,-105164.50728114200,FALSE,100000.0,0,8058.9618010520900
161,1.6055718766E+06,1506.7646960322700,1.4839000701904300,61.612725019455000,95.79016971588140,8015.197400569920,200,-108501.66041215900,FALSE,100000.0,0,8122.148964881900
