Iteration,Master_Obj,Master_Improvement,Master_Time_s,Pricing_Time_s,Cumulative_Master_Time_s,Cumulative_Pricing_Time_s,Cols_Added,Best_RC,Timed_Out,Pricing_TimeLimit_Used,Stagnant_Counter,Total_Runtime_s
1,3.1E+08,inf,0.0042688846588134800,303.6273617744450,0.0042688846588134800,303.6273617744450,50,-22399970.15742000,FALSE,100000.0,0,305.41234493255600
2,2.66200396E+08,40799604.41195990,0.004190921783447270,301.59986305236800,0.008459806442260740,605.2272248268130,50,-20000001.363420000,FALSE,100000.0,0,607.0247120857240
3,2.3500073E+08,31199669.11040000,0.005059719085693360,301.19903779029800,0.013519525527954100,906.4262626171110,50,-19899959.50656000,FALSE,100000.0,0,908.2358739376070
4,2.01400967E+08,33599759.422379300,0.003998994827270510,301.83004903793300,0.01751852035522460,1208.2563116550400,50,-13999998.726700100,FALSE,100000.0,0,1210.07612991333
5,1.64801511E+08,36599456.41949030,0.004290103912353520,300.741473197937,0.021808624267578100,1508.9977848529800,50,-21399946.659220600,FALSE,100000.0,0,1510.8292288780200
6,1.39301591E+08,25499919.28755020,0.004368305206298830,300.68688201904300,0.026176929473877000,1809.6846668720200,50,-18600039.458180600,FALSE,100000.0,0,1811.5343561172500
7,1.13501826E+08,25799765.0760338,0.004549741744995120,300.4541790485380,0.03072667121887210,2110.1388459205600,50,-16100043.461860600,FALSE,100000.0,0,2112.0013930797600
8,9.0201961E+07,23299865.63513280,0.005851030349731450,251.62520289421100,0.036577701568603500,2361.7640488147700,50,-17300152.107749600,FALSE,100000.0,0,2363.6429028511000
9,6.84021285E+07,21799832.102631800,0.005125999450683590,178.1907720565800,0.04170370101928710,2539.954820871350,50,-14400179.943578800,FALSE,100000.0,0,2541.858038187030
10,5.37520615E+07,14650067.05880440,0.005023002624511720,211.49035215377800,0.04672670364379880,2751.445173025130,50,-11100301.817429600,FALSE,100000.0,0,2753.3596630096400
