Iteration,Master_Obj,Master_Improvement,Master_Time_s,Pricing_Time_s,Cumulative_Master_Time_s,Cumulative_Pricing_Time_s,Cols_Added,Best_RC,Timed_Out,Pricing_TimeLimit_Used,Stagnant_Counter,Total_Runtime_s
1,108000000.0,inf,0.0004394054412841800,420.0833857059480,0.0004394054412841800,420.0833857059480,150,-28899880.076688100,FALSE,100000.0,0,421.2944107055660
2,70400916.02746290,37599084.0,0.0019669532775878900,438.05425095558200,0.0024063587188720700,858.1376366615300,150,-15700230.476464100,FALSE,100000.0,0,859.407145023346
3,48700769.07958230,21700146.9,0.0026671886444091800,175.2181544303890,0.00507354736328125,1033.355791091920,150,-12200200.979784900,FALSE,100000.0,0,1034.6785516738900
4,32500927.242282700,16199841.8,0.0029408931732177700,117.27206993103000,0.008014440536499020,1150.6278610229500,150,-8600217.670797810,FALSE,100000.0,0,1152.0120363235500
5,23100920.252965200,9400007.0,0.004023313522338870,92.89185500144960,0.01203775405883790,1243.5197160244000,150,-7000150.349768740,FALSE,100000.0,0,1245.000158071520
6,15100899.924107200,8000020.3,0.004385948181152340,52.701526403427100,0.016423702239990200,1296.221242427830,150,-4600119.456464010,FALSE,100000.0,0,1297.7825138568900
7,8400960.167285500,6699939.8,0.0058612823486328100,29.732685089111300,0.022284984588623000,1325.9539275169400,150,-3100160.137215350,FALSE,100000.0,0,1327.6038196086900
8,5400879.982000420,3000080.2,0.005583286285400390,43.99499535560610,0.027868270874023400,1369.9489228725400,150,-2100124.4695445200,FALSE,100000.0,0,1371.6941931247700
9,3400851.1544135200,2000028.8,0.00561833381652832,43.702895641326900,0.03348660469055180,1413.6518185138700,150,-1400314.65902333,FALSE,100000.0,0,1415.503179550170
10,2300724.7287576300,1100126.4,0.005857706069946290,46.7698450088501,0.03934431076049810,1460.4216635227200,150,-900235.0649698770,FALSE,100000.0,0,1462.3884720802300
11,1900741.8641606600,399982.9,0.010815143585205100,26.478853225708000,0.050159454345703100,1486.9005167484300,150,-1000344.1408823400,FALSE,100000.0,0,1489.0140709877000
12,1300675.697038560,600066.2,0.012680530548095700,29.116095066070600,0.06283998489379880,1516.016611814500,150,-500211.7770236470,FALSE,100000.0,0,1518.268254518510
13,1300675.6970385600,0.0,0.010505914688110400,30.40185046195980,0.07334589958190920,1546.4184622764600,150,-400193.8064012990,FALSE,100000.0,1,1548.8185305595400
14,1300675.6970385600,0.0,0.013649225234985400,36.29428267478940,0.08699512481689450,1582.7127449512500,150,-500236.9754027220,FALSE,100000.0,2,1585.289800643920
15,1243556.4405543100,57119.3,0.020587444305419900,34.52101492881780,0.10758256912231400,1617.233759880070,150,-285960.1039053870,FALSE,100000.0,0,1619.9878137111700
16,1234042.9566105500,9513.5,0.037007808685302700,50.5598304271698,0.1445903778076170,1667.7935903072400,150,-322399.95170549700,FALSE,100000.0,0,1670.761037349700
17,1220682.9926270000,13360.0,0.02364373207092290,36.412682056427,0.16823410987854000,1704.2062723636600,150,-360239.3498754330,FALSE,100000.0,0,1707.406358242040
18,1214948.652505860,5734.3,0.03399038314819340,47.848350524902300,0.2022244930267330,1752.054622888570,150,-357416.9122844570,FALSE,100000.0,0,1755.468512058260
19,1208988.4193201000,5960.2,0.02522444725036620,48.42728877067570,0.2274489402771000,1800.4819116592400,150,-425325.270172728,FALSE,100000.0,0,1804.1296672821000
20,1206710.7174643900,2277.7,0.04919886589050290,56.16193246841430,0.27664780616760300,1856.643844127660,150,-327562.22479164600,FALSE,100000.0,0,1860.545283317570
21,1200608.7326459100,6102.0,0.030588626861572300,35.5270791053772,0.3072364330291750,1892.1709232330300,150,-400182.72379288,FALSE,100000.0,0,1896.3119399547600
22,1200608.071411910,0.7,0.03364849090576170,43.25271940231320,0.3408849239349370,1935.4236426353500,150,-400207.3397006010,FALSE,100000.0,1,1939.8208813667300
23,1200607.4680194800,0.6,0.03405880928039550,38.97945165634160,0.37494373321533200,1974.403094291690,150,-500186.8000388450,FALSE,100000.0,2,1979.063494682310
24,1187406.7992206900,13200.7,0.05606722831726070,36.442269802093500,0.4310109615325930,2010.8453640937800,150,-368283.37899369400,FALSE,100000.0,0,2015.8388285636900
25,1185237.368122490,2169.4,0.04163622856140140,48.81860899925230,0.47264719009399400,2059.663973093030,150,-384748.6039799040,FALSE,100000.0,0,2064.9488015174900
26,1185237.368122490,0.0,0.06910395622253420,79.97404861450200,0.5417511463165280,2139.638021707540,150,-436239.72273585200,FALSE,100000.0,1,2145.2466382980300
27,1183947.9965867700,1289.4,0.0720815658569336,65.42613625526430,0.6138327121734620,2205.064157962800,150,-367041.1669608190,FALSE,100000.0,0,2211.028212785720
28,1181317.2430365300,2630.8,0.08130002021789550,50.44112539291380,0.6951327323913570,2255.505283355710,150,-272202.4849313450,FALSE,100000.0,0,2261.828162431720
29,1179741.1609645600,1576.1,0.06795763969421390,22.725841999054000,0.7630903720855710,2278.231125354770,150,-209740.7071238580,FALSE,100000.0,0,2284.904463529590
30,1178113.7631928500,1627.4,0.0837697982788086,36.23105573654180,0.8468601703643800,2314.4621810913100,150,-222637.6591432690,FALSE,100000.0,0,2321.509101867680
31,1175613.8564348300,2499.9,0.07639765739440920,45.37051796913150,0.9232578277587890,2359.83269906044,150,-281443.621261229,FALSE,100000.0,0,2367.291663169860
32,1169847.1663973200,5766.7,0.07751321792602540,51.37451958656310,1.0007710456848100,2411.207218647000,150,-273192.3683203240,FALSE,100000.0,0,2419.087201833730
33,1165710.8529880000,4136.3,0.08539056777954100,51.057358264923100,1.0861616134643600,2462.2645769119300,150,-263996.04952551,FALSE,100000.0,0,2470.5510773658800
34,1159896.5416081200,5814.3,0.06362748146057130,62.856152057647700,1.1497890949249300,2525.120728969570,150,-232584.1908617450,FALSE,100000.0,0,2533.7982165813400
35,1159351.9356062300,544.6,0.09876132011413570,70.18020057678220,1.2485504150390600,2595.300929546360,150,-182335.99314861400,FALSE,100000.0,0,2604.412838459020
36,1158537.2031160800,814.7,0.08398270606994630,50.813316822052,1.3325331211090100,2646.114246368410,150,-185501.85684434600,FALSE,100000.0,0,2655.660852909090
37,1156616.6959426400,1920.5,0.10051274299621600,50.520461559295700,1.4330458641052200,2696.634707927700,150,-216384.52041470800,FALSE,100000.0,0,2706.632951259610
38,1153618.9507294500,2997.7,0.08461260795593260,32.08888483047490,1.5176584720611600,2728.7235927581800,150,-185339.24770355000,FALSE,100000.0,0,2739.170296907430
39,1147877.4402377000,5741.5,0.1117238998413090,57.1412832736969,1.6293823719024700,2785.8648760318800,150,-170713.95902834500,FALSE,100000.0,0,2796.793758392330
40,1145485.5335551200,2391.9,0.10637998580932600,73.66716599464420,1.735762357711790,2859.53204202652,150,-156867.47641347500,FALSE,100000.0,0,2870.9520478248600
41,1143420.7593986600,2064.8,0.11816930770874000,54.808695554733300,1.8539316654205300,2914.340737581250,150,-176242.0872237090,FALSE,100000.0,0,2926.269245147710
42,1141045.0634831400,2375.7,0.11597514152526900,59.06521797180180,1.9699068069458000,2973.405955553060,150,-133754.61334584500,FALSE,100000.0,0,2985.852806329730
43,1138163.626563830,2881.4,0.19933319091796900,68.71276950836180,2.1692399978637700,3042.1187250614200,150,-171580.74522371400,FALSE,100000.0,0,3055.180968761440
44,1134494.0233434600,3669.6,0.1193840503692630,71.88982629776000,2.2886240482330300,3114.0085513591800,150,-144168.3350119590,FALSE,100000.0,0,3127.61727142334
45,1131597.3092876000,2896.7,0.1611793041229250,111.59837317466700,2.449803352355960,3225.606924533840,150,-125883.84529584700,FALSE,100000.0,0,3239.804368495940
46,1130139.7905510900,1457.5,0.12539958953857400,80.08102369308470,2.5752029418945300,3305.6879482269300,150,-117766.5238222330,FALSE,100000.0,0,3320.4533982276900
47,1128557.1983295600,1582.6,0.1534433364868160,130.17423796653700,2.7286462783813500,3435.862186193470,150,-117034.04925080600,FALSE,100000.0,0,3451.233220100400
48,1127361.072672010,1196.1,0.13277077674865700,55.76580572128300,2.861417055130010,3491.627991914750,150,-155545.41791526100,FALSE,100000.0,0,3507.589000225070
49,1125256.8594013700,2104.2,0.1546339988708500,100.89076375961300,3.0160510540008500,3592.518755674360,150,-120993.2201584440,FALSE,100000.0,0,3609.096701860430
50,1122901.8920991000,2355.0,0.1520214080810550,108.91540241241500,3.168072462081910,3701.4341580867800,150,-155447.29449066300,FALSE,100000.0,0,3718.635922908780
51,1120926.8496781000,1975.0,0.1637120246887210,116.727468252182,3.33178448677063,3818.1616263389600,150,-163060.1114271980,FALSE,100000.0,0,3836.018243074420
52,1117881.504541960,3045.3,0.13251924514770500,83.21072578430180,3.464303731918340,3901.3723521232600,150,-124900.04332227900,FALSE,100000.0,0,3919.8537209034000
53,1116114.597980630,1766.9,0.16205477714538600,94.03164291381840,3.6263585090637200,3995.403995037080,150,-117189.32091107900,FALSE,100000.0,0,4014.5437304973600
54,1114373.556642080,1741.0,0.14244866371154800,80.31642270088200,3.7688071727752700,4075.720417737960,150,-142752.50516918300,FALSE,100000.0,0,4095.513313293460
55,1111391.331028490,2982.2,0.20063328742981000,91.83428835868840,3.969440460205080,4167.554706096650,150,-137107.39575892,FALSE,100000.0,0,4188.066930294040
56,1109536.1892247700,1855.1,0.16410398483276400,105.09542894363400,4.133544445037840,4272.650135040280,150,-117348.50021555800,FALSE,100000.0,0,4293.853986263280
57,1107626.7090346300,1909.5,0.17927050590515100,102.93045091629000,4.312814950942990,4375.5805859565700,150,-140343.25089639900,FALSE,100000.0,0,4397.506937980650
58,1104891.1600553200,2735.5,0.22138762474060100,86.5067195892334,4.534202575683590,4462.087305545810,150,-109776.54650758200,FALSE,100000.0,0,4484.785387039190
