case,job,target_duties,trips,iterations,pricing_certified,stop_reason,route_weight,weighted_RMP,last_pricing_min_rc,artificials,graph_original_build_s,cache_io_s,reported_cg_wall_s,wrapper_wall_s,scheduler_elapsed,app_RUSAGE_SELF_peak_mb,slurm_batch_MaxRSS,git_dirty_reported,saved_positive_objective_delta,saved_positive_weight_delta,reported_max_bound_violation,reported_feasibility_tolerance,result_sha256
w1_k36,661625,36,871,51,False,wall_limit,34.99999999999996,3501592.518573265,-56.28905703338013,0.0,70558.04609274864,151.06191635131836,14397.407404840924,14559.477200746536,04:02:50,54168.73046875,300513356K,True,1.4244578778743744e-06,1.4239276424632408e-11,4.143888362760126e-12,1e-06,4590bb2de268cd638e12575ff47c38ae1bb98327f87ebb3164998727af5abb4a
w2_k35,661640,35,841,168,False,wall_limit,33.999999999999964,3401467.085178798,-0.36097726094627625,0.0,83681.35081624985,112.53464388847351,14394.484960933216,14513.28384065628,04:02:16,50699.66796875,272206436K,True,3.1944364309310913e-07,3.197442310920451e-12,5.622100007762754e-13,1e-06,da1e8b2cf2b435d520a5028861d19791fa04546dbdb6452b17ec49a0b94fd6f0
w3_k36,661678,36,851,222,False,wall_limit,35.99999999999858,3601490.549934656,-0.0544192235656471,0.0,61890.31452584267,114.09360551834106,14380.807086728513,14501.20751452446,04:01:50,51531.875,272524324K,True,9.5367431640625e-07,9.528378086542943e-12,9.617445728693497e-13,1e-06,f29277df9a737ce813909e613b3fd18ac00bb4b636dd5757f039934a9622048f
w4_k36,661697,36,853,113,False,wall_limit,35.000000000000746,3501516.270128513,-0.4659917465287977,0.0,40566.177894830704,143.19278001785278,14371.734302281402,14681.293460607529,04:04:54,51838.45703125,283864452K,True,6.291083991527557e-07,6.281197784119286e-12,8.480022239965024e-13,1e-06,95c824a1d93cc4451a9ce477f63aa43a83fafb09f501dd635d22a7f7bcb8bd64
w6_k35,661729,35,831,130,False,wall_limit,34.00000000000025,3401482.521646823,-0.43306350991165843,0.0,30999.746131181717,134.33646941184998,14395.519919466227,14645.977278709412,04:04:19,49148.8671875,269327012K,True,5.150213837623596e-07,5.144329406903125e-12,5.084682674905139e-13,1e-06,fc4637b455876f36ef67e9a500cb312637f98dcacc8206d27caacee01bb98376
