root_label,cell,idx,cohort,execution_commit,instance_sha256,tariff_sha256,aggregate_terminal_target_kwh,fleet_cap,original_cg_pricing_certified,original_cg_stop,original_cg_seconds,original_cg_weighted_full_graph_lp_bound,original_cg_fractional_route_weight,original_cg_selection_state,original_fleet_status,original_fleet_buses,original_finite_pool_fleet_bound,original_charging_status,original_charging_cost,original_charging_bound,fixed_fleet_status,fixed_fleet,fixed_finite_frontier_fleet_bound,fixed_charging_status,fixed_charging_grid_cost,fixed_charging_grid_bound,fixed_continuous_cost,fixed_exact_once_verified,fixed_proof_scope,post_branch,post_state,post_job_id,source_pool_type,fallback_added,fallback_pool_fresh_columns,fallback_pool_fixed_frontier_columns,fallback_selected_fresh_only,fallback_selected_fixed_only,fallback_selected_both,fallback_all_selected_giro_sequences,source_pool_fleet_status,source_pool_fleet,source_pool_charging_status,source_pool_charging_grid_cost,source_pool_charging_grid_bound,cleanup_returncode,cleanup_summary_present,cleanup_fleet_status,cleanup_fleet,cleanup_finite_pool_fleet_bound,cleanup_charging_status,cleanup_charging_grid_cost,cleanup_charging_grid_bound,cleanup_continuous_cost,cleanup_exact_once_verified,cleanup_individual_replay_verified,cleanup_shared_capacity_validated,cleanup_proof_scope,cleanup_input_duplicate_trip_count,cleanup_generated_sequences,attempt_receipt_count,stale_running_attempt_receipts,fresh_cg_max_restart,fixed_max_restart,original_summary_path,original_summary_sha256,fixed_summary_path,fixed_summary_sha256,source_pool_summary_path,source_pool_summary_sha256,cleanup_summary_path,cleanup_summary_sha256,post_receipt_path,post_receipt_sha256
expansion,r21b_flat,16,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,59a9d3b7c1516b19b56267de7309cfe014a13f84b8b390738754a5f652f451f3,492.9951373,5,True,pricing_certified,2287.20450569503,500269.1846695142,5.000000000000008,selected,OPTIMAL,5,5.0,OPTIMAL,293.6319999999978,293.6319999999978,OPTIMAL,5,5.0,OPTIMAL,269.32792591560565,269.32792591560565,265.51673421439773,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498935,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,293.6319999999978,293.6319999999978,0,True,OPTIMAL,5,5.0,OPTIMAL,275.2799999999843,275.2799999999843,271.2971182639885,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,3,12,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_flat/fresh_cg/job499038_r0/out/summary.json,d286be0eb977e68719ed60e8bdaec307385ab89cedc27af37b6ce5eb77edc8b4,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_flat/fixed_duty/job499067_r0/out/summary.json,336d4527a7b748850c9046b10d642f7a425a4384f825467721e7152640c126da,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_flat/fresh_cg/job499038_r0/out/summary.json,d286be0eb977e68719ed60e8bdaec307385ab89cedc27af37b6ce5eb77edc8b4,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_flat/cleanup/job498935_r0/out/summary.json,63b43a4494845093aa2312876d4a0dbdaceb2b37bc5d8c1a1a2f6b7fbf571ea6,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_flat/job498935_r0.json,337474eebbc8ac36658279765a3b4f0fb63ae547c7eb1ca8cca69e5bd1d2181b
expansion,r21b_duck,17,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,eb8a4a5e0524fd3536ec2411e3628a14b0ea4b711aeed98a0066420b5e464e58,492.9951373,5,True,pricing_certified,2348.9210800416768,500146.3355348677,5.000000000000001,selected,OPTIMAL,5,5.0,OPTIMAL,151.90099999998347,151.90099999998347,OPTIMAL,5,5.0,TIME_LIMIT,147.92789637194085,147.87455083457485,145.2738747994008,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498936,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,151.90099999998347,151.90099999998347,0,True,OPTIMAL,5,5.0,TIME_LIMIT,147.72794256147887,147.58553487416435,145.01795070480148,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,1,7,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck/fresh_cg/job499039_r0/out/summary.json,460f0420dc23a99a2b345c5d58dbb8eff5ac10e3bba0a9ee7ee9acba047fcdea,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck/fixed_duty/job499068_r0/out/summary.json,95dbdafa93d225cc445f71d1b96a6e78a22dadabede93b865a2c52ff3c186c4a,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck/fresh_cg/job499039_r0/out/summary.json,460f0420dc23a99a2b345c5d58dbb8eff5ac10e3bba0a9ee7ee9acba047fcdea,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck/cleanup/job498936_r0/out/summary.json,6d53d9821ba64fb48f0ce2d609f254ecf7d8c927d7813379cbabe65d1c04f8ae,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_duck/job498936_r0.json,9f292b22eb2295ffe06cfa9a8f545e7af8bfe01365a8e17a8226cdf61df39cd1
expansion,r21b_duck_solar_depot,18,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,20f2eb0922fc8b536276d5671f10d211a58fb3c6c3468198f1d214d27bb48274,492.9951373,5,True,pricing_certified,1811.9821681994945,500145.5255348734,5.0,selected,OPTIMAL,5,5.0,OPTIMAL,162.96900000001187,162.96900000001187,OPTIMAL,5,5.0,TIME_LIMIT,146.0679567550153,145.92553487416433,143.2156507698237,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498937,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,162.96900000001187,162.96900000001187,0,True,OPTIMAL,5,5.0,TIME_LIMIT,148.2029556577986,148.06053487417125,145.41815068479627,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,3,16,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_solar_depot/fresh_cg/job499040_r0/out/summary.json,c3a33542a18d0101035663ff97e58be6cc1e75acee4ad4f2b610c234fe910204,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_solar_depot/fixed_duty/job499069_r0/out/summary.json,88c70624ea75bd1e5d29c429ced0172d098019a002f84fb1dce238a07d9ec6d4,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_solar_depot/fresh_cg/job499040_r0/out/summary.json,c3a33542a18d0101035663ff97e58be6cc1e75acee4ad4f2b610c234fe910204,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_solar_depot/cleanup/job498937_r0/out/summary.json,9fc8207bc1171407824e9e06bde4cd6f30ebac61f5b8dd8cbdb6713efa71ba20,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_duck_solar_depot/job498937_r0.json,ab7141b959e87d4a2e185b979f792078d2a08c20da8e7d55b9863111bf6d02a7
expansion,r21b_spatial_2190L_x0p50,19,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,8e9d4b8c749e426086bb1843e39f83e35e37c67bd7a3fc5b300b2ba1fc800c6c,492.9951373,5,True,pricing_certified,2605.8795527350157,500134.5923347367,5.000000000000002,selected,OPTIMAL,5,5.0,OPTIMAL,139.25200000000768,139.25200000000768,OPTIMAL,5,5.0,OPTIMAL,137.01999999997497,137.01999999997497,135.06129508239974,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498938,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,139.25200000000768,139.25200000000768,0,True,OPTIMAL,5,5.0,OPTIMAL,139.00400000000081,139.00400000000081,136.89302305760793,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,1,7,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x0p50/fresh_cg/job499041_r0/out/summary.json,fcd2c8c7ca2f6f85836af0755d61f50d2e33336438a40344cb96fd786bcf93f0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x0p50/fixed_duty/job499070_r0/out/summary.json,e59e30e44c78e11746dc34308a57d46c7204237794bc88a1d372521b3d4bf2eb,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x0p50/fresh_cg/job499041_r0/out/summary.json,fcd2c8c7ca2f6f85836af0755d61f50d2e33336438a40344cb96fd786bcf93f0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x0p50/cleanup/job498938_r0/out/summary.json,72456ddc5b4a1ff6e2110dd670800783c592302279644f61e8f1b07b300000af,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_spatial_2190L_x0p50/job498938_r0.json,dc9266527f905fdf7e2f29ea0283611f667e28c5ead4c2db3b5669c87db530bb
expansion,r21b_spatial_4808_x0p50,20,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,c609a95a94049ee111f99b94393a5876fff4897886aa5292aac6670af4dd73c2,492.9951373,5,True,pricing_certified,1465.384341168683,500163.6847188093,5.000000000000003,selected,OPTIMAL,5,5.0,OPTIMAL,176.45200000000477,176.45200000000477,OPTIMAL,5,5.0,OPTIMAL,168.8880000000063,168.8880000000063,166.92929508240195,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498939,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,176.45200000000477,176.45200000000477,0,True,OPTIMAL,5,5.0,OPTIMAL,166.4079999999958,166.4079999999958,164.34017508239776,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,3,12,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_4808_x0p50/fresh_cg/job499042_r0/out/summary.json,01aac8ad6d6f039cf99a713767f4fd08a1584578fb23ebf6bca62ad2eaab2129,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_4808_x0p50/fixed_duty/job499071_r0/out/summary.json,226c6c47705eaac79cc939bc8f3d5314cea7d75b2049673ad2f7ca98ca5c6d4f,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_4808_x0p50/fresh_cg/job499042_r0/out/summary.json,01aac8ad6d6f039cf99a713767f4fd08a1584578fb23ebf6bca62ad2eaab2129,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_4808_x0p50/cleanup/job498939_r0/out/summary.json,3c19996c3e5bf066b6c404dcf0ea8d1adbe810f9bb670711351f2e6021ad92b7,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_spatial_4808_x0p50/job498939_r0.json,787d438c0aff278f63b7aba836edef3ea04f1521053fab4b68c5833424bb3626
expansion,r21b_spatial_PARX_x0p50,21,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,12a0d3a6a6db684dc156da55776c64fbfb30acfda22a97f82147f87450019886,492.9951373,5,True,pricing_certified,2088.5384429879487,500233.4277367514,5.000000000000004,selected,OPTIMAL,5,5.0,OPTIMAL,233.49199999999837,233.49199999999837,OPTIMAL,5,5.0,OPTIMAL,245.271999088662,245.271999088662,241.36153421440395,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498940,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,233.49199999999837,233.49199999999837,0,True,OPTIMAL,5,5.0,OPTIMAL,233.49197098478066,233.49197098478066,229.56764636319713,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,0,5,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_PARX_x0p50/fresh_cg/job499043_r0/out/summary.json,47ec860e0781c2c2c8b480844dc0766479dd94a9103d9a0f46ed99782eabb8cc,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_PARX_x0p50/fixed_duty/job499072_r0/out/summary.json,f939d784084ed5bb34497bae69fef58462e84c27048df0813127a98d8b4fe071,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_PARX_x0p50/fresh_cg/job499043_r0/out/summary.json,47ec860e0781c2c2c8b480844dc0766479dd94a9103d9a0f46ed99782eabb8cc,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_PARX_x0p50/cleanup/job498940_r0/out/summary.json,f73281504649bf989c8284ed39a03ea1ec59720962eee716bfccc7749de343ad,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_spatial_PARX_x0p50/job498940_r0.json,093abe3adfa36e426c10903ccf643fe91f6b134871c7a4ddc14f99b69996334f
expansion,r21b_spatial_2190L_x2p00,22,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,71d545064b64443c969c59e8ce7631782e86ff92df53b3517d2db417afe1861f,492.9951373,5,True,pricing_certified,1643.3195594009012,500327.369437618,5.000000000000004,selected,OPTIMAL,5,5.0,OPTIMAL,345.711999999985,345.711999999985,OPTIMAL,5,5.0,OPTIMAL,335.2960000000021,335.2960000000021,330.7437101647811,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498941,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,345.711999999985,345.711999999985,0,True,OPTIMAL,5,5.0,OPTIMAL,332.8159999999916,332.8159999999916,328.26371016481426,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,2,9,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x2p00/fresh_cg/job499044_r0/out/summary.json,f834502518e4fe21f4f5fac8d40da22a4c6f2296c47846961046f2fb1ee5620b,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x2p00/fixed_duty/job499073_r0/out/summary.json,e26ef12b14ce76b97ddb724d4f0a8c791a11a2be689790a6dc224ff39bf70d4c,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x2p00/fresh_cg/job499044_r0/out/summary.json,f834502518e4fe21f4f5fac8d40da22a4c6f2296c47846961046f2fb1ee5620b,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_spatial_2190L_x2p00/cleanup/job498941_r0/out/summary.json,3355e1ebb8cf1a5360a955c9558a1dd7a4415cc3ff79950612a1a09ff46d6da7,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_spatial_2190L_x2p00/job498941_r0.json,525035bacbd28e86a3ca5b7d89d9d93b86020bab35fb3619ad67c9bfd812ee0d
expansion,r21b_duck_spatial_parx_x0p50,23,r21B,4a8b497e668be9962bca5906a8b69116fa634882,a9ac83b7bae4bbe658436578f1ffbae2bfcb3719461d011d8b3235656a7ceec6,94ec8937698132342e8af194048cf7d02c33380de4d2787e8a619c3cfdda7cd9,492.9951373,5,True,pricing_certified,2177.007117904257,500123.54183522915,5.000000000000002,selected,OPTIMAL,5,5.0,OPTIMAL,124.8234999999986,124.8234999999986,OPTIMAL,5,5.0,OPTIMAL,129.52000000000407,129.52000000000407,126.9506188390078,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498942,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,124.8234999999986,124.8234999999986,0,True,OPTIMAL,5,5.0,OPTIMAL,124.82349999998405,124.82349999998405,122.31689687570906,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,0,5,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_spatial_parx_x0p50/fresh_cg/job499045_r0/out/summary.json,9a914131a1884a94af6fe62060c079ea58832fc49cd7b138a4b90720c5a858a6,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_spatial_parx_x0p50/fixed_duty/job499074_r0/out/summary.json,a36ef3f32a0f64c02ca58698594b92c34e52cb5ae7a1c81afdb2b038a80e03b9,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_spatial_parx_x0p50/fresh_cg/job499045_r0/out/summary.json,9a914131a1884a94af6fe62060c079ea58832fc49cd7b138a4b90720c5a858a6,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21b_duck_spatial_parx_x0p50/cleanup/job498942_r0/out/summary.json,6e2e694b415a44ce4a5d79cd0eaec74dae96b3f647dcb479824fe9d2d5a48a82,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21b_duck_spatial_parx_x0p50/job498942_r0.json,fbafddc0e6a7e90cf0364d9d8e39de83ebcda6d29119e9599a88a7db09c742b8
expansion,r21c_flat,24,r21C,4a8b497e668be9962bca5906a8b69116fa634882,0306c0a84dc8b541c9f052c9d188cd578874d3d41d7df397dacf5c618c1ccf5a,59a9d3b7c1516b19b56267de7309cfe014a13f84b8b390738754a5f652f451f3,327.6350919,5,True,pricing_certified,1382.1168528590351,500223.02095300256,4.999999999999995,selected,OPTIMAL,5,5.0,OPTIMAL,282.7199999999866,282.7199999999866,OPTIMAL,5,5.0,OPTIMAL,223.19999999998254,223.19999999998254,219.7041904127982,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498943,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,282.7199999999866,282.7199999999866,0,True,OPTIMAL,5,5.0,TIME_LIMIT,223.19992365558036,223.02095301729727,219.7041904127982,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,11,148,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_flat/fresh_cg/job499046_r0/out/summary.json,e0067cd2e29b67223d619ce2219292168aa353a9a3212f723ee3ed0bcc422300,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_flat/fixed_duty/job499075_r0/out/summary.json,4c49dc3af658d773910ff2d3806498b469162669c963be767a720b2196b278b8,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_flat/fresh_cg/job499046_r0/out/summary.json,e0067cd2e29b67223d619ce2219292168aa353a9a3212f723ee3ed0bcc422300,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_flat/cleanup/job498943_r0/out/summary.json,b94a6faa6833165e826ddfc135c41902d452c345adb7d302264da5744df34e8e,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21c_flat/job498943_r0.json,f68bac55dcd4b2283750c5dec8d2753f78ad8d93533afd4660c66403faa97f67
expansion,r21c_duck,25,r21C,4a8b497e668be9962bca5906a8b69116fa634882,0306c0a84dc8b541c9f052c9d188cd578874d3d41d7df397dacf5c618c1ccf5a,eb8a4a5e0524fd3536ec2411e3628a14b0ea4b711aeed98a0066420b5e464e58,327.6350919,5,True,pricing_certified,1423.190144580003,500098.6653845317,5.0,selected,OPTIMAL,5,5.0,OPTIMAL,98.98333333332266,98.98333333332266,OPTIMAL,5,5.0,OPTIMAL,104.91663691292507,104.91663691292507,102.9820417490555,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498944,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,98.98333333332266,98.98333333332266,0,True,OPTIMAL,5,5.0,TIME_LIMIT,98.98320074447695,98.90136857247444,96.91104033154261,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,0,5,4,1,1,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck/fresh_cg/job499047_r1/out/summary.json,2d53e5e1f79876c4432fbb25283228f300b39f7d6614faf246c336ad17bd8e9c,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck/fixed_duty/job499076_r0/out/summary.json,1df20115a98e725bdc5d494146ac257e65bf687ecad2607c41d3a67b0d3c9de9,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck/fresh_cg/job499047_r1/out/summary.json,2d53e5e1f79876c4432fbb25283228f300b39f7d6614faf246c336ad17bd8e9c,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck/cleanup/job498944_r0/out/summary.json,63c670a6720f0543d4cdcf13b81bd92189f651b8c6911309f5d773d9f6ae04de,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21c_duck/job498944_r0.json,d8270f347e6263efe807caeee393946a652b300094203db9cf6c7a93201e57d7
expansion,r21c_duck_solar_depot,26,r21C,4a8b497e668be9962bca5906a8b69116fa634882,0306c0a84dc8b541c9f052c9d188cd578874d3d41d7df397dacf5c618c1ccf5a,20f2eb0922fc8b536276d5671f10d211a58fb3c6c3468198f1d214d27bb48274,327.6350919,5,True,pricing_certified,1242.7969065220095,500093.2607178633,5.000000000000001,selected,OPTIMAL,5,5.0,OPTIMAL,97.16966666666849,97.16966666666849,OPTIMAL,5,5.0,OPTIMAL,104.91663691292507,104.91663691292507,102.9820417490555,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498945,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,97.16966666666849,97.16966666666849,0,True,OPTIMAL,5,5.0,TIME_LIMIT,93.72862281264425,93.58571786596534,91.35662165404938,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,2,8,4,1,1,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck_solar_depot/fresh_cg/job499048_r1/out/summary.json,69f5ce22f779d509a530198ba2d6f33dcad41d77063ad3ef6be169f70a01b074,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck_solar_depot/fixed_duty/job499077_r0/out/summary.json,248b8c2ee3d5e877f6f589f12e70a02b1c7ada90ffbc2a400d24d11149f92633,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck_solar_depot/fresh_cg/job499048_r1/out/summary.json,69f5ce22f779d509a530198ba2d6f33dcad41d77063ad3ef6be169f70a01b074,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_duck_solar_depot/cleanup/job498945_r0/out/summary.json,6b31c08c79212af17a3f801b1725c9cad2436fcd0e64b6380c7eaae70df102cd,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21c_duck_solar_depot/job498945_r0.json,ac3ed888331f1d75f6edc55195e95562ad20a5d34f72639e8d106145621d48ad
expansion,r21c_spatial_2190L_x0p50,27,r21C,4a8b497e668be9962bca5906a8b69116fa634882,0306c0a84dc8b541c9f052c9d188cd578874d3d41d7df397dacf5c618c1ccf5a,8e9d4b8c749e426086bb1843e39f83e35e37c67bd7a3fc5b300b2ba1fc800c6c,327.6350919,5,True,pricing_certified,1129.3191978549585,500111.51047650527,5.0000000000000275,selected,OPTIMAL,5,5.0,OPTIMAL,161.07600000000093,161.07600000000093,OPTIMAL,5,5.0,OPTIMAL,111.59999999999127,111.59999999999127,109.85209520641365,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498946,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,161.07600000000093,161.07600000000093,0,True,OPTIMAL,5,5.0,TIME_LIMIT,126.47994184712508,126.39047650865325,124.35116710720467,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,7,36,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_2190L_x0p50/fresh_cg/job499049_r0/out/summary.json,b60ca98c586ed7a7a80cc803f247b02a2a90b782c062647604c74356f6e1d98d,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_2190L_x0p50/fixed_duty/job499078_r0/out/summary.json,f69ee251e41037c3556c56b4e56765113af4140de3b30aeef9bc56c71d2f16fc,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_2190L_x0p50/fresh_cg/job499049_r0/out/summary.json,b60ca98c586ed7a7a80cc803f247b02a2a90b782c062647604c74356f6e1d98d,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_2190L_x0p50/cleanup/job498946_r0/out/summary.json,8e2b22695a8603406e4447bdfc5cae80f925c9b28f1882d5f1081b0577ba677c,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21c_spatial_2190L_x0p50/job498946_r0.json,48354fa9d44e5eaa8987bb89202c076719aab2c9cced071b8801ec123b360bbb
expansion,r21c_spatial_4808_x0p50,28,r21C,4a8b497e668be9962bca5906a8b69116fa634882,0306c0a84dc8b541c9f052c9d188cd578874d3d41d7df397dacf5c618c1ccf5a,c609a95a94049ee111f99b94393a5876fff4897886aa5292aac6670af4dd73c2,327.6350919,5,True,pricing_certified,774.2816623660037,500123.24236447754,5.0000000000000115,selected,OPTIMAL,5,5.0,OPTIMAL,126.60400000000664,126.60400000000664,OPTIMAL,5,5.0,OPTIMAL,138.6319999999978,138.6319999999978,136.80771115679818,True,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,cleanup,finished,498947,pure fresh CG,False,,,,,,,OPTIMAL,5,OPTIMAL,126.60400000000664,126.60400000000664,0,True,OPTIMAL,5,5.0,OPTIMAL,123.3799999999901,123.3799999999901,121.31316723120108,True,True,False,finite_frozen_pool_with_exact_once_trip_rows; no new CG certificate,1,7,3,0,0,0,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_4808_x0p50/fresh_cg/job499050_r0/out/summary.json,7f97bc8999cd50e5987f7174d2f71dcc1d98e36b9d416dc10668d15f6ce99ca3,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_4808_x0p50/fixed_duty/job499079_r0/out/summary.json,fdb89712e810d4a740e735f8a0e9f6d14d73cb45effd696f6389b72ef9955060,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_4808_x0p50/fresh_cg/job499050_r0/out/summary.json,7f97bc8999cd50e5987f7174d2f71dcc1d98e36b9d416dc10668d15f6ce99ca3,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21c_spatial_4808_x0p50/cleanup/job498947_r0/out/summary.json,34f626b82002df60a022bf5078738c6c20e3e81926aa5189720acb9131b8d291,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/post_records/r21c_spatial_4808_x0p50/job498947_r0.json,52bb331cc49e584f0d86b65920f207a49342896b7349eec85263e605b7c2e169
