cell,stage,job_id,array_job_id,array_task_id,restart,state,returncode,started_utc,finished_utc,receipt_path,receipt_sha256
mix1_spatial_JON_A_x0p50,cleanup,498959,,,0,finished,0,2026-09-26T01:38:47.474271+00:00,2026-09-26T01:45:39.674866+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_JON_A_x0p50/cleanup/job498959_r0/attempt.json,b0756c64542c875061e468f6f4f6c218fee0149cb7c039c73d822da874dddce9
mix1_spatial_JON_A_x0p50,fixed_duty,499091,498918,40,0,finished,0,2026-09-25T22:17:56.555210+00:00,2026-09-25T22:24:07.248999+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_JON_A_x0p50/fixed_duty/job499091_r0/attempt.json,5d03d9c9ff65b08f9f37d6230942453bde037684ccd0efb3a1578ecce68306f7
mix1_spatial_JON_A_x0p50,fresh_cg,499018,498917,40,0,finished,0,2026-09-25T22:17:52.204624+00:00,2026-09-26T01:38:18.904797+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_JON_A_x0p50/fresh_cg/job499018_r0/attempt.json,1902689649b72288f23e0b38ded78e6a49544b6659b865a7e1df94d20549be62
mix1_spatial_PARX_x0p50,cleanup,498956,,,0,finished,0,2026-09-26T05:56:07.108171+00:00,2026-09-26T06:13:39.556461+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_PARX_x0p50/cleanup/job498956_r0/attempt.json,34292bef890722e92b2253686ea9778543e3d7e9236fc8855bdefa0ac6d37475
mix1_spatial_PARX_x0p50,fixed_duty,499088,498918,37,0,finished,0,2026-09-25T22:17:56.555369+00:00,2026-09-25T23:25:04.079918+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_PARX_x0p50/fixed_duty/job499088_r0/attempt.json,ab19e36f61b8ab8144ae9f7a13eb074827534a3c64049cb5eeecacae05877593
mix1_spatial_PARX_x0p50,fresh_cg,499015,498917,37,0,running,,2026-09-25T22:17:52.679017+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_PARX_x0p50/fresh_cg/job499015_r0/attempt.json,6f378f755f6d8d88509263a94ea293c9e859df195891bad1e76a84141ca905d2
mix1_spatial_PARX_x0p50,fresh_cg,499015,498917,37,1,finished,0,2026-09-26T01:43:45.438749+00:00,2026-09-26T05:55:10.594445+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_spatial_PARX_x0p50/fresh_cg/job499015_r1/attempt.json,0a3e7bcc73c1c556429812db91df08be3a7c72aca836fd0b55a55f0fbf9decdb
mix1_two_price_split,cleanup,498962,,,0,failed,1,2026-09-26T00:44:36.928157+00:00,2026-09-26T01:01:27.375305+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_two_price_split/cleanup/job498962_r0/attempt.json,cade34517ca36c0a8e6570519cf3808d5ec2e3f611d8b2a5f0eae14693161daf
mix1_two_price_split,fixed_duty,499094,498918,43,0,finished,0,2026-09-25T22:17:56.614065+00:00,2026-09-25T22:24:07.234661+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_two_price_split/fixed_duty/job499094_r0/attempt.json,9fdb8ca45743316efde20e6caf0638de18e8f7f9ebb4379681c3224217bcf1d9
mix1_two_price_split,fresh_cg,499021,498917,43,0,finished,0,2026-09-25T22:17:51.058477+00:00,2026-09-26T00:43:39.883468+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix1_two_price_split/fresh_cg/job499021_r0/attempt.json,ef1000b89842cf0ee3da16e383d2528339197fe35f7988fde5405c196a97654b
mix2_duck,cleanup,498964,,,0,finished,0,2026-09-25T23:56:00.911053+00:00,2026-09-26T00:00:34.618830+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck/cleanup/job498964_r0/attempt.json,b5ec0f9f29448204c4c0286a24a5ebeb91c0dfb7a9fe1d0a17cb1d82ca2f068d
mix2_duck,fixed_duty,499096,498918,45,0,finished,0,2026-09-25T22:17:56.555960+00:00,2026-09-25T22:21:35.812996+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck/fixed_duty/job499096_r0/attempt.json,e6d3d8388a23368c84d9e9844b97f2d32aa3c63a2b8cab9b87190b00727c14f6
mix2_duck,fresh_cg,499023,498917,45,0,finished,0,2026-09-25T22:17:57.337086+00:00,2026-09-25T23:55:28.713391+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck/fresh_cg/job499023_r0/attempt.json,4a5e7fa54ecb05a749d0efa6c50fee17fdf3a1d5af481547ba5e1edb6e6a8ee5
mix2_duck_solar_depot,cleanup,498965,,,0,finished,0,2026-09-25T23:20:29.420942+00:00,2026-09-25T23:26:55.222706+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck_solar_depot/cleanup/job498965_r0/attempt.json,7a968eb582e4b1db86d259a1e17d0df15168325e755080f517fa2d86076590a1
mix2_duck_solar_depot,fixed_duty,499097,498918,46,0,finished,0,2026-09-25T22:17:56.554324+00:00,2026-09-25T22:21:11.337453+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck_solar_depot/fixed_duty/job499097_r0/attempt.json,49fe4e021fa6f7ea1788f398a81a84567580aa8dfcb97c1bba676254bb788894
mix2_duck_solar_depot,fresh_cg,499024,498917,46,0,finished,0,2026-09-25T22:17:57.267482+00:00,2026-09-25T23:20:15.523075+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck_solar_depot/fresh_cg/job499024_r0/attempt.json,b3c68da9a74bf86e57ac2378372da75e39ff6bc2885b99cf8417645837b16ea4
mix2_duck_spatial_parx_x0p50,cleanup,498973,,,0,finished,0,2026-09-25T23:17:39.094066+00:00,2026-09-25T23:24:06.484325+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck_spatial_parx_x0p50/cleanup/job498973_r0/attempt.json,3118d42e8f2b0f31b7eb654f30f7488e8c34dc0bd9378677409abac0d3256bbb
mix2_duck_spatial_parx_x0p50,fixed_duty,499298,498918,54,0,finished,0,2026-09-25T22:19:57.912601+00:00,2026-09-25T22:23:26.209321+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck_spatial_parx_x0p50/fixed_duty/job499298_r0/attempt.json,0cef205069306c7b5d1b4cc08f70ac7a065a8425562312e6c47a587e5d8f3592
mix2_duck_spatial_parx_x0p50,fresh_cg,499544,498917,54,0,finished,0,2026-09-25T22:24:22.184725+00:00,2026-09-25T23:16:58.900453+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_duck_spatial_parx_x0p50/fresh_cg/job499544_r0/attempt.json,c99b1f36abd7c84d0beba24224e0c2f86daf13a304c29de4a8164b41dfaca2ca
mix2_flat,cleanup,498963,,,0,finished,0,2026-09-26T00:52:38.778638+00:00,2026-09-26T01:57:52.958366+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_flat/cleanup/job498963_r0/attempt.json,47e10432fcc5d757634d96762242f4977c126e2fa505e420aad158fac2a91d8b
mix2_flat,fixed_duty,499095,498918,44,0,finished,0,2026-09-25T22:17:56.555520+00:00,2026-09-25T23:21:10.115755+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_flat/fixed_duty/job499095_r0/attempt.json,5d7d6378484c49e4646693c6a266cfaf3fb088541b618fc8b65891f809ee87a4
mix2_flat,fresh_cg,499022,498917,44,0,finished,0,2026-09-25T22:17:57.308258+00:00,2026-09-26T00:51:48.324846+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_flat/fresh_cg/job499022_r0/attempt.json,23e43e7c78bbac69a19b2c97393ce0b97369c235c83b5e0234c5274a8b6dd856
mix2_spatial_2190L_x0p50,cleanup,498966,,,0,finished,0,2026-09-25T23:30:33.518134+00:00,2026-09-25T23:33:49.329067+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_2190L_x0p50/cleanup/job498966_r0/attempt.json,d36527a8939ac8b00c6922f93b4c6f78163f23e2c7827ed762c8b263edd25f27
mix2_spatial_2190L_x0p50,fixed_duty,499098,498918,47,0,finished,0,2026-09-25T22:17:56.474819+00:00,2026-09-25T22:20:32.682200+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_2190L_x0p50/fixed_duty/job499098_r0/attempt.json,6063d1e858a1dd0e71a465e0ffa3b66c3cf1c6bb299436c3e86a346177384364
mix2_spatial_2190L_x0p50,fresh_cg,499025,498917,47,0,finished,0,2026-09-25T22:17:57.268090+00:00,2026-09-25T23:29:28.682866+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_2190L_x0p50/fresh_cg/job499025_r0/attempt.json,9d2d61b318d66fd8c044822c4e98c1ab00cf09dcbbd345b2ab9de24290322b1a
mix2_spatial_2190L_x2p00,cleanup,498972,,,0,finished,0,2026-09-25T23:33:28.107576+00:00,2026-09-25T23:36:53.494623+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_2190L_x2p00/cleanup/job498972_r0/attempt.json,7211a99a7f6c9b805122c67fee37103353143e3fc02bf5c7630cc82f704658bf
mix2_spatial_2190L_x2p00,fixed_duty,499297,498918,53,0,finished,0,2026-09-25T22:19:57.898159+00:00,2026-09-25T22:22:54.123403+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_2190L_x2p00/fixed_duty/job499297_r0/attempt.json,ebdbb6bebbd98b0d71d7332f7837c9d46a02e6907769ecd548bd9e1816ef6d0e
mix2_spatial_2190L_x2p00,fresh_cg,499543,498917,53,0,finished,0,2026-09-25T22:24:22.290648+00:00,2026-09-25T23:33:09.086278+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_2190L_x2p00/fresh_cg/job499543_r0/attempt.json,d00341ba403e4b10dc577b09237c3aaf9b2dbef5c63a760c3bb3e6d735f2b287
mix2_spatial_3127L_x0p50,cleanup,498969,,,0,finished,0,2026-09-25T23:19:29.782401+00:00,2026-09-25T23:24:09.139278+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_3127L_x0p50/cleanup/job498969_r0/attempt.json,f661fc053648dd87c747bbbe5579a64d8836ee821ce5004db7d8588f2b94aa1e
mix2_spatial_3127L_x0p50,fixed_duty,499294,498918,50,0,finished,0,2026-09-25T22:19:57.559003+00:00,2026-09-25T22:23:29.125363+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_3127L_x0p50/fixed_duty/job499294_r0/attempt.json,a127ff9bafb11730741090a3ab9ad166e4ba641b341a0be63fe3d31b19e74933
mix2_spatial_3127L_x0p50,fresh_cg,499028,498917,50,0,finished,0,2026-09-25T22:17:58.906242+00:00,2026-09-25T23:18:50.458352+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_3127L_x0p50/fresh_cg/job499028_r0/attempt.json,faf5dd1b7db3d0d563f5660a5766172cca8b2efd3b99cc7d500ce3b0ef7925d6
mix2_spatial_4808_x0p50,cleanup,498967,,,0,finished,0,2026-09-25T23:13:28.903013+00:00,2026-09-25T23:18:28.148020+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_4808_x0p50/cleanup/job498967_r0/attempt.json,1c44c9260148fed71b109ba8d9dc0887ec5f756088eb4fbc68dcc5ed7db588cf
mix2_spatial_4808_x0p50,fixed_duty,499099,498918,48,0,finished,0,2026-09-25T22:17:56.618390+00:00,2026-09-25T22:20:34.909746+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_4808_x0p50/fixed_duty/job499099_r0/attempt.json,0d2d4302ec45e40ab48e413e802404cab1a7d8c6d1122e15770bccf8a4e26f31
mix2_spatial_4808_x0p50,fresh_cg,499026,498917,48,0,finished,0,2026-09-25T22:17:57.268317+00:00,2026-09-25T23:12:25.543880+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_4808_x0p50/fresh_cg/job499026_r0/attempt.json,c2ee4ddf9575e83863fd2c2ce9aa5515d5d69d7676c2f6a33233b900bf0fd58f
mix2_spatial_7880C_x0p50,cleanup,498970,,,0,finished,0,2026-09-25T23:25:27.945205+00:00,2026-09-25T23:28:52.419760+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_7880C_x0p50/cleanup/job498970_r0/attempt.json,2051b0b470c43d2ed8626ea2b2d4e258ec580c37014a3b95fd6845c50f61bdad
mix2_spatial_7880C_x0p50,fixed_duty,499295,498918,51,0,finished,0,2026-09-25T22:19:56.531326+00:00,2026-09-25T22:23:35.906876+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_7880C_x0p50/fixed_duty/job499295_r0/attempt.json,5cdccbd6a6c4f0738ea21f364c1f85c906c2bcc325852f5b287bececdbb18eeb
mix2_spatial_7880C_x0p50,fresh_cg,499029,498917,51,0,finished,0,2026-09-25T22:17:58.943292+00:00,2026-09-25T23:25:05.522084+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_7880C_x0p50/fresh_cg/job499029_r0/attempt.json,f6f48d66f3a1d496ea96f3128da5acfd56ef34f2981c77614adb11c89f882795
mix2_spatial_JON_A_x0p50,cleanup,498971,,,0,finished,0,2026-09-25T23:20:29.322985+00:00,2026-09-25T23:25:59.184622+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_JON_A_x0p50/cleanup/job498971_r0/attempt.json,079b02a4272ce71af7198343f987cc2ad95fef0b7e83b6b4978239dac10d4ca7
mix2_spatial_JON_A_x0p50,fixed_duty,499296,498918,52,0,finished,0,2026-09-25T22:20:12.372309+00:00,2026-09-25T22:27:45.205194+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_JON_A_x0p50/fixed_duty/job499296_r0/attempt.json,3f56c6d68f5106b231d864f3508c7312daec34ee8f20b4039e620def547cc0c7
mix2_spatial_JON_A_x0p50,fresh_cg,499030,498917,52,0,finished,0,2026-09-25T22:17:58.901347+00:00,2026-09-25T23:20:09.998144+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_JON_A_x0p50/fresh_cg/job499030_r0/attempt.json,7376e8cd8261a9e31cbe2ea65194baec476a8708a7ad9dab3f008b24033f8c0b
mix2_spatial_PARX_x0p50,cleanup,498968,,,0,finished,0,2026-09-25T23:28:28.308928+00:00,2026-09-25T23:53:00.736955+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_PARX_x0p50/cleanup/job498968_r0/attempt.json,878b99ccbe7f37ef70ba27f699a4c67454546ce1d370adffb0ca1a03c72f4893
mix2_spatial_PARX_x0p50,fixed_duty,499100,498918,49,0,finished,0,2026-09-25T22:17:56.459510+00:00,2026-09-25T22:25:05.079156+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_PARX_x0p50/fixed_duty/job499100_r0/attempt.json,d506ea3ff3b67a64f94daf759f34eaf5b4cd11f419a8cfda2761a18e057f595e
mix2_spatial_PARX_x0p50,fresh_cg,499027,498917,49,0,finished,0,2026-09-25T22:17:58.952155+00:00,2026-09-25T23:27:32.030328+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_spatial_PARX_x0p50/fresh_cg/job499027_r0/attempt.json,2ac8bad47cf03057c6635b1038489227b9be423a715bd81f9de06eeaae400e32
mix2_two_price_split,cleanup,498974,,,0,finished,0,2026-09-25T23:45:16.298354+00:00,2026-09-25T23:51:35.108357+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_two_price_split/cleanup/job498974_r0/attempt.json,65392b048874dc7cabde3c9d23c03238c0a98585e00a59cc851f675bf49a7c58
mix2_two_price_split,fixed_duty,499384,498918,55,0,finished,0,2026-09-25T22:20:27.638123+00:00,2026-09-25T22:23:51.842019+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_two_price_split/fixed_duty/job499384_r0/attempt.json,e8e1db3eeb35f8ea57e63aae5abc1b968ea7c6ebc937f777fb2a50fc9765d34d
mix2_two_price_split,fresh_cg_fallback,498974,,,0,finished,0,2026-09-25T23:44:32.994160+00:00,2026-09-25T23:45:15.134799+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_two_price_split/fresh_cg/job498974_r0/attempt.json,e52b74b3c6f2e53f277e09f428c8982188b77ecf135b5a2ddc16f5d33a72b7f0
mix2_two_price_split,fresh_cg,499801,498917,55,0,failed,3,2026-09-25T22:47:25.465183+00:00,2026-09-25T23:44:02.638183+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix2_two_price_split/fresh_cg/job499801_r0/attempt.json,62d87d9793e9a6cc9735d841454ed6ef17ab112a4d34b0c6a43545da864b32e2
mix3_duck,cleanup,498976,,,0,finished,0,2026-09-26T03:54:59.751558+00:00,2026-09-26T04:09:10.144644+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck/cleanup/job498976_r0/attempt.json,2d029d809930ec16ddc0e8e39bc070da079bc73bf75d545956885c85e5c6f6bc
mix3_duck,fixed_duty,499387,498918,57,0,finished,0,2026-09-25T22:20:34.133854+00:00,2026-09-25T22:27:34.640141+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck/fixed_duty/job499387_r0/attempt.json,40a2f65cb180adeeba2b98ead433fb4da75410261070eff73542a615910b6054
mix3_duck,fresh_cg,500725,498917,57,0,finished,0,2026-09-25T23:17:30.927743+00:00,2026-09-26T03:54:33.756177+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck/fresh_cg/job500725_r0/attempt.json,ac19848285e457470af8f2620769ee35875c3afe713cd5e38ec4dd2431666d75
mix3_duck_solar_depot,cleanup,498977,,,0,finished,0,2026-09-26T01:41:54.139298+00:00,2026-09-26T02:50:52.421322+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_solar_depot/cleanup/job498977_r0/attempt.json,2144795d593ac855c866b4ba5f4aa4e51f65747a4631f3b347e6e16d44e43e48
mix3_duck_solar_depot,fixed_duty,499388,498918,58,0,finished,0,2026-09-25T22:20:34.995862+00:00,2026-09-25T22:26:41.732841+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_solar_depot/fixed_duty/job499388_r0/attempt.json,769cbfd5b808e9e3b974d8551f0156029270f8356290c5a4d4786b0da2917fe9
mix3_duck_solar_depot,fresh_cg,500731,498917,58,0,finished,0,2026-09-25T23:19:29.312211+00:00,2026-09-26T01:41:32.292538+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_solar_depot/fresh_cg/job500731_r0/attempt.json,bcad2e264f3b381644295a0caa9386d36da69662ed3ed014b5ed101525fce200
mix3_duck_spatial_parx_x0p50,cleanup,498985,,,0,finished,0,2026-09-26T02:59:53.527082+00:00,2026-09-26T03:10:57.991375+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_spatial_parx_x0p50/cleanup/job498985_r0/attempt.json,262009c7f398473fa04fe88a5a1047f080b888bcd293856badf4d7df3cd4c82b
mix3_duck_spatial_parx_x0p50,fixed_duty,499464,498918,66,0,running,,2026-09-25T22:21:44.156462+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_spatial_parx_x0p50/fixed_duty/job499464_r0/attempt.json,7b7fd43c12f8810ce1cb5b86fa8195a11d9f54f78797c3c6aaecabd78b5f8f8e
mix3_duck_spatial_parx_x0p50,fixed_duty,499464,498918,66,1,finished,0,2026-09-25T22:26:22.592337+00:00,2026-09-25T22:33:27.851106+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_spatial_parx_x0p50/fixed_duty/job499464_r1/attempt.json,bb2cfa10fdaec90b3dc9507c6c9b4d8221e4f49c6df3e5cf5c998c0e2f01ef0b
mix3_duck_spatial_parx_x0p50,fresh_cg,500917,498917,66,0,finished,0,2026-09-25T23:33:35.772228+00:00,2026-09-26T02:59:29.495834+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_duck_spatial_parx_x0p50/fresh_cg/job500917_r0/attempt.json,0a9313b82182f2f70d4ea91bfefb8304e2b58ce87a76361028fe6a1927d26f69
mix3_flat,cleanup,498975,,,0,finished,0,2026-09-26T04:48:26.317389+00:00,2026-09-26T05:40:46.371464+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_flat/cleanup/job498975_r0/attempt.json,88ba147d2eb68998c314c9ac0def91690e06cde3eb6939bfeb981dd797b98ff8
mix3_flat,fixed_duty,499386,498918,56,0,finished,0,2026-09-25T22:20:33.811448+00:00,2026-09-25T22:56:10.490943+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_flat/fixed_duty/job499386_r0/attempt.json,6c93b1b9fe39cdc23b2d6c5644880ef4c446d0ff2f7af8fbe1cbab58ecc89281
mix3_flat,fresh_cg_fallback,498975,,,0,finished,0,2026-09-26T03:54:55.936067+00:00,2026-09-26T04:48:20.002222+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_flat/fresh_cg/job498975_r0/attempt.json,1812c79b69e957dc75a59887dac47a7060322e94fd5010e248558d224afd9570
mix3_flat,fresh_cg,500707,498917,56,0,failed,3,2026-09-25T23:13:28.934496+00:00,2026-09-26T03:54:30.127029+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_flat/fresh_cg/job500707_r0/attempt.json,1951803ec2e745d0a24bb3fc9cd79392acaf3d9b08744bf22900ffbda11a50de
mix3_spatial_2190L_x0p50,cleanup,498978,,,0,finished,0,2026-09-26T03:06:58.188272+00:00,2026-09-26T03:18:28.535527+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_2190L_x0p50/cleanup/job498978_r0/attempt.json,dd3759b31ef3f8b0653fa79a83dc85664d8184a07b0b71142600551464ab1b3a
mix3_spatial_2190L_x0p50,fixed_duty,499389,498918,59,0,finished,0,2026-09-25T22:20:39.649717+00:00,2026-09-25T22:26:33.458627+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_2190L_x0p50/fixed_duty/job499389_r0/attempt.json,dc901b8aa83854e68767fa1c06e8b1a50aa4fad33d5a40a964241de2eddd016f
mix3_spatial_2190L_x0p50,fresh_cg,500738,498917,59,0,finished,0,2026-09-25T23:20:29.760121+00:00,2026-09-26T03:06:30.823272+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_2190L_x0p50/fresh_cg/job500738_r0/attempt.json,0b9445b335ce255b00f62898449b5f56daa793dee2558103c34119819c8135da
mix3_spatial_3127L_x0p50,cleanup,498981,,,0,finished,0,2026-09-26T01:54:10.960301+00:00,2026-09-26T02:02:46.913815+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_3127L_x0p50/cleanup/job498981_r0/attempt.json,16806b95da29c12d50f629a98de96d0a65cd98e4084bb911a5f75224e288f54d
mix3_spatial_3127L_x0p50,fixed_duty,499435,498918,62,0,finished,0,2026-09-25T22:21:13.226912+00:00,2026-09-25T22:26:45.288779+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_3127L_x0p50/fixed_duty/job499435_r0/attempt.json,03ff7aaa3168ac6dc85865f3986cbef1165fdaab4b0323fbd81e914cc69d4ddf
mix3_spatial_3127L_x0p50,fresh_cg_fallback,498981,,,0,finished,0,2026-09-26T01:53:06.590519+00:00,2026-09-26T01:54:09.098767+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_3127L_x0p50/fresh_cg/job498981_r0/attempt.json,8cab50533b39971fe0af3881e91bd6e2ceada279073153dc80119838688e704f
mix3_spatial_3127L_x0p50,fresh_cg,500761,498917,62,0,failed,3,2026-09-25T23:25:29.580348+00:00,2026-09-26T01:52:46.756875+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_3127L_x0p50/fresh_cg/job500761_r0/attempt.json,a01a21959747d7923ea145c1937dea694c0b6728ca9ec8b87601240dbb5c961b
mix3_spatial_4808_x0p50,cleanup,498979,,,0,finished,0,2026-09-26T02:30:32.570771+00:00,2026-09-26T02:48:27.972059+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x0p50/cleanup/job498979_r0/attempt.json,44fa37f5f515be3f859d1330de0125021fc5191ce4cba79196d9b34a198c203b
mix3_spatial_4808_x0p50,fixed_duty,499433,498918,60,0,finished,0,2026-09-25T22:21:13.114398+00:00,2026-09-25T22:26:53.277234+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x0p50/fixed_duty/job499433_r0/attempt.json,d8d2711407f3ef8254a773363609e3d206845446b5de489becdb4b674da8ed86
mix3_spatial_4808_x0p50,fresh_cg,500739,498917,60,0,finished,0,2026-09-25T23:20:29.833559+00:00,2026-09-26T02:30:00.843462+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x0p50/fresh_cg/job500739_r0/attempt.json,91cab40efbeb6472b335fe9fa61ce30c65bb086d50cde79dcf412b3748ff9e5a
mix3_spatial_4808_x2p00,cleanup,498984,,,0,finished,0,2026-09-26T04:46:56.935188+00:00,2026-09-26T05:51:20.501521+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x2p00/cleanup/job498984_r0/attempt.json,c549dd96a34a28b6136ee1a510858744229906415c8cd5f9dabe204efefc3813
mix3_spatial_4808_x2p00,fixed_duty,499463,498918,65,0,running,,2026-09-25T22:21:44.467165+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x2p00/fixed_duty/job499463_r0/attempt.json,f8ee5442bf88ea43e2ac50b30890024976a8f16f3aab2b46bec95f4e47426b2b
mix3_spatial_4808_x2p00,fixed_duty,499463,498918,65,1,finished,0,2026-09-25T22:25:25.492559+00:00,2026-09-25T23:02:23.525626+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x2p00/fixed_duty/job499463_r1/attempt.json,e05be47c8bf2d6106e6bb6e2db4318ae9022715704fe02086f4601a27bff37f3
mix3_spatial_4808_x2p00,fresh_cg_fallback,498984,,,0,finished,0,2026-09-26T04:07:00.110465+00:00,2026-09-26T04:46:51.529107+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x2p00/fresh_cg/job498984_r0/attempt.json,5b08428383309bacff7f78345e174f008bb2e7bed2fd43042266267f9fb3dd16
mix3_spatial_4808_x2p00,fresh_cg,500893,498917,65,0,failed,3,2026-09-25T23:30:27.814545+00:00,2026-09-26T04:06:16.353768+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_4808_x2p00/fresh_cg/job500893_r0/attempt.json,6b34dfa6f39aa429d5ad3f4d98ac50e691c39cda73ec1a8f76a6961ed8e1e083
