cell,stage,job_id,array_job_id,array_task_id,restart,state,returncode,started_utc,finished_utc,receipt_path,receipt_sha256
mix3_spatial_7880C_x0p50,cleanup,498982,,,0,finished,0,2026-09-26T02:11:26.356435+00:00,2026-09-26T02:23:22.124858+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_7880C_x0p50/cleanup/job498982_r0/attempt.json,5be993757b0180e2a633f59ccc8933ceeebbbf6a64a06527b2825396c753682c
mix3_spatial_7880C_x0p50,fixed_duty,499436,498918,63,0,finished,0,2026-09-25T22:21:12.889850+00:00,2026-09-25T22:26:28.968302+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_7880C_x0p50/fixed_duty/job499436_r0/attempt.json,f001426915e1cb057b64a9e803dd3b01b799b6aef2856307769c7c2c9f9aecc6
mix3_spatial_7880C_x0p50,fresh_cg,500771,498917,63,0,finished,0,2026-09-25T23:27:29.358083+00:00,2026-09-26T02:10:43.639497+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_7880C_x0p50/fresh_cg/job500771_r0/attempt.json,147b3a36c255da44f5f4a31fcd66344e782a47df688eb90f2f98c5bdb496b7a7
mix3_spatial_JON_A_x0p50,cleanup,498983,,,0,finished,0,2026-09-26T01:43:41.430918+00:00,2026-09-26T01:50:17.481210+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_JON_A_x0p50/cleanup/job498983_r0/attempt.json,41f61e23dcd78b5318d63db6b545f2ed65f2c1bc8f7820e75c27f31a6ea0dbc4
mix3_spatial_JON_A_x0p50,fixed_duty,499437,498918,64,0,finished,0,2026-09-25T22:21:17.300400+00:00,2026-09-25T22:26:59.407759+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_JON_A_x0p50/fixed_duty/job499437_r0/attempt.json,7231e71dffcd54cd022f1390cc57d641008009978083ed9bf82cbde64f07a5b7
mix3_spatial_JON_A_x0p50,fresh_cg,500782,498917,64,0,finished,0,2026-09-25T23:28:29.514055+00:00,2026-09-26T01:43:33.365975+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_JON_A_x0p50/fresh_cg/job500782_r0/attempt.json,63cbd04f2cff099bb8595a587b4a5ab66ff14caece77e4b87c603d8ae5f8e362
mix3_spatial_PARX_x0p50,cleanup,498980,,,0,finished,0,2026-09-26T02:19:05.675186+00:00,2026-09-26T02:27:59.942176+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_PARX_x0p50/cleanup/job498980_r0/attempt.json,4964596b95db3bcfd18ef3a7d148646773438284c53ca89ba7a9e9358d187893
mix3_spatial_PARX_x0p50,fixed_duty,499434,498918,61,0,finished,0,2026-09-25T22:21:13.192542+00:00,2026-09-25T22:28:38.599108+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_PARX_x0p50/fixed_duty/job499434_r0/attempt.json,0e49d7cbfd35053c09cd5fdd113e599e52251240eec910280845fca2a38e471c
mix3_spatial_PARX_x0p50,fresh_cg_fallback,498980,,,0,finished,0,2026-09-26T02:17:41.162656+00:00,2026-09-26T02:19:03.365334+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_PARX_x0p50/fresh_cg/job498980_r0/attempt.json,9b7ebf7f65d40699bfd304e21f44765d9d43a067ab1f5579717db55a8f0835f8
mix3_spatial_PARX_x0p50,fresh_cg,500753,498917,61,0,failed,3,2026-09-25T23:24:28.571118+00:00,2026-09-26T02:16:59.434352+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_spatial_PARX_x0p50/fresh_cg/job500753_r0/attempt.json,5a5122303f9e6dd9a2eab9646c85c700cc4de07b18a61e81dfdef4dab57facb2
mix3_two_price_split,cleanup,498986,,,0,finished,0,2026-09-26T01:56:25.289995+00:00,2026-09-26T02:08:07.276586+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_two_price_split/cleanup/job498986_r0/attempt.json,3f1400ad749e68dc3b62f4eb3cd3b89e7b13dc830bf91d4a3e43af1e5a6c9e33
mix3_two_price_split,fixed_duty,499465,498918,67,0,running,,2026-09-25T22:21:44.156384+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_two_price_split/fixed_duty/job499465_r0/attempt.json,9824e2c7293b6896c91890d566d407506e1fb836e0ca80d3b4eea91f2fc7c597
mix3_two_price_split,fixed_duty,499465,498918,67,1,finished,0,2026-09-25T22:26:50.079690+00:00,2026-09-25T22:33:03.249715+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_two_price_split/fixed_duty/job499465_r1/attempt.json,ccbfa13cf1f079099a6e0a3d2bce3b15eec9b0202b3b8f5bcf9686710e9d531a
mix3_two_price_split,fresh_cg,501540,498917,67,0,finished,0,2026-09-25T23:44:34.041596+00:00,2026-09-26T01:55:49.899508+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix3_two_price_split/fresh_cg/job501540_r0/attempt.json,1a09842f2fdaa7dba64f4f1384ef4d592ccd4937934ab95d56b9e86d2266d930
mix4_duck,cleanup,498988,,,0,finished,0,2026-09-26T05:07:47.073792+00:00,2026-09-26T05:27:31.091729+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck/cleanup/job498988_r0/attempt.json,46d704d33a692d3385b893dc472becfc3cf3581fcf068b418b627416b5bf6af1
mix4_duck,fixed_duty,499487,498918,69,0,finished,0,2026-09-25T22:22:18.733327+00:00,2026-09-25T22:32:33.690832+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck/fixed_duty/job499487_r0/attempt.json,3a3a1ab135f67583329c895663c9fbb5116a1637c9ea615b1c8ead6abcbe141d
mix4_duck,fresh_cg_fallback,498988,,,0,finished,0,2026-09-26T04:05:59.967939+00:00,2026-09-26T05:07:41.669529+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck/fresh_cg/job498988_r0/attempt.json,f44954802d561d4d6671b463a13fc1a8060b277348be6cbe138ac4ca3d18b032
mix4_duck,fresh_cg,501951,498917,69,0,failed,3,2026-09-25T23:52:31.745295+00:00,2026-09-26T04:05:44.508677+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck/fresh_cg/job501951_r0/attempt.json,91c24daa45a9744163dcfe92bee142e369b0802d512ff530d1965e009931094f
mix4_duck_solar_depot,cleanup,498989,,,0,finished,0,2026-09-26T04:41:07.198526+00:00,2026-09-26T05:00:24.211787+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_solar_depot/cleanup/job498989_r0/attempt.json,66b3127796dc647f38d88b4a73dc7226c147cf51468ae578e7fdb706a760879b
mix4_duck_solar_depot,fixed_duty,499488,498918,70,0,running,,2026-09-25T22:22:17.902040+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_solar_depot/fixed_duty/job499488_r0/attempt.json,8152ea37eba5363ffce264743e9982afe8587c68621838c2b81b90b724e18809
mix4_duck_solar_depot,fixed_duty,499488,498918,70,1,finished,0,2026-09-25T22:27:22.220295+00:00,2026-09-25T22:36:36.816640+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_solar_depot/fixed_duty/job499488_r1/attempt.json,b799bd3ab3e2e14ffc058f79d65a7f505050b529436fca55221c589899e61d3c
mix4_duck_solar_depot,fresh_cg_fallback,498989,,,0,finished,0,2026-09-26T04:36:33.988427+00:00,2026-09-26T04:40:58.556367+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_solar_depot/fresh_cg/job498989_r0/attempt.json,06b6696b1ea48fd79c2f9a118d1a2191d016c3a00348e352df4ac3266b7c66d4
mix4_duck_solar_depot,fresh_cg,502285,498917,70,0,failed,3,2026-09-25T23:56:00.952860+00:00,2026-09-26T04:36:07.060188+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_solar_depot/fresh_cg/job502285_r0/attempt.json,dba896625071681cf5ce6b7c255ae27b1da22ca67ac2e5c21b580502f9daccfb
mix4_duck_spatial_parx_x0p50,cleanup,498997,,,0,finished,0,2026-09-26T07:15:34.971470+00:00,2026-09-26T07:29:59.134299+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_spatial_parx_x0p50/cleanup/job498997_r0/attempt.json,6ad89a3b7f1f1c28d27f169b241b610865c9474adbd4915abe75540df0319947
mix4_duck_spatial_parx_x0p50,fixed_duty,499555,498918,78,0,finished,0,2026-09-25T22:26:08.725296+00:00,2026-09-25T22:37:25.747917+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_spatial_parx_x0p50/fixed_duty/job499555_r0/attempt.json,cfd3460956e2149db99b6f927c68cc6a7d885ad7415db989f3a002bd9837a663
mix4_duck_spatial_parx_x0p50,fresh_cg_fallback,498997,,,0,finished,0,2026-09-26T07:14:19.287115+00:00,2026-09-26T07:15:29.938474+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_spatial_parx_x0p50/fresh_cg/job498997_r0/attempt.json,acc13f75dcf3e27b11d524c79a2117b7b779862bf05a0a379a6f4edc87db5260
mix4_duck_spatial_parx_x0p50,fresh_cg,503670,498917,78,0,running,,2026-09-26T00:14:29.716796+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_spatial_parx_x0p50/fresh_cg/job503670_r0/attempt.json,a32228356acc62f1664c9099a826c8f80be66a8f8d8eb96c2523d1528d54794f
mix4_duck_spatial_parx_x0p50,fresh_cg,503670,498917,78,1,failed,3,2026-09-26T02:49:55.547780+00:00,2026-09-26T07:13:52.724435+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_duck_spatial_parx_x0p50/fresh_cg/job503670_r1/attempt.json,211b67493c8aafeb28343c5fe7d0851b005ba21c2c5522d533afc84f54207f78
mix4_flat,cleanup,498987,,,0,finished,0,2026-09-26T05:11:37.004698+00:00,2026-09-26T06:27:23.137411+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_flat/cleanup/job498987_r0/attempt.json,15e4f81828699cdbec36d475b48a24a0744b78089aaa780225fc4dac2805c132
mix4_flat,fixed_duty,499466,498918,68,0,finished,0,2026-09-25T22:21:46.459419+00:00,2026-09-25T23:27:18.174038+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_flat/fixed_duty/job499466_r0/attempt.json,dce788f111647263b3ff06ec864c03b5af19a500626132a4c88376d2c0f3d441
mix4_flat,fresh_cg_fallback,498987,,,0,finished,0,2026-09-26T04:09:59.175259+00:00,2026-09-26T05:11:31.815684+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_flat/fresh_cg/job498987_r0/attempt.json,bad46b1cd3c53b48fa4acf040582db751cd0e62e527fbedc350c33129cbdb815
mix4_flat,fresh_cg,501950,498917,68,0,failed,3,2026-09-25T23:52:30.587855+00:00,2026-09-26T04:09:34.112649+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_flat/fresh_cg/job501950_r0/attempt.json,11ec2d67feaf4c4563712dc8d7bff71073083fccd504143f3b15944a8095db5f
mix4_spatial_2190L_x0p50,cleanup,498990,,,0,finished,0,2026-09-26T04:37:24.264980+00:00,2026-09-26T04:54:20.816861+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_2190L_x0p50/cleanup/job498990_r0/attempt.json,b1f3fdfdf6ae5f491d31733dda0c8cf1e7f1b329b9e427dcf7726fc638bfe58c
mix4_spatial_2190L_x0p50,fixed_duty,499516,498918,71,0,finished,0,2026-09-25T22:22:58.249019+00:00,2026-09-25T22:31:23.471875+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_2190L_x0p50/fixed_duty/job499516_r0/attempt.json,3aa3e0ad9708bd16f26bc1935391ccc0e85549f1b3cc3ed8916df7c90b05670c
mix4_spatial_2190L_x0p50,fresh_cg_fallback,498990,,,0,finished,0,2026-09-26T04:35:01.691619+00:00,2026-09-26T04:37:18.676114+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_2190L_x0p50/fresh_cg/job498990_r0/attempt.json,c76a5a54fc3ce26827266b899af504024d44e401a9d16f7c652d902f21bc00af
mix4_spatial_2190L_x0p50,fresh_cg,502286,498917,71,0,failed,3,2026-09-25T23:56:00.814517+00:00,2026-09-26T04:34:42.134992+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_2190L_x0p50/fresh_cg/job502286_r0/attempt.json,4916383d0482bfc38892319241bdb33d0b33ab998c1c03b774b58f2bfefbd3c3
mix4_spatial_3127L_x0p50,cleanup,498993,,,0,finished,0,2026-09-26T04:19:40.590310+00:00,2026-09-26T04:34:44.040723+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_3127L_x0p50/cleanup/job498993_r0/attempt.json,ab9bb5a18379d3ff0bafb7b0c49a7ba6392122dd5387e3139d348795a505b57f
mix4_spatial_3127L_x0p50,fixed_duty,499546,498918,74,0,finished,0,2026-09-25T22:24:22.246708+00:00,2026-09-25T22:32:31.466297+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_3127L_x0p50/fixed_duty/job499546_r0/attempt.json,df2ae9d4cbb3bfbcb0116ee877998018bf14c75875adcec937b7691198af81b6
mix4_spatial_3127L_x0p50,fresh_cg_fallback,498993,,,0,finished,0,2026-09-26T04:18:05.343942+00:00,2026-09-26T04:19:37.262011+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_3127L_x0p50/fresh_cg/job498993_r0/attempt.json,e82a37e7f5a2caec219a842d3a4944bbb2d051f019e9f8b8916fbe6a852dbffd
mix4_spatial_3127L_x0p50,fresh_cg,503045,498917,74,0,failed,3,2026-09-26T00:05:23.298801+00:00,2026-09-26T04:17:38.922478+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_3127L_x0p50/fresh_cg/job503045_r0/attempt.json,2d9f77b62087a75442f0c8eb5ab321efa5b1abdea910aa42861e3b51fcd59bf4
mix4_spatial_4808_x0p50,cleanup,498991,,,0,finished,0,2026-09-26T04:12:15.818352+00:00,2026-09-26T04:27:51.384737+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x0p50/cleanup/job498991_r0/attempt.json,abbf7f50a5a2b2735b09ac16465fe613034ebf8ed4f4b87bdbe2ab9b0f7b9552
mix4_spatial_4808_x0p50,fixed_duty,499517,498918,72,0,finished,0,2026-09-25T22:22:57.829150+00:00,2026-09-25T22:34:19.823920+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x0p50/fixed_duty/job499517_r0/attempt.json,811b73a417f5662839e9a8010060a40861c25b4ad560eaabde2c746cff413973
mix4_spatial_4808_x0p50,fresh_cg_fallback,498991,,,0,finished,0,2026-09-26T04:09:57.603809+00:00,2026-09-26T04:12:11.509359+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x0p50/fresh_cg/job498991_r0/attempt.json,0f2256e865341507d725738011314c8a57a1293c5cf6aeca085e397d238a3a83
mix4_spatial_4808_x0p50,fresh_cg,502393,498917,72,0,failed,3,2026-09-25T23:56:32.657181+00:00,2026-09-26T04:09:36.829453+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x0p50/fresh_cg/job502393_r0/attempt.json,5e3c4a4fcc2d0634897db8ab044cbdfd2b3495a6aa3a0e0e0a74240be2960a1c
mix4_spatial_4808_x2p00,cleanup,498996,,,0,finished,0,2026-09-26T05:24:20.946522+00:00,2026-09-26T06:36:55.493053+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x2p00/cleanup/job498996_r0/attempt.json,daa82bbfb6251096a48b3a269e20044b4d2718a199fa5c010ef019af70e3e8ad
mix4_spatial_4808_x2p00,fixed_duty,499554,498918,77,0,finished,0,2026-09-25T22:25:22.532449+00:00,2026-09-25T23:33:58.346014+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x2p00/fixed_duty/job499554_r0/attempt.json,0e6ffc08331f92a4377c20bc752a2310ece507ba1050e52e6a7b2675fb3968da
mix4_spatial_4808_x2p00,fresh_cg_fallback,498996,,,0,finished,0,2026-09-26T04:22:30.034091+00:00,2026-09-26T05:24:12.602990+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x2p00/fresh_cg/job498996_r0/attempt.json,69c385858768d6bc66ccadfb59ea18e7d2c17a8c85c895509c596fe6e8d1f742
mix4_spatial_4808_x2p00,fresh_cg,503662,498917,77,0,failed,3,2026-09-26T00:13:31.577045+00:00,2026-09-26T04:22:00.114690+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_4808_x2p00/fresh_cg/job503662_r0/attempt.json,587b6491fe07610259937d318776125c210e25fa53ea2d481f48200b777fe0ea
mix4_spatial_7880C_x0p50,cleanup,498994,,,0,finished,0,2026-09-26T04:50:22.333288+00:00,2026-09-26T05:00:14.570816+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_7880C_x0p50/cleanup/job498994_r0/attempt.json,4e3546f06466e9c1d69f6fe1e18f0a9f88c46b9ff8fa85a86d9749c81ecc05ae
mix4_spatial_7880C_x0p50,fixed_duty,499547,498918,75,0,finished,0,2026-09-25T22:24:22.246292+00:00,2026-09-25T22:32:14.698437+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_7880C_x0p50/fixed_duty/job499547_r0/attempt.json,598e0ad1c08646afe05614c57776a833e42ebdbc221f283b2d48b99852a08414
mix4_spatial_7880C_x0p50,fresh_cg_fallback,498994,,,0,finished,0,2026-09-26T04:48:49.061416+00:00,2026-09-26T04:50:19.395668+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_7880C_x0p50/fresh_cg/job498994_r0/attempt.json,b8ab4a3def872d66f9e157563c557f2ba1d161f46e76e4346e0e81987a80a6ea
mix4_spatial_7880C_x0p50,fresh_cg,503315,498917,75,0,failed,3,2026-09-26T00:08:33.806930+00:00,2026-09-26T04:48:15.707614+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_7880C_x0p50/fresh_cg/job503315_r0/attempt.json,7fe4ab7ad1b1f088d4d73bce13a30623fa213a956fa70ed4c77614db0dece46d
mix4_spatial_JON_A_x0p50,cleanup,498995,,,0,finished,0,2026-09-26T05:52:10.152896+00:00,2026-09-26T06:07:40.512479+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_JON_A_x0p50/cleanup/job498995_r0/attempt.json,7a9d66992c9801ec6c608ca04211732a4f8d7e8e2ac4c2868eb957d69c54a2fe
mix4_spatial_JON_A_x0p50,fixed_duty,499548,498918,76,0,finished,0,2026-09-25T22:24:21.147621+00:00,2026-09-25T22:32:37.902143+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_JON_A_x0p50/fixed_duty/job499548_r0/attempt.json,7c94010e0f157c1d31786151791c2144ea6b8772ee71b9d9b3422d024d7d8ec6
mix4_spatial_JON_A_x0p50,fresh_cg,503323,498917,76,0,running,,2026-09-26T00:08:44.079955+00:00,,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_JON_A_x0p50/fresh_cg/job503323_r0/attempt.json,f0dfc8c98c23add539de840d79c9377010fb72dc36b419787bbe24749e067e7a
mix4_spatial_JON_A_x0p50,fresh_cg,503323,498917,76,1,finished,0,2026-09-26T01:44:13.680290+00:00,2026-09-26T05:51:58.191623+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_JON_A_x0p50/fresh_cg/job503323_r1/attempt.json,ac80d75489ab5f97082cccc6166dc39f8b7b0f6a2108b9bcbeafdccd842f4700
mix4_spatial_PARX_x0p50,cleanup,498992,,,0,finished,0,2026-09-26T04:14:03.495965+00:00,2026-09-26T04:31:33.120681+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_PARX_x0p50/cleanup/job498992_r0/attempt.json,520940f968f84f895441139928ae7e46660dc72a4370b3259bbd8270bdf78e0f
mix4_spatial_PARX_x0p50,fixed_duty,499545,498918,73,0,finished,0,2026-09-25T22:24:22.364387+00:00,2026-09-25T22:33:07.062264+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_PARX_x0p50/fixed_duty/job499545_r0/attempt.json,ff40769d19732fff74fe087e4e38aaa3fc781e222468d192e3324b5e5b5adc77
mix4_spatial_PARX_x0p50,fresh_cg_fallback,498992,,,0,finished,0,2026-09-26T04:11:42.470776+00:00,2026-09-26T04:13:58.789669+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_PARX_x0p50/fresh_cg/job498992_r0/attempt.json,fba6a0efdb917fac00927fc08f47a3f93b6811db8542bd6c678b46edb3af5c34
mix4_spatial_PARX_x0p50,fresh_cg,502810,498917,73,0,failed,3,2026-09-25T23:59:56.283623+00:00,2026-09-26T04:11:14.928618+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_spatial_PARX_x0p50/fresh_cg/job502810_r0/attempt.json,a7e3e992b2f98ded50334b81bd343226b87e901b50661f23912d7b1ba111814b
mix4_two_price_split,cleanup,498998,,,0,finished,0,2026-09-26T03:03:29.833418+00:00,2026-09-26T03:14:08.877463+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_two_price_split/cleanup/job498998_r0/attempt.json,97c7b2f2bd3f3435eb3c60db66743b56d811d6cc2e54ce1a68f3d11362065467
mix4_two_price_split,fixed_duty,498918,498918,79,0,finished,0,2026-09-25T22:25:23.438274+00:00,2026-09-25T22:32:13.575443+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_two_price_split/fixed_duty/job498918_r0/attempt.json,2e04f67d731ec43960462fa8e8c6623b34d640d31890464b0966558c86333ffa
mix4_two_price_split,fresh_cg,498917,498917,79,0,failed,3,2026-09-26T00:22:47.072034+00:00,2026-09-26T03:01:07.948281+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_two_price_split/fresh_cg/job498917_r0/attempt.json,7ba6e47d325b98ea3b182e932a6fff14aba758058450233f403edc5d3be98c4e
mix4_two_price_split,fresh_cg_fallback,498998,,,0,finished,0,2026-09-26T03:02:03.608804+00:00,2026-09-26T03:03:27.470742+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/mix4_two_price_split/fresh_cg/job498998_r0/attempt.json,03d64e44c9117e3ff479b7c28da62dfba65144446846a8af8abf19d84f91b1d3
r21_flat,cleanup,498919,,,0,finished,0,2026-09-25T22:36:28.615239+00:00,2026-09-25T23:40:01.674535+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_flat/cleanup/job498919_r0/attempt.json,8dde692a004ccd7662c7099525fd72e0dc0e83a24d86822a409089999a92af0e
r21_flat,fixed_duty,499051,498918,0,0,finished,0,2026-09-25T22:17:50.739768+00:00,2026-09-25T22:20:19.045100+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_flat/fixed_duty/job499051_r0/attempt.json,50e6a7309e76e114d8285fa1b1f075e6178d0e762befa8657ade017a247c9380
r21_flat,fresh_cg,499031,498916,0,0,finished,0,2026-09-25T22:17:50.248211+00:00,2026-09-25T22:35:45.958343+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_flat/fresh_cg/job499031_r0/attempt.json,1d2ded00d42bad951914b18ad22929ed27eb69d0de3aacfa08e75a97ee701b03
r21_spatial_2190L_x0p25,cleanup,498920,,,0,finished,0,2026-09-25T22:29:39.667917+00:00,2026-09-25T22:31:16.129468+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x0p25/cleanup/job498920_r0/attempt.json,36024034cc873392b10975d60c832c7c7a256758a89a5f3b2536e2244586f4c4
r21_spatial_2190L_x0p25,fixed_duty,499052,498918,1,0,finished,0,2026-09-25T22:17:50.801876+00:00,2026-09-25T22:19:19.847803+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x0p25/fixed_duty/job499052_r0/attempt.json,24429607fda165d1f4bd201dce34036a307505fd35ab77fdcd0f16f4552be1ca
r21_spatial_2190L_x0p25,fresh_cg_fallback,498920,,,0,finished,0,2026-09-25T22:29:29.207029+00:00,2026-09-25T22:29:39.533329+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x0p25/fresh_cg/job498920_r0/attempt.json,fd3d2c569784dff911ea2ce56d64c24b00a1b179397f81cfba87ac6ae58a671d
r21_spatial_2190L_x0p25,fresh_cg,499032,498916,1,0,failed,3,2026-09-25T22:17:47.513270+00:00,2026-09-25T22:28:42.103847+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x0p25/fresh_cg/job499032_r0/attempt.json,d15a4d5721ec371d3e18826dac2f3e27e96f96747f421721287b74fffa43f7bc
r21_spatial_2190L_x2p00,cleanup,498921,,,0,finished,0,2026-09-25T22:29:29.275283+00:00,2026-09-25T22:31:21.418686+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x2p00/cleanup/job498921_r0/attempt.json,ba9f001704239e91488a6e0a8dc7444944a4b9f4caf7d88e2f4ebcacbe8b218a
r21_spatial_2190L_x2p00,fixed_duty,499053,498918,2,0,finished,0,2026-09-25T22:17:50.802112+00:00,2026-09-25T22:19:36.987446+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x2p00/fixed_duty/job499053_r0/attempt.json,1082de53a5a69fe270cb9cee6b37c63c0512fc26977f6d2d573e32157ebb5724
r21_spatial_2190L_x2p00,fresh_cg,499033,498916,2,0,finished,0,2026-09-25T22:17:50.019599+00:00,2026-09-25T22:29:05.923916+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_2190L_x2p00/fresh_cg/job499033_r0/attempt.json,da44eb1d64a9f77e31a94718618a4caff80f6daaa3856292eda268b5431ef819
r21_spatial_4808_x0p25,cleanup,498922,,,0,finished,0,2026-09-25T22:31:24.780606+00:00,2026-09-25T22:33:00.395140+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_4808_x0p25/cleanup/job498922_r0/attempt.json,1ae94aaec36765353f5980954922391477c7e7b010358262a63eaf2b332e2dfe
r21_spatial_4808_x0p25,fixed_duty,499054,498918,3,0,finished,0,2026-09-25T22:17:50.828652+00:00,2026-09-25T22:19:19.916592+00:00,/home/nc437/ladder-lite/spatial_tariff_expansion_20260925/results/r21_spatial_4808_x0p25/fixed_duty/job499054_r0/attempt.json,e92da3628f146ad45171d75e3af94767e51e40d6f23cbd3d40a4643d22ad3b7b
