root_label,job_id,job_name,stage,state,exit_code,elapsed,start_scheduler_local,end_scheduler_local,restarts
expansion,498975,sx_po_mix3_flat,post,COMPLETED,0:0,01:45:57,2026-09-25T23:54:49,2026-09-26T01:40:46,0
expansion,498976,sx_po_mix3_duck,post,COMPLETED,0:0,00:14:24,2026-09-25T23:54:49,2026-09-26T00:09:13,0
expansion,498977,sx_po_mix3_duck_solar_depot,post,COMPLETED,0:0,01:09:16,2026-09-25T21:41:36,2026-09-25T22:50:52,0
expansion,498978,sx_po_mix3_spatial_2190L_x0p50,post,COMPLETED,0:0,00:11:39,2026-09-25T23:06:49,2026-09-25T23:18:28,0
expansion,498979,sx_po_mix3_spatial_4808_x0p50,post,COMPLETED,0:0,00:18:14,2026-09-25T22:30:15,2026-09-25T22:48:29,0
expansion,498980,sx_po_mix3_spatial_PARX_x0p50,post,COMPLETED,0:0,00:10:27,2026-09-25T22:17:33,2026-09-25T22:28:00,0
expansion,498981,sx_po_mix3_spatial_3127L_x0p50,post,COMPLETED,0:0,00:09:57,2026-09-25T21:52:50,2026-09-25T22:02:47,0
expansion,498982,sx_po_mix3_spatial_7880C_x0p50,post,COMPLETED,0:0,00:12:09,2026-09-25T22:11:13,2026-09-25T22:23:22,0
expansion,498983,sx_po_mix3_spatial_JON_A_x0p50,post,COMPLETED,0:0,00:06:42,2026-09-25T21:43:35,2026-09-25T21:50:17,0
expansion,498984,sx_po_mix3_spatial_4808_x2p00,post,COMPLETED,0:0,01:44:30,2026-09-26T00:06:50,2026-09-26T01:51:20,0
expansion,498985,sx_po_mix3_duck_spatial_parx_x0p50,post,COMPLETED,0:0,00:11:12,2026-09-25T22:59:46,2026-09-25T23:10:58,0
expansion,498986,sx_po_mix3_two_price_split,post,COMPLETED,0:0,00:11:59,2026-09-25T21:56:08,2026-09-25T22:08:07,0
expansion,498987,sx_po_mix4_flat,post,COMPLETED,0:0,02:17:36,2026-09-26T00:09:47,2026-09-26T02:27:23,0
expansion,498988,sx_po_mix4_duck,post,COMPLETED,0:0,01:21:40,2026-09-26T00:05:51,2026-09-26T01:27:31,0
expansion,498989,sx_po_mix4_duck_solar_depot,post,COMPLETED,0:0,00:24:00,2026-09-26T00:36:24,2026-09-26T01:00:24,0
expansion,498990,sx_po_mix4_spatial_2190L_x0p50,post,COMPLETED,0:0,00:19:27,2026-09-26T00:34:53,2026-09-26T00:54:20,0
expansion,498991,sx_po_mix4_spatial_4808_x0p50,post,COMPLETED,0:0,00:18:04,2026-09-26T00:09:47,2026-09-26T00:27:51,0
expansion,498992,sx_po_mix4_spatial_PARX_x0p50,post,COMPLETED,0:0,00:20:00,2026-09-26T00:11:33,2026-09-26T00:31:33,0
expansion,498993,sx_po_mix4_spatial_3127L_x0p50,post,COMPLETED,0:0,00:16:55,2026-09-26T00:17:51,2026-09-26T00:34:46,0
expansion,498994,sx_po_mix4_spatial_7880C_x0p50,post,COMPLETED,0:0,00:11:36,2026-09-26T00:48:39,2026-09-26T01:00:15,0
expansion,498995,sx_po_mix4_spatial_JON_A_x0p50,post,COMPLETED,0:0,00:15:39,2026-09-26T01:52:01,2026-09-26T02:07:40,0
expansion,498996,sx_po_mix4_spatial_4808_x2p00,post,COMPLETED,0:0,02:14:35,2026-09-26T00:22:20,2026-09-26T02:36:55,0
expansion,498997,sx_po_mix4_duck_spatial_parx_x0p50,post,COMPLETED,0:0,00:15:51,2026-09-26T03:14:08,2026-09-26T03:29:59,0
expansion,498998,sx_po_mix4_two_price_split,post,COMPLETED,0:0,00:12:21,2026-09-25T23:01:48,2026-09-25T23:14:09,0
expansion,498916_25,sx_cg_R,fresh_cg,COMPLETED,0:0,00:27:35,2026-09-25T18:29:19,2026-09-25T18:56:54,1
expansion,498916_26,sx_cg_R,fresh_cg,COMPLETED,0:0,00:26:02,2026-09-25T18:31:19,2026-09-25T18:57:21,1
expansion,498918_65,sx_fx,fixed_duty,COMPLETED,0:0,00:37:07,2026-09-25T18:25:17,2026-09-25T19:02:24,1
expansion,498918_66,sx_fx,fixed_duty,COMPLETED,0:0,00:07:10,2026-09-25T18:26:17,2026-09-25T18:33:27,1
expansion,498918_67,sx_fx,fixed_duty,COMPLETED,0:0,00:06:46,2026-09-25T18:26:17,2026-09-25T18:33:03,1
expansion,498917_14,sx_cg_L,fresh_cg,COMPLETED,0:0,01:18:27,2026-09-25T20:44:29,2026-09-25T22:02:56,1
expansion,498917_12,sx_cg_L,fresh_cg,COMPLETED,0:0,00:51:40,2026-09-25T20:52:09,2026-09-25T21:43:49,1
expansion,498918_70,sx_fx,fixed_duty,COMPLETED,0:0,00:09:20,2026-09-25T18:27:17,2026-09-25T18:36:37,1
expansion,498917_32,sx_cg_L,fresh_cg,FAILED,3:0,04:39:43,2026-09-25T21:05:31,2026-09-26T01:45:14,1
expansion,498917_33,sx_cg_L,fresh_cg,FAILED,3:0,04:13:36,2026-09-25T21:11:31,2026-09-26T01:25:07,1
expansion,498917_34,sx_cg_L,fresh_cg,FAILED,3:0,04:42:02,2026-09-25T21:38:35,2026-09-26T02:20:37,1
expansion,498917_36,sx_cg_L,fresh_cg,FAILED,3:0,04:25:15,2026-09-25T21:41:36,2026-09-26T02:06:51,1
expansion,498917_37,sx_cg_L,fresh_cg,COMPLETED,0:0,04:11:35,2026-09-25T21:43:35,2026-09-26T01:55:10,1
expansion,498917_76,sx_cg_L,fresh_cg,COMPLETED,0:0,04:07:54,2026-09-25T21:44:04,2026-09-26T01:51:58,1
expansion,498917_15,sx_cg_L,fresh_cg,COMPLETED,0:0,02:42:12,2026-09-25T21:52:50,2026-09-26T00:35:02,2
original_recovery,506710,st_cl48_r21_spatial_4808_x1p25,original_recovery,COMPLETED,0:0,01:03:47,2026-09-25T21:41:53,2026-09-25T22:45:40,0
original_recovery,506711,st_fb_loc_flat,original_recovery,COMPLETED,0:0,01:00:32,2026-09-25T21:41:53,2026-09-25T22:42:25,0
original_recovery,506712,st_clfb_loc_flat,original_recovery,COMPLETED,0:0,00:14:00,2026-09-25T22:42:47,2026-09-25T22:56:47,0
original_recovery,506713,st_fb_loc_spatial_3127L_x0p50,original_recovery,COMPLETED,0:0,00:30:50,2026-09-25T21:41:53,2026-09-25T22:12:43,0
original_recovery,506714,st_clfb_loc_spatial_3127L_x0p50,original_recovery,COMPLETED,0:0,00:10:37,2026-09-25T22:12:55,2026-09-25T22:23:32,0
expansion,498917_78,sx_cg_L,fresh_cg,FAILED,3:0,04:24:07,2026-09-25T22:49:46,2026-09-26T03:13:53,1
