tariff,terminal_policy,arm,matched_feasible_duties,station,start_min,end_min,active_buses,load_kW
peak12,>= reserve,capped_optimized,39,PARX_1,857.0,874.7174990825,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,321.0,326.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,341.0,353.575,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,361.0,368.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,376.0,387.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,387.0,398.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,398.0,398.057499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,398.057499875,419.057499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,430.0,440.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,440.0,451.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,451.0,459.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,459.0,460.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,460.0,461.632499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,461.632499875,469.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,469.0,480.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,481.0,491.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,491.0,494.057499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,494.057499875,509.632499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,511.0,522.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,522.0,530.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,530.0,532.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,532.0,537.632499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,537.632499875,546.057499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,564.0,570.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,573.0,582.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,582.0,587.057499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,587.057499875,590.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,592.0,600.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,602.0,607.8049995,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,621.0,622.2299995,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,689.0,696.9199992499999,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,820.0,830.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,850.0,859.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,870.0,880.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,880.0,885.402499125,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,885.402499125,890.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,890.0,898.11499975,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,898.11499975,899.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,912.0,922.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,922.0,929.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,929.0,929.11499975,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,953.0,958.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,964.0,974.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,974.0,978.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,978.0,986.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,986.0,988.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,988.0,996.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,996.0,999.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,999.0,1006.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1006.0,1009.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1009.0,1016.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1016.0,1020.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1020.0,1027.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1027.0,1031.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1031.0,1041.057499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1047.0,1057.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1057.0,1061.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1061.0,1070.057499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1084.0,1092.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1094.0,1105.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1111.0,1121.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1121.0,1121.432499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1121.432499875,1129.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1131.0,1147.057499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1150.0,1159.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1160.0,1175.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1175.0,1180.11499975,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1180.11499975,1188.497499625,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1189.0,1201.382499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1206.0,1218.382499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1220.0,1232.382499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1249.0,1264.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1264.0,1266.057499875,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1266.057499875,1274.432499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1279.0,1290.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1309.0,1324.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1324.0,1330.0,2,480.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1330.0,1350.0,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1427.0,1439.382499875,1,240.0
peak12,>= initial,uncapped_arrival,30,2190L_0,1466.0,1472.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,326.0,334.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,356.0,369.476250075,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,375.0,377.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,387.0,393.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,401.0,410.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,410.0,417.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,417.0,421.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,421.0,423.461250025,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,423.461250025,427.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,439.0,442.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,459.0,459.9459991,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,464.0,466.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,474.0,477.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,481.0,491.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,491.0,492.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,492.0,493.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,494.0,497.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,500.0,525.543749865,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,539.0,540.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,543.0,548.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,548.0,552.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,552.0,555.5705001,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,563.0,568.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,568.0,572.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,572.0,588.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,593.0,618.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,653.0,660.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,683.0,684.7764996575,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,712.0,720.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,842.0,851.469997615,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,862.0,866.542999135,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,868.0,870.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,882.0,895.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,899.0,900.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,902.0,903.330999075,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,914.0,915.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,943.0,944.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,944.0,945.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,945.0,949.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,954.0,955.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,963.0,964.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,964.0,968.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,968.0,978.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,983.0,988.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,989.0,992.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,992.0,995.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,995.0,998.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1009.0,1020.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1023.0,1035.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1042.0,1044.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1044.0,1045.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1045.0,1054.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1054.0,1055.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1055.0,1061.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1068.0,1072.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1081.0,1088.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1088.0,1092.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1092.0,1092.6287498,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1147.0,1152.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1161.0,1183.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1186.0,1213.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1225.0,1233.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1246.0,1273.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1275.0,1285.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1285.0,1293.0,2,480.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1293.0,1299.185249525,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1363.0,1393.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1423.0,1425.0,1,240.0
peak12,>= initial,uncapped_arrival,30,3127L_0,1451.0,1471.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,319.0,325.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,339.0,346.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,379.0,386.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,397.0,402.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,413.0,421.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,423.0,431.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,444.0,451.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,455.0,462.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,465.0,472.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,499.0,506.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,509.0,516.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,519.0,526.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,529.0,536.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,539.0,546.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,549.0,556.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,559.0,566.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,569.0,572.172499625,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,589.0,594.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,597.0,601.2299995,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,627.0,634.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,637.0,640.2299995,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,647.0,648.29499925,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,657.0,659.2299995,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,889.0,896.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,899.0,906.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,909.0,909.287499375,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,920.0,927.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,930.0,934.2299995,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,940.0,947.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,950.0,957.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,961.0,968.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,982.0,988.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,992.0,998.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1021.0,1028.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1031.0,1038.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1041.0,1047.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1050.0,1057.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1060.0,1067.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1070.0,1077.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1080.0,1087.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1090.0,1097.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1100.0,1107.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1118.0,1122.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1128.0,1136.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1149.0,1153.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1161.0,1168.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1185.0,1195.625,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1200.0,1210.625,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1215.0,1227.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1230.0,1242.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1245.0,1257.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1260.0,1272.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1325.0,1336.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1345.0,1356.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1365.0,1375.625,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1385.0,1396.0,1,240.0
peak12,>= initial,uncapped_arrival,30,4808_0,1404.0,1416.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,352.0,356.99174995,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,383.0,394.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,413.0,424.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,444.0,452.83324933,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,472.0,474.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,474.0,482.583749465,2,480.0
peak12,>= initial,uncapped_arrival,30,7880C_0,482.583749465,484.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,504.0,514.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,534.0,545.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,563.0,575.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,593.0,605.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,653.0,660.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,683.0,690.3174990825,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,775.0,785.237749255,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,833.0,838.826998865,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,924.0,947.0,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,975.0,999.0000000000032,1,240.0
peak12,>= initial,uncapped_arrival,30,7880C_0,1163.0,1176.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,344.0,345.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,357.0,365.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,402.0,409.199249975,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,414.0,420.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,422.0,433.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,434.0,439.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,442.0,445.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,448.0,453.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,454.0,460.671499975,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,474.0,482.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,482.0,483.10124985000004,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,483.10124985000004,493.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,522.0,525.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,542.0,543.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,554.0,563.3604992249998,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,594.0,602.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,602.0,604.0,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,604.0,605.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,614.0,625.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,632.0,634.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,654.0,661.2594989950001,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,782.0,785.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,794.0,798.21774935,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,814.0,822.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,822.0,825.0,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,825.0,833.067499915,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,842.0,842.068998765,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,862.0,873.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,874.0,884.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,884.0,884.577749565,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,884.577749565,885.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,904.0,913.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,914.0,924.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,924.0,925.0,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,925.0,933.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,954.0,964.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,964.0,965.0,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,965.0,973.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,994.0,1004.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1004.0,1005.0,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1005.0,1013.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1024.0,1024.89899935,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1034.0,1044.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1044.0,1045.0,2,480.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1045.0,1053.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1064.0,1073.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1084.0,1093.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1102.0,1114.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1197.0,1199.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1227.0,1229.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1257.0,1260.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1317.0,1320.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1334.0,1335.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1347.0,1350.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1364.0,1365.0,1,240.0
peak12,>= initial,uncapped_arrival,30,JON_A_0,1394.0,1395.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,501.0,525.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,525.0,527.306749975,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,527.306749975,540.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,999.0,1032.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1032.0,1034.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1034.0,1042.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1042.0,1059.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1059.0,1062.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1062.0,1072.0,3,720.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1072.0,1082.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1082.0,1089.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1089.0,1092.0,7,1680.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1092.0,1102.0,8,1920.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1102.0,1114.62274985,7,1680.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1114.62274985,1119.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1119.0,1121.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1121.0,1132.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1132.0,1133.0,4,960.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1133.0,1138.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1138.0,1142.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1142.0,1144.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1144.0,1146.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1146.0,1149.0,7,1680.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1149.0,1152.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1152.0,1153.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1153.0,1160.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1160.0,1181.0,7,1680.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1181.0,1193.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1193.0,1198.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1198.0,1204.0,4,960.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1204.0,1206.0,3,720.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1206.0,1213.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1213.0,1220.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1282.0,1297.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1297.0,1313.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1313.0,1342.0,3,720.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1342.0,1357.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1357.0,1373.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1406.0,1410.0,1,240.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1410.0,1426.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1426.0,1430.0,3,720.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1430.0,1457.0,4,960.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1457.0,1459.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1459.0,1465.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1465.0,1466.0,7,1680.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1466.0,1470.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1470.0,1472.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1472.0,1486.0,6,1440.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1486.0,1490.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1490.0,1500.0,4,960.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1500.0,1517.0,5,1200.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1517.0,1519.0,4,960.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1519.0,1525.0,3,720.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1525.0,1530.0,2,480.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1530.0,1532.0,3,720.0
peak12,>= initial,uncapped_arrival,30,PARX_1,1532.0,1540.0,2,480.0
