demand_classification,timeline_scope,tariff,terminal_policy,arm,hour,fixed_matched_duties,charged_kwh,average_load_kW,global_concurrency_max,peak_kW,max_same_station_concurrency,station_concurrency_max_json
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,uncapped_optimized,23,30,179.89899819999997,179.89899819999997,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,uncapped_optimized,24,30,276.5089989,276.5089989,7,1680.0,3,"{""2190L_0"":3,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,uncapped_optimized,25,30,173.199999999996,173.199999999996,10,2400.0,3,"{""2190L_0"":3,""3127L_0"":1,""4808_0"":3,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,uncapped_optimized,26,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,0,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,1,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,2,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,3,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,4,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,5,30,194.26699980000004,194.26699980000004,3,720.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,6,30,619.1619992,619.1619992,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,7,30,655.5329931199999,655.5329931199999,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,8,30,893.7299925799996,893.7299925799996,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,9,30,697.8009943,697.8009943,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,10,30,294.6759912999999,294.6759912999999,4,960.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,11,30,145.89399108999996,145.89399108999996,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,12,30,20.0,20.0,1,240.0,1,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":1,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,13,30,201.45899265999998,201.45899265999998,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":0,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,14,30,492.0529747299999,492.0529747299999,4,960.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,15,30,410.8049887599998,410.8049887599998,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,16,30,768.8859985999999,768.8859985999999,6,1440.0,3,"{""2190L_0"":2,""3127L_0"":3,""4808_0"":1,""7880C_0"":0,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,17,30,608.0559964,608.0559964,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,18,30,513.0449987,513.0449987,4,960.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,19,30,534.0499974999999,534.0499974999999,4,960.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,20,30,455.1899985,455.1899985,3,720.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,21,30,407.8009971000001,407.8009971000001,3,720.0,2,"{""2190L_0"":1,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,22,30,229.45999899999998,229.45999899999998,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,23,30,254.8079971,254.8079971,3,720.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,24,30,59.8,59.8,1,240.0,1,"{""2190L_0"":1,""3127L_0"":0,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,25,30,7.799999999999997,7.799999999999997,1,240.0,1,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_arrival,26,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,0,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,1,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,2,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,3,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,4,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,5,30,194.2669998,194.2669998,3,720.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,6,30,619.1619992,619.1619992,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,7,30,644.5489967199999,644.5489967199999,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,8,30,897.3779937199996,897.3779937199996,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,9,30,615.6409902999999,615.6409902999999,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,10,30,266.90899260000043,266.90899260000043,4,960.0,2,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,11,30,145.89399108999987,145.89399108999987,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,12,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,13,30,141.3789930400001,141.3789930400001,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":0,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,14,30,437.9419763299995,437.9419763299995,4,960.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,15,30,609.1229894799998,609.1229894799998,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":2,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,16,30,793.4379974599883,793.4379974599883,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,17,30,619.0399928,619.0399928,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,18,30,399.4449987,399.4449987,4,960.0,2,"{""2190L_0"":1,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,19,30,475.91999799999996,475.91999799999996,4,960.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,20,30,431.1899985,431.1899985,4,960.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,21,30,360.20099709999926,360.20099709999926,4,960.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,22,30,301.1679961,301.1679961,4,960.0,3,"{""2190L_0"":3,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,23,30,176.2299995,176.2299995,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,24,30,226.79999999999382,226.79999999999382,9,2160.0,4,"{""2190L_0"":4,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,25,30,111.8,111.8,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":2,""7880C_0"":1,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= reserve,capped_optimized,26,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,0,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,1,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,2,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,3,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,4,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,5,30,206.26699980000004,206.26699980000004,3,720.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,6,30,639.1619992,639.1619992,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,7,30,686.17799322,686.17799322,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":2,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,8,30,907.4319951200001,907.4319951200001,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":2,""JON_A_0"":2,""PARX_1"":2}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,9,30,664.8739947999991,664.8739947999991,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,10,30,340.07998699999985,340.07998699999985,5,1200.0,2,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,11,30,105.09398794,105.09398794,2,480.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":0,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,12,30,20.0,20.0,1,240.0,1,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":1,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,13,30,201.39998954,201.39998954,3,720.0,2,"{""2190L_0"":1,""3127L_0"":0,""4808_0"":0,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,14,30,448.70897581999986,448.70897581999986,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,15,30,515.8539907999999,515.8539907999999,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,16,30,868.0000000000125,868.0000000000125,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":2,""PARX_1"":1}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,17,30,1176.0559964000001,1176.0559964000001,7,1680.0,5,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":2,""PARX_1"":5}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,18,30,2002.7359981000002,2002.7359981000002,12,2880.0,8,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":8}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,19,30,2041.1799969999997,2041.1799969999997,11,2640.0,7,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":7}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,20,30,667.0899985000001,667.0899985000001,7,1680.0,4,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":4}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,21,30,666.7009971,666.7009971,5,1200.0,3,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":3}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,22,30,810.5,810.5,6,1440.0,3,"{""2190L_0"":2,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":3}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,23,30,557.5299995,557.5299995,5,1200.0,4,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":0,""JON_A_0"":1,""PARX_1"":4}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,24,30,1300.0000000000005,1300.0000000000005,8,1920.0,7,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":7}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,25,30,811.9999999999997,811.9999999999997,5,1200.0,5,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":5}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_arrival,26,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,0,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,1,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,2,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,3,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,4,30,0.0,0.0,0,0.0,0,"{""2190L_0"":0,""3127L_0"":0,""4808_0"":0,""7880C_0"":0,""JON_A_0"":0,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,5,30,206.2669998,206.2669998,3,720.0,1,"{""2190L_0"":1,""3127L_0"":1,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,6,30,639.1619992,639.1619992,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":1,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,7,30,674.1779932200002,674.1779932200002,5,1200.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":2,""JON_A_0"":1,""PARX_1"":0}"
unconstrained_charger_demand_not_capacity_feasible,shared_service_day_fixed_common_duty_set,peak12,>= initial,uncapped_optimized,8,30,891.4319951200001,891.4319951200001,6,1440.0,2,"{""2190L_0"":2,""3127L_0"":2,""4808_0"":1,""7880C_0"":2,""JON_A_0"":2,""PARX_1"":2}"
