duty,trip_count,tariff,terminal_policy,event_cap_N,matched_feasible,infeasible_under_cap,uncapped_arrival_feasible,uncapped_arrival_reason,uncapped_arrival_charging_cost,uncapped_arrival_charge_events,uncapped_arrival_charge_starts,uncapped_arrival_peak_kW,uncapped_arrival_charger_concurrency_max,uncapped_arrival_total_kwh,uncapped_arrival_terminal_soc_kwh,uncapped_arrival_replay_ok,uncapped_optimized_feasible,uncapped_optimized_reason,uncapped_optimized_charging_cost,uncapped_optimized_charge_events,uncapped_optimized_charge_starts,uncapped_optimized_peak_kW,uncapped_optimized_charger_concurrency_max,uncapped_optimized_total_kwh,uncapped_optimized_terminal_soc_kwh,uncapped_optimized_replay_ok,capped_arrival_feasible,capped_arrival_reason,capped_arrival_charging_cost,capped_arrival_charge_events,capped_arrival_charge_starts,capped_arrival_peak_kW,capped_arrival_charger_concurrency_max,capped_arrival_total_kwh,capped_arrival_terminal_soc_kwh,capped_arrival_replay_ok,capped_optimized_feasible,capped_optimized_reason,capped_optimized_charging_cost,capped_optimized_charge_events,capped_optimized_charge_starts,capped_optimized_peak_kW,capped_optimized_charger_concurrency_max,capped_optimized_total_kwh,capped_optimized_terminal_soc_kwh,capped_optimized_replay_ok,uncapped_timing_value,uncapped_timing_pct,capped_timing_value,capped_timing_pct,cap_cost,cap_cost_pct_of_uncapped_arrival
13306,30,peak12,>= initial,7,True,False,True,,56.96135856385766,8,8,240.0,1,497.03799598,239.99999999999997,True,True,,52.9022778513603,8,8,240.0,1,497.03799598000023,240.0,True,True,,58.12422668415962,7,7,240.0,1,497.03799598000006,240.0,True,True,,54.06514597166227,7,7,240.0,1,497.03799598,240.0,True,4.059080712497355,7.126025106909699,4.059080712497355,6.983457577085599,1.1628681203019653,2.0415034852062193
13307,15,peak12,>= initial,3,True,False,True,,18.830732938653206,4,4,240.0,1,303.33299732,240.0,True,True,,11.953195916003684,4,4,240.0,1,303.33299732,240.0,True,True,,18.99971318243558,3,3,240.0,1,303.33299732,240.0,True,True,,12.122176159786065,3,3,240.0,1,303.33299732,240.0,True,6.877537022649522,36.52293856566908,6.877537022649516,36.198109711506085,0.16898024378237508,0.8973641351766775
13308,31,peak12,>= initial,6,True,False,True,,35.43661267196197,12,12,240.0,1,599.1689964,240.0,True,True,,35.41263831332238,11,11,240.0,1,599.1689964,240.0,True,True,,42.20340423156062,6,6,240.0,1,602.1689963999976,240.0,True,True,,42.179429872921446,6,6,240.0,1,602.1689964,240.0,True,0.023974358639584636,0.06765420516209086,0.02397435863917252,0.056806693857278885,6.766791559598651,19.095480773625546
13309,22,peak12,>= initial,4,True,False,True,,35.8057361167708,6,6,240.0,1,465.4419969000119,240.0,True,True,,32.33184373329958,6,6,240.0,1,465.44199690000005,240.0,True,True,,39.505781187735494,4,4,240.0,1,462.2419969,240.0,True,True,,36.03188880426573,4,4,240.0,1,462.2419969,240.0,True,3.473892383471224,9.702055481116366,3.47389238346976,8.79337727043409,3.7000450709646913,10.3336656978591
13310,24,peak12,>= initial,5,True,False,True,,55.88799418047944,8,8,240.0,1,443.30799546,240.0,True,True,,38.34422016993241,8,8,240.0,1,443.30799546000003,240.0,True,True,,58.6293943979116,5,5,240.0,1,443.30799546,240.0,True,True,,41.753825601748645,5,5,240.0,1,443.30799546,240.0,True,17.543774010547025,31.390953044213415,16.875568796162952,28.783460872255006,2.741400217432158,4.905168377629259
13311,14,peak12,>= initial,4,True,False,True,,16.395659026916498,5,5,240.0,1,320.5479961,240.0,True,True,,12.656857440572818,5,5,240.0,1,320.54799610000003,240.0,True,True,,16.395659026916498,4,4,240.0,1,320.54799610000003,240.0,True,True,,12.65685744059641,4,4,240.0,1,320.5479961006557,240.0,True,3.73880158634368,22.803606614444394,3.738801586320088,22.803606614300506,0.0,0.0
13312,46,peak12,>= initial,14,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13313,37,peak12,>= initial,9,True,False,True,,57.25866419647208,13,13,240.0,1,682.62098856,240.0,True,True,,57.25866419647208,13,13,240.0,1,682.62098856,240.0,True,True,,65.2906919023174,9,9,240.0,1,682.62098856,240.0,True,True,,65.2906919023174,9,9,240.0,1,682.62098856,240.0,True,0.0,0.0,0.0,0.0,8.032027705845323,14.027619782195698
13314,16,peak12,>= initial,3,True,False,True,,28.380376226106343,3,3,240.0,1,362.17499946,240.0,True,True,,21.69500667914902,4,4,240.0,1,362.17499946,240.0,True,True,,28.380376226106346,3,3,240.0,1,362.17499946000004,240.0,True,True,,21.69500667914902,3,3,240.0,1,362.17499946,240.0,True,6.685369546957322,23.55631050728507,6.685369546957325,23.55631050728508,3.552713678800501e-15,1.251820501073011e-14
13315,31,peak12,>= initial,6,True,False,True,,54.126470095240265,6,6,240.0,1,444.26999966,240.0,True,True,,45.833035297100984,6,6,240.0,1,444.26999966,240.0,True,True,,54.126470095240265,6,6,240.0,1,444.26999966,240.0,True,True,,45.833035297100984,6,6,240.0,1,444.26999966,240.0,True,8.29343479813928,15.322327104550244,8.29343479813928,15.322327104550244,0.0,0.0
13316uwt,21,peak12,>= initial,5,True,False,True,,33.131834107498385,6,6,240.0,1,411.53799816000003,240.0,True,True,,29.72634050023483,6,6,240.0,1,411.53799816000014,240.0,True,True,,33.639247990294514,5,5,240.0,1,411.53799816000003,239.99999999999997,True,True,,30.233754383030913,5,5,240.0,1,411.53799816000003,240.0,True,3.405493607263555,10.27861480959433,3.405493607263601,10.123572346938738,0.5074138827961292,1.5314995274628984
13317,37,peak12,>= initial,8,True,False,True,,53.913650745387976,14,14,240.0,1,628.9509970199999,239.99999999999994,True,True,,47.30616436177047,14,14,240.0,1,628.9509970199999,239.99999999999997,True,True,,62.541216527339934,8,8,240.0,1,628.9509970199999,240.0,True,True,,52.84330505236424,8,8,240.0,1,628.95099702,240.0,True,6.6074863836175055,12.2556834721172,9.697911474975697,15.506432419229084,8.627565781951958,16.002562732574734
13318,33,peak12,>= initial,8,True,False,True,,37.745599438162316,13,13,240.0,1,592.6809944600001,239.99999999999991,True,True,,37.74559943816232,13,13,240.0,1,592.6809944600001,239.99999999999997,True,True,,43.107518942426026,8,8,240.0,1,588.6809944599999,239.99999999999986,True,True,,43.107518942425976,8,8,240.0,1,588.6809944599994,239.99999999999935,True,-7.105427357601002e-15,-1.8824518522329067e-14,4.973799150320701e-14,1.1538124374459262e-13,5.36191950426371,14.205416218248198
13319,27,peak12,>= initial,8,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13320,16,peak12,>= initial,3,True,False,True,,14.590918482365058,4,4,240.0,1,302.1109966,240.0,True,True,,11.424820591823265,3,3,240.0,1,302.1109966,240.0,True,True,,14.590918482365058,3,3,240.0,1,302.1109966,240.0,True,True,,11.424820591823266,3,3,240.0,1,302.1109966,240.0,True,3.166097890541794,21.699099301859697,3.166097890541792,21.699099301859682,0.0,0.0
13321,22,peak12,>= initial,5,False,True,True,,22.142654845882014,7,7,240.0,1,452.73299840000004,240.0,True,True,,22.142654845882006,7,7,240.0,1,452.7329984,240.0,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13322,26,peak12,>= initial,6,True,False,True,,51.94007468826829,9,9,240.0,1,439.1529977999999,240.0,True,True,,41.71895802723057,9,9,240.0,1,439.1529977999999,240.0,True,True,,52.356975863171094,6,6,240.0,1,439.1529977999999,240.0,True,True,,42.59498283120333,6,6,240.0,1,439.1529977999999,240.0,True,10.221116661037719,19.678671473582543,9.761993031967762,18.645066623938714,0.41690117490280443,0.8026580196600486
13323,8,peak12,>= initial,1,True,False,True,,14.757148933175014,1,1,240.0,1,210.49099940000002,240.0,True,True,,6.330975176995889,1,1,240.0,1,210.49099940000002,240.0,True,True,,14.757148933175014,1,1,240.0,1,210.49099940000002,240.0,True,True,,6.330975176995889,1,1,240.0,1,210.49099940000002,240.0,True,8.426173756179125,57.09892740349424,8.426173756179125,57.09892740349424,0.0,0.0
13324t,18,peak12,>= initial,3,True,False,True,,39.33628976970731,6,6,240.0,1,353.26999633,240.0,True,True,,27.62784032926497,6,6,240.0,1,353.26999632999997,239.99999999999997,True,True,,42.87301501923924,3,3,240.0,1,358.86999633,240.0,True,True,,31.43184766455048,3,3,240.0,1,358.86999632999965,239.99999999999983,True,11.708449440442337,29.765007093930244,11.441167354688758,26.68617392444768,3.5367252495319335,8.990998567067576
13325,42,peak12,>= initial,10,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13326,21,peak12,>= initial,3,True,False,True,,50.64432460530348,8,8,240.0,1,423.10599862999993,240.0,True,True,,42.3508898071642,6,6,240.0,1,423.10599863000004,240.0,True,True,,52.630252566836674,3,3,240.0,1,418.90599862999994,239.99999999999994,True,True,,44.33681776869737,3,3,240.0,1,418.90599862999994,240.0,True,8.29343479813928,16.375842432047737,8.293434798139302,15.75792323551408,1.9859279615331928,3.9213238146831286
13401,12,peak12,>= initial,10,True,False,True,,43.36623752810782,9,9,240.0,1,561.379997,240.0,True,True,,40.4395353542878,9,9,240.0,1,561.379997,240.0,True,True,,43.36623752810782,9,9,240.0,1,561.379997,240.0,True,True,,40.43953535428779,9,9,240.0,1,561.3799969999999,240.0,True,2.9267021738200185,6.748803540826149,2.9267021738200256,6.748803540826165,0.0,0.0
13402,17,peak12,>= initial,15,True,False,True,,53.81682964765005,13,13,240.0,1,752.139996,240.0,True,True,,53.805641613618256,13,13,240.0,1,752.139996,240.0,True,True,,53.816829647650074,13,13,240.0,1,752.139996,240.0,True,True,,53.805641613618256,13,13,240.0,1,752.139996,240.0,True,0.01118803403179669,0.020789099070025248,0.011188034031818006,0.02078909907006485,2.1316282072803006e-14,3.9608951720800215e-14
13403,14,peak12,>= initial,12,True,False,True,,43.9177992881212,10,10,240.0,1,645.6099965,240.0,True,True,,43.09970377278684,10,10,240.0,1,645.6099965,240.0,True,True,,43.9177992881212,10,10,240.0,1,645.6099965000002,240.0,True,True,,43.09970377278684,10,10,240.0,1,645.6099965,240.0,True,0.8180955153343632,1.8627880462936586,0.8180955153343632,1.8627880462936586,0.0,0.0
13404,17,peak12,>= initial,15,True,False,True,,48.948770766885424,14,14,240.0,1,752.139996,240.0,True,True,,48.811973214472985,14,14,240.0,1,752.1399959999999,240.0,True,True,,48.948770766885424,14,14,240.0,1,752.139996,240.0,True,True,,48.811973214472985,14,14,240.0,1,752.1399959999999,240.0,True,0.13679755241243896,0.27947086365851,0.13679755241243896,0.27947086365851,0.0,0.0
13405,13,peak12,>= initial,12,False,True,True,,66.97835201372199,13,13,240.0,1,582.9099964999999,240.0,True,True,,63.57285840645843,13,13,240.0,1,582.9099965,240.0,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13406,14,peak12,>= initial,12,True,False,True,,42.98839051375175,10,10,240.0,1,605.2099965,240.0,True,True,,41.08043745416736,10,10,240.0,1,605.2099965,240.0,True,True,,42.98839051375175,10,10,240.0,1,605.2099965,240.0,True,True,,41.08043745416736,10,10,240.0,1,605.2099965,240.0,True,1.9079530595843934,4.438298426115883,1.9079530595843934,4.438298426115883,0.0,0.0
13407,17,peak12,>= initial,16,True,False,True,,54.69058185731565,15,15,240.0,1,751.3699955,240.0,True,True,,51.45308106932737,15,15,240.0,1,751.3699955,240.0,True,True,,54.69058185731565,15,15,240.0,1,751.3699955,240.0,True,True,,51.45308106932737,15,15,240.0,1,751.3699955,240.0,True,3.2375007879882816,5.919667844154083,3.2375007879882816,5.919667844154083,0.0,0.0
13408,11,peak12,>= initial,9,True,False,True,,42.06029898573198,8,8,240.0,1,499.4499975,240.0,True,True,,37.232548370465864,9,9,240.0,1,499.4499975,240.0,True,True,,42.06029898573198,8,8,240.0,1,499.4499975,240.0,True,True,,37.232548370465864,8,8,240.0,1,499.4499975,240.0,True,4.827750615266119,11.478165233451683,4.827750615266119,11.478165233451683,0.0,0.0
13409,17,peak12,>= initial,14,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13410,15,peak12,>= initial,13,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13411,14,peak12,>= initial,13,True,False,True,,58.79193791726325,13,13,240.0,1,605.2099965,240.0,True,True,,58.343715481143946,13,13,240.0,1,605.2099965,240.0,True,True,,58.79193791726325,13,13,240.0,1,605.2099965,240.0,True,True,,58.343715481143946,13,13,240.0,1,605.2099965,240.0,True,0.4482224361193019,0.7623875857776224,0.4482224361193019,0.7623875857776224,0.0,0.0
13412,15,peak12,>= initial,12,True,False,True,,40.41810966206971,12,12,240.0,1,667.139996,240.0,True,True,,40.160288070570815,12,12,240.0,1,667.139996,240.0,True,True,,40.41810966206971,11,11,240.0,1,667.139996,240.0,True,True,,40.160288070570815,11,11,240.0,1,667.139996,240.0,True,0.25782159149889594,0.6378863179265607,0.25782159149889594,0.6378863179265607,0.0,0.0
13413,15,peak12,>= initial,14,True,False,True,,49.079398269785564,13,13,240.0,1,667.9099965,240.0,True,True,,48.98889342893439,13,13,240.0,1,667.9099965,240.0,True,True,,49.079398269785564,13,13,240.0,1,667.9099965,240.0,True,True,,48.98889342893439,13,13,240.0,1,667.9099965,240.0,True,0.0905048408511746,0.18440495206089663,0.0905048408511746,0.18440495206089663,0.0,0.0
13414,12,peak12,>= initial,9,True,False,True,,37.39659466234877,9,9,240.0,1,520.979997,240.0,True,True,,36.6721608996089,9,9,240.0,1,520.9799969999999,240.0,True,True,,37.39659466234877,9,9,240.0,1,520.9799969999999,240.0,True,True,,36.6721608996089,9,9,240.0,1,520.9799969999999,240.0,True,0.7244337627398707,1.9371650528095736,0.7244337627398707,1.9371650528095736,0.0,0.0
13301,36,two_peak_se3_synthetic,>= reserve,7,True,False,True,,40.78321921454694,11,11,240.0,1,414.05899786,0.0,True,True,,39.425380826116076,11,11,240.0,1,414.05899786,0.0,True,True,,42.98591080378762,7,7,240.0,1,410.3349978599989,0.0,True,True,,42.84846078207098,7,7,240.0,1,410.33499786000004,3.730349362740526e-14,True,1.3578383884308636,3.3294046291140673,0.13745002171663856,0.31975598317327597,2.202691589240679,5.40097528263537
13302,50,two_peak_se3_synthetic,>= reserve,13,True,False,True,,52.86285875860041,15,15,240.0,1,566.13199066,1.0658141036401503e-14,True,True,,52.86285875860042,15,15,240.0,1,566.13199066,1.0658141036401503e-14,True,True,,53.28293815868862,13,13,240.0,1,566.13199066,1.0658141036401503e-14,True,True,,53.28293815868862,13,13,240.0,1,566.13199066,1.0658141036401503e-14,True,-7.105427357601002e-15,-1.3441246887626938e-14,0.0,0.0,0.42007940008821265,0.7946588776186243
13303,54,two_peak_se3_synthetic,>= reserve,10,False,True,True,,60.83131385920705,16,16,240.0,1,509.71899570000005,4.085620730620576e-14,True,True,,60.83131385920706,16,16,240.0,1,509.71899570000005,4.085620730620576e-14,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13304,37,two_peak_se3_synthetic,>= reserve,9,True,False,True,,41.138937022485685,13,13,240.0,1,371.40299661999995,3.552713678800501e-15,True,True,,29.933304405424096,8,8,240.0,1,369.20299661999996,3.552713678800501e-15,True,True,,41.32902295102562,9,9,240.0,1,369.20299662,3.552713678800501e-15,True,True,,29.933304405424124,8,8,240.0,1,369.20299662,3.552713678800501e-15,True,11.205632617061589,27.23850791510929,11.395718545601497,27.57316222816417,0.19008592853993633,0.4620584348984013
13305,30,two_peak_se3_synthetic,>= reserve,8,True,False,True,,19.595201915830838,5,5,240.0,1,238.76299673999998,1.865174681370263e-14,True,True,,19.595201915830838,5,5,240.0,1,238.76299674,1.865174681370263e-14,True,True,,19.595201915830838,5,5,240.0,1,238.76299674,4.707345624410664e-14,True,True,,19.595201915830838,5,5,240.0,1,238.76299674,1.865174681370263e-14,True,0.0,0.0,0.0,0.0,0.0,0.0
13306,30,two_peak_se3_synthetic,>= reserve,7,True,False,True,,23.90435518467048,5,5,240.0,1,257.03799598,0.0,True,True,,22.897887034435072,6,6,240.0,1,257.03799598,1.0658141036401503e-14,True,True,,23.90435518467048,5,5,240.0,1,257.03799598,0.0,True,True,,22.897887034435072,5,5,240.0,1,257.03799598,0.0,True,1.0064681502354063,4.210396567738584,1.0064681502354063,4.210396567738584,0.0,0.0
13307,15,two_peak_se3_synthetic,>= reserve,3,True,False,True,,5.794958271743655,4,4,240.0,1,63.33299732000003,3.019806626980426e-14,True,True,,4.983513013495994,3,3,240.0,1,63.33299731999995,0.0,True,True,,5.836966211752469,3,3,240.0,1,63.332997319999976,0.0,True,True,,4.9835130134959975,3,3,240.0,1,63.33299731999999,1.7763568394002505e-15,True,0.8114452582476614,14.002607442477826,0.8534531982564717,14.621520277744319,0.042007940008813804,0.724904961156415
13308,31,two_peak_se3_synthetic,>= reserve,6,True,False,True,,41.34274891120814,12,12,240.0,1,359.16899639999997,0.0,True,True,,35.27007074595016,10,10,240.0,1,362.16899640000076,2.7355895326763857e-13,True,True,,46.75463187085381,6,6,240.0,1,359.16899639999986,0.0,True,True,,39.624246161455524,6,6,240.0,1,362.16899640773875,5.601066277449718e-10,True,6.072678165257983,14.688617291269816,7.130385709398283,15.250650949608412,5.411882959645666,13.090283307645487
13309,22,two_peak_se3_synthetic,>= reserve,4,True,False,True,,23.379529166804332,3,3,240.0,1,222.2419968999998,0.0,True,True,,18.525690286615266,3,3,240.0,1,222.24199690000003,2.4868995751603507e-14,True,True,,23.379529166804353,3,3,240.0,1,222.2419969,0.0,True,True,,18.525690286615266,3,3,240.0,1,222.2419969,3.552713678800501e-15,True,4.853838880189066,20.761063430998604,4.8538388801890875,20.761063430998675,2.1316282072803006e-14,9.117498440930602e-14
13310,24,two_peak_se3_synthetic,>= reserve,5,True,False,True,,21.112497016794244,6,6,240.0,1,203.30799545999997,0.0,True,True,,20.524385856670733,6,6,240.0,1,203.30799545999997,0.0,True,True,,21.30153274683394,5,5,240.0,1,203.30799545999997,0.0,True,True,,20.950934384162288,5,5,240.0,1,203.30799546,1.7763568394002505e-15,True,0.5881111601235105,2.78560683587398,0.3505983626716507,1.6458832650141588,0.18903573003969498,0.8953736258166135
13311,14,two_peak_se3_synthetic,>= reserve,4,True,False,True,,6.168743791928576,3,3,240.0,1,80.5479961,0.0,True,True,,4.773668554972871,4,4,240.0,1,80.54799609999992,0.0,True,True,,6.168743791928577,3,3,240.0,1,80.54799609999998,0.0,True,True,,4.77366855497288,4,4,240.0,1,80.54799610000002,2.842170943040401e-14,True,1.3950752369557051,22.61522416899654,1.3950752369556971,22.61522416899641,8.881784197001252e-16,1.4398043583237358e-14
13312,46,two_peak_se3_synthetic,>= reserve,14,True,False,True,,51.34028110047473,18,18,240.0,1,511.02099266000005,0.0,True,True,,51.0882334604218,18,18,240.0,1,511.02099266,0.0,True,True,,53.81640217988684,14,14,240.0,1,511.02099266,0.0,True,True,,53.816402179886886,14,14,240.0,1,511.02099266000033,1.3500311979441904e-13,True,0.2520476400529361,0.49093545000205596,-4.263256414560601e-14,-7.921853267541426e-14,2.47612107941211,4.822959723508825
13313,37,two_peak_se3_synthetic,>= reserve,9,True,False,True,,50.64216629017071,13,13,240.0,1,442.62098856,8.881784197001252e-16,True,True,,50.64216629017071,13,13,240.0,1,442.62098856,1.509903313490213e-14,True,True,,51.54533700036041,9,9,240.0,1,442.62098856,0.0,True,True,,51.54533700036041,9,9,240.0,1,442.62098856,0.0,True,0.0,0.0,0.0,0.0,0.9031707101897055,1.7834361686162796
13314,16,two_peak_se3_synthetic,>= reserve,3,True,False,True,,12.969557576726812,5,5,240.0,1,122.17499946000001,4.440892098500626e-15,True,True,,11.354483583719944,3,3,240.0,1,122.17499946000001,3.2862601528904634e-14,True,True,,14.044960840952664,3,3,240.0,1,122.17499946000001,4.440892098500626e-15,True,True,,11.354483583719944,3,3,240.0,1,122.17499946000001,3.2862601528904634e-14,True,1.6150739930068685,12.452807148217866,2.69047725723272,19.15617485659167,1.0754032642258515,8.291749798432647
13315,31,two_peak_se3_synthetic,>= reserve,6,True,False,True,,20.27339938024058,5,5,240.0,1,204.26999966,3.9968028886505635e-14,True,True,,20.111038684965134,5,5,240.0,1,204.26999966,3.9968028886505635e-14,True,True,,20.27339938024058,5,5,240.0,1,204.26999966,3.9968028886505635e-14,True,True,,20.111038684965134,5,5,240.0,1,204.26999966,3.9968028886505635e-14,True,0.16236069527544572,0.8008558023756499,0.16236069527544572,0.8008558023756499,0.0,0.0
13316uwt,21,two_peak_se3_synthetic,>= reserve,5,True,False,True,,17.123097711781803,5,5,240.0,1,168.53799816000006,5.1514348342607263e-14,True,True,,16.378422978569056,6,6,240.0,1,172.26199816000005,3.730349362740526e-14,True,True,,17.123097711781803,5,5,240.0,1,168.53799816000006,5.1514348342607263e-14,True,True,,16.730239476142852,5,5,240.0,1,175.2619981599986,0.0,True,0.7446747332127472,4.348948687598522,0.3928582356389505,2.294317548445913,0.0,0.0
13317,37,two_peak_se3_synthetic,>= reserve,8,True,False,True,,38.93332069154339,10,10,240.0,1,388.95099702,1.1013412404281553e-13,True,True,,38.09190165316665,10,10,240.0,1,388.9509970199999,1.7763568394002505e-15,True,True,,39.33239612162721,8,8,240.0,1,388.95099702,0.0,True,True,,38.49097708325047,8,8,240.0,1,388.9509970199999,0.0,True,0.8414190383767419,2.1611797386692073,0.8414190383767419,2.1392519178715412,0.39907543008381907,1.0250228416054457
13318,33,two_peak_se3_synthetic,>= reserve,8,True,False,True,,36.039698022455305,11,11,240.0,1,348.68099445999997,0.0,True,True,,31.313363790592096,8,8,240.0,1,352.68099445999997,0.0,True,True,,36.82272602421977,8,8,240.0,1,348.68099446,0.0,True,True,,31.3133637905921,8,8,240.0,1,352.68099445999997,0.0,True,4.726334231863209,13.11424482224675,5.5093622336276695,14.961853258783565,0.783028001764464,2.1726819166924805
13319,27,two_peak_se3_synthetic,>= reserve,8,True,False,True,,27.4703651133967,8,8,240.0,1,274.25199635,7.105427357601002e-15,True,True,,22.90609002922833,7,7,240.0,1,269.85199634999964,0.0,True,True,,27.4703651133967,7,7,240.0,1,274.25199635,7.105427357601002e-15,True,True,,22.906090029228295,7,7,240.0,1,269.8519963499998,0.0,True,4.564275084168369,16.61526909208233,4.564275084168404,16.615269092082457,0.0,0.0
13320,16,two_peak_se3_synthetic,>= reserve,3,True,False,True,,6.849031925035006,2,2,240.0,1,62.110996600000036,3.375077994860476e-14,True,True,,4.757295993750775,2,2,240.0,1,62.11099660000001,8.881784197001252e-15,True,True,,6.849031925035006,1,1,240.0,1,62.110996600000036,1.9539925233402755e-14,True,True,,4.757295993750775,2,2,240.0,1,62.11099660000001,8.881784197001252e-15,True,2.091735931284231,30.54060711322411,2.091735931284231,30.54060711322411,0.0,0.0
13321,22,two_peak_se3_synthetic,>= reserve,5,True,False,True,,22.69279921576146,7,7,240.0,1,215.7329984,0.0,True,True,,18.585919265960953,6,6,240.0,1,212.73299840000007,2.3092638912203256e-14,True,True,,22.771564103277996,5,5,240.0,1,212.73299839999996,0.0,True,True,,19.02700263605359,5,5,240.0,1,212.73299840000004,2.6645352591003757e-14,True,4.106879949800508,18.097723029902994,3.744561467224404,16.444024003978583,0.07876488751653454,0.3470919861743093
13322,26,two_peak_se3_synthetic,>= reserve,6,True,False,True,,18.238865373637054,7,7,240.0,1,199.15299779999995,0.0,True,True,,18.238865373637054,7,7,240.0,1,199.15299779999998,0.0,True,True,,18.280873313645873,6,6,240.0,1,199.15299779999995,0.0,True,True,,18.2808733136459,6,6,240.0,1,199.15299780000018,1.865174681370263e-13,True,0.0,0.0,-2.4868995751603507e-14,-1.3603833539527833e-13,0.042007940008819133,0.23032101585408124
13323,8,two_peak_se3_synthetic,>= reserve,1,True,False,True,,0.0,0,0,0.0,0,0,2.9090005999999864,True,True,,0.0,0,0,0.0,0,0,2.9090005999999864,True,True,,0.0,0,0,0.0,0,0,2.9090005999999864,True,True,,0.0,0,0,0.0,0,0,2.9090005999999864,True,0.0,,0.0,,0.0,
13324t,18,two_peak_se3_synthetic,>= reserve,3,True,False,True,,9.754390381791865,1,1,240.0,1,113.26999633,7.105427357601002e-15,True,True,,9.627946482365335,2,2,240.0,1,118.66999633000079,8.029132914089132e-13,True,True,,9.754390381791863,1,1,240.0,1,113.26999632999998,7.105427357601002e-15,True,True,,9.627946482365303,2,2,240.0,1,118.66999632999998,0.0,True,0.12644389942652978,1.2962767992406539,0.12644389942655998,1.2962767992409636,-1.7763568394002505e-15,-1.8210844244209313e-14
13325,42,two_peak_se3_synthetic,>= reserve,10,True,False,True,,49.41424877924725,17,17,240.0,1,466.1809935,2.1316282072803006e-14,True,True,,49.384843221241084,17,17,240.0,1,466.18099350000006,3.552713678800501e-14,True,True,,52.98428302530567,10,10,240.0,1,466.1809935,4.973799150320701e-14,True,True,,52.9548774672995,10,10,240.0,1,466.18099350000006,7.815970093361102e-14,True,0.029405558006168064,0.05950825669238478,0.02940555800617517,0.05549864285628035,3.5700342460584196,7.2247061004755055
