AllocCPUS,CPUTimeRAW,DBIndex,ElapsedRaw,Eligible,End,ExitCode,JobID,JobIDRaw,JobName,NodeList,Partition,Priority,QOS,Reason,ReqMem,Restarts,SLUID,Start,State,Submit,TimelimitRaw,TotalCPU,attempt_key,case_id,classification,cohort,confirmed_preemption,eligible_to_start_seconds,registered_attempt_tag,registered_restart_count,registry_result_binding,reported_fleet,reported_physical_replay_validated,result_exists,result_path,result_sha256,scientific_budget_s,started,state_normalized
8,56,3496625694217462784,7,2026-09-14T21:47:35,2026-09-14T21:48:15,0:0,207015,207015,lpPool_c2_k08_support_only,jingjie-cpu-19,default_partition,15010,normal,None,24G,0,s311M2HC05BS00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:35,270,00:00:00,s311M2HC05BS00|3496625694217462784|207015|2026-09-14T21:47:35|2026-09-14T21:48:08|0,c2_k08_support_only,scheduler_completed,default_overnight_diagnostics_20260914,False,33.0,207015_r0,0,explicit_restart,10,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c2_k08_support_only/attempts/207015_r0/result.json,2bb8f728b9f182631d4f55dd7ee204044a6c0a963283f0e8e81e9f9b01eb0762,12600,True,COMPLETED
8,101000,3496625694217917440,12625,2026-09-14T21:47:35,2026-09-15T01:18:33,0:0,207016,207016,lpPool_c3_k08_integer_matched_zero_added,jingjie-cpu-19,default_partition,15010,normal,None,24G,0,s311M2HC05SN00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:35,270,00:00:00,s311M2HC05SN00|3496625694217917440|207016|2026-09-14T21:47:35|2026-09-14T21:48:08|0,c3_k08_integer_matched_zero_added,scheduler_completed,default_overnight_diagnostics_20260914,False,33.0,207016_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c3_k08_integer_matched_zero_added/attempts/207016_r0/result.json,ae89a23a61aa5816ff08e58511955251b494420fe46f9b805c0962c747d93cfd,12600,True,COMPLETED
8,67344,3496625694219068416,8418,2026-09-14T21:47:37,2026-09-15T00:08:26,0:0,207017,207017,lpPool_c3_k08_integer_positive_added,jingjie-cpu-20,default_partition,15010,normal,None,24G,0,s311M2HC06WS00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:37,270,00:00:00,s311M2HC06WS00|3496625694219068416|207017|2026-09-14T21:47:37|2026-09-14T21:48:08|0,c3_k08_integer_positive_added,scheduler_completed,default_overnight_diagnostics_20260914,False,31.0,207017_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c3_k08_integer_positive_added/attempts/207017_r0/result.json,704076a2b644570fb217faa255750a78f5e5ae81349761b30136d6a27e7112e8,12600,True,COMPLETED
8,101000,3496625694219516928,12625,2026-09-14T21:47:37,2026-09-15T01:18:33,0:0,207018,207018,lpPool_c3_k08_lpweight_matched_zero_added,jingjie-cpu-20,default_partition,15010,normal,None,24G,0,s311M2HC07AF00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:37,270,00:00:00,s311M2HC07AF00|3496625694219516928|207018|2026-09-14T21:47:37|2026-09-14T21:48:08|0,c3_k08_lpweight_matched_zero_added,scheduler_completed,default_overnight_diagnostics_20260914,False,31.0,207018_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c3_k08_lpweight_matched_zero_added/attempts/207018_r0/result.json,7bf40bd4d628025f63ea26f7de936a4ee1ddb04f4b05dd5a80650303cfdbb5b3,12600,True,COMPLETED
8,101000,3496625694219751424,12625,2026-09-14T21:47:37,2026-09-15T01:18:33,0:0,207019,207019,lpPool_c3_k08_lpweight_positive_added,jingjie-cpu-20,default_partition,15010,normal,None,24G,0,s311M2HC07HM00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:37,270,00:00:00,s311M2HC07HM00|3496625694219751424|207019|2026-09-14T21:47:37|2026-09-14T21:48:08|0,c3_k08_lpweight_positive_added,scheduler_completed,default_overnight_diagnostics_20260914,False,31.0,207019_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c3_k08_lpweight_positive_added/attempts/207019_r0/result.json,fc5cc4fdef9aa9d27cc2006d97243872454d696247feafb743d5beff7b74fef8,12600,True,COMPLETED
8,48,3496625694220313600,6,2026-09-14T21:47:38,2026-09-14T21:48:14,0:0,207020,207020,lpPool_c3_k08_support_only,jingjie-cpu-01,default_partition,15010,normal,None,24G,0,s311M2HC082S00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:38,270,00:00:00,s311M2HC082S00|3496625694220313600|207020|2026-09-14T21:47:38|2026-09-14T21:48:08|0,c3_k08_support_only,scheduler_completed,default_overnight_diagnostics_20260914,False,30.0,207020_r0,0,explicit_restart,10,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c3_k08_support_only/attempts/207020_r0/result.json,a52c5162610c631c326527836aaa31b27905caa3bab0b065f82bed27634cb4e5,12600,True,COMPLETED
8,101280,3496625694220544000,12660,2026-09-14T21:47:38,2026-09-15T01:19:08,0:0,207022,207022,lpPool_c4_k08_integer_matched_zero_added,jingjie-cpu-01,default_partition,15010,normal,None,24G,0,s311M2HC089T00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:38,270,00:00:00,s311M2HC089T00|3496625694220544000|207022|2026-09-14T21:47:38|2026-09-14T21:48:08|0,c4_k08_integer_matched_zero_added,scheduler_completed,default_overnight_diagnostics_20260914,False,30.0,207022_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c4_k08_integer_matched_zero_added/attempts/207022_r0/result.json,dd77dcfaf2df5b713f560046e49657c52373030a5fe6857d80d4388a9a8d998a,12600,True,COMPLETED
8,101272,3496625694221199360,12659,2026-09-14T21:47:39,2026-09-15T01:19:07,0:0,207023,207023,lpPool_c4_k08_integer_positive_added,jingjie-cpu-01,default_partition,15010,normal,None,24G,0,s311M2HC08XT00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:39,270,00:00:00,s311M2HC08XT00|3496625694221199360|207023|2026-09-14T21:47:39|2026-09-14T21:48:08|0,c4_k08_integer_positive_added,scheduler_completed,default_overnight_diagnostics_20260914,False,29.0,207023_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c4_k08_integer_positive_added/attempts/207023_r0/result.json,eedae9376f225604e5837d0a78db1812e49273ed31f03f744d6b88574b38dbe7,12600,True,COMPLETED
8,101288,3496625694221434880,12661,2026-09-14T21:47:39,2026-09-15T01:19:09,0:0,207024,207024,lpPool_c4_k08_lpweight_matched_zero_added,jingjie-cpu-08,default_partition,15010,normal,None,24G,0,s311M2HC095000,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:39,270,00:00:00,s311M2HC095000|3496625694221434880|207024|2026-09-14T21:47:39|2026-09-14T21:48:08|0,c4_k08_lpweight_matched_zero_added,scheduler_completed,default_overnight_diagnostics_20260914,False,29.0,207024_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c4_k08_lpweight_matched_zero_added/attempts/207024_r0/result.json,d40881cc77c88d0ae1757e24044c4c004e80b6ddccb5cf05725ad6c63ecec35d,12600,True,COMPLETED
8,101552,3496625694221758464,12694,2026-09-14T21:47:39,2026-09-15T01:19:42,0:0,207025,207025,lpPool_c4_k08_lpweight_positive_added,jingjie-cpu-08,default_partition,15010,normal,None,24G,0,s311M2HC09EW00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:39,270,00:00:00,s311M2HC09EW00|3496625694221758464|207025|2026-09-14T21:47:39|2026-09-14T21:48:08|0,c4_k08_lpweight_positive_added,scheduler_completed,default_overnight_diagnostics_20260914,False,29.0,207025_r0,0,explicit_restart,9,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c4_k08_lpweight_positive_added/attempts/207025_r0/result.json,eac501a72cf1c363200d5eb0cc6c6870d04230ff395b419d19d1f1336c60f067,12600,True,COMPLETED
8,296,3496625694221987840,37,2026-09-14T21:47:39,2026-09-14T21:48:45,0:0,207026,207026,lpPool_c4_k08_support_only,jingjie-cpu-08,default_partition,15010,normal,None,24G,0,s311M2HC09NW00,2026-09-14T21:48:08,COMPLETED,2026-09-14T21:47:39,270,00:00:00,s311M2HC09NW00|3496625694221987840|207026|2026-09-14T21:47:39|2026-09-14T21:48:08|0,c4_k08_support_only,scheduler_completed,default_overnight_diagnostics_20260914,False,29.0,207026_r0,0,explicit_restart,10,True,True,/home/nc437/ladder-lite/lp_support_pool_diagnostic_20260914/cases/c4_k08_support_only/attempts/207026_r0/result.json,eaa227e5c11ccefbbe5ce54a57b61126c6b82a5caceeadd58261f2f834f949da,12600,True,COMPLETED
