case,target,buses,fleet_bound,fleet_proven,cg_minutes,cg_weighted_objective,fractional_route_weight,cg_min_rc,cg_certified,rc_tolerance,cg_columns,stage1_status,stage1_runtime_s,stage2_status,stage2_fleet_cap,stage2_constraint,charging_objective,stage2_bound,mip_optimization_seconds,physical_replay,overcovered_trips,duplicate_removal_validated,shared_capacity_validated,source_cg_path,source_cg_sha256,source_mip_path,source_mip_sha256,input_sha256,execution_commit
d00_g0,8,8,8.0,True,27.712757150588246,800291.3712000034,8.000000000000036,-1.5220926741221774e-09,True,0.0001,6145,OPTIMAL,1.067833423614502,OPTIMAL,8,at_most,320.8879999999772,320.8879999999772,7.952316936803982,True,3,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/d00_g0/cg.json,93fa2da0cae23f05cfc811c256e70d2df89a04e20c701c5aa91c4deb59fdfcc1,/home/nc437/ladder-lite/overnight_extension_20260912/cases/d00_g0/mip/949625_r0/result.json,b772358a2ff71e982b12a31515ce827cdbbd110f2f643323718fd785ba062fa1,0ee1ff2b04d5ab75e40dfc841dbf91f4383a6b612e2a7db017e4b5d80f099f89,a29992196acb74d02b8c7891be4061718889999f
d00_g1,8,8,8.0,True,52.15514464251076,800370.1011284214,8.000000000000004,-3.158571182382275e-10,True,0.0001,12699,OPTIMAL,33.111608266830444,OPTIMAL,8,at_most,393.5920000000042,393.5920000000042,79.32369114109315,True,5,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/d00_g1/cg.json,349fa2849b62c5f62cf29d224c1ced912e425d64e92a4e00e2f49bcdeae7a492,/home/nc437/ladder-lite/overnight_extension_20260912/cases/d00_g1/mip/949626_r0/result.json,804e8f7399bc33267bee679758f1ca562a1ae1a3c5ed9f62dd84c4795a582c02,0c8cec257e17dec782f82fc3d078bf489ff09eedaa27ee03f6e80c36dbe91696,a29992196acb74d02b8c7891be4061718889999f
d02_g3,8,8,8.0,True,73.30175290654103,800353.082857142,7.999999999999991,-4.822644505964035e-10,True,0.0001,29073,OPTIMAL,32.61949300765991,OPTIMAL,8,at_most,365.31999999989057,365.31999999989057,40.84394282428548,True,2,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/d02_g3/cg.json,0fa1f1abe151ffd977eff08387e27d4b5574f20264bd93cc6d8541febb6a4418,/home/nc437/ladder-lite/overnight_extension_20260912/cases/d02_g3/mip/952033_r0/result.json,5139624cbf0e59b916f1725970a2e5bbab6c280cb03b0ad11b10eb36d0dec94c,31d01d3cb20cf7bded81427307361a36da72ad3d3db7695af5e5c75c6e1edf9a,a29992196acb74d02b8c7891be4061718889999f
w1_k07,7,8,8.0,True,53.64970807080002,700313.4570986059,7.000000000000007,-5.431814997791662e-10,True,0.0001,26195,OPTIMAL,1110.0134489536285,TIME_LIMIT,8,at_most,369.6640000000334,303.17508178867405,3599.5552326259203,True,30,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w1_k07/cg.json,851553ece66ddb9b55b1cddb6cceb55c3af660d32d3df6a491347f5b239aa641,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w1_k07/mip/949636_r0/result.json,40ff159cf6f4dd677477adf37d23e043b351af58b4ac4091d1452db35517f808,c1ddecd62cc584d309a486886062f26c4dc8adc2221fc621a47d9c30713304d6,a29992196acb74d02b8c7891be4061718889999f
w2_k09,9,10,9.000000000000004,False,64.02966338108915,900301.3529861263,8.999999999999979,-2.6717383860841437e-09,True,0.0001,25173,TIME_LIMIT,1801.219476222992,TIME_LIMIT,10,at_most,515.2559999987425,278.1966521358518,3599.2422356018797,True,59,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k09/cg.json,2d9dab7a69c8b188076c16e4cde6bc7d66ffafaf5721833d61002e283a694e62,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k09/mip/949694_r0/result.json,39a2ac2ec040e77f879f31c06c20f494f239579f2b0838cd89b60c54c4a03392,13571e9cfa59d55b54246e92dba53c023e6550dd2938fc04239a9952f6a54177,a29992196acb74d02b8c7891be4061718889999f
w3_k11,11,12,11.000000000000066,False,27.66142933285446,1100375.8586881026,11.000000000000002,-2.8147506547782086e-09,True,0.0001,20210,TIME_LIMIT,1800.5684700012207,TIME_LIMIT,12,at_most,528.9439999994938,352.5829302309801,3599.8061172130983,True,40,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k11/cg.json,5d0c29e43305d970679546ee38bdf6d91b9bcdc34b3b8621e8f6d11760d1dda2,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k11/mip/949708_r0/result.json,6dec136ef8cca302e5fb12b6d5885890ca7f117ab0e00e6ba5bc0446c1ed268d,d44ae4a734a62fb603359e97f3d8b187c2cb0bd10c5e00bf20e33f1b321d0dc1,a29992196acb74d02b8c7891be4061718889999f
w3_k12,12,14,12.000000000000032,False,32.839099164586514,1200427.901093246,12.00000000000006,-9.650014121120876e-10,True,0.0001,21542,TIME_LIMIT,1800.6327266693115,TIME_LIMIT,14,at_most,479.88799999996263,382.94256192803743,3599.5043637680355,True,44,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k12/cg.json,2a17e93877fcbef5f087aba31b39a5d4ef8cee713a24df03f669931921191a15,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k12/mip/949710_r0/result.json,2097838b531f579113008eae729097f6fb9b550db76cd9b2f60bc7c9e34c93a5,66992416ee607061fe538bcd137d1f065465f5befeca51e11717935178d24e76,a29992196acb74d02b8c7891be4061718889999f
w4_k10,10,11,11.0,True,42.03142781167602,1000426.2710758074,10.000000000000052,-1.3455974112730473e-09,True,0.0001,26691,OPTIMAL,1788.3893928527832,TIME_LIMIT,11,at_most,569.3999999999796,403.87129210744115,3599.099224810954,True,35,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k10/cg.json,afad352b6510b5bd83d0e6d9d7bd3964ede47298feaa7892742d67b689e5a170,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k10/mip/949718_r0/result.json,b24376dcf3deae8463de06e72b9d4e749fd363c643db844a3945016ba262deed,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,a29992196acb74d02b8c7891be4061718889999f
w6_k11,11,11,11.0,True,32.45629696778487,1100399.0287869393,11.000000000000009,-2.1816743966951435e-09,True,0.0001,23242,OPTIMAL,126.8017041683197,TIME_LIMIT,11,at_most,725.7359999995824,420.91593110868274,3599.216619567247,True,31,False,False,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w6_k11/cg.json,9e107f40a43346f372e8bec5a351f24b3c25252a612cec465ee93d98af9068cf,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w6_k11/mip/949740_r0/result.json,ea1cc46f860ff4f0ffb9c0334a5feaf1337093d4e7094e19a3ff5d1cb7dac036,9199478f9fc6d2771233763af0f16d780f629bb72268203b0dabc466be94661f,a29992196acb74d02b8c7891be4061718889999f
