661577_43.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_44|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:42|4
661577_44.batch|batch|FAILED|00:00:01|5336K||2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:42|4
661577_44.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:42|4
661577_45|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_45.batch|batch|FAILED|00:00:02|5324K||2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_45.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_47|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_47.batch|batch|FAILED|00:00:02|5348K||2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_47.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_48|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_48.batch|batch|FAILED|00:00:02|5336K||2:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_48.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:41|2025-12-09T12:12:43|4
661577_49|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661577_49.batch|batch|FAILED|00:00:01|5332K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661577_49.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_1|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_1.batch|batch|FAILED|00:00:02|5360K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_1.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_2|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_2.batch|batch|FAILED|00:00:02|5340K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_2.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_3|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_3.batch|batch|FAILED|00:00:02|5148K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_3.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_4|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_4.batch|batch|FAILED|00:00:01|5376K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_4.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_5|ModelA_50|FAILED|00:00:00||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:53|4
661627_5.batch|batch|FAILED|00:00:00|5664K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:53|4
661627_5.extern|extern|COMPLETED|00:00:00|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:53|4
661627_6|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_6.batch|batch|FAILED|00:00:01|5336K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_6.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_7|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_7.batch|batch|FAILED|00:00:01|4844K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_7.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_8|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_8.batch|batch|FAILED|00:00:01|5348K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_8.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_9|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_9.batch|batch|FAILED|00:00:01|4852K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_9.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_10|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_10.batch|batch|FAILED|00:00:02|4828K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_10.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_11|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_11.batch|batch|FAILED|00:00:01|4816K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_11.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_12|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_12.batch|batch|FAILED|00:00:02|4832K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_12.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:55|4
661627_13|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_13.batch|batch|FAILED|00:00:01|4828K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_13.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_14|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_14.batch|batch|FAILED|00:00:01|5348K||2:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_14.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:12:53|2025-12-09T12:12:54|4
661627_15|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_15.batch|batch|FAILED|00:00:01|5112K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_15.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_16|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_16.batch|batch|FAILED|00:00:01|5300K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_16.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_17|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:13|4
661627_17.batch|batch|FAILED|00:00:02|5348K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:13|4
661627_17.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:13|4
661627_18|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_18.batch|batch|FAILED|00:00:01|4844K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_18.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_19|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_19.batch|batch|FAILED|00:00:01|5328K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_19.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_20|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_20.batch|batch|FAILED|00:00:01|5616K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_20.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_21|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_21.batch|batch|FAILED|00:00:01|4852K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_21.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_22|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_22.batch|batch|FAILED|00:00:01|5340K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_22.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_23|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_23.batch|batch|FAILED|00:00:01|4820K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_23.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_24|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_24.batch|batch|FAILED|00:00:01|5348K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_24.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_25|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_25.batch|batch|FAILED|00:00:01|5152K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_25.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_26|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_26.batch|batch|FAILED|00:00:01|5132K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_26.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_27|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_27.batch|batch|FAILED|00:00:01|4816K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_27.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_28|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_28.batch|batch|FAILED|00:00:01|5352K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_28.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_29|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_29.batch|batch|FAILED|00:00:01|5112K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_29.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_30|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_30.batch|batch|FAILED|00:00:01|5616K||2:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_30.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:11|2025-12-09T12:13:12|4
661627_31|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_31.batch|batch|FAILED|00:00:01|5344K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_31.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_32|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_32.batch|batch|FAILED|00:00:01|5348K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_32.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_33|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:44|4
661627_33.batch|batch|FAILED|00:00:02|4836K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:44|4
661627_33.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:44|4
661627_34|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_34.batch|batch|FAILED|00:00:01|4860K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_34.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_35|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_35.batch|batch|FAILED|00:00:01|5368K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_35.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_36|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_36.batch|batch|FAILED|00:00:01|4840K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_36.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_37|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_37.batch|batch|FAILED|00:00:01|5176K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_37.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_38|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_38.batch|batch|FAILED|00:00:01|5344K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_38.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_39|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_39.batch|batch|FAILED|00:00:01|5340K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_39.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_40|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_40.batch|batch|FAILED|00:00:01|4696K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_40.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_41|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_41.batch|batch|FAILED|00:00:01|5348K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_41.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_42|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:44|4
661627_42.batch|batch|FAILED|00:00:02|5284K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:44|4
661627_42.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:44|4
661627_43|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_43.batch|batch|FAILED|00:00:01|5340K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_43.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_44|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_44.batch|batch|FAILED|00:00:01|5340K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_44.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_45|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_45.batch|batch|FAILED|00:00:01|4832K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_45.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_46|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_46.batch|batch|FAILED|00:00:01|4860K||2:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_46.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:42|2025-12-09T12:13:43|4
661627_47|ModelA_50|FAILED|00:00:02||40G|2:0|sds-cpu-01|2025-12-09T12:13:52|2025-12-09T12:13:54|4
661627_47.batch|batch|FAILED|00:00:02|4824K||2:0|sds-cpu-01|2025-12-09T12:13:52|2025-12-09T12:13:54|4
661627_47.extern|extern|COMPLETED|00:00:02|||0:0|sds-cpu-01|2025-12-09T12:13:52|2025-12-09T12:13:54|4
661627_48|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_48.batch|batch|FAILED|00:00:01|4840K||2:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_48.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_49|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_49.batch|batch|FAILED|00:00:01|5344K||2:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_49.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_50|ModelA_50|FAILED|00:00:01||40G|2:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_50.batch|batch|FAILED|00:00:01|5352K||2:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661627_50.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_1|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_1.batch|batch|FAILED|00:00:01|5316K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_1.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_2|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_2.batch|batch|FAILED|00:00:01|5640K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_2.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_3|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_3.batch|batch|FAILED|00:00:01|5372K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_3.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_4|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_4.batch|batch|FAILED|00:00:01|5096K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_4.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_5|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_5.batch|batch|FAILED|00:00:01|5356K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_5.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_6|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_6.batch|batch|FAILED|00:00:01|4840K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_6.extern|extern|COMPLETED|00:00:01|||0:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_7|ModelA_50|FAILED|00:00:01||40G|1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
661675_7.batch|batch|FAILED|00:00:01|4772K||1:0|sds-cpu-01|2025-12-09T12:13:53|2025-12-09T12:13:54|4
