case,arm,route_index,route_schedule_sha256,failed_before,repair_stage,repaired,independent_replay_passed,before_min_soc_kwh,after_min_soc_kwh,after_terminal_kwh,old_charged_kwh,new_charged_kwh,net_added_kwh,gross_added_kwh,gross_reduced_kwh,added_full_power_equivalent_minutes,added_outside_original_windows_min,total_start_shift_min,total_end_shift_min,old_electricity_cost,new_electricity_cost,electricity_cost_change,old_charge_starts,new_charge_starts,start_fee,charging_objective_change,continuous_outside_original_event_grid,unresolved_reason
c1_k15,warm,10,a432849ab471aed9dd4a9db09825bf6eea4067ba7165915a3f8718fdb13dbb51,True,existing_intervals,True,True,-3.5600000000000023,7.815970093361102e-14,4.400000000000119,596.639996,600.199996,3.560000000000059,3.5600000000000733,0,0.8900000000000183,0.0,0.0,0.0,59.1866876032,59.53983960320001,0.35315200000000857,10,10,5,0.35315200000000857,True,
c1_k15,warm,11,6b282e1dc3c621479007f6b8dcd9f8e850ff3764f053db460a95ed5936a702dd,False,unchanged,True,True,0.46200240000001,0.46200240000001,0.46200240000001,462.63499476,462.63499476,0.0,0,0,0.0,0.0,0.0,0.0,45.893391480192,45.893391480192,0.0,5,5,5,0.0,False,
c1_k15,warm,12,970bce58f1c95478606945cb203fc7178836804629a283b8524441e7380267d2,False,unchanged,True,True,5.73200480000001,5.73200480000001,5.73200480000001,222.18599846,222.18599846,0.0,0,0,0.0,0.0,0.0,0.0,22.040851047232,22.040851047232,0.0,1,1,5,0.0,False,
c1_k15,warm,13,feb516d8e0e0e0ba6ad6ecc8b12389f67ebaf1fce1d10fb639cf912f6da8b061,False,unchanged,True,True,0.5370011000000261,0.5370011000000261,59.00600018000007,581.24899588,581.24899588,0.0,0,0,0.0,0.0,0.0,0.0,57.659900391296,57.659900391296,0.0,10,10,5,0.0,False,
c1_k15,warm,14,096330b82b345ae0d74ffcbd102901cc093b6200a9b70a3b46966c07beed6f61,False,unchanged,True,True,7.134001479999999,7.134001479999999,7.134001479999999,224.53099716,224.53099716,0.0,0,0,0.0,0.0,0.0,0.0,22.273474918271997,22.273474918271997,0.0,1,1,5,0.0,False,
c2_k05,base,0,196b5bb5bdef0ae5be8659f106c5feaaab7483f903d0914ed3304c7092ebba16,False,unchanged,True,True,11.782003279999987,11.782003279999987,11.782003279999987,219.9809956,219.9809956,0.0,0,0,0.0,0.0,0.0,0.0,21.82211476352,21.82211476352,0.0,1,1,5,0.0,False,
c2_k05,base,1,74409df9a6696bb02b3433a817c13ca9d287f64ae03964131c7163f79448a0da,False,unchanged,True,True,13.691000499999971,13.691000499999971,13.691000499999971,209.928999,209.928999,0.0,0,0,0.0,0.0,0.0,0.0,20.824956700799998,20.824956700799998,0.0,1,1,5,0.0,False,
c2_k05,base,2,44945d17ca9ed4d97f87bbd2837408fcb7718ff554de15711907f6f055d44504,False,unchanged,True,True,15.669002699999986,15.669002699999986,15.669002699999986,212.2639958,212.2639958,0.0,0,0,0.0,0.0,0.0,0.0,21.056588383359998,21.056588383359998,0.0,1,1,5,0.0,False,
c2_k05,base,3,0431e96285e76b54a9249865eafbf8e76493d2661d35efc7de15449b75e12bfd,False,unchanged,True,True,9.263002600000004,9.263002600000004,9.263002600000004,357.00699746,357.00699746,0.0,0,0,0.0,0.0,0.0,0.0,35.415094148032,35.415094148032,0.0,2,2,5,0.0,False,
c2_k05,base,4,f4d724e5b7054fce7a207373c2fb0c785d0d71e4a9e8ad3feb295e02e0dd1efc,True,existing_intervals,True,True,-3.0899994999999576,7.549516567451064e-14,7.549516567451064e-14,365.679997,368.76999650000005,3.089999500000033,3.089999500000019,0,0.7724998750000047,0.0,0.0,0.0,36.2754557024,36.581983652800005,0.30652795040000314,4,4,5,0.30652795040000314,True,
c2_k05,warm,0,59b1cba35e0d0295d8e210f2f910f91c943c6d8a7672c695251df2f1dc862a9a,False,unchanged,True,True,6.859002899999993,6.859002899999993,6.859002899999993,142.9749982,142.9749982,0.0,0,0,0.0,0.0,0.0,0.0,14.183119821439998,14.183119821439998,0.0,1,1,5,0.0,False,
c2_k05,warm,1,decc8d7e165dd08295001d68582ffc2ed00a82f1865d0d766ce0062561f1987d,True,existing_intervals,True,True,-3.089999499999986,2.5757174171303632e-14,2.5757174171303632e-14,197.219998,200.3099975,3.0899995000000047,3.089999500000012,0,0.772499875000003,0.0,0.0,0.0,19.564223801599997,19.870751752,0.30652795040000314,2,2,5,0.30652795040000314,True,
c2_k05,warm,2,a1393728a8a072966ed40dca1c5691e419d26e481188bd0702e7f4ee2b8f9e52,False,unchanged,True,True,5.698001399999995,5.698001399999995,25.573001699999985,475.88299666,475.88299666,0.0,0,0,0.0,0.0,0.0,0.0,47.207593268672,47.207593268672,0.0,3,3,5,0.0,False,
c2_k05,warm,3,cad22038da20d7833474859aef09b627e5e0eedda873dec911927a580e1e0611,True,existing_intervals,True,True,-0.11999900000000263,4.440892098500626e-15,11.848001240000023,478.7339948,478.8539938,0.11999900000000707,0.11999899999999286,0,0.029999749999998215,0.0,0.0,0.0,47.49041228416,47.50231618496,0.011903900800000144,3,3,5,0.011903900800000144,True,
c2_k05,warm,4,fd73a5121fc90663a7f55a5c07697bb370eaaaef013e7bfb0c23d1cdbf82db3a,False,unchanged,True,True,10.518003539999992,10.518003539999992,15.639000639999995,170.92199646,170.92199646,0.0,0,0,0.0,0.0,0.0,0.0,16.955462048832,16.955462048832,0.0,1,1,5,0.0,False,
c2_k08,base,0,15b3ae881213d428680891a126517f4cfc42a2fa21c744ede3188ff99897a763,False,unchanged,True,True,8.722004399999982,8.722004399999982,20.58300179999994,408.6849926,408.6849926,0.0,0,0,0.0,0.0,0.0,0.0,40.54155126592,40.54155126592,0.0,2,2,5,0.0,False,
c2_k08,base,1,180678697478ecfc2036ea2127f9170ca0856420aa300370e63c2747ae6c6177,False,unchanged,True,True,9.816000380000059,9.816000380000059,9.816000380000059,222.44399876,222.44399876,0.0,0,0,0.0,0.0,0.0,0.0,22.066444676992,22.066444676992,0.0,1,1,5,0.0,False,
c2_k08,base,2,51e0a15f4a95dc275e15ba5bb9cf5c8e59a4d0dc20ed8f01c803b03daafc2a76,False,unchanged,True,True,7.96700119999999,7.96700119999999,7.96700119999999,167.1049984,167.1049984,0.0,0,0,0.0,0.0,0.0,0.0,16.57681584128,16.57681584128,0.0,1,1,5,0.0,False,
c2_k08,base,3,d650d2a4250ea5dc50e72484c144eaa818c97750ed20c9e1d2949eccd3ce44f5,False,unchanged,True,True,7.910004099999959,7.910004099999959,9.73500143999996,422.06299409999997,422.06299409999997,0.0,0,0,0.0,0.0,0.0,0.0,41.86864901472,41.86864901472,0.0,2,2,5,0.0,False,
c2_k08,base,4,bf9b3df71e7f931937302aecb602e249b91a7162dadbfd3fae75c8c97f758aae,False,unchanged,True,True,12.23900228000004,12.23900228000004,14.496003030000075,221.70099772,221.70099772,0.0,0,0,0.0,0.0,0.0,0.0,21.992738973824,21.992738973824,0.0,1,1,5,0.0,False,
c2_k08,base,5,3383d455c6cc8564c58fa2382a826a4ef396fddb67ec5b96975b40fc84d9016a,True,existing_intervals,True,True,-3.089999499999986,4.707345624410664e-14,4.707345624410664e-14,365.67999699999996,368.76999650000005,3.08999950000009,3.089999500000033,0,0.7724998750000083,0.0,0.0,0.0,36.275455702399995,36.5819836528,0.30652795040000314,4,4,5,0.30652795040000314,True,
c2_k08,base,6,ab999e71b6a6d23002173fa86642543726b6b03f49282a45009a488eaf5c095f,False,unchanged,True,True,12.59700294000001,12.59700294000001,12.59700294000001,162.4119973,162.4119973,0.0,0,0,0.0,0.0,0.0,0.0,16.11127013216,16.11127013216,0.0,1,1,5,0.0,False,
c2_k08,base,7,bf588c3caedbb5131c86e2b10c92ee3ce58d6b2f50ed0ef9ee80fcce67021b9e,False,unchanged,True,True,12.135002069999983,12.135002069999983,12.135002069999983,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,False,
c2_k08,base,8,618c21de73232841782ac6c373abe639b5858921475898bafea22ae9c7b7433b,False,unchanged,True,True,4.612001099999998,4.612001099999998,4.612001099999998,218.2189989,218.2189989,0.0,0,0,0.0,0.0,0.0,0.0,21.647324690879998,21.647324690879998,0.0,1,1,5,0.0,False,
c2_k08,warm,0,decc8d7e165dd08295001d68582ffc2ed00a82f1865d0d766ce0062561f1987d,True,existing_intervals,True,True,-3.089999499999986,2.5757174171303632e-14,2.5757174171303632e-14,197.219998,200.3099975,3.0899995000000047,3.089999500000012,0,0.772499875000003,0.0,0.0,0.0,19.564223801599997,19.870751752,0.30652795040000314,2,2,5,0.30652795040000314,True,
c2_k08,warm,1,72f55c15072a5684d355a8951040728c40e99e2f0e46c474e135089901bc0868,True,existing_intervals,True,True,-2.1889993000000363,-9.414691248821327e-14,-9.414691248821327e-14,468.23599306,470.42499236,2.1889992999999777,2.1889992999999457,0,0.5472498249999864,0.0,0.0,0.0,46.449010511552,46.666159242111995,0.21714873055999817,11,11,5,0.21714873055999817,True,
c2_k08,warm,2,297e03732ed78dfebaee7bc51dd67d8060b48c5baea849a004180d50eaf6c368,False,unchanged,True,True,2.3800009999999974,2.3800009999999974,6.044002400000021,382.82699566,382.82699566,0.0,0,0,0.0,0.0,0.0,0.0,37.976437969472,37.976437969472,0.0,3,3,5,0.0,False,
c2_k08,warm,3,a77e98156f970570e48b7897fe065f350a90af488eec62ed577d030a8d33d749,False,unchanged,True,True,11.435000939999998,11.435000939999998,11.435000939999998,97.45099866,97.45099866,0.0,0,0,0.0,0.0,0.0,0.0,9.667139067072,9.667139067072,0.0,1,1,5,0.0,False,
c2_k08,warm,4,e597f498cb49e41e1983aa5e7d3d3baf477bf572b0a7f99705c06f8b64487fb0,False,unchanged,True,True,12.012004229999967,12.012004229999967,12.012004229999967,133.7639979,133.7639979,0.0,0,0,0.0,0.0,0.0,0.0,13.269388591679999,13.269388591679999,0.0,1,1,5,0.0,False,
c2_k08,warm,5,b4abb6daf165144958f70126290e86650ad0e4470ad75d4318522e5bc6e51cbc,False,unchanged,True,True,7.025004100000005,7.025004100000005,7.025004100000005,194.4909984,194.4909984,0.0,0,0,0.0,0.0,0.0,0.0,19.293507041279998,19.293507041279998,0.0,1,1,5,0.0,False,
c2_k08,warm,6,bf635fc0ff2bba573ec155aad81caad731d35abec3df54c59d17fb6f5bd54d8a,False,unchanged,True,True,7.221998940000031,7.221998940000031,7.221998940000031,189.577996,189.577996,0.0,0,0,0.0,0.0,0.0,0.0,18.8061372032,18.8061372032,0.0,1,1,5,0.0,False,
c2_k08,warm,7,9f61998ce3bbe2b9de799096a07c33bb6ed8978e42eba9fe7e3843d28a1f1ddb,False,unchanged,True,True,6.126999600000003,6.126999600000003,6.126999600000003,408.37399700000003,408.37399700000003,0.0,0,0,0.0,0.0,0.0,0.0,40.5107005024,40.5107005024,0.0,3,3,5,0.0,False,
c2_k10,base,0,32ca1e8c49c073c0b1d11916f158747b2534e25c8316d0ea20b541492a377814,False,unchanged,True,True,11.744000039999996,11.744000039999996,11.744000039999996,364.8619995,364.8619995,0.0,0,0,0.0,0.0,0.0,0.0,36.1943103504,36.1943103504,0.0,2,2,5,0.0,False,
c2_k10,base,1,f150e74ba895817a1ece18ed97ca22662d27deb9e0ba7280f597063248773918,True,existing_intervals,True,True,-2.019998999999963,4.973799150320701e-14,1.2299995000000479,404.2229964,406.2429954,2.0199989999999843,2.0199990000000128,0,0.5049997500000032,0.0,0.0,0.0,40.098921242879996,40.29930514368,0.20038390080000568,3,3,5,0.20038390080000568,True,
c2_k10,base,2,658b149562a661331f33e7a3f42d85274eb06c8f2131090e94819a7600ab1309,False,unchanged,True,True,4.013002200000003,4.013002200000003,4.013002200000003,219.4609975,219.4609975,0.0,0,0,0.0,0.0,0.0,0.0,21.770530951999998,21.770530951999998,0.0,1,1,5,0.0,False,
c2_k10,base,3,212e0f8c0ac757c46c336e1133c527c85b7e84858db5621766880d5bc76a16ab,False,unchanged,True,True,10.305002799999965,10.305002799999965,10.305002799999965,222.64199616,222.64199616,0.0,0,0,0.0,0.0,0.0,0.0,22.086086019072,22.086086019072,0.0,1,1,5,0.0,False,
c2_k10,base,4,c02a2d6b211812805c19fc9994e1194bd6e68021962a768b6a30b32bf295907b,True,existing_intervals,True,True,-1.5499984999999823,3.2862601528904634e-14,3.2862601528904634e-14,198.759999,200.3099975,1.5499985000000152,1.5499985000000152,0,0.3874996250000038,0.0,0.0,0.0,19.716991900799997,19.870751752,0.1537598512000038,1,1,5,0.1537598512000038,True,
c2_k10,base,5,6cbdd118a10497fe0e545951c0e1f0899a7384624f6ca45f59a7aa1b369c2cd8,False,unchanged,True,True,7.494003999999937,7.494003999999937,7.494003999999937,226.7239979,226.7239979,0.0,0,0,0.0,0.0,0.0,0.0,22.491020591679998,22.491020591679998,0.0,1,1,5,0.0,False,
c2_k10,base,6,47e81d9208c5c2d1321f94697d85453f4455fb36c5fb189877df73ba1371b69f,False,unchanged,True,True,11.410002499999987,11.410002499999987,15.248002699999983,403.82199616,403.82199616,0.0,0,0,0.0,0.0,0.0,0.0,40.059142019072,40.059142019072,0.0,2,2,5,0.0,False,
c2_k10,base,7,b7bf902fc33c3715a989306e0e9a7dd3c895896c3b7ca938d4954593e6c6c5ba,True,existing_intervals,True,True,-0.11999900000000263,4.440892098500626e-15,4.440892098500626e-15,172.40399813,172.52399713,0.11999900000000707,0.11999900000000707,0,0.029999750000001768,0.0,0.0,0.0,17.102476614496,17.114380515296,0.011903900800000144,1,1,5,0.011903900800000144,True,
c2_k10,base,8,1aa27d1193f4b1cb99e5e81348663119a97fff20ff4dceb3fa28adf85f3edc37,False,unchanged,True,True,15.143002499999989,15.143002499999989,15.143002499999989,327.519998,327.519998,0.0,0,0,0.0,0.0,0.0,0.0,32.4899838016,32.4899838016,0.0,2,2,5,0.0,False,
c2_k10,base,9,557b6083322b3204ef4712fcdffa6ad2b5d331ca1a6283402dd6e00d66e61680,False,unchanged,True,True,8.95000164000005,8.95000164000005,8.95000164000005,405.77699356,405.77699356,0.0,0,0,0.0,0.0,0.0,0.0,40.253077761152,40.253077761152,0.0,2,2,5,0.0,False,
c2_k10,base,10,4fd22766141d21b9c3aa6b21feeee2c446d85c7938d850cbce0fc4a1d800300d,False,unchanged,True,True,7.241001880000006,7.241001880000006,7.241001880000006,442.4679942,442.4679942,0.0,0,0,0.0,0.0,0.0,0.0,43.89282502464,43.89282502464,0.0,2,2,5,0.0,False,
c2_k10,base,11,da211679fd24f535282e7ae621c0dcc71065af96a44ed04630e3932ac8142b29,False,unchanged,True,True,6.28099954000003,6.28099954000003,6.28099954000003,216.3319977,216.3319977,0.0,0,0,0.0,0.0,0.0,0.0,21.460134171839996,21.460134171839996,0.0,1,1,5,0.0,False,
c2_k10,warm,0,0a4940b4a4d9b075730a719173db0c41e9fc287a46a9738a723d5737274a5ed4,False,unchanged,True,True,8.440002799999935,8.440002799999935,15.044002199999959,353.8539957,353.8539957,0.0,0,0,0.0,0.0,0.0,0.0,35.10231637344,35.10231637344,0.0,2,2,5,0.0,False,
c2_k10,warm,1,42cd6663c572bc3b55e4bc7a0aa0472d064904b3f405ad27207d6f521b34f867,True,existing_intervals,True,True,-3.089999499999986,4.707345624410664e-14,4.707345624410664e-14,332.0839964,335.1739959,3.089999500000033,3.089999500000019,0,0.7724998750000047,0.0,0.0,0.0,32.94273244288,33.24926039328,0.30652795039999603,3,3,5,0.30652795039999603,True,
c2_k10,warm,2,b431858ea77dc64e0bfb02c7b7c9cf548a3313ef93d6960baf0707864b801045,False,unchanged,True,True,12.636001480000026,12.636001480000026,12.636001480000026,215.5059966,215.5059966,0.0,0,0,0.0,0.0,0.0,0.0,21.37819486272,21.37819486272,0.0,1,1,5,0.0,False,
c2_k10,warm,3,4e92d6cb9f00653ab9045dd9c94dbbf2b23fd561d3023fd94d4f9b05bb42e4fe,False,unchanged,True,True,10.718999039999936,10.718999039999936,10.718999039999936,209.72999836,209.72999836,0.0,0,0,0.0,0.0,0.0,0.0,20.805215837311998,20.805215837311998,0.0,1,1,5,0.0,False,
c2_k10,warm,4,8261ee2c9eb2f87fecfa97eaf82df1145d7189727cd8cdcc9c4cac4602323818,False,unchanged,True,True,7.1110025999999715,7.1110025999999715,7.1110025999999715,204.72599666,204.72599666,0.0,0,0,0.0,0.0,0.0,0.0,20.308818868672,20.308818868672,0.0,1,1,5,0.0,False,
c2_k10,warm,5,722b96af12c01144848ffe5d86078b7b0b14c92186224e9a6b8249fab8daed7b,False,unchanged,True,True,2.6490008999999883,2.6490008999999883,2.6490008999999883,373.37399700000003,373.37399700000003,0.0,0,0,0.0,0.0,0.0,0.0,37.0387005024,37.0387005024,0.0,3,3,5,0.0,False,
c2_k10,warm,6,fedf197eedabebbf1ccae4c1fe53dd750117a84042d4be33c9aa3d4c8cea4003,False,unchanged,True,True,12.921001940000004,12.921001940000004,12.921001940000004,216.3989972,216.3989972,0.0,0,0,0.0,0.0,0.0,0.0,21.466780522239997,21.466780522239997,0.0,1,1,5,0.0,False,
c2_k10,warm,7,8ba15ef4b9b4a205652d6882a368c23f6e0ff8592b20491cbd0002c7a4c2332f,False,unchanged,True,True,3.2560011399999453,3.2560011399999453,3.2560011399999453,511.46999400000004,511.46999400000004,0.0,0,0,0.0,0.0,0.0,0.0,50.7378234048,50.7378234048,0.0,11,11,5,0.0,False,
c2_k10,warm,8,49b3eefbc1f6855e633bf559fcac2bbf196b70585376237245891a4814500147,False,unchanged,True,True,0.24899960000002963,0.24899960000002963,0.24899960000002963,251.23399457,251.23399457,0.0,0,0,0.0,0.0,0.0,0.0,24.922412261344,24.922412261344,0.0,2,2,5,0.0,False,
c2_k10,warm,9,24e537ab3096c665699ab8fd93b8cd623a1e132377805459436f5b16f4fc6565,True,existing_intervals,True,True,-2.0199989999999914,4.973799150320701e-14,0.45999900000004956,514.139996,516.159995,2.0199989999999843,2.019999000000027,0,0.5049997500000067,0.0,0.0,0.0,51.0026876032,51.203071504,0.20038390079999857,8,8,5,0.20038390079999857,True,
c2_k15,base,0,6819ab02f0f4e46796cfcd6f6097a998479de2f4006d6e127d5ddb8ae370b4a3,False,unchanged,True,True,4.140998799999894,4.140998799999894,4.140998799999894,550.16799775,550.16799775,0.0,0,0,0.0,0.0,0.0,0.0,54.5766653768,54.5766653768,0.0,13,13,5,0.0,False,
c2_k15,base,1,a0993a8211d3e7bbea0ed92cf7261fa09bec71705b6df17a60eb220be6f9dc75,False,unchanged,True,True,65.22500079999998,65.22500079999998,73.78900059999992,630.1089945,630.1089945,0.0,0,0,0.0,0.0,0.0,0.0,62.506812254399996,62.506812254399996,0.0,15,15,5,0.0,False,
c2_k15,base,2,0af99de659f9749cc8b29f2fc1d07f5c41e0c4ee5b9a691e8009a29bc5adec10,True,existing_intervals,True,True,-3.2629990999999805,1.4210854715202004e-14,1.402999100000013,556.39098837,559.65398747,3.262999100000002,3.262999099999977,0,0.8157497749999942,0.0,0.0,0.0,55.193986046304,55.517675557024,0.3236895107200013,14,14,5,0.3236895107200013,True,
c2_k15,base,3,999e8ca0a72348ce3d15857491389a857063ef9816fdc32557a97a8b7d320e33,False,unchanged,True,True,11.926002300000047,11.926002300000047,12.312000900000047,505.69698836,505.69698836,0.0,0,0,0.0,0.0,0.0,0.0,50.165141245312,50.165141245312,0.0,6,6,5,0.0,False,
c2_k15,base,4,f1eab6261e79ee3b8ff36be9e43cdb26e133f913ffffd217e38dfd9cdba6baba,False,unchanged,True,True,11.846003199999917,11.846003199999917,11.846003199999917,402.32199837999997,402.32199837999997,0.0,0,0,0.0,0.0,0.0,0.0,39.910342239296,39.910342239296,0.0,2,2,5,0.0,False,
c2_k15,base,5,e5e4522ebb608961c885c680558015cad5c3efa19bbf42cdf98780f0699507bf,True,existing_intervals,True,True,-0.11999899999995023,1.1368683772161603e-13,1.1368683772161603e-13,426.4499975,426.56999650000006,0.11999900000006392,0.11999900000006392,0,0.02999975000001598,0.0,0.0,0.0,42.303839752,42.3157436528,0.011903900800000144,2,2,5,0.011903900800000144,True,
c2_k15,base,6,9453443c0c9713c37940a330a2c214fc576394ab0484790ad2014adf7cba1f8e,False,unchanged,True,True,9.992002480000004,9.992002480000004,9.992002480000004,224.42999726,224.42999726,0.0,0,0,0.0,0.0,0.0,0.0,22.263455728192,22.263455728192,0.0,1,1,5,0.0,False,
c2_k15,base,7,eaa3962904d38f1c3aa8cf6bf4be4e6ac9398fc8867845677535fa21e9ab6052,True,existing_intervals,True,True,-1.5499985000000107,3.2862601528904634e-14,3.2862601528904634e-14,341.9400001,343.48999860000004,1.5499985000000152,1.5499985000000436,0,0.3874996250000109,0.0,0.0,0.0,33.920448009919994,34.07420786112,0.15375985120000735,2,2,5,0.15375985120000735,True,
c2_k15,base,8,f242d0d0d82109bf20c4b25c282bd289ff3af44271f4264d5b89358bd7ce3392,True,existing_intervals,True,True,-0.11999900000000707,5.684341886080802e-14,5.684341886080802e-14,394.84799798,394.96799698000007,0.11999900000006392,0.11999900000006392,0,0.02999975000001598,0.0,0.0,0.0,39.168921399616,39.180825300416004,0.011903900800000144,2,2,5,0.011903900800000144,True,
c2_k15,base,9,ca6eca6bfba80b73eb47cf8d5fd808d029a1a05ebc8c4482e7c750342f53a85a,False,unchanged,True,True,16.73500038000001,16.73500038000001,16.73500038000001,352.519998,352.519998,0.0,0,0,0.0,0.0,0.0,0.0,34.969983801599994,34.969983801599994,0.0,2,2,5,0.0,False,
c2_k15,base,10,794a21c454fd239af3408d58673acf1a699702aad148bbab841318ff8c475f5b,False,unchanged,True,True,5.095003200000015,5.095003200000015,5.095003200000015,446.53299672,446.53299672,0.0,0,0,0.0,0.0,0.0,0.0,44.296073274624,44.296073274624,0.0,2,2,5,0.0,False,
c2_k15,base,11,7da829d5fa94f13f0bb42ed364631f10343e9d720411b5a5cd3b3cc98c884f05,True,existing_intervals,True,True,-1.5499984999999823,3.2862601528904634e-14,3.2862601528904634e-14,198.759999,200.3099975,1.5499985000000152,1.5499985000000152,0,0.3874996250000038,0.0,0.0,0.0,19.716991900799997,19.870751752,0.1537598512000038,1,1,5,0.1537598512000038,True,
c2_k15,base,12,2f11e20e85da5201d20e2c1536b2db758c0902282a7cabc89005934fe9aba001,True,existing_intervals,True,True,-0.11999900000000263,6.128431095930864e-14,6.128431095930864e-14,351.48699366,351.60699266000006,0.11999900000006392,0.11999900000006392,0,0.02999975000001598,0.0,0.0,0.0,34.867509771072,34.879413671872,0.011903900800000144,2,2,5,0.011903900800000144,True,
c2_k15,base,13,6e45de12703767a7f2656f6c8fe1dbbc04f0f9ceb68dac172698052586bbbab4,False,unchanged,True,True,8.641000829999992,8.641000829999992,20.348001239999995,448.05999647,448.05999647,0.0,0,0,0.0,0.0,0.0,0.0,44.447551649824,44.447551649824,0.0,2,2,5,0.0,False,
c2_k15,base,14,3fc7e7c09e235e61dd97f8f9e417452476a611b784b977323537a59ed45a714a,False,unchanged,True,True,6.78599880000001,6.78599880000001,12.486001100000102,445.04400053,445.04400053,0.0,0,0,0.0,0.0,0.0,0.0,44.148364852575995,44.148364852575995,0.0,2,2,5,0.0,False,
c2_k15,base,15,ebacb9a72cdeb4d8be07f18fd9f676a15f714113c8396bc214fd70d0b965e74c,False,unchanged,True,True,14.553003099999987,14.553003099999987,14.553003099999987,330.98999849999996,330.98999849999996,0.0,0,0,0.0,0.0,0.0,0.0,32.8342078512,32.8342078512,0.0,2,2,5,0.0,False,
c2_k15,base,16,a02bd676c2b16fff97301c641d1953359c8b59fce94b097c321b62318866f6c1,False,unchanged,True,True,6.069002339999991,6.069002339999991,6.069002339999991,230.16999576,230.16999576,0.0,0,0,0.0,0.0,0.0,0.0,22.832863579391997,22.832863579391997,0.0,1,1,5,0.0,False,
c2_k15,warm,0,69fd4035dd2d47ffb9949b58c497b6723d8f60608904bd2b7af3d787fdcc196a,True,existing_intervals,True,True,-0.11999899999997421,4.440892098500626e-15,4.833999500000017,198.14699660000002,198.26699559999997,0.11999899999995023,0.11999899999996444,0,0.02999974999999111,0.0,0.0,0.0,19.65618206272,19.66808596352,0.011903900800000144,2,2,5,0.011903900800000144,True,
c2_k15,warm,1,2771d2569a92b97eabbfe9caf78bb7f4b09b753158e83d569f6ce01cac9c6005,False,unchanged,True,True,16.21900093999995,16.21900093999995,16.21900093999995,278.8309975,278.8309975,0.0,0,0,0.0,0.0,0.0,0.0,27.660034952,27.660034952,0.0,2,2,5,0.0,False,
c2_k15,warm,2,c077bdb86854b55f4d4c71e4595f75508808066981b48ab65305b2fafc768572,False,unchanged,True,True,2.187000899999984,2.187000899999984,11.843001230000016,221.75799766,221.75799766,0.0,0,0,0.0,0.0,0.0,0.0,21.998393367872,21.998393367872,0.0,2,2,5,0.0,False,
c2_k15,warm,3,84e15fbf08e6c149d25e71ca30a4907ea014396a76cb28976851d2f646791cd6,False,unchanged,True,True,4.036999339999964,4.036999339999964,4.036999339999964,210.9049948,210.9049948,0.0,0,0,0.0,0.0,0.0,0.0,20.92177548416,20.92177548416,0.0,4,4,5,0.0,False,
c2_k15,warm,4,4c2a59dd3b2fdc0b5dae2d4a066ae6ae67cb3c30e3c2866770e80d0955a87b6a,False,unchanged,True,True,3.111000000000006,3.111000000000006,3.111000000000006,381.04899650000004,381.04899650000004,0.0,0,0,0.0,0.0,0.0,0.0,37.8000604528,37.8000604528,0.0,3,3,5,0.0,False,
c2_k15,warm,5,b8a7ed1a079ee84e2f15aa43497e825c94d70be81447e9581c937556e36bf621,False,unchanged,True,True,15.361001740000013,15.361001740000013,15.361001740000013,359.15599416,359.15599416,0.0,0,0,0.0,0.0,0.0,0.0,35.628274620672,35.628274620672,0.0,2,2,5,0.0,False,
c2_k15,warm,6,34a743153a8e1ee48f520c8c2bfb01b7a78fe4868a59f88f37ddea20c361624a,False,unchanged,True,True,3.256001140000002,3.256001140000002,3.256001140000002,511.469994,511.469994,0.0,0,0,0.0,0.0,0.0,0.0,50.7378234048,50.7378234048,0.0,12,12,5,0.0,False,
c2_k15,warm,7,aa466086d4cbfe8cabff2c2a4517c984d47302052940b51bf5fe2847f6b9a405,True,existing_intervals,True,True,-2.7899995000000004,0.0,2.480001000000044,431.4499975,433.9499975,2.5,2.7899995000000004,0.2899994999999933,0.6974998750000001,0.0,0.0,0.0,42.799839752,43.047839752,0.24800000000000466,3,3,5,0.24800000000000466,True,
c2_k15,warm,8,33f1ff610af60ffd8c485632edd74907807931910481e1aaeebf0b787dc5156a,True,existing_intervals,True,True,-3.0899994999999576,1.865174681370263e-14,1.865174681370263e-14,360.779997,363.8699965,3.089999500000033,3.0899995000000047,0,0.7724998750000012,0.0,0.0,0.0,35.7893757024,36.0959036528,0.30652795039999603,3,3,5,0.30652795039999603,True,
c2_k15,warm,9,aa83b71d14cc2ff292e2b4219682676218304cf6ef047d477837f382d1380bf8,True,existing_intervals,True,True,-3.089999499999972,6.128431095930864e-14,6.128431095930864e-14,281.4499975,284.539997,3.089999500000033,3.089999500000033,0,0.7724998750000083,0.0,0.0,0.0,27.919839751999998,28.2263677024,0.30652795040000314,4,4,5,0.30652795040000314,True,
c2_k15,warm,10,3e794e384f7a42836beb311830442f1996fa1b4cb7b99f0fa2030926a43bd649,False,unchanged,True,True,9.379002180000022,9.379002180000022,9.379002180000022,383.69099623,383.69099623,0.0,0,0,0.0,0.0,0.0,0.0,38.062146826016004,38.062146826016004,0.0,3,3,5,0.0,False,
c2_k15,warm,11,8b9feacd371ee94d058ca8ba9769fad98756f97456c375e8ddbc7afbf83d3414,True,existing_intervals,True,True,-2.789999499999986,2.1316282072803006e-14,8.933001000000015,487.7099965,490.499996,2.7899995000000217,2.7899995000000004,0,0.6974998750000001,0.0,0.0,0.0,48.3808316528,48.6575996032,0.2767679504,13,13,5,0.2767679504,True,
