case,arm,seed,job_id,scheduler_state,attempt,status,dive_integer_buses,columns_generated,mip_solver_budget_s,actual_charged_dive_plus_solver_s,actual_end_to_end_wall_s,mip_external_overhead_s,source_immutable,physical_replay_validated,duplicate_trip_removal_validated,cross_route_charger_capacity_validated,buses,fleet_bound,finite_pool_fleet_proven,target_attained,global_certificate,result_sha256,handoff_validated,dive_plus_solver_excess_s
c1_k15,control,20260921,704510,COMPLETED,704510_r0,finished,,,7200,7203.68992972374,7370.5187181942165,160.52220522146672,True,True,False,False,19,15.00000000000002,False,False,,a106845521f08c0c079ab514164798e512a8e842d694f429a03a9b92a6b97bf2,,3.689929723739624
c1_k15,treatment,20260921,704511,FAILED,704511_r0,running,,,,,,,,,,,,,,,,,,
c3_k15,control,20260921,704512,COMPLETED,704512_r0,finished,,,7200,7202.1306302547455,7250.704862006009,45.77804438909516,True,True,False,False,17,15.00000000000001,False,False,,2cc272168eb9129a177b0cb79b3f0e67dc5ce293ebdd00488d3ac5f6d2b5c065,,2.1306302547454834
c3_k15,treatment,20260921,704513,COMPLETED,704513_r0,finished,15,22693,3598,7201.178711397108,7278.717077626847,74.710476399865,True,True,False,False,15,15.0,True,True,,309a51450ace7f501f7e819acd4eece22650ed2d1e55697c5e42628500393662,True,1.1787113971076906
c5_k15,control,20260921,704514,COMPLETED,704514_r0,finished,,,7200,7201.693693399429,7300.594766353257,95.3977613914758,True,True,False,False,16,15.00000000000047,False,False,,1d07ae714797947fc48d802614aff1fc293c69e4e50eca9ad853c9ebe50f0934,,1.6936933994293213
c5_k15,treatment,20260921,704515,FAILED,704515_r0,running,,,,,,,,,,,,,,,,,,
