schedule_id,pair_id,arm,original_duty,source_index,kind,start_min,end_min,start_time,end_time,duration_min,from_code,to_code,source_trip_id,internal_trip_id,energy_consumed_kwh,energy_charged_kwh,source,source_line,source_identifier,timing_basis,event_index,from_visit,to_visit,soc_before_kwh,soc_after_kwh,movement_kind,duration_basis,original_source_duty,route_code,direction,electricity_cost,charging_active_min,charging_basis,witness,source_pointer
duty_13401_original,duty_13401,original,13401,,prep,241.0,248.0,04:01:00,04:08:00,7.0,PARX,PARX,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1565,Prep-out,recorded GIRO clock interval,0,0,0,236.44,236.44,,,,,,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,248.0,267.0,04:08:00,04:27:00,19.0,PARX,2190,,,28.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1566,Pull-out,recorded GIRO clock interval,1,0,1,236.44,208.44,pull_out,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,service,267.0,319.0,04:27:00,05:19:00,52.0,2190,4808,0,0,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1567,Regular,recorded GIRO clock interval,2,1,2,208.44,166.7100005,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_original,duty_13401,original,13401,,charge,319.0,325.0,05:19:00,05:25:00,6.0,4808,4808,,,0.0,24.974226,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1568,Recharge,recorded GIRO clock interval,3,2,2,166.7100005,191.68422650000002,,,,,,4.241761190594375,6.000001600000012,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,service,325.0,376.0,05:25:00,06:16:00,51.0,4808,2190,6,3,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1569,Regular,recorded GIRO clock interval,4,2,3,191.68422650000002,149.18422650000002,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,376.0,377.0,06:16:00,06:17:00,1.0,2190,ET_R,,,0.200000003,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1570,Deadhead,recorded GIRO clock interval,5,3,4,149.18422650000002,148.984226497,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,wait,377.0,407.0,06:17:00,06:47:00,30.0,ET_R,ET_R,,,0.05,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,,,unoccupied interval between recorded GIRO events at the same location,6,4,4,148.984226497,148.934226497,,,,,,,,,,gap before CSV line 1571
duty_13401_original,duty_13401,original,13401,,deadhead,407.0,408.0,06:47:00,06:48:00,1.0,ET_R,2190,,,0.200000003,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1571,Deadhead,recorded GIRO clock interval,7,4,5,148.934226497,148.73422649399998,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,service,408.0,465.0,06:48:00,07:45:00,57.0,2190,4808,22,8,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1572,Regular,recorded GIRO clock interval,8,5,6,148.73422649399998,107.00422699399999,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_original,duty_13401,original,13401,,charge,465.0,472.0,07:45:00,07:52:00,7.0,4808,4808,,,0.0,35.3757858,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1573,Recharge,recorded GIRO clock interval,9,6,6,107.00422699399999,142.38001279399998,,,,,,8.776959155671607,7.000000005414737,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,service,472.0,532.0,07:52:00,08:52:00,60.0,4808,2190,35,13,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1574,Regular,recorded GIRO clock interval,10,6,7,142.38001279399998,99.88001279399998,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,532.0,533.0,08:52:00,08:53:00,1.0,2190,ET_R,,,0.200000003,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1575,Deadhead,recorded GIRO clock interval,11,7,8,99.88001279399998,99.68001279099998,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,wait,533.0,573.0,08:53:00,09:33:00,40.0,ET_R,ET_R,,,0.06666666666666667,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,,,unoccupied interval between recorded GIRO events at the same location,12,8,8,99.68001279099998,99.61334612433332,,,,,,,,,,gap before CSV line 1576
duty_13401_original,duty_13401,original,13401,,deadhead,573.0,574.0,09:33:00,09:34:00,1.0,ET_R,2190,,,0.200000003,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1576,Deadhead,recorded GIRO clock interval,13,8,9,99.61334612433332,99.41334612133332,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,574.0,575.0,09:34:00,09:35:00,1.0,2190,2190L,,,0.400000006,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1577,Deadhead,recorded GIRO clock interval,14,9,10,99.41334612133332,99.01334611533332,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,charge,575.0,580.0,09:35:00,09:40:00,5.0,2190L,2190L,,,3.3431765208054765e-10,25.8050117,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1578,Recharge,recorded GIRO clock interval,15,10,10,99.01334611533332,124.818357814999,,,,,,6.4023887690583114,4.999999799409409,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,deadhead,580.0,580.0,09:40:00,09:40:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1579,Deadhead,recorded GIRO clock interval,16,10,11,124.818357814999,124.818357814999,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,service,580.0,637.0,09:40:00,10:37:00,57.0,2190,4808,56,20,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1580,Regular,recorded GIRO clock interval,17,11,12,124.818357814999,83.088358314999,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_original,duty_13401,original,13401,,charge,637.0,644.0,10:37:00,10:44:00,7.0,4808,4808,,,1.0392234302732581e-09,36.992588,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1581,Recharge,recorded GIRO clock interval,18,12,12,83.088358314999,120.08094631395977,,,,,,7.939463495881773,6.999999376465942,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,service,644.0,699.0,10:44:00,11:39:00,55.0,4808,2190,69,25,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1582,Regular,recorded GIRO clock interval,19,12,13,120.08094631395977,77.58094631395977,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,699.0,700.0,11:39:00,11:40:00,1.0,2190,2190L,,,0.400000006,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1583,Deadhead,recorded GIRO clock interval,20,13,14,77.58094631395977,77.18094630795977,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,charge,700.0,709.0,11:40:00,11:49:00,9.0,2190L,2190L,,,0.0,47.4815598,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1584,Recharge,recorded GIRO clock interval,21,14,14,77.18094630795977,124.66250610795977,,,,,,8.064531714757676,9.000000071177496,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,deadhead,709.0,709.0,11:49:00,11:49:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1585,Deadhead,recorded GIRO clock interval,22,14,15,124.66250610795977,124.66250610795977,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,service,709.0,767.0,11:49:00,12:47:00,58.0,2190,4808,82,30,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1586,Regular,recorded GIRO clock interval,23,15,16,124.66250610795977,82.93250660795977,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_original,duty_13401,original,13401,,charge,767.0,774.0,12:47:00,12:54:00,7.0,4808,4808,,,1.3307481605551174e-09,37.0063667,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1587,Recharge,recorded GIRO clock interval,24,16,16,82.93250660795977,119.93887330662902,,,,,,4.617974701455636,6.999999201551104,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,service,774.0,830.0,12:54:00,13:50:00,56.0,4808,2190,95,34,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1588,Regular,recorded GIRO clock interval,25,16,17,119.93887330662902,77.43887330662902,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,830.0,831.0,13:50:00,13:51:00,1.0,2190,ET_R,,,0.200000003,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1589,Deadhead,recorded GIRO clock interval,26,17,18,77.43887330662902,77.23887330362902,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,wait,831.0,871.0,13:51:00,14:31:00,40.0,ET_R,ET_R,,,0.06666666666666667,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,,,unoccupied interval between recorded GIRO events at the same location,27,18,18,77.23887330362902,77.17220663696236,,,,,,,,,,gap before CSV line 1590
duty_13401_original,duty_13401,original,13401,,deadhead,871.0,872.0,14:31:00,14:32:00,1.0,ET_R,2190L,,,0.200000003,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1590,Deadhead,recorded GIRO clock interval,28,18,19,77.17220663696236,76.97220663396236,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,charge,872.0,878.0,14:32:00,14:38:00,6.0,2190L,2190L,,,2.153183409348003e-10,32.1282158,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1591,Recharge,recorded GIRO clock interval,29,19,19,76.97220663396236,109.10042243374704,,,,,,1.9663676194331823,5.999999870808995,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,deadhead,878.0,878.0,14:38:00,14:38:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1592,Deadhead,recorded GIRO clock interval,30,19,20,109.10042243374704,109.10042243374704,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,service,878.0,940.0,14:38:00,15:40:00,62.0,2190,4808,116,41,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1593,Regular,recorded GIRO clock interval,31,20,21,109.10042243374704,67.37042293374705,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_original,duty_13401,original,13401,,charge,940.0,947.0,15:40:00,15:47:00,7.0,4808,4808,,,1.0508546773498514e-09,37.9217987,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1594,Recharge,recorded GIRO clock interval,32,21,21,67.37042293374705,105.2922216326962,,,,,,1.712350704372951,6.999999369487194,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,service,947.0,1006.0,15:47:00,16:46:00,59.0,4808,2190,129,46,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1595,Regular,recorded GIRO clock interval,33,21,22,105.2922216326962,62.7922216326962,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_original,duty_13401,original,13401,,wait,1006.0,1008.0,16:46:00,16:48:00,2.0,2190,2190,,,0.0033333333333333335,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,,,unoccupied interval between recorded GIRO events at the same location,34,22,22,62.7922216326962,62.78888829936287,,,,,,,,,,gap before CSV line 1596
duty_13401_original,duty_13401,original,13401,,deadhead,1008.0,1009.0,16:48:00,16:49:00,1.0,2190,2190L,,,0.400000006,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1596,Deadhead,recorded GIRO clock interval,35,22,23,62.78888829936287,62.38888829336287,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,charge,1009.0,1020.0,16:49:00,17:00:00,11.0,2190L,2190L,,,1.2571258819112548e-09,59.0857582,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1597,Recharge,recorded GIRO clock interval,36,23,23,62.38888829336287,121.47464649210573,,,,,,2.1617258977924787,10.99999924572447,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,deadhead,1020.0,1020.0,17:00:00,17:00:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1598,Deadhead,recorded GIRO clock interval,37,23,24,121.47464649210573,121.47464649210573,deadhead,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,service,1020.0,1080.0,17:00:00,18:00:00,60.0,2190,4808,144,52,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1599,Regular,recorded GIRO clock interval,38,24,25,121.47464649210573,79.74464699210574,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_original,duty_13401,original,13401,,charge,1080.0,1087.0,18:00:00,18:07:00,7.0,4808,4808,,,7.735387944999654e-10,37.2306519,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1600,Recharge,recorded GIRO clock interval,39,25,25,79.74464699210574,116.9752988913322,,,,,,1.150105137290616,6.999999535876723,recorded recharge kWh; maximum documented taper reconstructs within-window power,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/baseline.json,
duty_13401_original,duty_13401,original,13401,,service,1087.0,1141.0,18:07:00,19:01:00,54.0,4808,2190,157,57,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1601,Regular,recorded GIRO clock interval,40,25,26,116.9752988913322,74.4752988913322,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_original,duty_13401,original,13401,,deadhead,1141.0,1160.0,19:01:00,19:20:00,19.0,2190,PARX,,,28.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1602,Pull-in,recorded GIRO clock interval,41,26,27,74.4752988913322,46.4752988913322,pull_in,recorded directional GIRO movement; may use time-dependent band,,,,,,,,
duty_13401_original,duty_13401,original,13401,,prep,1160.0,1163.0,19:20:00,19:23:00,3.0,PARX,PARX,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/data/Par_VehicleDetails_Updated.csv,1603,Prep-in,recorded GIRO clock interval,42,27,27,46.4752988913322,46.4752988913322,,,,,,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,339.0,346.0,05:39:00,05:46:00,7.0,PARX,4808,,,7.8,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,latest depot departure that reaches first service on time,0,0,1,236.44,228.64,pull_out,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/0
duty_13401_fee0,duty_13401,fee0,13401,3,service,346.0,398.0,05:46:00,06:38:00,52.0,4808,2190,10,5,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260917/route_explainer/inputs/k05.csv,7,,,1,1,2,228.64,186.14,,"scheduled passenger service, not empty deadhead time",13403,5021.0,2.0,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,398.0,398.0,06:38:00,06:38:00,0.0,2190,2190L,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,2,2,3,186.14,186.14,station_inbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/1
duty_13401_fee0,duty_13401,fee0,13401,3,charge,398.0,404.62251792138574,06:38:00,06:44:37,6.622517921385736,2190L,2190L,,,0.0,17.89496147013108,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_joint_fee0.json,,,actual optimized charge witness,3,3,3,186.14,204.03496147013107,,,,,,3.8406719030395124,,"documented 18E1 taper, shared charger count and terminal floor",,routes/3/charges/0
duty_13401_fee0,duty_13401,fee0,13401,3,wait,404.62251792138574,449.0,06:44:37,07:29:00,44.377482078614264,2190L,2190L,,,0.07396247013102378,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,"idle after optimized charge, or entire uncharged station visit",4,3,3,204.03496147013107,203.96099900000004,,,,,,,,,,saved_joint_fee0/routes/3/actions/1
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,449.0,449.0,07:29:00,07:29:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,5,3,4,203.96099900000004,203.96099900000004,station_outbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/1
duty_13401_fee0,duty_13401,fee0,13401,3,service,449.0,509.0,07:29:00,08:29:00,60.0,2190,4808,30,11,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260917/route_explainer/inputs/k05.csv,13,,,6,4,5,203.96099900000004,162.23099950000005,,"scheduled passenger service, not empty deadhead time",13403,5021.0,1.0,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,509.0,509.0,08:29:00,08:29:00,0.0,4808,4808,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,7,5,5,162.23099950000005,162.23099950000005,station_inbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/2
duty_13401_fee0,duty_13401,fee0,13401,3,wait,509.0,516.0,08:29:00,08:36:00,7.0,4808,4808,,,0.011666666666666667,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,"idle after optimized charge, or entire uncharged station visit",8,5,5,162.23099950000005,162.2193328333334,,,,,,,,,,saved_joint_fee0/routes/3/actions/2
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,516.0,516.0,08:36:00,08:36:00,0.0,4808,4808,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,9,5,5,162.2193328333334,162.2193328333334,station_outbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/2
duty_13401_fee0,duty_13401,fee0,13401,3,service,516.0,573.0,08:36:00,09:33:00,57.0,4808,2190,43,16,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260917/route_explainer/inputs/k05.csv,18,,,10,5,6,162.2193328333334,119.7193328333334,,"scheduled passenger service, not empty deadhead time",13403,5021.0,2.0,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,573.0,573.0,09:33:00,09:33:00,0.0,2190,2190L,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,11,6,7,119.7193328333334,119.7193328333334,station_inbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/3
duty_13401_fee0,duty_13401,fee0,13401,3,wait,573.0,580.0,09:33:00,09:40:00,7.0,2190L,2190L,,,0.011666666666666667,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,"idle after optimized charge, or entire uncharged station visit",12,7,7,119.7193328333334,119.70766616666673,,,,,,,,,,saved_joint_fee0/routes/3/actions/3
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,580.0,580.0,09:40:00,09:40:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,13,7,8,119.70766616666673,119.70766616666673,station_outbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/3
duty_13401_fee0,duty_13401,fee0,13401,3,service,580.0,637.0,09:40:00,10:37:00,57.0,2190,4808,56,20,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260917/route_explainer/inputs/k05.csv,22,,,14,8,9,119.70766616666673,77.97766666666672,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,637.0,637.0,10:37:00,10:37:00,0.0,4808,4808,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,15,9,9,77.97766666666672,77.97766666666672,station_inbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/4
duty_13401_fee0,duty_13401,fee0,13401,3,wait,637.0,644.0,10:37:00,10:44:00,7.0,4808,4808,,,0.011666666666666667,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,"idle after optimized charge, or entire uncharged station visit",16,9,9,77.97766666666672,77.96600000000005,,,,,,,,,,saved_joint_fee0/routes/3/actions/4
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,644.0,644.0,10:44:00,10:44:00,0.0,4808,4808,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,17,9,9,77.96600000000005,77.96600000000005,station_outbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/4
duty_13401_fee0,duty_13401,fee0,13401,3,service,644.0,699.0,10:44:00,11:39:00,55.0,4808,2190,69,25,42.5,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260917/route_explainer/inputs/k05.csv,27,,,18,9,10,77.96600000000005,35.46600000000005,,"scheduled passenger service, not empty deadhead time",13401,5021.0,2.0,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,699.0,699.0,11:39:00,11:39:00,0.0,2190,2190L,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,19,10,11,35.46600000000005,35.46600000000005,station_inbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/5
duty_13401_fee0,duty_13401,fee0,13401,3,charge,699.0,706.7278105768435,11:39:00,11:46:44,7.727810576843467,2190L,2190L,,,0.0,44.20668188027115,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_joint_fee0.json,,,actual optimized charge witness,20,11,11,35.46600000000005,79.6726818802712,,,,,,7.50830826807945,,"documented 18E1 taper, shared charger count and terminal floor",,routes/3/charges/1
duty_13401_fee0,duty_13401,fee0,13401,3,wait,706.7278105768435,709.0,11:46:44,11:49:00,2.272189423156533,2190L,2190L,,,0.003786982371927555,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,"idle after optimized charge, or entire uncharged station visit",21,11,11,79.6726818802712,79.66889489789928,,,,,,,,,,saved_joint_fee0/routes/3/actions/5
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,709.0,709.0,11:49:00,11:49:00,0.0,2190L,2190,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,22,11,12,79.66889489789928,79.66889489789928,station_outbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/5
duty_13401_fee0,duty_13401,fee0,13401,3,service,709.0,767.0,11:49:00,12:47:00,58.0,2190,4808,82,30,41.7299995,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/meeting_20260917/route_explainer/inputs/k05.csv,32,,,23,12,13,79.66889489789928,37.93889539789928,,"scheduled passenger service, not empty deadhead time",13401,5021.0,1.0,,,,,
duty_13401_fee0,duty_13401,fee0,13401,3,deadhead,767.0,767.0,12:47:00,12:47:00,0.0,4808,4808,,,0.0,0.0,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_sequence_replay.json,,,travel immediately after service; station departure at next-trip deadline,24,13,13,37.93889539789928,37.93889539789928,station_inbound,static model reference deadhead,,,,,,,,saved_joint_fee0/routes/3/actions/6
duty_13401_fee0,duty_13401,fee0,13401,3,charge,767.0,774.0,12:47:00,12:54:00,7.0,4808,4808,,,0.0,40.02710460210076,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/cleanup_physics/saved_joint_fee0.json,,,actual optimized charge witness,25,13,13,37.93889539789928,77.96600000000004,,,,,,4.994928519286939,,"documented 18E1 taper, shared charger count and terminal floor",,routes/3/charges/2
