schedule_id,pair_id,arm,original_duty,source_index,visit_index,location,arrival_min,departure_min,event_indices,charge_indices,wait_indices,prep_indices,arrival_time,departure_time,dwell_min,energy_charged_kwh,charging_starts
duty_13414_original,duty_13414,original,13414,,17,4808,992.0,998.0,[25],[25],[],[],16:32:00,16:38:00,6.0,33.7284584,1
duty_13414_original,duty_13414,original,13414,,18,2190,1057.0,1060.0,[27],[],[27],[],17:37:00,17:40:00,3.0,0,0
duty_13414_original,duty_13414,original,13414,,19,2190L,1061.0,1071.0,[29],[29],[],[],17:41:00,17:51:00,10.0,56.2066154,1
duty_13414_original,duty_13414,original,13414,,20,2190,1071.0,1071.0,[],[],[],[],17:51:00,17:51:00,0.0,0,0
duty_13414_original,duty_13414,original,13414,,21,4808,1128.0,1136.0,[32],[32],[],[],18:48:00,18:56:00,8.0,44.2533875,1
duty_13414_original,duty_13414,original,13414,,22,2190,1189.0,1189.0,[],[],[],[],19:49:00,19:49:00,0.0,0,0
duty_13414_original,duty_13414,original,13414,,23,ET_R,1190.0,1226.0,[35],[],[35],[],19:50:00,20:26:00,36.0,0,0
duty_13414_original,duty_13414,original,13414,,24,2190L,1227.0,1235.0,[37],[37],[],[],20:27:00,20:35:00,8.0,44.1438789,1
duty_13414_original,duty_13414,original,13414,,25,2190,1235.0,1235.0,[],[],[],[],20:35:00,20:35:00,0.0,0,0
duty_13414_original,duty_13414,original,13414,,26,4808,1290.0,1290.0,[],[],[],[],21:30:00,21:30:00,0.0,0,0
duty_13414_original,duty_13414,original,13414,,27,PARX,1297.0,1300.0,[41],[],[],[41],21:37:00,21:40:00,3.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,0,PARX,318.0,318.0,[],[],[],[],05:18:00,05:18:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,1,4808,325.0,325.0,[],[],[],[],05:25:00,05:25:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,2,2190,376.0,376.0,[],[],[],[],06:16:00,06:16:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,3,2190L,376.0,408.0,[3],[],[3],[],06:16:00,06:48:00,32.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,4,2190,408.0,408.0,[],[],[],[],06:48:00,06:48:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,5,4808,465.0,472.0,"[6, 7, 8]",[],[7],[],07:45:00,07:52:00,7.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,6,2190,532.0,532.0,[],[],[],[],08:52:00,08:52:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,7,2190L,532.0,539.0,[11],[],[11],[],08:52:00,08:59:00,7.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,8,2190,539.0,539.0,[],[],[],[],08:59:00,08:59:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,9,4808,597.0,604.0,"[14, 15, 16, 17, 18]",[16],"[15, 17]",[],09:57:00,10:04:00,7.0,17.870690451550985,1
duty_13414_fee0,duty_13414,fee0,13414,1,10,2190,659.0,659.0,[],[],[],[],10:59:00,10:59:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,11,2190L,659.0,669.0,"[21, 22, 23]",[22],"[21, 23]",[],10:59:00,11:09:00,10.0,48.35742465076653,1
duty_13414_fee0,duty_13414,fee0,13414,1,12,2190,669.0,669.0,[],[],[],[],11:09:00,11:09:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,13,4808,727.0,734.0,"[26, 27, 28]",[27],[],[],12:07:00,12:14:00,7.0,39.689691234263115,1
duty_13414_fee0,duty_13414,fee0,13414,1,14,2190,789.0,789.0,[],[],[],[],13:09:00,13:09:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,15,2190L,789.0,800.0,[31],[31],[],[],13:09:00,13:20:00,11.0,61.4977006676287,1
duty_13414_fee0,duty_13414,fee0,13414,1,16,2190,800.0,800.0,[],[],[],[],13:20:00,13:20:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,17,4808,859.0,866.0,"[34, 35, 36]",[35],[],[],14:19:00,14:26:00,7.0,38.626308115791964,1
duty_13414_fee0,duty_13414,fee0,13414,1,18,2190,922.0,922.0,[],[],[],[],15:22:00,15:22:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,19,2190L,922.0,929.0,[39],[39],[],[],15:22:00,15:29:00,7.0,38.93369753692954,1
duty_13414_fee0,duty_13414,fee0,13414,1,20,2190,929.0,929.0,[],[],[],[],15:29:00,15:29:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,21,4808,992.0,998.0,"[42, 43, 44]",[43],[],[],16:32:00,16:38:00,6.0,33.58541445702058,1
duty_13414_fee0,duty_13414,fee0,13414,1,22,2190,1057.0,1057.0,[],[],[],[],17:37:00,17:37:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,23,2190L,1057.0,1071.0,[47],[47],[],[],17:37:00,17:51:00,14.0,76.57472636338258,1
duty_13414_fee0,duty_13414,fee0,13414,1,24,2190,1071.0,1071.0,[],[],[],[],17:51:00,17:51:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,25,4808,1128.0,1136.0,"[50, 51, 52]",[51],[],[],18:48:00,18:56:00,8.0,42.398391501289325,1
duty_13414_fee0,duty_13414,fee0,13414,1,26,2190,1189.0,1189.0,[],[],[],[],19:49:00,19:49:00,0.0,0,0
duty_13414_fee0,duty_13414,fee0,13414,1,27,PARX,1208.0,1208.0,[],[],[],[],20:08:00,20:08:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,0,PARX,404.0,404.0,[],[],[],[],06:44:00,06:44:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,1,4808,411.0,411.0,[],[],[],[],06:51:00,06:51:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,2,2190,469.0,469.0,[],[],[],[],07:49:00,07:49:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,3,2190L,469.0,480.0,[3],[],[3],[],07:49:00,08:00:00,11.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,4,2190,480.0,480.0,[],[],[],[],08:00:00,08:00:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,5,4808,539.0,546.0,"[6, 7, 8]",[],[7],[],08:59:00,09:06:00,7.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,6,2190,602.0,602.0,[],[],[],[],10:02:00,10:02:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,7,2190L,602.0,640.0,[11],[],[11],[],10:02:00,10:40:00,38.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,8,2190,640.0,640.0,[],[],[],[],10:40:00,10:40:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,9,4808,697.0,704.0,"[14, 15, 16]",[15],[],[],11:37:00,11:44:00,7.0,38.538528717773445,1
duty_13414_fee5,duty_13414,fee5,13414,0,10,2190,759.0,759.0,[],[],[],[],12:39:00,12:39:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,11,2190L,759.0,800.0,"[19, 20, 21]",[20],"[19, 21]",[],12:39:00,13:20:00,41.0,82.92827054612445,1
duty_13414_fee5,duty_13414,fee5,13414,0,12,2190,800.0,800.0,[],[],[],[],13:20:00,13:20:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,13,4808,859.0,866.0,"[24, 25, 26]",[],[25],[],14:19:00,14:26:00,7.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,14,2190,922.0,922.0,[],[],[],[],15:22:00,15:22:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,15,2190L,922.0,929.0,[29],[29],[],[],15:22:00,15:29:00,7.0,38.95091818263388,1
duty_13414_fee5,duty_13414,fee5,13414,0,16,2190,929.0,929.0,[],[],[],[],15:29:00,15:29:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,17,4808,992.0,998.0,"[32, 33, 34]",[33],[],[],16:32:00,16:38:00,6.0,33.60190605349074,1
duty_13414_fee5,duty_13414,fee5,13414,0,18,2190,1057.0,1057.0,[],[],[],[],17:37:00,17:37:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,19,2190L,1057.0,1071.0,[37],[37],[],[],17:37:00,17:51:00,14.0,76.6353341352841,1
duty_13414_fee5,duty_13414,fee5,13414,0,20,2190,1071.0,1071.0,[],[],[],[],17:51:00,17:51:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,21,4808,1128.0,1136.0,"[40, 41, 42]",[],[41],[],18:48:00,18:56:00,8.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,22,2190,1189.0,1189.0,[],[],[],[],19:49:00,19:49:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,23,2190L,1189.0,1235.0,"[45, 46, 47]",[46],"[45, 47]",[],19:49:00,20:35:00,46.0,64.31175188521405,1
duty_13414_fee5,duty_13414,fee5,13414,0,24,2190,1235.0,1235.0,[],[],[],[],20:35:00,20:35:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,25,4808,1290.0,1290.0,[],[],[],[],21:30:00,21:30:00,0.0,0,0
duty_13414_fee5,duty_13414,fee5,13414,0,26,PARX,1297.0,1297.0,[],[],[],[],21:37:00,21:37:00,0.0,0,0
