tariff,schedule,charge_start_fee,charging_starts,electricity_cost_lower,electricity_cost_upper,start_fee_subtotal,total_charging_cost_lower,total_charging_cost_upper,charged_kwh,terminal_kwh,fleet,source_csv,source_sha256,source_remote_comparison,source_commit,scope
peak08,original_GIRO_unchanged,5,52,230.2870096262964,230.98107468738928,260,490.28700962629637,490.9810746873893,1891.1133098,280.7833253000002,5,outputs/meeting_20260910/presentation_manager/charging_audit/charging_three_baselines.csv,a93d3a86937d1f97564bd759e038e92ccc40accf2cec46f65218dfb2269fa52a,/home/nc437/ladder-lite/matched_tariff8_20260908_a9a9720/original_eligible_k05_g240_p350_peak08/comparison.json,a9a9720f471e5d3b30acff6f46208f20c22f18fc,arithmetic_repricing_of_observed_GIRO_schedule;not_optimization_or_invoice
peak08,original_GIRO_unchanged,0,52,230.2870096262964,230.98107468738928,0,230.2870096262964,230.98107468738928,1891.1133098,280.7833253000002,5,outputs/meeting_20260910/presentation_manager/charging_audit/charging_three_baselines.csv,a93d3a86937d1f97564bd759e038e92ccc40accf2cec46f65218dfb2269fa52a,/home/nc437/ladder-lite/matched_tariff8_20260908_a9a9720/original_eligible_k05_g240_p350_peak08/comparison.json,a9a9720f471e5d3b30acff6f46208f20c22f18fc,arithmetic_repricing_of_observed_GIRO_schedule;not_optimization_or_invoice
peak12,original_GIRO_unchanged,5,52,289.5935355365639,290.59658393075955,260,549.5935355365639,550.5965839307596,1891.1133098,280.7833253000002,5,outputs/meeting_20260910/presentation_manager/charging_audit/charging_three_baselines.csv,a93d3a86937d1f97564bd759e038e92ccc40accf2cec46f65218dfb2269fa52a,/home/nc437/ladder-lite/matched_tariff_peak12_peak18_a6e5059/original_eligible_k05_g240_p350_peak12/comparison.json,a6e5059688703641db9aa3349b6ab6a9f76c1987,arithmetic_repricing_of_observed_GIRO_schedule;not_optimization_or_invoice
peak12,original_GIRO_unchanged,0,52,289.5935355365639,290.59658393075955,0,289.5935355365639,290.59658393075955,1891.1133098,280.7833253000002,5,outputs/meeting_20260910/presentation_manager/charging_audit/charging_three_baselines.csv,a93d3a86937d1f97564bd759e038e92ccc40accf2cec46f65218dfb2269fa52a,/home/nc437/ladder-lite/matched_tariff_peak12_peak18_a6e5059/original_eligible_k05_g240_p350_peak12/comparison.json,a6e5059688703641db9aa3349b6ab6a9f76c1987,arithmetic_repricing_of_observed_GIRO_schedule;not_optimization_or_invoice
peak18,original_GIRO_unchanged,5,52,223.44729058227833,223.7232277426603,260,483.44729058227836,483.7232277426603,1891.1133098,280.7833253000002,5,outputs/meeting_20260910/presentation_manager/charging_audit/charging_three_baselines.csv,a93d3a86937d1f97564bd759e038e92ccc40accf2cec46f65218dfb2269fa52a,/home/nc437/ladder-lite/matched_tariff_peak12_peak18_a6e5059/original_eligible_k05_g240_p350_peak18/comparison.json,a6e5059688703641db9aa3349b6ab6a9f76c1987,arithmetic_repricing_of_observed_GIRO_schedule;not_optimization_or_invoice
peak18,original_GIRO_unchanged,0,52,223.44729058227833,223.7232277426603,0,223.44729058227833,223.7232277426603,1891.1133098,280.7833253000002,5,outputs/meeting_20260910/presentation_manager/charging_audit/charging_three_baselines.csv,a93d3a86937d1f97564bd759e038e92ccc40accf2cec46f65218dfb2269fa52a,/home/nc437/ladder-lite/matched_tariff_peak12_peak18_a6e5059/original_eligible_k05_g240_p350_peak18/comparison.json,a6e5059688703641db9aa3349b6ab6a9f76c1987,arithmetic_repricing_of_observed_GIRO_schedule;not_optimization_or_invoice
