case,arm,route_index,route_schedule_sha256,scenario,source_groups,mapping,unmapped_trips,trip_count,battery_kwh,initial_kwh,reserve_kwh,terminal_floor_kwh,charge_kw,min_soc_kwh,max_soc_kwh,terminal_kwh,below_reserve,over_capacity,terminal_violation,frozen_schedule_valid,minimum_extra_initial_energy_kwh,source
c2_k10,base,1,f150e74ba895817a1ece18ed97ca22662d27deb9e0ba7280f597063248773918,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,236.44,236.44,0,,240,-2.0199990000000128,236.44,-0.7899995000000217,True,False,False,False,2.0199990000000128,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,2,658b149562a661331f33e7a3f42d85274eb06c8f2131090e94819a7600ab1309,saved_240_control,18E2,homogeneous_source_group,0,23,240.0,240.0,0,,240,7.573002200000019,240.0,7.573002200000019,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,2,658b149562a661331f33e7a3f42d85274eb06c8f2131090e94819a7600ab1309,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,23,239.01,239.01,0,,240,6.58300220000001,239.01,6.58300220000001,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,2,658b149562a661331f33e7a3f42d85274eb06c8f2131090e94819a7600ab1309,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,23,236.44,236.44,0,,240,4.013002200000017,236.44,4.013002200000017,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,2,658b149562a661331f33e7a3f42d85274eb06c8f2131090e94819a7600ab1309,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,23,239.01,239.01,0,,240,6.58300220000001,239.01,6.58300220000001,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,3,212e0f8c0ac757c46c336e1133c527c85b7e84858db5621766880d5bc76a16ab,saved_240_control,18E2,homogeneous_source_group,0,25,240.0,240.0,0,,240,13.865002799999957,240.0,13.865002799999957,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,3,212e0f8c0ac757c46c336e1133c527c85b7e84858db5621766880d5bc76a16ab,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,25,239.01,239.01,0,,240,12.875002799999947,239.01,12.875002799999947,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,3,212e0f8c0ac757c46c336e1133c527c85b7e84858db5621766880d5bc76a16ab,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,25,236.44,236.44,0,,240,10.305002799999954,236.44,10.305002799999954,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,3,212e0f8c0ac757c46c336e1133c527c85b7e84858db5621766880d5bc76a16ab,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,25,239.01,239.01,0,,240,12.875002799999947,239.01,12.875002799999947,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,4,c02a2d6b211812805c19fc9994e1194bd6e68021962a768b6a30b32bf295907b,saved_240_control,18E1,homogeneous_source_group,0,10,240.0,240.0,0,,240,2.0100015000000155,240.0,2.0100015000000155,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,4,c02a2d6b211812805c19fc9994e1194bd6e68021962a768b6a30b32bf295907b,all_18E2_capacity_sensitivity,18E1,homogeneous_source_group,0,10,239.01,239.01,0,,240,1.0200015000000064,239.01,1.0200015000000064,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,4,c02a2d6b211812805c19fc9994e1194bd6e68021962a768b6a30b32bf295907b,all_18E1_capacity_sensitivity,18E1,homogeneous_source_group,0,10,236.44,236.44,0,,240,-1.5499984999999867,236.44,-1.5499984999999867,True,False,False,False,1.5499984999999867,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,4,c02a2d6b211812805c19fc9994e1194bd6e68021962a768b6a30b32bf295907b,source_group_or_conservative_mixed,18E1,homogeneous_source_group,0,10,236.44,236.44,0,,240,-1.5499984999999867,236.44,-1.5499984999999867,True,False,False,False,1.5499984999999867,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,5,6cbdd118a10497fe0e545951c0e1f0899a7384624f6ca45f59a7aa1b369c2cd8,saved_240_control,18E2,homogeneous_source_group,0,26,240.0,240.0,0,,240,11.054003999999935,240.0,11.054003999999935,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,5,6cbdd118a10497fe0e545951c0e1f0899a7384624f6ca45f59a7aa1b369c2cd8,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,26,239.01,239.01,0,,240,10.064003999999926,239.01,10.064003999999926,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,5,6cbdd118a10497fe0e545951c0e1f0899a7384624f6ca45f59a7aa1b369c2cd8,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,26,236.44,236.44,0,,240,7.494003999999933,236.44,7.494003999999933,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,5,6cbdd118a10497fe0e545951c0e1f0899a7384624f6ca45f59a7aa1b369c2cd8,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,26,239.01,239.01,0,,240,10.064003999999926,239.01,10.064003999999926,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,6,47e81d9208c5c2d1321f94697d85453f4455fb36c5fb189877df73ba1371b69f,saved_240_control,18E2,homogeneous_source_group,0,35,240.0,240.0,0,,240,14.970002499999993,240.0,18.808002699999975,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,6,47e81d9208c5c2d1321f94697d85453f4455fb36c5fb189877df73ba1371b69f,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,35,239.01,239.01,0,,240,13.980002499999983,239.01,17.818002699999965,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,6,47e81d9208c5c2d1321f94697d85453f4455fb36c5fb189877df73ba1371b69f,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,35,236.44,236.44,0,,240,11.41000249999999,236.44,15.248002699999972,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,6,47e81d9208c5c2d1321f94697d85453f4455fb36c5fb189877df73ba1371b69f,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,35,239.01,239.01,0,,240,13.980002499999983,239.01,17.818002699999965,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,7,b7bf902fc33c3715a989306e0e9a7dd3c895896c3b7ca938d4954593e6c6c5ba,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,18,240.0,240.0,0,,240,3.440000999999995,240.0,3.440000999999995,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,7,b7bf902fc33c3715a989306e0e9a7dd3c895896c3b7ca938d4954593e6c6c5ba,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,18,239.01,239.01,0,,240,2.450000999999986,239.01,2.450000999999986,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,7,b7bf902fc33c3715a989306e0e9a7dd3c895896c3b7ca938d4954593e6c6c5ba,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,18,236.44,236.44,0,,240,-0.11999900000000707,236.44,-0.11999900000000707,True,False,False,False,0.11999900000000707,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,7,b7bf902fc33c3715a989306e0e9a7dd3c895896c3b7ca938d4954593e6c6c5ba,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,18,236.44,236.44,0,,240,-0.11999900000000707,236.44,-0.11999900000000707,True,False,False,False,0.11999900000000707,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,8,1aa27d1193f4b1cb99e5e81348663119a97fff20ff4dceb3fa28adf85f3edc37,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,240.0,240.0,0,,240,18.703002499999968,240.0,18.703002499999968,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,8,1aa27d1193f4b1cb99e5e81348663119a97fff20ff4dceb3fa28adf85f3edc37,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,239.01,239.01,0,,240,17.71300249999996,239.01,17.71300249999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,8,1aa27d1193f4b1cb99e5e81348663119a97fff20ff4dceb3fa28adf85f3edc37,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,236.44,236.44,0,,240,15.143002499999994,236.44,15.143002499999994,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,8,1aa27d1193f4b1cb99e5e81348663119a97fff20ff4dceb3fa28adf85f3edc37,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,236.44,236.44,0,,240,15.143002499999994,236.44,15.143002499999994,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,9,557b6083322b3204ef4712fcdffa6ad2b5d331ca1a6283402dd6e00d66e61680,saved_240_control,18E2,homogeneous_source_group,0,35,240.0,240.0,0,,240,12.510001640000041,240.0,12.510001640000041,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,9,557b6083322b3204ef4712fcdffa6ad2b5d331ca1a6283402dd6e00d66e61680,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,35,239.01,239.01,0,,240,11.520001640000032,239.01,11.520001640000032,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,9,557b6083322b3204ef4712fcdffa6ad2b5d331ca1a6283402dd6e00d66e61680,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,35,236.44,236.44,0,,240,8.950001640000039,236.44000000000005,8.950001640000039,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,9,557b6083322b3204ef4712fcdffa6ad2b5d331ca1a6283402dd6e00d66e61680,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,35,239.01,239.01,0,,240,11.520001640000032,239.01,11.520001640000032,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,10,4fd22766141d21b9c3aa6b21feeee2c446d85c7938d850cbce0fc4a1d800300d,saved_240_control,18E2,homogeneous_source_group,0,36,240.0,240.0,0,,240,10.801001880000001,240.0,10.801001880000001,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,10,4fd22766141d21b9c3aa6b21feeee2c446d85c7938d850cbce0fc4a1d800300d,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,36,239.01,239.01,0,,240,9.811001879999992,239.01,9.811001879999992,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,10,4fd22766141d21b9c3aa6b21feeee2c446d85c7938d850cbce0fc4a1d800300d,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,36,236.44,236.44,0,,240,7.241001879999999,236.44,7.241001879999999,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,10,4fd22766141d21b9c3aa6b21feeee2c446d85c7938d850cbce0fc4a1d800300d,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,36,239.01,239.01,0,,240,9.811001879999992,239.01,9.811001879999992,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,11,da211679fd24f535282e7ae621c0dcc71065af96a44ed04630e3932ac8142b29,saved_240_control,18E2,homogeneous_source_group,0,21,240.0,240.0,0,,240,9.840999540000041,240.0,9.840999540000041,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,11,da211679fd24f535282e7ae621c0dcc71065af96a44ed04630e3932ac8142b29,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,21,239.01,239.01,0,,240,8.850999540000032,239.01,8.850999540000032,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,11,da211679fd24f535282e7ae621c0dcc71065af96a44ed04630e3932ac8142b29,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,21,236.44,236.44,0,,240,6.280999540000039,236.44,6.280999540000039,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,base,11,da211679fd24f535282e7ae621c0dcc71065af96a44ed04630e3932ac8142b29,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,21,239.01,239.01,0,,240,8.850999540000032,239.01,8.850999540000032,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_base_result.json
c2_k10,warm,0,0a4940b4a4d9b075730a719173db0c41e9fc287a46a9738a723d5737274a5ed4,saved_240_control,18E2,homogeneous_source_group,0,35,240.0,240.0,0,,240,12.000002799999947,240.0,18.604002199999968,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,0,0a4940b4a4d9b075730a719173db0c41e9fc287a46a9738a723d5737274a5ed4,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,35,239.01,239.01,0,,240,11.010002799999938,239.01,17.61400219999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,0,0a4940b4a4d9b075730a719173db0c41e9fc287a46a9738a723d5737274a5ed4,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,35,236.44,236.44,0,,240,8.440002799999945,236.44,15.044002199999966,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,0,0a4940b4a4d9b075730a719173db0c41e9fc287a46a9738a723d5737274a5ed4,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,35,239.01,239.01,0,,240,11.010002799999938,239.01,17.61400219999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,1,42cd6663c572bc3b55e4bc7a0aa0472d064904b3f405ad27207d6f521b34f867,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,15,240.0,240.0,0,,240,0.470000500000026,240.0,0.470000500000026,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,1,42cd6663c572bc3b55e4bc7a0aa0472d064904b3f405ad27207d6f521b34f867,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,15,239.01,239.01,0,,240,-0.5199994999999831,239.01,-0.5199994999999831,True,False,False,False,0.5199994999999831,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,1,42cd6663c572bc3b55e4bc7a0aa0472d064904b3f405ad27207d6f521b34f867,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,15,236.44,236.44,0,,240,-3.0899994999999763,236.44,-3.0899994999999763,True,False,False,False,3.0899994999999763,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,1,42cd6663c572bc3b55e4bc7a0aa0472d064904b3f405ad27207d6f521b34f867,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,15,236.44,236.44,0,,240,-3.0899994999999763,236.44,-3.0899994999999763,True,False,False,False,3.0899994999999763,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,2,b431858ea77dc64e0bfb02c7b7c9cf548a3313ef93d6960baf0707864b801045,saved_240_control,18E2,homogeneous_source_group,0,26,240.0,240.0,0,,240,16.196001480000007,240.0,16.196001480000007,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,2,b431858ea77dc64e0bfb02c7b7c9cf548a3313ef93d6960baf0707864b801045,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,26,239.01,239.01,0,,240,15.206001479999998,239.01,15.206001479999998,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,2,b431858ea77dc64e0bfb02c7b7c9cf548a3313ef93d6960baf0707864b801045,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,26,236.44,236.44,0,,240,12.636001480000004,236.44,12.636001480000004,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,2,b431858ea77dc64e0bfb02c7b7c9cf548a3313ef93d6960baf0707864b801045,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,26,239.01,239.01,0,,240,15.206001479999998,239.01,15.206001479999998,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,3,4e92d6cb9f00653ab9045dd9c94dbbf2b23fd561d3023fd94d4f9b05bb42e4fe,saved_240_control,18E2,homogeneous_source_group,0,22,240.0,240.0,0,,240,14.278999039999945,240.0,14.278999039999945,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,3,4e92d6cb9f00653ab9045dd9c94dbbf2b23fd561d3023fd94d4f9b05bb42e4fe,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,22,239.01,239.01,0,,240,13.288999039999936,239.01,13.288999039999936,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,3,4e92d6cb9f00653ab9045dd9c94dbbf2b23fd561d3023fd94d4f9b05bb42e4fe,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,22,236.44,236.44,0,,240,10.718999039999943,236.44,10.718999039999943,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,3,4e92d6cb9f00653ab9045dd9c94dbbf2b23fd561d3023fd94d4f9b05bb42e4fe,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,22,239.01,239.01,0,,240,13.288999039999936,239.01,13.288999039999936,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,4,8261ee2c9eb2f87fecfa97eaf82df1145d7189727cd8cdcc9c4cac4602323818,saved_240_control,18E2,homogeneous_source_group,0,25,240.0,240.0,0,,240,10.671002600000037,240.0,10.671002600000037,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,4,8261ee2c9eb2f87fecfa97eaf82df1145d7189727cd8cdcc9c4cac4602323818,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,25,239.01,239.01,0,,240,9.681002600000028,239.01,9.681002600000028,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,4,8261ee2c9eb2f87fecfa97eaf82df1145d7189727cd8cdcc9c4cac4602323818,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,25,236.44,236.44,0,,240,7.111002600000035,236.44,7.111002600000035,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,4,8261ee2c9eb2f87fecfa97eaf82df1145d7189727cd8cdcc9c4cac4602323818,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,25,239.01,239.01,0,,240,9.681002600000028,239.01,9.681002600000028,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,5,722b96af12c01144848ffe5d86078b7b0b14c92186224e9a6b8249fab8daed7b,saved_240_control,18E2,homogeneous_source_group,0,28,240.0,240.0,0,,240,6.209000899999978,240.0,6.209000899999978,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,5,722b96af12c01144848ffe5d86078b7b0b14c92186224e9a6b8249fab8daed7b,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,28,239.01,239.01,0,,240,5.219000899999969,239.01,5.219000899999969,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,5,722b96af12c01144848ffe5d86078b7b0b14c92186224e9a6b8249fab8daed7b,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,28,236.44,236.44,0,,240,2.649000899999976,236.44,2.649000899999976,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,5,722b96af12c01144848ffe5d86078b7b0b14c92186224e9a6b8249fab8daed7b,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,28,239.01,239.01,0,,240,5.219000899999969,239.01,5.219000899999969,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,6,fedf197eedabebbf1ccae4c1fe53dd750117a84042d4be33c9aa3d4c8cea4003,saved_240_control,18E2,homogeneous_source_group,0,26,240.0,240.0,0,,240,16.48100194,240.0,16.48100194,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,6,fedf197eedabebbf1ccae4c1fe53dd750117a84042d4be33c9aa3d4c8cea4003,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,26,239.01,239.01,0,,240,15.49100193999999,239.01,15.49100193999999,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,6,fedf197eedabebbf1ccae4c1fe53dd750117a84042d4be33c9aa3d4c8cea4003,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,26,236.44,236.44,0,,240,12.921001939999996,236.44,12.921001939999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,6,fedf197eedabebbf1ccae4c1fe53dd750117a84042d4be33c9aa3d4c8cea4003,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,26,239.01,239.01,0,,240,15.49100193999999,239.01,15.49100193999999,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,7,8ba15ef4b9b4a205652d6882a368c23f6e0ff8592b20491cbd0002c7a4c2332f,saved_240_control,18E2,homogeneous_source_group,0,45,240.0,240.0,0,,240,6.8160011399999405,240.0,6.8160011399999405,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,7,8ba15ef4b9b4a205652d6882a368c23f6e0ff8592b20491cbd0002c7a4c2332f,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,45,239.01,239.01,0,,240,5.826001139999931,239.01,5.826001139999931,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,7,8ba15ef4b9b4a205652d6882a368c23f6e0ff8592b20491cbd0002c7a4c2332f,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,45,236.44,236.44,0,,240,3.2560011399999382,236.44,3.2560011399999382,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,7,8ba15ef4b9b4a205652d6882a368c23f6e0ff8592b20491cbd0002c7a4c2332f,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,45,239.01,239.01,0,,240,5.826001139999931,239.01,5.826001139999931,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,8,49b3eefbc1f6855e633bf559fcac2bbf196b70585376237245891a4814500147,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,240.0,240.0,0,,240,3.8089996000000212,240.0,3.8089996000000212,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,8,49b3eefbc1f6855e633bf559fcac2bbf196b70585376237245891a4814500147,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,239.01,239.01,0,,240,2.818999600000012,239.01,2.818999600000012,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,8,49b3eefbc1f6855e633bf559fcac2bbf196b70585376237245891a4814500147,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,236.44,236.44,0,,240,0.24899960000001897,236.44,0.24899960000001897,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,8,49b3eefbc1f6855e633bf559fcac2bbf196b70585376237245891a4814500147,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,19,236.44,236.44,0,,240,0.24899960000001897,236.44,0.24899960000001897,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,9,24e537ab3096c665699ab8fd93b8cd623a1e132377805459436f5b16f4fc6565,saved_240_control,18E1,homogeneous_source_group,0,17,240.0,240.0,0,,240,1.540001000000018,240.0,2.0,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,9,24e537ab3096c665699ab8fd93b8cd623a1e132377805459436f5b16f4fc6565,all_18E2_capacity_sensitivity,18E1,homogeneous_source_group,0,17,239.01,239.01,0,,240,0.5500010000000088,239.01,1.009999999999991,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,9,24e537ab3096c665699ab8fd93b8cd623a1e132377805459436f5b16f4fc6565,all_18E1_capacity_sensitivity,18E1,homogeneous_source_group,0,17,236.44,236.44,0,,240,-2.0199989999999843,236.44,-1.5600000000000023,True,False,False,False,2.0199989999999843,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k10,warm,9,24e537ab3096c665699ab8fd93b8cd623a1e132377805459436f5b16f4fc6565,source_group_or_conservative_mixed,18E1,homogeneous_source_group,0,17,236.44,236.44,0,,240,-2.0199989999999843,236.44,-1.5600000000000023,True,False,False,False,2.0199989999999843,outputs/research_followup_20260921/battery_rounding/sources/c2_k10_warm_result.json
c2_k15,base,0,6819ab02f0f4e46796cfcd6f6097a998479de2f4006d6e127d5ddb8ae370b4a3,saved_240_control,18E2,homogeneous_source_group,0,54,240.0,240.0,0,,240,7.700998799999894,240.0,7.700998799999894,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k15_base_result.json
c2_k15,base,0,6819ab02f0f4e46796cfcd6f6097a998479de2f4006d6e127d5ddb8ae370b4a3,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,54,239.01,239.01,0,,240,6.710998799999885,239.01,6.710998799999885,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c2_k15_base_result.json
