case,arm,route_index,route_schedule_sha256,scenario,source_groups,mapping,unmapped_trips,trip_count,battery_kwh,initial_kwh,reserve_kwh,terminal_floor_kwh,charge_kw,min_soc_kwh,max_soc_kwh,terminal_kwh,below_reserve,over_capacity,terminal_violation,frozen_schedule_valid,minimum_extra_initial_energy_kwh,source
c3_k15,warm,14,1c89a6e8fa400f769cfd9059af754fcd6d7cde24ecd74887dd287541e703b539,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,17,239.01,239.01,0,,240,1.0200015000000064,239.01,1.0200015000000064,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c3_k15_warm_result.json
c3_k15,warm,14,1c89a6e8fa400f769cfd9059af754fcd6d7cde24ecd74887dd287541e703b539,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,17,236.44,236.44,0,,240,-1.5499984999999867,236.44,-1.5499984999999867,True,False,False,False,1.5499984999999867,outputs/research_followup_20260921/battery_rounding/sources/c3_k15_warm_result.json
c3_k15,warm,14,1c89a6e8fa400f769cfd9059af754fcd6d7cde24ecd74887dd287541e703b539,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,17,236.44,236.44,0,,240,-1.5499984999999867,236.44,-1.5499984999999867,True,False,False,False,1.5499984999999867,outputs/research_followup_20260921/battery_rounding/sources/c3_k15_warm_result.json
c4_k05,base,0,3cc73796ad7af01b5c77fb22c75dedd621c26db4b7fce7f4262590d68d06d580,saved_240_control,18E1,homogeneous_source_group,0,14,240.0,240.0,0,,240,0.470000500000026,240.0,0.470000500000026,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,0,3cc73796ad7af01b5c77fb22c75dedd621c26db4b7fce7f4262590d68d06d580,all_18E2_capacity_sensitivity,18E1,homogeneous_source_group,0,14,239.01,239.01,0,,240,-0.5199994999999831,239.01,-0.5199994999999831,True,False,False,False,0.5199994999999831,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,0,3cc73796ad7af01b5c77fb22c75dedd621c26db4b7fce7f4262590d68d06d580,all_18E1_capacity_sensitivity,18E1,homogeneous_source_group,0,14,236.44,236.44,0,,240,-3.0899994999999763,236.44,-3.0899994999999763,True,False,False,False,3.0899994999999763,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,0,3cc73796ad7af01b5c77fb22c75dedd621c26db4b7fce7f4262590d68d06d580,source_group_or_conservative_mixed,18E1,homogeneous_source_group,0,14,236.44,236.44,0,,240,-3.0899994999999763,236.44,-3.0899994999999763,True,False,False,False,3.0899994999999763,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,1,0ab83daca2b228d1628675e2ca3f9d31d75c93c3b9c99607a88e2578e839ea92,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,24,240.0,240.0,0,,240,1.2400010000000066,240.0,1.2400010000000066,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,1,0ab83daca2b228d1628675e2ca3f9d31d75c93c3b9c99607a88e2578e839ea92,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,24,239.01,239.01,0,,240,0.2500009999999975,239.01,0.2500009999999975,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,1,0ab83daca2b228d1628675e2ca3f9d31d75c93c3b9c99607a88e2578e839ea92,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,24,236.44,236.44,0,,240,-2.3199989999999957,236.44,-2.3199989999999957,True,False,False,False,2.3199989999999957,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,1,0ab83daca2b228d1628675e2ca3f9d31d75c93c3b9c99607a88e2578e839ea92,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,24,236.44,236.44,0,,240,-2.3199989999999957,236.44,-2.3199989999999957,True,False,False,False,2.3199989999999957,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,2,fde7c042ca7a2af4825adb5d327349874bc14bc6a4d0eeb47820e7004008fd7b,saved_240_control,18E2,homogeneous_source_group,0,33,240.0,240.0,0,,240,14.165003100000007,240.0,14.165003100000007,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,2,fde7c042ca7a2af4825adb5d327349874bc14bc6a4d0eeb47820e7004008fd7b,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,33,239.01,239.01,0,,240,13.175003099999998,239.01,13.175003099999998,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,2,fde7c042ca7a2af4825adb5d327349874bc14bc6a4d0eeb47820e7004008fd7b,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,33,236.44,236.44,0,,240,10.605003100000005,236.44,10.605003100000005,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,2,fde7c042ca7a2af4825adb5d327349874bc14bc6a4d0eeb47820e7004008fd7b,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,33,239.01,239.01,0,,240,13.175003099999998,239.01,13.175003099999998,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,saved_240_control,18E2,homogeneous_source_group,0,22,240.0,240.0,0,,240,10.809005999999982,240.0,19.67500259999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,22,239.01,239.01,0,,240,9.819005999999973,239.01,18.68500259999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,22,236.44,236.44,0,,240,7.24900599999998,236.44,16.11500259999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,22,239.01,239.01,0,,240,9.819005999999973,239.01,18.68500259999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,4,179f598e81fcfad52c8f07395471cf74fbe9b00a915d568d884be65fdd55aa2a,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,240.0,240.0,0,,240,1.2400010000000066,240.0,10.41900290000001,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,4,179f598e81fcfad52c8f07395471cf74fbe9b00a915d568d884be65fdd55aa2a,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,239.01,239.01,0,,240,0.2500009999999975,239.01,9.4290029,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,4,179f598e81fcfad52c8f07395471cf74fbe9b00a915d568d884be65fdd55aa2a,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,236.44,236.44,0,,240,-2.3199989999999957,236.44,6.859002900000007,True,False,False,False,2.3199989999999957,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,base,4,179f598e81fcfad52c8f07395471cf74fbe9b00a915d568d884be65fdd55aa2a,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,236.44,236.44,0,,240,-2.3199989999999957,236.44,6.859002900000007,True,False,False,False,2.3199989999999957,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_base_result.json
c4_k05,warm,0,ff841b75db668f831a5bce5b7c6b0882a9fbdc8b9d761ec0d4aa60269170e613,saved_240_control,18E1,homogeneous_source_group,0,16,240.0,240.0,0,,240,0.770000500000009,240.0,1.240001000000035,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,0,ff841b75db668f831a5bce5b7c6b0882a9fbdc8b9d761ec0d4aa60269170e613,all_18E2_capacity_sensitivity,18E1,homogeneous_source_group,0,16,239.01,239.01,0,,240,-0.21999950000000013,239.01,0.2500010000000259,True,False,False,False,0.21999950000000013,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,0,ff841b75db668f831a5bce5b7c6b0882a9fbdc8b9d761ec0d4aa60269170e613,all_18E1_capacity_sensitivity,18E1,homogeneous_source_group,0,16,236.44,236.44,0,,240,-2.7899994999999933,236.44,-2.3199989999999673,True,False,False,False,2.7899994999999933,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,0,ff841b75db668f831a5bce5b7c6b0882a9fbdc8b9d761ec0d4aa60269170e613,source_group_or_conservative_mixed,18E1,homogeneous_source_group,0,16,236.44,236.44,0,,240,-2.7899994999999933,236.44,-2.3199989999999673,True,False,False,False,2.7899994999999933,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,1,9f6e689ff78e2c9ecd89a1df4535b83e5f48cae15b6fed0d2c12cdeb3f2bcb6c,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,240.0,240.0,0,,240,2.0100015000000155,240.0,10.41900290000001,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,1,9f6e689ff78e2c9ecd89a1df4535b83e5f48cae15b6fed0d2c12cdeb3f2bcb6c,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,239.01,239.01,0,,240,1.0200015000000064,239.01,9.4290029,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,1,9f6e689ff78e2c9ecd89a1df4535b83e5f48cae15b6fed0d2c12cdeb3f2bcb6c,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,236.44,236.44,0,,240,-1.5499984999999867,236.44,6.859002900000007,True,False,False,False,1.5499984999999867,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,1,9f6e689ff78e2c9ecd89a1df4535b83e5f48cae15b6fed0d2c12cdeb3f2bcb6c,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,14,236.44,236.44,0,,240,-1.5499984999999867,236.44,6.859002900000007,True,False,False,False,1.5499984999999867,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,2,17b5597719d5dc23d0fb9ea87cde7f628fd63815076d7646294a28b003e7ec7b,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,23,240.0,240.0,0,,240,0.4700004999999692,240.0,0.4700004999999692,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,2,17b5597719d5dc23d0fb9ea87cde7f628fd63815076d7646294a28b003e7ec7b,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,23,239.01,239.01,0,,240,-0.5199995000000399,239.01,-0.5199995000000399,True,False,False,False,0.5199995000000399,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,2,17b5597719d5dc23d0fb9ea87cde7f628fd63815076d7646294a28b003e7ec7b,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,23,236.44,236.44,0,,240,-3.089999500000033,236.44,-3.089999500000033,True,False,False,False,3.089999500000033,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,2,17b5597719d5dc23d0fb9ea87cde7f628fd63815076d7646294a28b003e7ec7b,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,23,236.44,236.44,0,,240,-3.089999500000033,236.44,-3.089999500000033,True,False,False,False,3.089999500000033,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,saved_240_control,18E2,homogeneous_source_group,0,22,240.0,240.0,0,,240,10.809005999999982,240.0,19.67500259999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,22,239.01,239.01,0,,240,9.819005999999973,239.01,18.68500259999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,22,236.44,236.44,0,,240,7.24900599999998,236.44,16.11500259999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,3,bbb7320f1e36f64b44010f954a94a156bf32c75342f6454ebc8436ec170369c3,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,22,239.01,239.01,0,,240,9.819005999999973,239.01,18.68500259999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,4,4b2caeb487a918d0dcd4752d7c8819afbf1923e471d6faca2e8d2a94c3e9c50f,saved_240_control,18E2,homogeneous_source_group,0,33,240.0,240.0,0,,240,12.103003599999965,240.0,12.103003599999965,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,4,4b2caeb487a918d0dcd4752d7c8819afbf1923e471d6faca2e8d2a94c3e9c50f,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,33,239.01,239.01,0,,240,11.113003599999956,239.01,11.113003599999956,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,4,4b2caeb487a918d0dcd4752d7c8819afbf1923e471d6faca2e8d2a94c3e9c50f,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,33,236.44,236.44,0,,240,8.543003599999963,236.44,8.543003599999963,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k05,warm,4,4b2caeb487a918d0dcd4752d7c8819afbf1923e471d6faca2e8d2a94c3e9c50f,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,33,239.01,239.01,0,,240,11.113003599999956,239.01,11.113003599999956,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k05_warm_result.json
c4_k08,base,0,5d332b79e41ffc9e5b019e9a698cfe7d2e7b31c26baed5fc21b3116ab9e35a56,saved_240_control,18E1,homogeneous_source_group,0,11,240.0,240.0,0,,240,2.010001500000044,240.0,2.010001500000044,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,0,5d332b79e41ffc9e5b019e9a698cfe7d2e7b31c26baed5fc21b3116ab9e35a56,all_18E2_capacity_sensitivity,18E1,homogeneous_source_group,0,11,239.01,239.01,0,,240,1.0200015000000349,239.01,1.0200015000000349,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,0,5d332b79e41ffc9e5b019e9a698cfe7d2e7b31c26baed5fc21b3116ab9e35a56,all_18E1_capacity_sensitivity,18E1,homogeneous_source_group,0,11,236.44,236.44,0,,240,-1.5499984999999583,236.44,-1.5499984999999583,True,False,False,False,1.5499984999999583,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,0,5d332b79e41ffc9e5b019e9a698cfe7d2e7b31c26baed5fc21b3116ab9e35a56,source_group_or_conservative_mixed,18E1,homogeneous_source_group,0,11,236.44,236.44,0,,240,-1.5499984999999583,236.44,-1.5499984999999583,True,False,False,False,1.5499984999999583,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,1,e0e06ec4ae4e163c2fdb434d8823fbbb55622fa5d9f300ad9a1f8fbcb4e59998,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,22,240.0,240.0,0,,240,1.2400010000000066,240.0,1.2400010000000066,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,1,e0e06ec4ae4e163c2fdb434d8823fbbb55622fa5d9f300ad9a1f8fbcb4e59998,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,22,239.01,239.01,0,,240,0.2500009999999975,239.01,0.2500009999999975,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,1,e0e06ec4ae4e163c2fdb434d8823fbbb55622fa5d9f300ad9a1f8fbcb4e59998,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,22,236.44,236.44,0,,240,-2.3199989999999957,236.44,-2.3199989999999957,True,False,False,False,2.3199989999999957,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,1,e0e06ec4ae4e163c2fdb434d8823fbbb55622fa5d9f300ad9a1f8fbcb4e59998,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,22,236.44,236.44,0,,240,-2.3199989999999957,236.44,-2.3199989999999957,True,False,False,False,2.3199989999999957,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,2,9c2a3ec6ef321aff783b94d12439d81e4d74edad9307939370c3e9a0d6eb6015,saved_240_control,18E2,homogeneous_source_group,0,27,240.0,240.0,0,,240,21.49100133999997,240.0,21.49100133999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,2,9c2a3ec6ef321aff783b94d12439d81e4d74edad9307939370c3e9a0d6eb6015,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,27,239.01,239.01,0,,240,20.50100133999996,239.01,20.50100133999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,2,9c2a3ec6ef321aff783b94d12439d81e4d74edad9307939370c3e9a0d6eb6015,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,27,236.44,236.44,0,,240,17.931001339999966,236.44,17.931001339999966,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,2,9c2a3ec6ef321aff783b94d12439d81e4d74edad9307939370c3e9a0d6eb6015,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,27,239.01,239.01,0,,240,20.50100133999996,239.01,20.50100133999996,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,3,a65e42d38ea4af9fca29c84fe5ab53b86f020a6a619db10a39fe9b6ca6218a38,saved_240_control,18E2,homogeneous_source_group,0,27,240.0,240.0,0,,240,11.986002800000023,240.0,11.986002800000023,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,3,a65e42d38ea4af9fca29c84fe5ab53b86f020a6a619db10a39fe9b6ca6218a38,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,27,239.01,239.01,0,,240,10.996002800000014,239.01,10.996002800000014,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,3,a65e42d38ea4af9fca29c84fe5ab53b86f020a6a619db10a39fe9b6ca6218a38,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,27,236.44,236.44,0,,240,8.42600280000002,236.44,8.42600280000002,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,3,a65e42d38ea4af9fca29c84fe5ab53b86f020a6a619db10a39fe9b6ca6218a38,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,27,239.01,239.01,0,,240,10.996002800000014,239.01,10.996002800000014,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,4,9dd9ec27cd07b80bfacb27a55bf9a5d404e0a057c9b2d6b6c126cd5f0c493941,saved_240_control,18E1;18E2,mixed_source_groups_conservative_18E1,0,20,240.0,240.0,0,,240,4.245999699999999,240.0,28.156002399999977,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,4,9dd9ec27cd07b80bfacb27a55bf9a5d404e0a057c9b2d6b6c126cd5f0c493941,all_18E2_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,20,239.01,239.01,0,,240,3.2559996999999896,239.01,27.166002399999968,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,4,9dd9ec27cd07b80bfacb27a55bf9a5d404e0a057c9b2d6b6c126cd5f0c493941,all_18E1_capacity_sensitivity,18E1;18E2,mixed_source_groups_conservative_18E1,0,20,236.44,236.44,0,,240,0.6859996999999964,236.44,24.596002399999975,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,4,9dd9ec27cd07b80bfacb27a55bf9a5d404e0a057c9b2d6b6c126cd5f0c493941,source_group_or_conservative_mixed,18E1;18E2,mixed_source_groups_conservative_18E1,0,20,236.44,236.44,0,,240,0.6859996999999964,236.44,24.596002399999975,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,5,bdc1360c8e53e0e997f6c3295a711d0639832c4659c18fc5c612f907ef7d6ab2,saved_240_control,18E2,homogeneous_source_group,0,31,240.0,240.0,0,,240,11.886002299999973,240.0,11.886002299999973,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,5,bdc1360c8e53e0e997f6c3295a711d0639832c4659c18fc5c612f907ef7d6ab2,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,31,239.01,239.01,0,,240,10.896002299999964,239.01,10.896002299999964,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,5,bdc1360c8e53e0e997f6c3295a711d0639832c4659c18fc5c612f907ef7d6ab2,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,31,236.44,236.44,0,,240,8.32600229999997,236.44,8.32600229999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,5,bdc1360c8e53e0e997f6c3295a711d0639832c4659c18fc5c612f907ef7d6ab2,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,31,239.01,239.01,0,,240,10.896002299999964,239.01,10.896002299999964,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,6,5bce67f8a82ce61f87891b4b990b1ad321403965d0f89b63d4b25365ff399458,saved_240_control,18E1,homogeneous_source_group,0,16,240.0,240.0,0,,240,0.770000500000009,240.0,1.240001000000035,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,6,5bce67f8a82ce61f87891b4b990b1ad321403965d0f89b63d4b25365ff399458,all_18E2_capacity_sensitivity,18E1,homogeneous_source_group,0,16,239.01,239.01,0,,240,-0.21999950000000013,239.01,0.2500010000000259,True,False,False,False,0.21999950000000013,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,6,5bce67f8a82ce61f87891b4b990b1ad321403965d0f89b63d4b25365ff399458,all_18E1_capacity_sensitivity,18E1,homogeneous_source_group,0,16,236.44,236.44,0,,240,-2.7899994999999933,236.44,-2.3199989999999673,True,False,False,False,2.7899994999999933,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,6,5bce67f8a82ce61f87891b4b990b1ad321403965d0f89b63d4b25365ff399458,source_group_or_conservative_mixed,18E1,homogeneous_source_group,0,16,236.44,236.44,0,,240,-2.7899994999999933,236.44,-2.3199989999999673,True,False,False,False,2.7899994999999933,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,7,6a4d313a0be59353b519264b7a4cfecd314aaa31419cb76ca2490e67e7b2d233,saved_240_control,18E2,homogeneous_source_group,0,29,240.0,240.0,0,,240,11.444004199999966,240.0,11.444004199999966,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,7,6a4d313a0be59353b519264b7a4cfecd314aaa31419cb76ca2490e67e7b2d233,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,29,239.01,239.01,0,,240,10.454004199999957,239.01,10.454004199999957,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,7,6a4d313a0be59353b519264b7a4cfecd314aaa31419cb76ca2490e67e7b2d233,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,29,236.44,236.44,0,,240,7.884004199999964,236.44,7.884004199999964,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,7,6a4d313a0be59353b519264b7a4cfecd314aaa31419cb76ca2490e67e7b2d233,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,29,239.01,239.01,0,,240,10.454004199999957,239.01,10.454004199999957,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,8,b260996e70c89e9192492feb49e3390ac5e3ee75d7f5f425a9f57d1f0dfedd8a,saved_240_control,18E2,homogeneous_source_group,0,36,240.0,240.0,0,,240,11.742001740000006,240.0,11.742001740000006,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,8,b260996e70c89e9192492feb49e3390ac5e3ee75d7f5f425a9f57d1f0dfedd8a,all_18E2_capacity_sensitivity,18E2,homogeneous_source_group,0,36,239.01,239.01,0,,240,10.752001739999997,239.01,10.752001739999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,8,b260996e70c89e9192492feb49e3390ac5e3ee75d7f5f425a9f57d1f0dfedd8a,all_18E1_capacity_sensitivity,18E2,homogeneous_source_group,0,36,236.44,236.44,0,,240,8.182001740000004,236.44,8.182001740000004,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,base,8,b260996e70c89e9192492feb49e3390ac5e3ee75d7f5f425a9f57d1f0dfedd8a,source_group_or_conservative_mixed,18E2,homogeneous_source_group,0,36,239.01,239.01,0,,240,10.752001739999997,239.01,10.752001739999997,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_base_result.json
c4_k08,warm,0,7fc52b164da20d3fdfebca10fee3d976fb2c1328728b4b1880bf41330d960e0c,saved_240_control,18E1,homogeneous_source_group,0,12,240.0,240.0,0,,240,1.2400010000000066,240.0,1.2400010000000066,False,False,False,True,0,outputs/research_followup_20260921/battery_rounding/sources/c4_k08_warm_result.json
