case,arm,route_index,event,node,time_min,soc_240_kwh
c1_k05,base,0,initial,PARX_0,0.0,240.0
c1_k05,base,0,deadhead_arrival,6,,232.2
c1_k05,base,0,service_end,6,451,189.7
c1_k05,base,0,deadhead_arrival,2190L_0,451.0,189.7
c1_k05,base,0,charge_block_end,2190L_0,458.5,217.5
c1_k05,base,0,deadhead_arrival,14,458.5,217.5
c1_k05,base,0,service_end,14,519,175.7700005
c1_k05,base,0,deadhead_arrival,21,519.0,175.7700005
c1_k05,base,0,service_end,21,582,133.2700005
c1_k05,base,0,deadhead_arrival,2190L_0,582.0,133.2700005
c1_k05,base,0,charge_block_end,2190L_0,589.5,162.5
c1_k05,base,0,deadhead_arrival,29,589.5,162.5
c1_k05,base,0,service_end,29,647,120.77000050000001
c1_k05,base,0,deadhead_arrival,38,647.0,120.77000050000001
c1_k05,base,0,service_end,38,709,78.27000050000001
c1_k05,base,0,deadhead_arrival,2190L_0,709.0,78.27000050000001
c1_k05,base,0,charge_block_end,2190L_0,720.0,122.27000050000001
c1_k05,base,0,charge_block_end,2190L_0,725.25,142.5
c1_k05,base,0,deadhead_arrival,49,725.25,142.5
c1_k05,base,0,service_end,49,787,100.77000050000001
c1_k05,base,0,deadhead_arrival,57,787.0,100.77000050000001
c1_k05,base,0,service_end,57,850,58.27000050000001
c1_k05,base,0,deadhead_arrival,2190L_0,850.0,58.27000050000001
c1_k05,base,0,charge_block_end,2190L_0,858.125,90.00000000000001
c1_k05,base,0,deadhead_arrival,63,858.125,90.00000000000001
c1_k05,base,0,service_end,63,920,48.270000500000016
c1_k05,base,0,deadhead_arrival,71,920.0,48.270000500000016
c1_k05,base,0,service_end,71,986,5.770000500000016
c1_k05,base,0,deadhead_arrival,2190L_0,986.0,5.770000500000016
c1_k05,base,0,charge_block_end,2190L_0,998.5,55.000000000000014
c1_k05,base,0,deadhead_arrival,81,998.5,55.000000000000014
c1_k05,base,0,service_end,81,1060,13.270000500000016
c1_k05,base,0,deadhead_arrival,4808_0,1060.0,13.270000500000016
c1_k05,base,0,charge_block_end,4808_0,1080.0,93.27000050000001
c1_k05,base,0,charge_block_end,4808_0,1096.25,157.5
c1_k05,base,0,deadhead_arrival,94,1096.25,157.5
c1_k05,base,0,service_end,94,1249,115.0
c1_k05,base,0,deadhead_arrival,97,1249.0,115.0
c1_k05,base,0,service_end,97,1325,73.27000050000001
c1_k05,base,0,deadhead_arrival,100,1325.0,73.27000050000001
c1_k05,base,0,service_end,100,1387,30.77000050000001
c1_k05,base,0,deadhead_arrival,PARX_0,1406.0,2.770000500000009
c1_k05,base,1,initial,PARX_0,0.0,240.0
c1_k05,base,1,deadhead_arrival,1,,232.2
c1_k05,base,1,service_end,1,387,189.7
c1_k05,base,1,deadhead_arrival,7,387.0,189.7
c1_k05,base,1,service_end,7,455,147.9700005
c1_k05,base,1,deadhead_arrival,15,455.0,147.9700005
c1_k05,base,1,service_end,15,522,105.4700005
c1_k05,base,1,deadhead_arrival,2190L_0,522.0,105.4700005
c1_k05,base,1,charge_block_end,2190L_0,538.875,170.0
c1_k05,base,1,deadhead_arrival,23,538.875,170.0
c1_k05,base,1,service_end,23,597,128.2700005
c1_k05,base,1,deadhead_arrival,30,597.0,128.2700005
c1_k05,base,1,service_end,30,659,85.77000050000001
c1_k05,base,1,deadhead_arrival,40,659.0,85.77000050000001
c1_k05,base,1,service_end,40,727,44.04000100000001
c1_k05,base,1,deadhead_arrival,50,727.0,44.04000100000001
c1_k05,base,1,service_end,50,789,1.5400010000000108
c1_k05,base,1,deadhead_arrival,2190L_0,789.0,1.5400010000000108
c1_k05,base,1,charge_block_end,2190L_0,839.0,200.00000000000003
c1_k05,base,1,deadhead_arrival,60,839.0,200.00000000000003
c1_k05,base,1,service_end,60,899,158.27000050000004
c1_k05,base,1,deadhead_arrival,69,899.0,158.27000050000004
c1_k05,base,1,service_end,69,964,115.77000050000004
c1_k05,base,1,deadhead_arrival,80,964.0,115.77000050000004
c1_k05,base,1,service_end,80,1041,74.04000100000005
c1_k05,base,1,deadhead_arrival,86,1041.0,74.04000100000005
c1_k05,base,1,service_end,86,1102,31.540001000000046
c1_k05,base,1,deadhead_arrival,PARX_0,1121.0,3.5400010000000464
c1_k05,base,2,initial,PARX_0,0.0,240.0
c1_k05,base,2,deadhead_arrival,5,,237.2
c1_k05,base,2,service_end,5,421,214.85900039999999
c1_k05,base,2,deadhead_arrival,9,421.0,214.85900039999999
c1_k05,base,2,service_end,9,457,193.53100129999999
c1_k05,base,2,deadhead_arrival,13,457.0,193.53100129999999
c1_k05,base,2,service_end,13,494,171.19000169999998
c1_k05,base,2,deadhead_arrival,18,494.0,171.19000169999998
c1_k05,base,2,service_end,18,527,149.86200259999998
c1_k05,base,2,deadhead_arrival,22,527.0,149.86200259999998
c1_k05,base,2,service_end,22,563,127.52100299999998
c1_k05,base,2,deadhead_arrival,3127L_0,563.0,127.52100299999998
c1_k05,base,2,charge_block_end,3127L_0,586.125,215.0
c1_k05,base,2,deadhead_arrival,28,586.125,215.0
c1_k05,base,2,service_end,28,617,193.6720009
c1_k05,base,2,deadhead_arrival,34,617.0,193.6720009
c1_k05,base,2,service_end,34,648,173.4910011
c1_k05,base,2,deadhead_arrival,37,648.0,173.4910011
c1_k05,base,2,service_end,37,677,153.6290016
c1_k05,base,2,deadhead_arrival,41,677.0,153.6290016
c1_k05,base,2,service_end,41,694,143.3500013
c1_k05,base,2,deadhead_arrival,44,694.0,143.3500013
c1_k05,base,2,service_end,44,717,133.0840015
c1_k05,base,2,deadhead_arrival,47,717.0,133.0840015
c1_k05,base,2,service_end,47,733,123.51300140000001
c1_k05,base,2,deadhead_arrival,51,733.0,123.51300140000001
c1_k05,base,2,service_end,51,747,114.22300144
c1_k05,base,2,deadhead_arrival,53,747.0,114.22300144
c1_k05,base,2,service_end,53,773,97.05600164
c1_k05,base,2,deadhead_arrival,56,773.0,97.05600164
c1_k05,base,2,service_end,56,807,80.64600184
c1_k05,base,2,deadhead_arrival,58,807.0,80.64600184
c1_k05,base,2,service_end,58,842,58.30500223999999
c1_k05,base,2,deadhead_arrival,3127L_0,842.0,58.30500223999999
c1_k05,base,2,charge_block_end,3127L_0,855.75,102.5
c1_k05,base,2,deadhead_arrival,62,855.75,102.5
c1_k05,base,2,service_end,62,887,81.1720009
c1_k05,base,2,deadhead_arrival,66,887.0,81.1720009
c1_k05,base,2,service_end,66,904,68.7850008
c1_k05,base,2,deadhead_arrival,70,904.0,68.7850008
c1_k05,base,2,service_end,70,927,56.44300080000001
c1_k05,base,2,deadhead_arrival,73,927.0,56.44300080000001
c1_k05,base,2,service_end,73,963,34.102001200000004
c1_k05,base,2,deadhead_arrival,77,963.0,34.102001200000004
c1_k05,base,2,service_end,77,997,14.240001700000004
c1_k05,base,2,deadhead_arrival,84,997.0,14.240001700000004
c1_k05,base,2,service_end,84,1034,3.9610014000000042
c1_k05,base,2,deadhead_arrival,JON_A_0,1034.0,3.9610014000000042
c1_k05,base,2,charge_block_end,JON_A_0,1080.0,187.96100140000001
c1_k05,base,2,charge_block_end,JON_A_0,1091.5,230.00000000000003
c1_k05,base,2,deadhead_arrival,90,1100.5,218.40000000000003
c1_k05,base,2,service_end,90,1147,198.21900020000004
c1_k05,base,2,deadhead_arrival,92,1147.0,198.21900020000004
c1_k05,base,2,service_end,92,1182,176.89100110000004
c1_k05,base,2,deadhead_arrival,93,1182.0,176.89100110000004
c1_k05,base,2,service_end,93,1208,158.25300060000004
c1_k05,base,2,deadhead_arrival,95,1208.0,158.25300060000004
c1_k05,base,2,service_end,95,1242,139.94700080000004
c1_k05,base,2,deadhead_arrival,96,1242.0,139.94700080000004
c1_k05,base,2,service_end,96,1275,117.60600120000004
c1_k05,base,2,deadhead_arrival,98,1275.0,117.60600120000004
c1_k05,base,2,service_end,98,1332,96.27800210000004
c1_k05,base,2,deadhead_arrival,99,1332.0,96.27800210000004
c1_k05,base,2,service_end,99,1356,77.64000160000003
c1_k05,base,2,deadhead_arrival,101,1356.0,77.64000160000003
c1_k05,base,2,service_end,101,1392,59.33400180000004
c1_k05,base,2,deadhead_arrival,102,1392.0,59.33400180000004
c1_k05,base,2,service_end,102,1423,36.993002200000035
c1_k05,base,2,deadhead_arrival,103,1423.0,36.993002200000035
c1_k05,base,2,service_end,103,1452,15.665003100000035
c1_k05,base,2,deadhead_arrival,PARX_0,1457.0,12.865003100000035
c1_k05,base,3,initial,PARX_0,0.0,240.0
c1_k05,base,3,deadhead_arrival,3,,219.2
c1_k05,base,3,service_end,3,387,197.8720009
c1_k05,base,3,deadhead_arrival,11,387.0,197.8720009
c1_k05,base,3,service_end,11,474,175.53100129999999
c1_k05,base,3,deadhead_arrival,16,474.0,175.53100129999999
c1_k05,base,3,service_end,16,507,154.2030022
c1_k05,base,3,deadhead_arrival,19,507.0,154.2030022
c1_k05,base,3,service_end,19,534,135.56500169999998
c1_k05,base,3,deadhead_arrival,24,534.0,135.56500169999998
c1_k05,base,3,service_end,24,567,117.25900189999999
c1_k05,base,3,deadhead_arrival,26,567.0,117.25900189999999
c1_k05,base,3,service_end,26,593,100.09200209999999
c1_k05,base,3,deadhead_arrival,32,593.0,100.09200209999999
c1_k05,base,3,service_end,32,627,83.6820023
c1_k05,base,3,deadhead_arrival,35,627.0,83.6820023
c1_k05,base,3,service_end,35,643,74.1110022
c1_k05,base,3,deadhead_arrival,36,643.0,74.1110022
c1_k05,base,3,service_end,36,657,64.82100224
c1_k05,base,3,deadhead_arrival,39,657.0,64.82100224
c1_k05,base,3,service_end,39,683,47.65400244
c1_k05,base,3,deadhead_arrival,7880C_0,683.0,47.65400244
c1_k05,base,3,charge_block_end,7880C_0,691.75,72.5
c1_k05,base,3,deadhead_arrival,43,691.75,72.5
c1_k05,base,3,service_end,43,717,56.0900002
c1_k05,base,3,deadhead_arrival,46,717.0,56.0900002
c1_k05,base,3,service_end,46,748,35.9090004
c1_k05,base,3,deadhead_arrival,54,748.0,35.9090004
c1_k05,base,3,service_end,54,777,16.047000899999997
c1_k05,base,3,deadhead_arrival,7880C_0,785.0,5.247000899999996
c1_k05,base,3,charge_block_end,7880C_0,840.0,225.2470009
c1_k05,base,3,charge_block_end,7880C_0,842.5,230.0
c1_k05,base,3,deadhead_arrival,61,842.5,230.0
c1_k05,base,3,service_end,61,867,213.5900002
c1_k05,base,3,deadhead_arrival,64,867.0,213.5900002
c1_k05,base,3,service_end,64,896,194.9519997
c1_k05,base,3,deadhead_arrival,68,896.0,194.9519997
c1_k05,base,3,service_end,68,927,176.6459999
c1_k05,base,3,deadhead_arrival,74,927.0,176.6459999
c1_k05,base,3,service_end,74,943,167.0749998
c1_k05,base,3,deadhead_arrival,76,943.0,167.0749998
c1_k05,base,3,service_end,76,957,157.78499984
c1_k05,base,3,deadhead_arrival,78,967.0,141.58499984000002
c1_k05,base,3,service_end,78,991,117.69699934000002
c1_k05,base,3,deadhead_arrival,83,1002.0,95.89699934000002
c1_k05,base,3,service_end,83,1034,73.66499894000002
c1_k05,base,3,deadhead_arrival,85,1040.0,69.86499894000002
c1_k05,base,3,service_end,85,1057,59.59899914000002
c1_k05,base,3,deadhead_arrival,87,1057.0,59.59899914000002
c1_k05,base,3,service_end,87,1088,39.41799934000002
c1_k05,base,3,deadhead_arrival,89,1088.0,39.41799934000002
c1_k05,base,3,service_end,89,1117,19.555999840000023
c1_k05,base,3,deadhead_arrival,PARX_0,1122.0,16.755999840000023
c1_k05,base,4,initial,PARX_0,0.0,240.0
c1_k05,base,4,deadhead_arrival,0,,227.2
c1_k05,base,4,service_end,0,342,214.85799999999998
c1_k05,base,4,deadhead_arrival,2,342.0,214.85799999999998
c1_k05,base,4,service_end,2,375,192.51700039999997
c1_k05,base,4,deadhead_arrival,4,375.0,192.51700039999997
c1_k05,base,4,service_end,4,407,171.18900129999997
c1_k05,base,4,deadhead_arrival,8,407.0,171.18900129999997
c1_k05,base,4,service_end,8,422,158.80200119999998
c1_k05,base,4,deadhead_arrival,10,422.0,158.80200119999998
c1_k05,base,4,service_end,10,447,146.46000119999997
c1_k05,base,4,deadhead_arrival,12,447.0,146.46000119999997
c1_k05,base,4,service_end,12,481,126.27900139999997
c1_k05,base,4,deadhead_arrival,17,481.0,126.27900139999997
c1_k05,base,4,service_end,17,517,106.41700189999997
c1_k05,base,4,deadhead_arrival,20,517.0,106.41700189999997
c1_k05,base,4,service_end,20,548,86.23600209999998
c1_k05,base,4,deadhead_arrival,25,548.0,86.23600209999998
c1_k05,base,4,service_end,25,577,66.37400259999998
c1_k05,base,4,deadhead_arrival,27,577.0,66.37400259999998
c1_k05,base,4,service_end,27,594,56.09500229999998
c1_k05,base,4,deadhead_arrival,31,594.0,56.09500229999998
c1_k05,base,4,service_end,31,617,43.753002299999984
c1_k05,base,4,deadhead_arrival,33,617.0,43.753002299999984
c1_k05,base,4,service_end,33,653,21.412002699999984
c1_k05,base,4,deadhead_arrival,3127L_0,653.0,21.412002699999984
c1_k05,base,4,charge_block_end,3127L_0,660.0,49.41200269999999
c1_k05,base,4,charge_block_end,3127L_0,678.0,109.99999999999999
c1_k05,base,4,deadhead_arrival,42,678.0,109.99999999999999
c1_k05,base,4,service_end,42,707,88.67200089999999
c1_k05,base,4,deadhead_arrival,45,707.0,88.67200089999999
c1_k05,base,4,service_end,45,722,76.28500079999999
c1_k05,base,4,deadhead_arrival,48,722.0,76.28500079999999
c1_k05,base,4,service_end,48,737,66.01900099999999
c1_k05,base,4,deadhead_arrival,52,737.0,66.01900099999999
c1_k05,base,4,service_end,52,772,43.678001399999985
c1_k05,base,4,deadhead_arrival,55,772.0,43.678001399999985
c1_k05,base,4,service_end,55,807,22.350002299999986
c1_k05,base,4,deadhead_arrival,59,807.0,22.350002299999986
c1_k05,base,4,service_end,59,833,5.183002499999986
c1_k05,base,4,deadhead_arrival,7880C_0,833.0,5.183002499999986
c1_k05,base,4,charge_block_end,7880C_0,840.0,33.183002499999986
c1_k05,base,4,charge_block_end,7880C_0,864.875,127.49999999999999
c1_k05,base,4,deadhead_arrival,65,872.875,116.69999999999999
c1_k05,base,4,service_end,65,899,96.63399999999999
c1_k05,base,4,deadhead_arrival,67,899.0,96.63399999999999
c1_k05,base,4,service_end,67,927,76.77200049999999
c1_k05,base,4,deadhead_arrival,72,927.0,76.77200049999999
c1_k05,base,4,service_end,72,944,56.70600049999999
c1_k05,base,4,deadhead_arrival,75,944.0,56.70600049999999
c1_k05,base,4,service_end,75,977,35.37800139999999
c1_k05,base,4,deadhead_arrival,79,977.0,35.37800139999999
c1_k05,base,4,service_end,79,994,25.099001099999988
c1_k05,base,4,deadhead_arrival,82,994.0,25.099001099999988
c1_k05,base,4,service_end,82,1017,14.833001299999989
c1_k05,base,4,deadhead_arrival,PARX_1,1022.0,12.033001299999988
c1_k05,base,4,charge_block_end,PARX_1,1047.625,102.5
c1_k05,base,4,deadhead_arrival,88,1054.625,94.7
c1_k05,base,4,service_end,88,1121,52.2
c1_k05,base,4,deadhead_arrival,91,1121.0,52.2
c1_k05,base,4,service_end,91,1185,10.470000500000005
c1_k05,base,4,deadhead_arrival,PARX_0,1192.0,2.670000500000005
c1_k05,warm,0,initial,PARX_0,0.0,240.0
c1_k05,warm,0,deadhead_arrival,1,,232.2
c1_k05,warm,0,service_end,1,387,189.7
c1_k05,warm,0,deadhead_arrival,7,387.0,189.7
c1_k05,warm,0,service_end,7,455,147.9700005
c1_k05,warm,0,deadhead_arrival,15,455.0,147.9700005
c1_k05,warm,0,service_end,15,522,105.4700005
c1_k05,warm,0,deadhead_arrival,2190L_0,522.0,105.4700005
c1_k05,warm,0,charge_block_end,2190L_0,538.875,170.0
c1_k05,warm,0,deadhead_arrival,23,538.875,170.0
c1_k05,warm,0,service_end,23,597,128.2700005
c1_k05,warm,0,deadhead_arrival,30,597.0,128.2700005
c1_k05,warm,0,service_end,30,659,85.77000050000001
c1_k05,warm,0,deadhead_arrival,40,659.0,85.77000050000001
c1_k05,warm,0,service_end,40,727,44.04000100000001
c1_k05,warm,0,deadhead_arrival,50,727.0,44.04000100000001
c1_k05,warm,0,service_end,50,789,1.5400010000000108
c1_k05,warm,0,deadhead_arrival,2190L_0,789.0,1.5400010000000108
c1_k05,warm,0,charge_block_end,2190L_0,839.0,200.00000000000003
c1_k05,warm,0,deadhead_arrival,60,839.0,200.00000000000003
c1_k05,warm,0,service_end,60,899,158.27000050000004
c1_k05,warm,0,deadhead_arrival,69,899.0,158.27000050000004
c1_k05,warm,0,service_end,69,964,115.77000050000004
c1_k05,warm,0,deadhead_arrival,80,964.0,115.77000050000004
c1_k05,warm,0,service_end,80,1041,74.04000100000005
c1_k05,warm,0,deadhead_arrival,86,1041.0,74.04000100000005
c1_k05,warm,0,service_end,86,1102,31.540001000000046
c1_k05,warm,0,deadhead_arrival,PARX_0,1121.0,3.5400010000000464
c1_k05,warm,1,initial,PARX_0,0.0,240.0
c1_k05,warm,1,deadhead_arrival,6,,232.2
c1_k05,warm,1,service_end,6,451,189.7
c1_k05,warm,1,deadhead_arrival,14,451.0,189.7
c1_k05,warm,1,service_end,14,519,147.9700005
c1_k05,warm,1,deadhead_arrival,21,519.0,147.9700005
c1_k05,warm,1,service_end,21,582,105.4700005
c1_k05,warm,1,deadhead_arrival,29,582.0,105.4700005
c1_k05,warm,1,service_end,29,647,63.740001
c1_k05,warm,1,deadhead_arrival,38,647.0,63.740001
c1_k05,warm,1,service_end,38,709,21.240001
c1_k05,warm,1,deadhead_arrival,2190L_0,709.0,21.240001
c1_k05,warm,1,charge_block_end,2190L_0,720.0,65.240001
c1_k05,warm,1,charge_block_end,2190L_0,728.375,95.0
c1_k05,warm,1,deadhead_arrival,49,728.375,95.0
c1_k05,warm,1,service_end,49,787,53.2700005
c1_k05,warm,1,deadhead_arrival,4808_0,787.0,53.2700005
c1_k05,warm,1,charge_block_end,4808_0,793.25,77.5
c1_k05,warm,1,deadhead_arrival,57,793.25,77.5
c1_k05,warm,1,service_end,57,850,35.0
c1_k05,warm,1,deadhead_arrival,2190L_0,850.0,35.0
c1_k05,warm,1,charge_block_end,2190L_0,858.75,70.0
c1_k05,warm,1,deadhead_arrival,63,858.75,70.0
c1_k05,warm,1,service_end,63,920,28.270000500000002
c1_k05,warm,1,deadhead_arrival,4808_0,920.0,28.270000500000002
c1_k05,warm,1,charge_block_end,4808_0,926.25,52.5
c1_k05,warm,1,deadhead_arrival,71,926.25,52.5
c1_k05,warm,1,service_end,71,986,10.0
c1_k05,warm,1,deadhead_arrival,2190L_0,986.0,10.0
c1_k05,warm,1,charge_block_end,2190L_0,996.0,50.0
c1_k05,warm,1,deadhead_arrival,81,996.0,50.0
c1_k05,warm,1,service_end,81,1060,8.270000500000002
c1_k05,warm,1,deadhead_arrival,PARX_0,1067.0,0.47000050000000204
c1_k05,warm,2,initial,PARX_0,0.0,240.0
c1_k05,warm,2,deadhead_arrival,3,,219.2
c1_k05,warm,2,service_end,3,387,197.8720009
c1_k05,warm,2,deadhead_arrival,5,387.0,197.8720009
c1_k05,warm,2,service_end,5,421,175.53100129999999
c1_k05,warm,2,deadhead_arrival,9,421.0,175.53100129999999
c1_k05,warm,2,service_end,9,457,154.2030022
c1_k05,warm,2,deadhead_arrival,13,457.0,154.2030022
c1_k05,warm,2,service_end,13,494,131.86200259999998
c1_k05,warm,2,deadhead_arrival,18,494.0,131.86200259999998
c1_k05,warm,2,service_end,18,527,110.53400349999998
c1_k05,warm,2,deadhead_arrival,22,527.0,110.53400349999998
c1_k05,warm,2,service_end,22,563,88.19300389999998
c1_k05,warm,2,deadhead_arrival,3127L_0,563.0,88.19300389999998
c1_k05,warm,2,charge_block_end,3127L_0,588.0,182.5
c1_k05,warm,2,deadhead_arrival,28,588.0,182.5
c1_k05,warm,2,service_end,28,617,161.1720009
c1_k05,warm,2,deadhead_arrival,34,617.0,161.1720009
c1_k05,warm,2,service_end,34,648,140.9910011
c1_k05,warm,2,deadhead_arrival,37,648.0,140.9910011
c1_k05,warm,2,service_end,37,677,121.12900160000001
c1_k05,warm,2,deadhead_arrival,41,677.0,121.12900160000001
c1_k05,warm,2,service_end,41,694,110.8500013
c1_k05,warm,2,deadhead_arrival,44,694.0,110.8500013
c1_k05,warm,2,service_end,44,717,100.5840015
c1_k05,warm,2,deadhead_arrival,47,717.0,100.5840015
c1_k05,warm,2,service_end,47,733,91.01300140000001
c1_k05,warm,2,deadhead_arrival,51,733.0,91.01300140000001
c1_k05,warm,2,service_end,51,747,81.72300144
c1_k05,warm,2,deadhead_arrival,53,747.0,81.72300144
c1_k05,warm,2,service_end,53,773,64.55600164
c1_k05,warm,2,deadhead_arrival,7880C_0,773.0,64.55600164
c1_k05,warm,2,charge_block_end,7880C_0,780.0,92.55600164
c1_k05,warm,2,charge_block_end,7880C_0,784.875,102.5
c1_k05,warm,2,deadhead_arrival,56,784.875,102.5
c1_k05,warm,2,service_end,56,807,86.09000019999999
c1_k05,warm,2,deadhead_arrival,58,807.0,86.09000019999999
c1_k05,warm,2,service_end,58,842,63.74900059999999
c1_k05,warm,2,deadhead_arrival,3127L_0,842.0,63.74900059999999
c1_k05,warm,2,charge_block_end,3127L_0,855.75,117.49999999999999
c1_k05,warm,2,deadhead_arrival,62,855.75,117.49999999999999
c1_k05,warm,2,service_end,62,887,96.17200089999999
c1_k05,warm,2,deadhead_arrival,66,887.0,96.17200089999999
c1_k05,warm,2,service_end,66,904,83.78500079999999
c1_k05,warm,2,deadhead_arrival,70,904.0,83.78500079999999
c1_k05,warm,2,service_end,70,927,71.4430008
c1_k05,warm,2,deadhead_arrival,74,927.0,71.4430008
c1_k05,warm,2,service_end,74,943,61.872000699999994
c1_k05,warm,2,deadhead_arrival,76,943.0,61.872000699999994
c1_k05,warm,2,service_end,76,957,52.58200074
c1_k05,warm,2,deadhead_arrival,78,967.0,36.382000739999995
c1_k05,warm,2,service_end,78,991,12.494000239999995
c1_k05,warm,2,deadhead_arrival,PARX_1,998.5,4.894000239999995
c1_k05,warm,2,charge_block_end,PARX_1,1020.0,88.89400024
c1_k05,warm,2,charge_block_end,PARX_1,1057.75,235.0
c1_k05,warm,2,deadhead_arrival,88,1064.75,227.2
c1_k05,warm,2,service_end,88,1121,184.7
c1_k05,warm,2,deadhead_arrival,91,1121.0,184.7
c1_k05,warm,2,service_end,91,1185,142.9700005
c1_k05,warm,2,deadhead_arrival,94,1185.0,142.9700005
c1_k05,warm,2,service_end,94,1249,100.4700005
c1_k05,warm,2,deadhead_arrival,97,1249.0,100.4700005
c1_k05,warm,2,service_end,97,1325,58.740001
c1_k05,warm,2,deadhead_arrival,100,1325.0,58.740001
c1_k05,warm,2,service_end,100,1387,16.240001
c1_k05,warm,2,deadhead_arrival,2190L_0,1387.0,16.240001
c1_k05,warm,2,charge_block_end,2190L_0,1391.375,30.0
c1_k05,warm,2,deadhead_arrival,PARX_0,1410.375,2.0
c1_k05,warm,3,initial,PARX_0,0.0,240.0
c1_k05,warm,3,deadhead_arrival,11,,237.2
c1_k05,warm,3,service_end,11,474,214.85900039999999
c1_k05,warm,3,deadhead_arrival,16,474.0,214.85900039999999
c1_k05,warm,3,service_end,16,507,193.53100129999999
c1_k05,warm,3,deadhead_arrival,19,507.0,193.53100129999999
c1_k05,warm,3,service_end,19,534,174.89300079999998
c1_k05,warm,3,deadhead_arrival,24,534.0,174.89300079999998
c1_k05,warm,3,service_end,24,567,156.587001
c1_k05,warm,3,deadhead_arrival,26,567.0,156.587001
c1_k05,warm,3,service_end,26,593,139.4200012
c1_k05,warm,3,deadhead_arrival,32,593.0,139.4200012
c1_k05,warm,3,service_end,32,627,123.0100014
c1_k05,warm,3,deadhead_arrival,35,627.0,123.0100014
c1_k05,warm,3,service_end,35,643,113.4390013
c1_k05,warm,3,deadhead_arrival,36,643.0,113.4390013
c1_k05,warm,3,service_end,36,657,104.14900134
c1_k05,warm,3,deadhead_arrival,39,657.0,104.14900134
c1_k05,warm,3,service_end,39,683,86.98200154
c1_k05,warm,3,deadhead_arrival,43,683.0,86.98200154
c1_k05,warm,3,service_end,43,717,70.57200173999999
c1_k05,warm,3,deadhead_arrival,46,717.0,70.57200173999999
c1_k05,warm,3,service_end,46,748,50.391001939999995
c1_k05,warm,3,deadhead_arrival,54,748.0,50.391001939999995
c1_k05,warm,3,service_end,54,777,30.529002439999996
c1_k05,warm,3,deadhead_arrival,7880C_0,785.0,19.729002439999995
c1_k05,warm,3,charge_block_end,7880C_0,835.0,205.0
c1_k05,warm,3,deadhead_arrival,61,835.0,205.0
c1_k05,warm,3,service_end,61,867,188.5900002
c1_k05,warm,3,deadhead_arrival,64,867.0,188.5900002
c1_k05,warm,3,service_end,64,896,169.9519997
c1_k05,warm,3,deadhead_arrival,68,896.0,169.9519997
c1_k05,warm,3,service_end,68,927,151.6459999
c1_k05,warm,3,deadhead_arrival,73,927.0,151.6459999
c1_k05,warm,3,service_end,73,963,129.3050003
c1_k05,warm,3,deadhead_arrival,77,963.0,129.3050003
c1_k05,warm,3,service_end,77,997,109.4430008
c1_k05,warm,3,deadhead_arrival,83,1007.0,93.24300079999999
c1_k05,warm,3,service_end,83,1034,71.01100039999999
c1_k05,warm,3,deadhead_arrival,85,1040.0,67.21100039999999
c1_k05,warm,3,service_end,85,1057,56.945000599999986
c1_k05,warm,3,deadhead_arrival,87,1057.0,56.945000599999986
c1_k05,warm,3,service_end,87,1088,36.76400079999999
c1_k05,warm,3,deadhead_arrival,89,1088.0,36.76400079999999
c1_k05,warm,3,service_end,89,1117,16.90200129999999
c1_k05,warm,3,deadhead_arrival,PARX_0,1122.0,14.10200129999999
c1_k05,warm,4,initial,PARX_0,0.0,240.0
c1_k05,warm,4,deadhead_arrival,0,,227.2
c1_k05,warm,4,service_end,0,342,214.85799999999998
c1_k05,warm,4,deadhead_arrival,2,342.0,214.85799999999998
c1_k05,warm,4,service_end,2,375,192.51700039999997
c1_k05,warm,4,deadhead_arrival,4,375.0,192.51700039999997
c1_k05,warm,4,service_end,4,407,171.18900129999997
c1_k05,warm,4,deadhead_arrival,8,407.0,171.18900129999997
c1_k05,warm,4,service_end,8,422,158.80200119999998
c1_k05,warm,4,deadhead_arrival,10,422.0,158.80200119999998
c1_k05,warm,4,service_end,10,447,146.46000119999997
c1_k05,warm,4,deadhead_arrival,12,447.0,146.46000119999997
c1_k05,warm,4,service_end,12,481,126.27900139999997
c1_k05,warm,4,deadhead_arrival,17,481.0,126.27900139999997
c1_k05,warm,4,service_end,17,517,106.41700189999997
c1_k05,warm,4,deadhead_arrival,20,517.0,106.41700189999997
c1_k05,warm,4,service_end,20,548,86.23600209999998
c1_k05,warm,4,deadhead_arrival,25,548.0,86.23600209999998
c1_k05,warm,4,service_end,25,577,66.37400259999998
c1_k05,warm,4,deadhead_arrival,27,577.0,66.37400259999998
c1_k05,warm,4,service_end,27,594,56.09500229999998
c1_k05,warm,4,deadhead_arrival,31,594.0,56.09500229999998
c1_k05,warm,4,service_end,31,617,43.753002299999984
c1_k05,warm,4,deadhead_arrival,33,617.0,43.753002299999984
c1_k05,warm,4,service_end,33,653,21.412002699999984
c1_k05,warm,4,deadhead_arrival,3127L_0,653.0,21.412002699999984
c1_k05,warm,4,charge_block_end,3127L_0,660.0,49.41200269999999
c1_k05,warm,4,charge_block_end,3127L_0,678.0,109.99999999999999
c1_k05,warm,4,deadhead_arrival,42,678.0,109.99999999999999
c1_k05,warm,4,service_end,42,707,88.67200089999999
c1_k05,warm,4,deadhead_arrival,45,707.0,88.67200089999999
c1_k05,warm,4,service_end,45,722,76.28500079999999
c1_k05,warm,4,deadhead_arrival,48,722.0,76.28500079999999
c1_k05,warm,4,service_end,48,737,66.01900099999999
c1_k05,warm,4,deadhead_arrival,52,737.0,66.01900099999999
