job_id,cap,stop_policy,dive_stop,dive_budget_s,dive_wall_s,dive_integer_buses,new_columns,mip_budget_s,mip_solver_runtime_s,mip_fleet,finite_pool_fleet_only_bound,fleet_proven,mip_status,with_start_skipped,individual_route_replay,overcovered_trips,duplicate_trip_removal_validated,shared_capacity_validated,execution_path,execution_sha256,mip_sha256
889582,floor8,first_feasible,wall_limit,900,851.8651946569989,,4026,2700,2702.635502576828,9,8.000000000000018,False,TIME_LIMIT,no validated dive incumbent,True,32,False,False,/home/nc437/ladder-lite/dive_cap_pilot_20260923/results/floor8_first_feasible/889582_r0/execution.json,2e4b798a125f7609faecf280cea634ad94a7e0ea7a2bbf782e2b374018a6847e,de55fedc40e9602195762b833e659a16599231864082b083f3bd124b3f269f0a
889583,floor8,fixed_budget,wall_limit,900,849.2621042281389,,8076,2700,2701.0301744937897,9,8.000000000000007,False,TIME_LIMIT,no validated dive incumbent,True,34,False,False,/home/nc437/ladder-lite/dive_cap_pilot_20260923/results/floor8_fixed_budget/889583_r0/execution.json,76c8503f307bfd13fbf69e440423007a69c43d0200bbf710cf626812cfe5258a,e9cbcbcd99a08bc5b302f9616ef2094926bd029004dde606b7d7f891dac64165
889584,fixed9,first_feasible,wall_limit,900,845.7200857531279,,8084,2700,2701.39985704422,9,8.000000000000012,False,TIME_LIMIT,no validated dive incumbent,True,34,False,False,/home/nc437/ladder-lite/dive_cap_pilot_20260923/results/fixed9_first_feasible/889584_r0/execution.json,516424e5157ab2d4cc947c65a8a87488268c1d4b8cd97250bad15c2022948f99,6f41a86b022c258244d6eb199ac45c06a03b392298bc4c13882ac519622b6cbc
889585,fixed9,fixed_budget,wall_limit,900,849.9186485389946,,7454,2700,2701.711938381195,9,8.000000000000023,False,TIME_LIMIT,no validated dive incumbent,True,31,False,False,/home/nc437/ladder-lite/dive_cap_pilot_20260923/results/fixed9_fixed_budget/889585_r0/execution.json,ed39d35a51c775e4e3ec686d38bee49c577330c2eb489344d0ad666b0802f946,75d48fd266eb4d13df1f21324e5b8686c1088da825d415d82db89abe3c8be067
