case_id,chain,k,trip_count,input_sha256,cg_job,mip_job,cg_scheduler,mip_scheduler,cg_stop,pricing_certified,rmp_route_weight,rmp_weighted_objective,pool_columns,mip_status,fleet_incumbent,finite_pool_fleet_only_bound,finite_pool_fleet_proven,own_target_matched,individual_route_replay,overcovered_trips,duplicate_trip_removal_validated,shared_capacity_validated,cg_path,cg_sha256,pool_journal_sha256,mip_path,mip_sha256
w5_k36,5,36,838,a65097a5fc1869e04beb166d2a9c1af2ab9d64e406f912bec2e4b824a54e5e14,661713,661714,COMPLETED,COMPLETED,wall_limit,False,34.99999999999802,3501528.396679336,276270,TIME_LIMIT,42,35.00000000000001,False,False,True,267,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k36/cg.json,869295b659e8e7530367b0c1fc110db0139f8216af782a23436b3512de013e52,96faa3f0555b9b13351ab5b8a43ff2ed556936d1220f6ab3b28863490068a068,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k36/mip_result.json,4730624efbc7defdd8f3cb2a71658ee5ab90f8b400b8478fcd68ffd3f531d2f9
w5_k37,5,37,888,80509b5c491555a1e59f20d67ce6c408d8678e848cb359f6e3a014496582af86,661715,661716,COMPLETED,COMPLETED,wall_limit,False,36.000000000000085,3601610.5893807295,278330,TIME_LIMIT,42,36.00000000000013,False,False,True,243,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k37/cg.json,f6be894aeedf52ecb3802cbf1006ab6828a872cc6ea1740f29e99ade3d68c4cd,3aa87cfb24b7474be2e0d5c2612cfb3457d48200f1fd967df2dbbf8d5fefab6f,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k37/mip_result.json,18eb0822a7c4d72eee64830a4e9b95430b59d5ce00b493ae399d4b3a81607452
w5_k38,5,38,902,ee6cc28054bd8978b0a1e08d69b2b8304d35f9305d5d450c6366a2bedcd98f67,661717,661718,COMPLETED,COMPLETED,wall_limit,False,36.999999999997584,3701650.1540887663,280144,TIME_LIMIT,43,37.000000000000114,False,False,True,257,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k38/cg.json,627023f8749538d0c544a7907fc4adc71f91660c372aa99839c12e606c363728,77f5dadd5786c0237c56ee367123d60a1223fbdf5b8d8a39411378b1a1150d9e,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k38/mip_result.json,b14d584187b2899f2181081a96b3ccf09d799037954f3cfdd14612b3255221db
w5_k39,5,39,932,f4e911c6b6d4acafc83d9ab4a4f84a876127a77ec5b98cbfe433c38dc5805900,661719,661720,COMPLETED,COMPLETED,wall_limit,False,37.999999999999815,3801680.0857290663,282874,TIME_LIMIT,45,38.00000000000062,False,False,True,296,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k39/cg.json,00104874b9d91a2923fc0b41528bc8f713a18d6bd638c657b6b12236b1677f18,6882393c64f4431affdb42e6d8254635b49679fac8e83fa11972b68d8f4ab56e,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k39/mip_result.json,e61fd3e14087ed59321984f562c2ac1d7cdc0b77265355f90335b24a90a3710d
w5_k40,5,40,946,1c53d995701acc515431b296ff51445a8312d66621d6c380ea838dac5056e2fb,661721,661722,COMPLETED,COMPLETED,wall_limit,False,38.999999999999986,3901688.725808279,284718,TIME_LIMIT,44,39.000000000000085,False,False,True,241,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k40/cg.json,5e0551a41741e07a179d991ecdb102e4ccc27c4450be3a00c26f3b9e3045a091,71fc575bdfb3e6907936f3f4c5e9a556ca81f0bfd5db2732e4f948c011f2d0d7,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w5_k40/mip_result.json,241037814dff3852449d5cb3ebf3028aefa0dd6918dbab5db2b23daa08df4085
w6_k33,6,33,796,b623a28932e95736dd3d4642b500219c5433bd2a91b9e32cb846c919f104f0b2,661724,661726,COMPLETED,COMPLETED,wall_limit,False,31.999999999999794,3201471.514998098,251615,TIME_LIMIT,38,32.00000000000016,False,False,True,154,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k33/cg.json,0b43b3848f562384afd149cead16d48e5035d60659dd72f990ff342dbfd25d20,0ed6f38bd7fabd28f39d7dc00d0447b1f8da0a28fe74ed2f66695001156413c8,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k33/mip_result.json,007587ec37745c11fb4c6724cbd71834dac265083af45e82791397adc1936ddd
w6_k34,6,34,804,c7b7556d659dd841ecaff4b5a6713e9b9207939bc99233ca03f8628a4de2f6e2,661727,661728,COMPLETED,COMPLETED,wall_limit,False,33.00000000000018,3301460.702600624,258283,TIME_LIMIT,40,33.00000000000015,False,False,True,245,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k34/cg.json,a94f15ff9bb26f375e002e2ebefaa2967a9b04d4765534af99d09f6ff47b64cf,29165da6821ec569dc6bc02d4601e148a82f5325b902dfb9eda38e1d76bccb45,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k34/mip_result.json,350f9ecb8f6d0d4ff8c3c610744eb7901519a2bebfab0f8451e7df8a9b57e146
w6_k35,6,35,831,93e7f29c01e60cc928544c0bf5214f2a183da8870a71930bb27b6216acab20ee,661729,661730,COMPLETED,COMPLETED,wall_limit,False,34.00000000000025,3401482.521646823,262210,TIME_LIMIT,37,34.00000000000007,False,False,True,156,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k35/cg.json,fc4637b455876f36ef67e9a500cb312637f98dcacc8206d27caacee01bb98376,d68d228df99479d000ed4106598d9c43f3c68231ed1cb58bd91f0a720cb33ec6,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k35/mip_result.json,83dd8989e9d25435659c51e76b74862d2e2ec80a16af9dff7212b3a897a4fdd7
w6_k36,6,36,843,21c76c31c18a954f7aff3590bcefe9f01ef09587eb96a2cf6d86f2c1ec6d8aea,661731,661732,COMPLETED,COMPLETED,wall_limit,False,34.999999999999524,3501515.7279188903,267472,TIME_LIMIT,39,35.00000000000014,False,False,True,144,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k36/cg.json,81a4e5a4d0893e1b9c141603beafd0f4db49d60eb6dd188296cca5db974efb94,7b356716f6ab0d5a7232d1285e17b20d125955215a03fd305c5c9959bea78e5b,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k36/mip_result.json,68450eea32632f0a119c8b5b6ef19b2a24ba3a7f8fa82fc3eee1b41f94d9d3b6
w6_k37,6,37,880,58a1e030a1b016d2881f1c12924d993e359079381dd66564a673ffb665b39dd2,661733,661735,COMPLETED,COMPLETED,wall_limit,False,36.00000000000016,3601573.648012178,271319,TIME_LIMIT,43,36.00000000000005,False,False,True,238,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k37/cg.json,f515c0ad0e57dc1b94a36a4e3e8671ed7a81ecedae158761dd336353c08caab8,572d0215cb5251b5468fb3f8cb91e3ca2158b7edf2a346e22074051bdeeaa5ec,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k37/mip_result.json,12c5f332add38f062dca4be961d86f0eeb5899d89a8119ec501aacb8fb1d7573
w6_k38,6,38,902,454ffbc9c40048700df555d6b90146fc7b0d006fb93d73a2f87b7a6c58218e0a,661736,661738,COMPLETED,COMPLETED,wall_limit,False,36.9999999999999,3701601.9344163965,275301,TIME_LIMIT,42,37.000000000000064,False,False,True,199,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k38/cg.json,ae1b539a770dca71601f159f262a9a044d9408ba6eda45f1b973063dbfe890a4,dcee60e08394bfd924be998c40954680337017000054be277f468b03c73840dd,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k38/mip_result.json,9bb70e8b73708fe63ec79ce3134586656e8105b584bcdb8429b7112713677bae
w6_k39,6,39,932,3e5d120a47a2d51ae2165add7a4663a2a7d57d69dd4947233d7df6370cb5f59f,661739,661740,COMPLETED,COMPLETED,wall_limit,False,38.000000000001044,3801635.2516346276,279351,TIME_LIMIT,44,38.000000000000114,False,False,True,210,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k39/cg.json,82b93471fd6bfac82d0080da79bb62c0cc25aceac1a1ab50ba179fe125bd5d0a,ed09306c6e9092bec06c7c9928bfb9c09641fd8e9bc39712ab619e5f139a8f6f,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k39/mip_result.json,993c3e219368f59415cb09de6223e5146a9da01001db80e46b9bd1c13039b4da
w6_k40,6,40,947,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,661741,661742,COMPLETED,COMPLETED,wall_limit,False,38.99999999999981,3901684.8193653836,282726,TIME_LIMIT,45,39.00000000000002,False,False,True,242,False,False,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k40/cg.json,8522a4d1a6be35948ebd5c20af44fcffb76c7d76cec38fe1c09b3b765c310904,e6079d6a095dc5e7a22681d58ce1f13273f0f06801cd8140001ceeb0f71b1828,/home/nc437/ladder-lite/chain_extension_33_40_20260921/cases/w6_k40/mip_result.json,acc32869a23ca5aa2ff8361b1754741a1cc83e34a98ee3239d458cb4691450e6
