chain,target_k,buses,cg_minutes_at_this_k,source_path,source_sha256,fleet_proven_in_pool,physical_route_replay,source_campaign
1,17,17,83.26131981393944,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k17/mip/133912_r0/result.json,a353d66c8fbd42cf7603ea19bc0dada943a92d1d238ff31a40f96f6db4781ebd,True,True,chain extension
2,16,16,44.28484435174226,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k16/mip/133930_r0/result.json,9b1b134620d681d83f606334d2c7fe9a7acc5fb5602e05e443841d39dfaa3fa0,True,True,chain extension
3,18,18,48.15024766811015,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k18/mip/133954_r0/result.json,dd60029136e34e2fc5fb4b2336b81c9bc84f9614b3d733be16afda6701140ced,True,True,chain extension
4,16,16,102.55466983000515,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k16/mip/133970_r0/result.json,ea51889c1b88fd6378067ae5b5953047095a53d786040517a5b81e8b5137354b,True,True,chain extension
5,17,17,80.38644854561426,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k17/mip/133992_r0/result.json,fd8ddb032dd6fa856fbab9a479501286288e68e5651a3f2d5f3e370003b8425e,True,True,chain extension
6,15,15,64.02894358882138,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k15/mip_warm/135707_r0/result.json,4ff740dee52be86781cba7095797b2c0e955e41b75cecb684ae5095883be4759,True,True,matched warm k15 reference
