case,job,target_duties,trips,iterations,pricing_certified,stop_reason,route_weight,weighted_RMP,last_pricing_min_rc,artificials,graph_original_build_s,cache_io_s,reported_cg_wall_s,wrapper_wall_s,scheduler_elapsed,app_RUSAGE_SELF_peak_mb,slurm_batch_MaxRSS,git_dirty_reported,saved_positive_objective_delta,saved_positive_weight_delta,reported_max_bound_violation,reported_feasibility_tolerance,result_sha256
w1_k35,661622,35,834,51,False,wall_limit,33.999999999999766,3401539.076369124,-36.0531837000212,0.0,54836.9395096302,205.02606892585754,14400.352368090767,14665.26939368248,04:04:39,49446.58984375,278411368K,True,2.259388566017151e-06,2.2573942715098383e-11,5.471997070329518e-12,1e-06,bfb145cba8c6ca18145357d34c9b5766cc514b3dc0263c67cec8ac62959d64ae
w2_k34,661638,34,824,184,False,wall_limit,33.00000000000006,3301404.8150122454,-0.6839355412390509,0.0,58279.16531538963,130.00694942474365,14390.51758497348,14517.683540821075,04:02:09,49014.8515625,263434392K,True,5.047768354415894e-07,5.044853423896711e-12,4.0966535719277886e-13,1e-06,94c5a6f717356d3c35289d07df669d1458329cc9200947be5fa87b98744f85ba
w3_k35,661676,35,827,180,False,wall_limit,35.00000000000017,3501465.8731186157,-0.0539319463777268,0.0,65726.2349846363,138.1116898059845,14395.207681668922,14676.947204113007,04:04:48,48576.56640625,257945076K,True,5.462206900119781e-07,5.4640736379951704e-12,3.3973243624260873e-13,1e-06,f4433a1afa1c61504606bf3934cc512a76afb5908a14b0260615479e79b7a3bf
w4_k35,661695,35,830,106,False,wall_limit,33.99999999999961,3401492.4190260214,-0.49964128743716607,0.0,38224.01009845734,123.9771134853363,14385.643089395948,14511.503463506699,04:02:02,49036.5546875,270124240K,True,7.371418178081512e-07,7.368328169832239e-12,4.760081218080359e-13,1e-06,3d509674e7c8ac6842f07a3acfb8a5fc79a2b90c03b48a7a4c49cb5bc5e58990
w5_k33,661707,33,768,226,False,wall_limit,32.0000000000002,3201404.360670194,-0.03184632719441627,0.0,51400.09726476669,94.13738536834717,14380.560643131379,14481.596839666367,04:01:28,41726.265625,236847932K,True,1.287553459405899e-06,1.2867928944615414e-11,6.343347051687072e-13,1e-06,25bc97be2fca637fe613a744f233a5c7b303216ddcdd9d7264df218d35d1fd28
w6_k34,661727,34,804,222,False,wall_limit,33.00000000000018,3301460.702600624,-0.17354320043929405,0.0,28218.016765356064,100.96589493751526,14394.731258656364,14502.726426839828,04:01:50,45849.58984375,252977484K,True,7.105991244316101e-07,7.105427357601002e-12,5.52217993554649e-13,1e-06,a94f15ff9bb26f375e002e2ebefaa2967a9b04d4765534af99d09f6ff47b64cf
