case_id,chain,target_k,treatment,integer_buses,pool_fleet_bound,fleet_proven_in_pool,individual_route_replay,mip_source_path,mip_sha256,cg_minutes,cg_certified,weighted_lp_objective,cg_source_path,cg_sha256,snapshot_sha256
c2_k08,2,8,original,9,8.000000000000005,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c2_k08/mip_base/135615_r0/result.json,f82b4e049c973036cb00a53c5bd5a3925206c6d8333fc32b2b4a704dfe00c3e4,18.020717868216646,True,800235.9144683554,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c2_k08/base/135613_r0/cg.json,f9544e307dc64585034133ef0e440657e737eb29f94e690646f822a7ad1c8352,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c2_k08,2,8,c200,9,8.000000000000009,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_c200_mip/mip_result.json,5d176b26b47eb7f5ced24604bd18f13959c54fcb8d3c14ea8ad2a87a7145da2b,40.42198648658038,True,800235.9144683707,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_c200/cg.json,facde2be1fc30948ab804e4b22e781dee6a1c0e67eafd87dfb65a971844a9139,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c2_k08,2,8,complementary,9,8.000000000000002,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_complementary_mip/mip_result.json,81a25d1bf330dce7c32cc0e04a6bc888d000c1bb54d26daae4c97d4390fcd978,26.767098756243165,True,800235.9144683577,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k08_complementary/cg.json,c71af03e0bc8ca7abd2954032e2f31a9cbfcd680028f75fa0c45264efec36c04,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c2_k10,2,10,original,12,10.000000000000068,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c2_k10/mip_base/135620_r0/result.json,7b1b3844aaaade471ac6e7b731a9ee751ffb07569a1af953e7c34c1b3d25c69c,45.94994359918249,True,1000371.1457444351,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c2_k10/base/135618_r0/cg.json,41eba3edf8b59b540d63061dd75eea4b50e5d428708f058e0f856723a3ca7922,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c2_k10,2,10,c200,,,,,,,107.4396061689981,True,1000371.1457444391,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k10_c200/cg.json,4664393d91e9456025bef0a44faf8a91c0e38752461df410f211ebb4bfcba53e,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c2_k10,2,10,complementary,12,10.000000000000014,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k10_complementary_mip/mip_result.json,5c63c6f9bff1b44be0ef3ec4a06c3a5a0ef8fbbc9a10d8c2ad5980dfe75f7828,75.0957096874481,True,1000371.1457444405,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c2_k10_complementary/cg.json,2e88a4f3a4cab63dfa68339de2ca3c3108d426bce27268c9fe025f7b4fadd04b,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c3_k08,3,8,original,9,8.000000000000004,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k08/mip_base/135635_r0/result.json,1d4936bec7def830d91a25a20f8f460fdb8f66ffd383e6a68463bd8a6f584ffc,13.277519489316425,True,800212.6874725271,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k08/base/135633_r0/cg.json,9e8376a2835c071c76011325de652348eda5bf3937a3faad03d9bb7544e78082,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c3_k08,3,8,c200,8,8.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_c200_mip/mip_result.json,b2a8c2668d0947d809783607ea62f01a27679e4b1de1bdacb7dd3689aef7e030,25.359503960803462,True,800212.6874707585,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_c200/cg.json,1e31a90222023aea6c0b6a82c7279102d56d69f679bc0d83ba30ef4526fab57a,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c3_k08,3,8,complementary,8,8.0,True,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_complementary_mip/mip_result.json,e6dbfe6a7b080fae0d139bd1a8c85d27d545e09aadae59d68f30ccc8d39ff4cb,23.477086025686003,True,800212.6874705985,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k08_complementary/cg.json,dd700ce62a972179e6a37d9e37d5ab1e4ba2fafda572d5d59e7a0852a3b95902,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c3_k10,3,10,original,11,10.000000000000009,False,True,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/mip_base/135640_r0/result.json,ee6121c87d6b4686a28961f383e6dd14ca5636c90c254c186e1ab9be4d40d235,30.026636184220358,True,1000316.8231857817,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c3_k10/base/135638_r0/cg.json,22e80c1f3e6b024a22e8d16b00f9d4ab57e363c3fe2f90e525f47f4688d125ea,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
c3_k10,3,10,c200,11,10.00000000000004,False,True,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_c200_mip/mip_result.json,7e3fc684b69b1aff6a61c76efb1765c8b2acb6c17c7fba6fe642c0ca2a4245de,49.93566421029391,True,1000316.8231857865,/home/nc437/ladder-lite/overnight_diagnostics_20260914/cases/c3_k10_c200/cg.json,74b55d88739a4b9865eeafb5af621762accb2bb07b4436c38150fb8fa79246de,2cff5e7039d7c3de562d81289cde391b246e5b6f8770641a7c2a10a100289a25
